time,IPSL-CM6A-LR,MPI-ESM1-2-HR,MRI-ESM2-0,UKESM1-0-LL,GFDL-ESM4
2000.0,15542373000000.0,15542373000000.0,15542373000000.0,15542373000000.0,15542373000000.0
2001.0,15508719000000.0,15508719000000.0,15508719000000.0,15508719000000.0,15508719000000.0
2002.0,15478325000000.0,15478325000000.0,15478325000000.0,15478325000000.0,15478325000000.0
2003.0,15409549000000.0,15409549000000.0,15409549000000.0,15409549000000.0,15409549000000.0
2004.0,15303706000000.0,15303706000000.0,15303706000000.0,15303706000000.0,15303706000000.0
2005.0,15256192000000.0,15256192000000.0,15256192000000.0,15256192000000.0,15256192000000.0
2006.0,15214912000000.0,15214912000000.0,15214912000000.0,15214912000000.0,15214912000000.0
2007.0,15198199000000.0,15198199000000.0,15198199000000.0,15198199000000.0,15198199000000.0
2008.0,15155834000000.0,15155834000000.0,15155834000000.0,15155834000000.0,15155834000000.0
2009.0,15102138000000.0,15102138000000.0,15102138000000.0,15102138000000.0,15102138000000.0
2010.0,15017244000000.0,15017244000000.0,15017244000000.0,15017244000000.0,15017244000000.0
2011.0,14936700000000.0,14936700000000.0,14936700000000.0,14936700000000.0,14936700000000.0
2012.0,14900734000000.0,14900734000000.0,14900734000000.0,14900734000000.0,14900734000000.0
2013.0,14877573000000.0,14877573000000.0,14877573000000.0,14877573000000.0,14877573000000.0
2014.0,14864944000000.0,14864944000000.0,14864944000000.0,14864944000000.0,14864944000000.0
2015.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0
2016.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0
2017.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0
2018.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0
2019.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0
2020.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0
2021.0,14661855000000.0,14686940000000.0,14676520000000.0,14705311000000.0,14706445000000.0
2022.0,14587857000000.0,14634095000000.0,14621542000000.0,14589058000000.0,14670416000000.0
2023.0,14490717000000.0,14561218000000.0,14470463000000.0,14482339000000.0,14608661000000.0
2024.0,14446072000000.0,14521879000000.0,14355010000000.0,14346000000000.0,14490020000000.0
2025.0,14415110000000.0,14473975000000.0,14266706000000.0,14190962000000.0,14393264000000.0
2026.0,14309138000000.0,14432381000000.0,14195890000000.0,14060471000000.0,14320757000000.0
2027.0,14243353000000.0,14404376000000.0,14127477000000.0,13954168000000.0,14269405000000.0
2028.0,14169397000000.0,14340823000000.0,14082500000000.0,13819856000000.0,14216541000000.0
2029.0,14057695000000.0,14321260000000.0,14034981000000.0,13713212000000.0,14083496000000.0
2030.0,13983246000000.0,14295395000000.0,13948096000000.0,13577435000000.0,13972697000000.0
2031.0,13925092000000.0,14214535000000.0,13858940000000.0,13423547000000.0,13878578000000.0
2032.0,13810776000000.0,14152369000000.0,13748298000000.0,13264090000000.0,13779866000000.0
2033.0,13714891000000.0,14133136000000.0,13683027000000.0,13100644000000.0,13657224000000.0
2034.0,13640224000000.0,14095113000000.0,13549214000000.0,12932239000000.0,13576701000000.0
2035.0,13615075000000.0,14056544000000.0,13475580000000.0,12677899000000.0,13521537000000.0
2036.0,13580677000000.0,13977207000000.0,13454750000000.0,12545100000000.0,13464128000000.0
2037.0,13514288000000.0,13892483000000.0,13384720000000.0,12334114000000.0,13421721000000.0
2038.0,13455921000000.0,13823220000000.0,13261292000000.0,12155659000000.0,13348994000000.0
2039.0,13325440000000.0,13745308000000.0,13173969000000.0,12003442000000.0,13247195000000.0
2040.0,13255543000000.0,13661709000000.0,13127949000000.0,11872845000000.0,13154842000000.0
2041.0,13195368000000.0,13591971000000.0,13038495000000.0,11678696000000.0,13051333000000.0
2042.0,13106869000000.0,13611902000000.0,12981943000000.0,11472237000000.0,12965715000000.0
2043.0,12978738000000.0,13544876000000.0,12854276000000.0,11339274000000.0,12859757000000.0
2044.0,12922033000000.0,13496927000000.0,12676711000000.0,11125914000000.0,12730907000000.0
2045.0,12832604000000.0,13443673000000.0,12563763000000.0,10937741000000.0,12670754000000.0
2046.0,12717882000000.0,13400224000000.0,12434674000000.0,10752849000000.0,12580573000000.0
2047.0,12632635000000.0,13327695000000.0,12287365000000.0,10558975000000.0,12506249000000.0
2048.0,12547341000000.0,13247108000000.0,12071100000000.0,10321962000000.0,12433635000000.0
2049.0,12386991000000.0,13171798000000.0,11892759000000.0,10088997000000.0,12331936000000.0
2050.0,12265101000000.0,13091029000000.0,11765072000000.0,9903293000000.0,12256539000000.0
2051.0,12201048000000.0,12988405000000.0,11648739000000.0,9738578000000.0,12209396000000.0
2052.0,12100445000000.0,12918873000000.0,11539926000000.0,9579992000000.0,12089082000000.0
2053.0,11986471000000.0,12890595000000.0,11422604000000.0,9388965000000.0,11955348000000.0
2054.0,11864407000000.0,12795574000000.0,11239018000000.0,9218695000000.0,11871743000000.0
2055.0,11689072000000.0,12709818000000.0,11057478000000.0,9040638000000.0,11771759000000.0
2056.0,11535302000000.0,12627251000000.0,10941122000000.0,8862261000000.0,11701586000000.0
2057.0,11359091000000.0,12560993000000.0,10818378000000.0,8693020000000.0,11573969000000.0
2058.0,11235361000000.0,12507817000000.0,10656146000000.0,8483587000000.0,11512511000000.0
2059.0,11133716000000.0,12437032000000.0,10536124000000.0,8242923000000.0,11395574000000.0
2060.0,11009015000000.0,12345676000000.0,10399292000000.0,8042517600000.0,11267483000000.0
2061.0,10868092000000.0,12258415000000.0,10200600000000.0,7877918500000.0,11177295000000.0
2062.0,10748394000000.0,12189033000000.0,10058676000000.0,7692898000000.0,11087340000000.0
2063.0,10599441000000.0,12069623000000.0,9938022000000.0,7516512600000.0,10975214000000.0
2064.0,10410683000000.0,11998684000000.0,9771907000000.0,7293165000000.0,10904552000000.0
2065.0,10277001000000.0,11891048000000.0,9755271000000.0,7094501000000.0,10829128000000.0
2066.0,10153195000000.0,11818222000000.0,9694383000000.0,6930303500000.0,10703991000000.0
2067.0,10016602000000.0,11713043000000.0,9544336000000.0,6720924400000.0,10636562000000.0
2068.0,9854256000000.0,11599984000000.0,9388484000000.0,6510903600000.0,10513120000000.0
2069.0,9706105000000.0,11499193000000.0,9276707000000.0,6304390700000.0,10409660000000.0
2070.0,9545417000000.0,11444474000000.0,9157986000000.0,6106586300000.0,10305906000000.0
2071.0,9409923000000.0,11380033000000.0,9017603000000.0,5883633000000.0,10227259000000.0
2072.0,9223247000000.0,11289317000000.0,8855736000000.0,5670022000000.0,10130839000000.0
2073.0,9128632000000.0,11233555000000.0,8715504700000.0,5460058400000.0,10062163000000.0
2074.0,8972927000000.0,11181198000000.0,8563882000000.0,5281771000000.0,9989735000000.0
2075.0,8831463000000.0,11068965000000.0,8426298500000.0,5048454000000.0,9896690000000.0
2076.0,8692608000000.0,10962306000000.0,8290354300000.0,4875917700000.0,9829285000000.0
2077.0,8536229000000.0,10850377000000.0,8096100400000.0,4683630000000.0,9749442000000.0
2078.0,8395982000000.0,10758551000000.0,8008174700000.0,4506314600000.0,9694098000000.0
2079.0,8233516300000.0,10689008000000.0,7830708400000.0,4306206500000.0,9600732000000.0
2080.0,8097368000000.0,10612793000000.0,7664257000000.0,4149817600000.0,9519396000000.0
2081.0,7931463000000.0,10492403000000.0,7509820600000.0,3955963700000.0,9416229000000.0
2082.0,7764347700000.0,10409379000000.0,7353305000000.0,3774425600000.0,9313380000000.0
2083.0,7602779000000.0,10286096000000.0,7281878500000.0,3632270000000.0,9213415000000.0
2084.0,7475975000000.0,10163826000000.0,7165771000000.0,3464890400000.0,9064192000000.0
2085.0,7348100300000.0,10107945000000.0,7042743000000.0,3312727000000.0,8968144000000.0
2086.0,7218067000000.0,9991383000000.0,6900360400000.0,3136383600000.0,8856241000000.0
2087.0,7024008500000.0,9957680000000.0,6742933500000.0,2948670400000.0,8781902600000.0
2088.0,6856077500000.0,9842466000000.0,6602098700000.0,2774697500000.0,8695388300000.0
2089.0,6709617600000.0,9772870000000.0,6419712600000.0,2598109200000.0,8639173000000.0
2090.0,6516246600000.0,9730708000000.0,6260492600000.0,2412399600000.0,8543016000000.0
2091.0,6302394000000.0,9639400000000.0,6099424500000.0,2256424000000.0,8477030000000.0
2092.0,6072981000000.0,9531380000000.0,5974584000000.0,2090617500000.0,8386247700000.0
2093.0,5864954000000.0,9448020000000.0,5839625000000.0,1918298200000.0,8244586000000.0
2094.0,5705097000000.0,9358040000000.0,5762927000000.0,1757910500000.0,8116325300000.0
2095.0,5536874500000.0,9316435000000.0,5651745500000.0,1613581100000.0,8034035700000.0
2096.0,5326514000000.0,9272263000000.0,5519912000000.0,1453665300000.0,7932951000000.0
2097.0,5144982300000.0,9232823000000.0,5379463000000.0,1320552400000.0,7824160600000.0
2098.0,4961780000000.0,9188681000000.0,5242715400000.0,1214172000000.0,7705896400000.0
2099.0,4752110000000.0,9124756000000.0,5093572000000.0,1091616830000.0,7623981700000.0
2100.0,4491213500000.0,9048714000000.0,4982178300000.0,981324660000.0,7518966000000.0
