time,MRI-ESM2-0,MPI-ESM1-2-HR,IPSL-CM6A-LR,GFDL-ESM4,UKESM1-0-LL
2000.0,15542373000000.0,15542373000000.0,15542373000000.0,15542373000000.0,15542373000000.0
2001.0,15508719000000.0,15508719000000.0,15508719000000.0,15508719000000.0,15508719000000.0
2002.0,15478325000000.0,15478325000000.0,15478325000000.0,15478325000000.0,15478325000000.0
2003.0,15409549000000.0,15409549000000.0,15409549000000.0,15409549000000.0,15409549000000.0
2004.0,15303706000000.0,15303706000000.0,15303706000000.0,15303706000000.0,15303706000000.0
2005.0,15256192000000.0,15256192000000.0,15256192000000.0,15256192000000.0,15256192000000.0
2006.0,15214912000000.0,15214912000000.0,15214912000000.0,15214912000000.0,15214912000000.0
2007.0,15198199000000.0,15198199000000.0,15198199000000.0,15198199000000.0,15198199000000.0
2008.0,15155834000000.0,15155834000000.0,15155834000000.0,15155834000000.0,15155834000000.0
2009.0,15102138000000.0,15102138000000.0,15102138000000.0,15102138000000.0,15102138000000.0
2010.0,15017244000000.0,15017244000000.0,15017244000000.0,15017244000000.0,15017244000000.0
2011.0,14936700000000.0,14936700000000.0,14936700000000.0,14936700000000.0,14936700000000.0
2012.0,14900734000000.0,14900734000000.0,14900734000000.0,14900734000000.0,14900734000000.0
2013.0,14877573000000.0,14877573000000.0,14877573000000.0,14877573000000.0,14877573000000.0
2014.0,14864944000000.0,14864944000000.0,14864944000000.0,14864944000000.0,14864944000000.0
2015.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0,14831335000000.0
2016.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0,14843530000000.0
2017.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0,14810094000000.0
2018.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0,14795327000000.0
2019.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0,14832206000000.0
2020.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0,14745808000000.0
2021.0,14608182000000.0,14684752000000.0,14656353000000.0,14749698000000.0,14621645000000.0
2022.0,14524463000000.0,14669739000000.0,14580449000000.0,14620771000000.0,14500727000000.0
2023.0,14376862000000.0,14642429000000.0,14508037000000.0,14541541000000.0,14394735000000.0
2024.0,14291412000000.0,14596836000000.0,14494745000000.0,14483171000000.0,14269008000000.0
2025.0,14120859000000.0,14471374000000.0,14395695000000.0,14486365000000.0,14110814000000.0
2026.0,13992934000000.0,14411073000000.0,14348469000000.0,14417355000000.0,13964462000000.0
2027.0,13872924000000.0,14330150000000.0,14320060000000.0,14328159000000.0,13812247000000.0
2028.0,13737138000000.0,14266886000000.0,14242457000000.0,14252390000000.0,13725946000000.0
2029.0,13630655000000.0,14222736000000.0,14195131000000.0,14151504000000.0,13547908000000.0
2030.0,13549852000000.0,14120547000000.0,14139480000000.0,14073115000000.0,13469165000000.0
2031.0,13444946000000.0,14073916000000.0,14101588000000.0,14012372000000.0,13354204000000.0
2032.0,13300406000000.0,14032473000000.0,14099013000000.0,13957223000000.0,13171544000000.0
2033.0,13290516000000.0,13984136000000.0,13979526000000.0,13902884000000.0,12970538000000.0
2034.0,13215755000000.0,13906073000000.0,13922297000000.0,13804901000000.0,12801923000000.0
2035.0,13092572000000.0,13887915000000.0,13832653000000.0,13703869000000.0,12603147000000.0
2036.0,12993438000000.0,13816909000000.0,13716115000000.0,13648305000000.0,12466931000000.0
2037.0,12926482000000.0,13788953000000.0,13661586000000.0,13589545000000.0,12294168000000.0
2038.0,12798036000000.0,13753228000000.0,13610543000000.0,13537966000000.0,12152454000000.0
2039.0,12688121000000.0,13716583000000.0,13553393000000.0,13416513000000.0,12019070000000.0
2040.0,12618558000000.0,13645182000000.0,13459857000000.0,13344094000000.0,11821719000000.0
2041.0,12543558000000.0,13621857000000.0,13430591000000.0,13309760000000.0,11696645000000.0
2042.0,12472520000000.0,13544563000000.0,13355300000000.0,13247665000000.0,11593610000000.0
2043.0,12392603000000.0,13550500000000.0,13317800000000.0,13212614000000.0,11453078000000.0
2044.0,12355022000000.0,13526191000000.0,13223460000000.0,13163585000000.0,11248624000000.0
2045.0,12277962000000.0,13500677000000.0,13172271000000.0,13087716000000.0,11078071000000.0
2046.0,12167067000000.0,13464763000000.0,13143986000000.0,12988432000000.0,10908734000000.0
2047.0,12042471000000.0,13388709000000.0,13086435000000.0,12943638000000.0,10722763000000.0
2048.0,12005881000000.0,13334248000000.0,12991473000000.0,12852632000000.0,10584492000000.0
2049.0,11942469000000.0,13322290000000.0,12912560000000.0,12775215000000.0,10408911000000.0
2050.0,11876229000000.0,13278225000000.0,12807784000000.0,12713527000000.0,10271574000000.0
2051.0,11830467000000.0,13194971000000.0,12746066000000.0,12643983000000.0,10070149000000.0
2052.0,11761926000000.0,13137278000000.0,12635924000000.0,12579870000000.0,9898017000000.0
2053.0,11671645000000.0,13079131000000.0,12551454000000.0,12527758000000.0,9760587000000.0
2054.0,11567111000000.0,12985368000000.0,12490778000000.0,12437637000000.0,9599965000000.0
2055.0,11472633000000.0,12999093000000.0,12425891000000.0,12399464000000.0,9416464000000.0
2056.0,11433856000000.0,12932908000000.0,12359306000000.0,12368599000000.0,9306592000000.0
2057.0,11329389000000.0,12867777000000.0,12303982000000.0,12253170000000.0,9146114000000.0
2058.0,11234428000000.0,12808193000000.0,12244574000000.0,12185171000000.0,8997353000000.0
2059.0,11151868000000.0,12781670000000.0,12166506000000.0,12127811000000.0,8837919000000.0
2060.0,11052486000000.0,12728585000000.0,12083212000000.0,12120148000000.0,8707371000000.0
2061.0,10986384000000.0,12662500000000.0,11975129000000.0,12064739000000.0,8578343000000.0
2062.0,10925958000000.0,12591034000000.0,11888770000000.0,11993425000000.0,8455259700000.0
2063.0,10844745000000.0,12559443000000.0,11800575000000.0,11946668000000.0,8360302000000.0
2064.0,10832340000000.0,12536530000000.0,11690398000000.0,11899741000000.0,8225265500000.0
2065.0,10809704000000.0,12509400000000.0,11621314000000.0,11822177000000.0,8080010000000.0
2066.0,10796325000000.0,12458464000000.0,11520382000000.0,11773123000000.0,7970121300000.0
2067.0,10748831000000.0,12420081000000.0,11404202000000.0,11720782000000.0,7816924000000.0
2068.0,10664050000000.0,12378699000000.0,11331070000000.0,11654688000000.0,7685892700000.0
2069.0,10599277000000.0,12324589000000.0,11249746000000.0,11610390000000.0,7511531300000.0
2070.0,10535147000000.0,12263485000000.0,11156794000000.0,11577387000000.0,7372504300000.0
2071.0,10454520000000.0,12225228000000.0,11061515000000.0,11534225000000.0,7229274600000.0
2072.0,10405118000000.0,12137440000000.0,10923053000000.0,11472593000000.0,7098970700000.0
2073.0,10348202000000.0,12095737000000.0,10798597000000.0,11445605000000.0,7007498000000.0
2074.0,10259788000000.0,12045503000000.0,10765424000000.0,11397967000000.0,6888154500000.0
2075.0,10190432000000.0,11987785000000.0,10678799000000.0,11352195000000.0,6775171400000.0
2076.0,10176079000000.0,11917195000000.0,10581375000000.0,11291170000000.0,6639135000000.0
2077.0,10137283000000.0,11918077000000.0,10492603000000.0,11236504000000.0,6540806000000.0
2078.0,10158245000000.0,11894062000000.0,10417743000000.0,11187825000000.0,6439022000000.0
2079.0,10087653000000.0,11840931000000.0,10351044000000.0,11163291000000.0,6338836000000.0
2080.0,10054204000000.0,11772039000000.0,10309341000000.0,11108185000000.0,6215972000000.0
2081.0,10007481000000.0,11742240000000.0,10232849000000.0,11089364000000.0,6088653000000.0
2082.0,9956476000000.0,11724720000000.0,10189581000000.0,11022175000000.0,5977220000000.0
2083.0,9861639000000.0,11653581000000.0,10092935000000.0,10943182000000.0,5856667600000.0
2084.0,9829463000000.0,11614796000000.0,10005866000000.0,10888083000000.0,5767102500000.0
2085.0,9808562000000.0,11539886000000.0,9911413000000.0,10851955000000.0,5670378000000.0
2086.0,9791832000000.0,11488280000000.0,9814695000000.0,10782536000000.0,5588573000000.0
2087.0,9730333000000.0,11452832000000.0,9757817000000.0,10744892000000.0,5456224300000.0
2088.0,9643672000000.0,11390633000000.0,9688515000000.0,10683549000000.0,5348198400000.0
2089.0,9613371000000.0,11323971000000.0,9594288000000.0,10674594000000.0,5252330300000.0
2090.0,9543931000000.0,11285136000000.0,9490943000000.0,10613074000000.0,5148309500000.0
2091.0,9505797000000.0,11244505000000.0,9445778000000.0,10555824000000.0,5070139700000.0
2092.0,9481921000000.0,11189724000000.0,9429886000000.0,10472547000000.0,5004502000000.0
2093.0,9476814000000.0,11096587000000.0,9375232000000.0,10432289000000.0,4923013000000.0
2094.0,9449657000000.0,11077616000000.0,9348325000000.0,10391097000000.0,4856653300000.0
2095.0,9447638000000.0,11023460000000.0,9288976000000.0,10346710000000.0,4784925400000.0
2096.0,9407135000000.0,10991922000000.0,9183695000000.0,10294074000000.0,4708144500000.0
2097.0,9384957000000.0,10939732000000.0,9085882000000.0,10262645000000.0,4632816400000.0
2098.0,9346046000000.0,10910987000000.0,9027489000000.0,10208001000000.0,4558682600000.0
2099.0,9273351000000.0,10857639000000.0,8990162000000.0,10166275000000.0,4475186600000.0
2100.0,9203956000000.0,10829959000000.0,8929216000000.0,10099521000000.0,4416826000000.0
