time,CNRM-CM5,GISS-E2-R,CCSM4,CANESM2,GFDL-ESM2G,MPI-ESM-LR,NORESM1-M,CSIRO-MK3-6-0,IPSL-CM5A-LR,GFDL-CM3
2029.0,39998652000.0,40156920000.0,40196407000.0,40096020000.0,40105300000.0,40194474000.0,40027587000.0,40258044000.0,40080335000.0,39738640000.0
2030.0,39916405000.0,40020038000.0,40268665000.0,40030773000.0,40128770000.0,40287500000.0,39945085000.0,40159085000.0,40004346000.0,39649206000.0
2031.0,39870290000.0,39959290000.0,40128930000.0,39979344000.0,40072580000.0,40125272000.0,39883518000.0,40080280000.0,39967252000.0,39527825000.0
2032.0,39851830000.0,39895085000.0,40082326000.0,39942107000.0,40061485000.0,40097850000.0,39809320000.0,40030687000.0,39913755000.0,39424123000.0
2033.0,39737012000.0,39831503000.0,40039670000.0,39888384000.0,39997140000.0,40027955000.0,39735894000.0,39969743000.0,39896940000.0,39301505000.0
2034.0,39638364000.0,39742060000.0,39982944000.0,39808168000.0,39954040000.0,39979717000.0,39652960000.0,39924630000.0,39793783000.0,39202970000.0
2035.0,39613882000.0,39642677000.0,39911140000.0,39737557000.0,39862330000.0,39932930000.0,39560126000.0,39868187000.0,39735116000.0,39074234000.0
2036.0,39561750000.0,39574360000.0,40005080000.0,39693160000.0,39834910000.0,39892580000.0,39478096000.0,39860597000.0,39644094000.0,38936916000.0
2037.0,39439266000.0,39482830000.0,39814310000.0,39597420000.0,39785095000.0,39852896000.0,39364166000.0,39777700000.0,39557090000.0,38765180000.0
2038.0,39375850000.0,39401800000.0,39727410000.0,39537046000.0,39729330000.0,39770755000.0,39256007000.0,39726130000.0,39483757000.0,38567526000.0
2039.0,39258374000.0,39319634000.0,39640777000.0,39425600000.0,39652766000.0,39687220000.0,39125512000.0,39651422000.0,39395710000.0,38400193000.0
2040.0,39226733000.0,39241570000.0,39543714000.0,39326780000.0,39573000000.0,39614444000.0,39016997000.0,39579034000.0,39397167000.0,38167675000.0
2041.0,39115026000.0,39144927000.0,39468917000.0,39239430000.0,39492830000.0,39563493000.0,38894936000.0,39578964000.0,39211102000.0,37933072000.0
2042.0,38970030000.0,39016088000.0,39380940000.0,39144825000.0,39410917000.0,39552370000.0,38762540000.0,39474094000.0,39113966000.0,37683630000.0
2043.0,38840852000.0,38959297000.0,39270910000.0,39040647000.0,39336450000.0,39422284000.0,38603047000.0,39372850000.0,38983037000.0,37401604000.0
2044.0,38718714000.0,38806774000.0,39183550000.0,38907780000.0,39251014000.0,39325820000.0,38447320000.0,39286444000.0,38836980000.0,37100577000.0
2045.0,38570267000.0,38642660000.0,39070540000.0,38771257000.0,39197550000.0,39245705000.0,38297743000.0,39220400000.0,38776046000.0,36765200000.0
2046.0,38441190000.0,38487175000.0,38982060000.0,38616502000.0,39121752000.0,39137935000.0,38141710000.0,39120340000.0,38606620000.0,36433314000.0
2047.0,38283166000.0,38312534000.0,38881726000.0,38502980000.0,39021203000.0,39026717000.0,37964374000.0,39034655000.0,38467617000.0,36054024000.0
2048.0,38100865000.0,38163546000.0,38738043000.0,38293480000.0,38902366000.0,38989898000.0,37799424000.0,38957203000.0,38326900000.0,35670830000.0
2049.0,37990994000.0,38012340000.0,38631760000.0,38113850000.0,38794416000.0,38838270000.0,37624013000.0,38874268000.0,38156374000.0,35261833000.0
2050.0,37808240000.0,37847410000.0,38530023000.0,37954160000.0,38674410000.0,38705810000.0,37446017000.0,38768090000.0,37990945000.0,34795663000.0
2051.0,37658325000.0,37673443000.0,38378942000.0,37831660000.0,38554915000.0,38585400000.0,37243126000.0,38672490000.0,37792743000.0,34312002000.0
2052.0,37422260000.0,37538533000.0,38241595000.0,37591327000.0,38455950000.0,38470680000.0,37024970000.0,38582270000.0,37574558000.0,33765634000.0
2053.0,37220520000.0,37406134000.0,38031815000.0,37374420000.0,38349930000.0,38355956000.0,36808098000.0,38447730000.0,37387796000.0,33188460000.0
2054.0,37057910000.0,37201990000.0,37839135000.0,37176870000.0,38233133000.0,38216620000.0,36633510000.0,38336960000.0,37193105000.0,32667961000.0
2055.0,36933812000.0,36986650000.0,37708014000.0,36985120000.0,38067642000.0,38065267000.0,36415295000.0,38189138000.0,36968587000.0,32164293000.0
2056.0,36697215000.0,36819570000.0,37512250000.0,36736942000.0,37923940000.0,37933064000.0,36170138000.0,38097994000.0,36703216000.0,31550282000.0
2057.0,36517700000.0,36924838000.0,37348626000.0,36497540000.0,37750096000.0,37808767000.0,35838874000.0,37957930000.0,36455530000.0,30895247000.0
2058.0,36360765000.0,36580480000.0,37165744000.0,36296237000.0,37611442000.0,37634433000.0,35523535000.0,37782360000.0,36130330000.0,30180706000.0
2059.0,36158460000.0,36504424000.0,36959994000.0,35996783000.0,37467110000.0,37471420000.0,35200664000.0,37683892000.0,35838018000.0,29538068000.0
2060.0,35982344000.0,36235952000.0,36829160000.0,35795083000.0,37295940000.0,37329710000.0,34865080000.0,37504430000.0,35514650000.0,28949332000.0
2061.0,35738604000.0,35962765000.0,36565897000.0,35526324000.0,37175640000.0,37235220000.0,34584920000.0,37333230000.0,35143890000.0,28339167000.0
2062.0,35454984000.0,35769730000.0,36241293000.0,35214074000.0,36994798000.0,37016764000.0,34283117000.0,37173645000.0,34771575000.0,27735316000.0
2063.0,35187036000.0,35565400000.0,35985890000.0,34898800000.0,36836720000.0,36814610000.0,33951255000.0,36985280000.0,34450874000.0,27138247000.0
2064.0,34881980000.0,35508978000.0,35691303000.0,34651066000.0,36646000000.0,36634910000.0,33566763000.0,36835680000.0,34038712000.0,26556185000.0
2065.0,34637853000.0,35176088000.0,35449627000.0,34352656000.0,36484497000.0,36416295000.0,33140600000.0,36680065000.0,33705159000.0,26006845000.0
2066.0,34317312000.0,34913060000.0,35200655000.0,34069002000.0,36503990000.0,36227486000.0,32756347000.0,36492140000.0,33296736000.0,25440426000.0
2067.0,34000237000.0,34684793000.0,35080266000.0,33826302000.0,36180996000.0,36013540000.0,32370606000.0,36289580000.0,32831853000.0,24777040000.0
2068.0,33694155000.0,34472407000.0,34752565000.0,33436990000.0,36041572000.0,35762418000.0,31922430000.0,36030927000.0,32377252000.0,24263426000.0
2069.0,33475396000.0,34229424000.0,34456793000.0,33030668000.0,35915567000.0,35560710000.0,31446632000.0,35815686000.0,31930450000.0,23603665000.0
2070.0,33165201000.0,33911919000.0,34234948000.0,32638996000.0,35775394000.0,35378876000.0,30971556000.0,35564540000.0,31459320000.0,23029895000.0
2071.0,32906811000.0,33657762000.0,33957173000.0,32277051000.0,35577210000.0,35139666000.0,30549342000.0,35333603000.0,30946738000.0,22349677000.0
2072.0,32640025000.0,33465575000.0,33709400000.0,31881734000.0,35351417000.0,34875376000.0,30124430000.0,35075860000.0,30397467000.0,21782694000.0
2073.0,32254595000.0,33199399000.0,33416464000.0,31461392000.0,35256033000.0,34597843000.0,29642988000.0,34836960000.0,29939372000.0,21286205000.0
2074.0,31885306000.0,32933532000.0,33105162000.0,30991080000.0,35045474000.0,34331181000.0,29133970000.0,34524525000.0,29475377000.0,20630331000.0
2075.0,31469224000.0,32636924000.0,32859490000.0,30561163000.0,34809045000.0,34062537000.0,28689152000.0,34220157000.0,28993217000.0,20004088000.0
2076.0,31095284000.0,32361712000.0,32548043000.0,30153925000.0,34610156000.0,33803174000.0,28186573000.0,33846575000.0,28400360000.0,19467330000.0
2077.0,30734133000.0,32069044000.0,32273762000.0,29695914000.0,34337395000.0,33536494000.0,27701154000.0,33532064000.0,27856417000.0,18759580000.0
2078.0,30327250000.0,31722870000.0,32026124000.0,29243840000.0,34061462000.0,33248942000.0,27259984000.0,33159473000.0,27227736000.0,18123692000.0
2079.0,29903190000.0,31385310000.0,31693165000.0,28776430000.0,33829057000.0,33017450000.0,26650610000.0,32836730000.0,26713340000.0,17501622000.0
2080.0,29420251000.0,31001072000.0,31423027000.0,28302447000.0,33584114000.0,32614510000.0,26090408000.0,32456448000.0,26235027000.0,16944702000.0
2081.0,29014043000.0,30769009000.0,31111498000.0,27939035000.0,33342544000.0,32297558000.0,25516556000.0,32120859000.0,25759474000.0,16375579000.0
2082.0,28644262000.0,30460746000.0,30734148000.0,27455780000.0,33118990000.0,31983366000.0,25023541000.0,31742450000.0,25209633000.0,15789837000.0
2083.0,28182438000.0,30075736000.0,30475033000.0,27066591000.0,32903363000.0,31666336000.0,24542603000.0,31329313000.0,24729672000.0,15233780000.0
2084.0,27738407000.0,29824330000.0,30223413000.0,26573224000.0,32743393000.0,31498887000.0,23998638000.0,30874063000.0,24256770000.0,14588120000.0
2085.0,27259339000.0,29473096000.0,29818931000.0,26093690000.0,32574032000.0,31045851000.0,23487400000.0,30453834000.0,23640263000.0,13999446000.0
2086.0,26877567000.0,29267753000.0,29444260000.0,25597310000.0,32319742000.0,30706086000.0,23039169000.0,29947822000.0,23128726000.0,13491101000.0
2087.0,26393864000.0,28994324000.0,29106115000.0,25097048000.0,32038574000.0,30444978000.0,22600067000.0,29539756000.0,22642980000.0,13081889000.0
2088.0,25849820000.0,28664770000.0,28766923000.0,24635163000.0,31752380000.0,30131907000.0,22151307000.0,28967820000.0,22167770000.0,12524727000.0
2089.0,25398213000.0,28324340000.0,28382861000.0,24162544000.0,31491475000.0,29802605000.0,21352083000.0,28491026000.0,21623198000.0,12025997000.0
2090.0,24916058000.0,27901682000.0,27970850000.0,23734385000.0,31211860000.0,29434070000.0,20949258000.0,28037503000.0,21124639000.0,11632561000.0
2091.0,24432601000.0,27643812000.0,27582867000.0,23231455000.0,31021707000.0,29156741000.0,20434338000.0,27536468000.0,20627341000.0,11246009000.0
2092.0,24074670000.0,27386305000.0,27202933000.0,22742151000.0,30718972000.0,28822735000.0,19970503000.0,27053492000.0,20125078000.0,10910190000.0
2093.0,23628710000.0,26965656000.0,26867143000.0,22230168000.0,30435822000.0,28517847000.0,19479667000.0,26509940000.0,19470983000.0,10535914000.0
2094.0,23295148000.0,26549404000.0,26387235000.0,21723599000.0,30208535000.0,28149066000.0,18868337000.0,25933060000.0,18870782000.0,10186451000.0
2095.0,22677584000.0,26172660000.0,26008097000.0,21247066000.0,29964177000.0,27714441000.0,18353957000.0,25387606000.0,18155858000.0,9885672000.0
2096.0,22242267000.0,25845674000.0,25668895000.0,20809010000.0,29630188000.0,27291590000.0,17845113000.0,24935199000.0,17612198000.0,9609511000.0
2097.0,21739624000.0,25531660000.0,25301530000.0,20371790000.0,29295780000.0,26941225000.0,17314159000.0,24505640000.0,16977563000.0,9227254000.0
2098.0,21442230000.0,25208588000.0,24976308000.0,19819000000.0,28984132000.0,26562464000.0,16882350000.0,23940696000.0,16283275000.0,8946231000.0
2099.0,21095300000.0,24924762000.0,24664224000.0,19329153000.0,28625371000.0,26207246000.0,16415784000.0,23256726000.0,15680475000.0,8595992000.0
2100.0,20598550000.0,24586828000.0,24235868000.0,18938864000.0,28291533000.0,25786374000.0,15927448000.0,22735686000.0,15103375000.0,8131026000.0
