time,CCSM4,MPI-ESM-LR,CSIRO-MK3-6-0
2000.0,51748380000.0,51748380000.0,51748380000.0
2001.0,51783750000.0,51783750000.0,51783750000.0
2002.0,51773190000.0,51773190000.0,51773190000.0
2003.0,51771730000.0,51771730000.0,51771730000.0
2004.0,51763884000.0,51763884000.0,51763884000.0
2005.0,51827556000.0,51827556000.0,51827556000.0
2006.0,51748500000.0,51748500000.0,51748500000.0
2007.0,51748370000.0,51748370000.0,51748370000.0
2008.0,51774497000.0,51774497000.0,51774497000.0
2009.0,52287906000.0,52287906000.0,52287906000.0
2010.0,51741120000.0,51741120000.0,51741120000.0
2011.0,51705917000.0,51705917000.0,51705917000.0
2012.0,51734516000.0,51734516000.0,51734516000.0
2013.0,51683353000.0,51683353000.0,51683353000.0
2014.0,51647316000.0,51647316000.0,51647316000.0
2015.0,51662205000.0,51662205000.0,51662205000.0
2016.0,51652297000.0,51652297000.0,51652297000.0
2017.0,51619873000.0,51619873000.0,51619873000.0
2018.0,51619610000.0,51619610000.0,51619610000.0
2019.0,51596472000.0,51596472000.0,51596472000.0
2020.0,51579904000.0,51579904000.0,51579904000.0
2021.0,51550544000.0,51565564000.0,51561840000.0
2022.0,51530250000.0,51552793000.0,51557556000.0
2023.0,51515140000.0,51508930000.0,51526586000.0
2024.0,51489837000.0,51494220000.0,51502310000.0
2025.0,51469677000.0,51506463000.0,51488980000.0
2026.0,51441770000.0,51471080000.0,51464634000.0
2027.0,51435434000.0,51464400000.0,51444072000.0
2028.0,51415798000.0,51420467000.0,51434697000.0
2029.0,51407688000.0,51408430000.0,51416715000.0
2030.0,51436850000.0,51391283000.0,51415417000.0
2031.0,51379950000.0,51374720000.0,51394500000.0
2032.0,51362353000.0,51351740000.0,51381850000.0
2033.0,51347427000.0,51332882000.0,51368660000.0
2034.0,51367320000.0,51306414000.0,51353666000.0
2035.0,51324908000.0,51291824000.0,51342600000.0
2036.0,51299590000.0,51271864000.0,51314350000.0
2037.0,51271897000.0,51227242000.0,51275006000.0
2038.0,51256426000.0,51206865000.0,51262435000.0
2039.0,51209277000.0,51160814000.0,51237880000.0
2040.0,51440665000.0,51136920000.0,51216863000.0
2041.0,51252597000.0,51067530000.0,51179700000.0
2042.0,51180896000.0,51047117000.0,51139973000.0
2043.0,51156700000.0,50967863000.0,51117670000.0
2044.0,51120046000.0,50929852000.0,51057906000.0
2045.0,51065717000.0,50878386000.0,51015815000.0
2046.0,51043426000.0,50837705000.0,50989978000.0
2047.0,51023610000.0,50779005000.0,50944516000.0
2048.0,50969166000.0,50735837000.0,50907460000.0
2049.0,50935255000.0,50657276000.0,50865775000.0
2050.0,50892790000.0,50560004000.0,50814165000.0
2051.0,50852606000.0,50488500000.0,50784874000.0
2052.0,50786580000.0,50402877000.0,50743980000.0
2053.0,50741203000.0,50314880000.0,50684903000.0
2054.0,50679198000.0,50232627000.0,50621780000.0
2055.0,50622640000.0,50150870000.0,50536706000.0
2056.0,50575510000.0,50023395000.0,50475864000.0
2057.0,50512945000.0,49900240000.0,50432315000.0
2058.0,50434140000.0,49820377000.0,50373440000.0
2059.0,50335000000.0,49683608000.0,50321360000.0
2060.0,50223063000.0,49540362000.0,50235675000.0
2061.0,50177217000.0,49391990000.0,50147693000.0
2062.0,50085980000.0,49306850000.0,50082150000.0
2063.0,49991426000.0,49174847000.0,49996935000.0
2064.0,49936060000.0,49044963000.0,49932534000.0
2065.0,49809854000.0,48906670000.0,49856057000.0
2066.0,49686940000.0,48785506000.0,49738228000.0
2067.0,49571635000.0,48653316000.0,49627734000.0
2068.0,49471586000.0,48486570000.0,49567252000.0
2069.0,49366057000.0,48268444000.0,49480050000.0
2070.0,49229484000.0,48089264000.0,49388630000.0
2071.0,49127770000.0,47929364000.0,49288640000.0
2072.0,49034236000.0,47794880000.0,49203835000.0
2073.0,48893680000.0,47636324000.0,49100276000.0
2074.0,48779727000.0,47515144000.0,48963813000.0
2075.0,48657770000.0,47337190000.0,48803377000.0
2076.0,48479130000.0,47134536000.0,48679678000.0
2077.0,48293080000.0,46952075000.0,48556777000.0
2078.0,48087106000.0,46818680000.0,48418200000.0
2079.0,47855730000.0,46628213000.0,48269586000.0
2080.0,47609455000.0,46413664000.0,48135012000.0
2081.0,47329436000.0,46210347000.0,47953887000.0
2082.0,47107457000.0,45998735000.0,47837032000.0
2083.0,46840033000.0,45762376000.0,47693844000.0
2084.0,46557110000.0,45522010000.0,47557430000.0
2085.0,46324820000.0,45256253000.0,47426830000.0
2086.0,46105514000.0,45039735000.0,47239025000.0
2087.0,45867180000.0,44736266000.0,47061690000.0
2088.0,45523870000.0,44514718000.0,46900175000.0
2089.0,45223710000.0,44295594000.0,46777848000.0
2090.0,44928660000.0,44136010000.0,46467068000.0
2091.0,44612530000.0,43895325000.0,46320767000.0
2092.0,44276930000.0,43621630000.0,46134866000.0
2093.0,43917740000.0,43351570000.0,45954120000.0
2094.0,43602600000.0,43089113000.0,45830644000.0
2095.0,43387440000.0,42815680000.0,45669660000.0
2096.0,43021115000.0,42512343000.0,45511827000.0
2097.0,42670862000.0,42285912000.0,45304430000.0
2098.0,42352370000.0,42052338000.0,45085192000.0
2099.0,41874040000.0,41717477000.0,44818764000.0
2100.0,41518550000.0,41454133000.0,44621545000.0
2101.0,41129705000.0,41214470000.0,44426290000.0
2102.0,40828383000.0,40992430000.0,44092100000.0
2103.0,40554623000.0,40754766000.0,43820265000.0
2104.0,40245027000.0,40520730000.0,43593720000.0
2105.0,39923073000.0,40147490000.0,43372830000.0
2106.0,39519090000.0,39915696000.0,43095642000.0
2107.0,39210693000.0,39649710000.0,42869985000.0
2108.0,38915660000.0,39351010000.0,42598633000.0
2109.0,38604382000.0,39033917000.0,42220052000.0
2110.0,38333055000.0,38752940000.0,41702280000.0
2111.0,38039167000.0,38515550000.0,41381420000.0
2112.0,37713953000.0,38185914000.0,41036915000.0
2113.0,37411873000.0,37733405000.0,40670250000.0
2114.0,37127905000.0,37415280000.0,40394210000.0
2115.0,36821430000.0,37079286000.0,40143510000.0
2116.0,36448470000.0,36763607000.0,39687447000.0
2117.0,36187316000.0,36416774000.0,39328772000.0
2118.0,35853885000.0,36026356000.0,38959784000.0
2119.0,35539460000.0,35722790000.0,38538130000.0
2120.0,35111637000.0,35408200000.0,38258850000.0
2121.0,34685014000.0,35114787000.0,37884908000.0
2122.0,34392904000.0,34711974000.0,37416930000.0
2123.0,34185015000.0,34227745000.0,37057966000.0
2124.0,33889268000.0,33830134000.0,36705014000.0
2125.0,33487372000.0,33434180000.0,36269900000.0
2126.0,32992401000.0,33112150000.0,35681000000.0
2127.0,32795630000.0,32751980000.0,35166626000.0
2128.0,32515762000.0,32297986000.0,34787156000.0
2129.0,32154575000.0,31921832000.0,34339220000.0
2130.0,31734094000.0,31544541000.0,33922128000.0
2131.0,31411927000.0,31187444000.0,33539996000.0
2132.0,30979076000.0,30849014000.0,32997755000.0
2133.0,30502201000.0,30496317000.0,32543800000.0
2134.0,30085315000.0,30069651000.0,32118428000.0
2135.0,29629990000.0,29772380000.0,31667548000.0
2136.0,29151158000.0,29428974000.0,31228828000.0
2137.0,28666427000.0,29091908000.0,30733541000.0
2138.0,28223134000.0,28765730000.0,30208944000.0
2139.0,27756771000.0,28377561000.0,29773670000.0
2140.0,27164178000.0,28007268000.0,29119169000.0
2141.0,26614725000.0,27730637000.0,28512393000.0
2142.0,26058625000.0,27480058000.0,27987513000.0
2143.0,25523237000.0,27246666000.0,27386421000.0
2144.0,25053470000.0,27018772000.0,26582590000.0
2145.0,24621631000.0,26737090000.0,25901576000.0
2146.0,24135537000.0,26475575000.0,25244860000.0
2147.0,23525085000.0,26258209000.0,24402821000.0
2148.0,22927184000.0,26020469000.0,23517660000.0
2149.0,22380755000.0,25848519000.0,22713846000.0
2150.0,21688654000.0,25550391000.0,21928866000.0
2151.0,21218056000.0,25228577000.0,21292790000.0
2152.0,20751716000.0,24959404000.0,20626459000.0
2153.0,20311714000.0,24651188000.0,19756745000.0
2154.0,19879301000.0,24372175000.0,19095673000.0
2155.0,19486857000.0,24162103000.0,18379895000.0
2156.0,19083698000.0,23957960000.0,17710348000.0
2157.0,18634200000.0,23736678000.0,17035898000.0
2158.0,18269140000.0,23477690000.0,16184439000.0
2159.0,17935942000.0,23334361000.0,15550606000.0
2160.0,17580657000.0,23193230000.0,15111417000.0
2161.0,17231802000.0,23055647000.0,14657419000.0
2162.0,16756146000.0,22943814000.0,14174085000.0
2163.0,16370497000.0,22800878000.0,13827230000.0
2164.0,16043634000.0,22685168000.0,13440475000.0
2165.0,15810429000.0,22529495000.0,12989266000.0
2166.0,15426335000.0,22431717000.0,12723578000.0
2167.0,15120733000.0,22303523000.0,12554878000.0
2168.0,14662900000.0,22184708000.0,12311109000.0
2169.0,14276211000.0,22062037000.0,11791291000.0
2170.0,13767745000.0,21943500000.0,11487439000.0
2171.0,13332538000.0,21790593000.0,11237048000.0
2172.0,12950948000.0,21697968000.0,10815228000.0
2173.0,12530906000.0,21615987000.0,10367248000.0
2174.0,12178692000.0,21524814000.0,10094544000.0
2175.0,11877977000.0,21374659000.0,9835106000.0
2176.0,11427881000.0,21218890000.0,9619710000.0
2177.0,11158190000.0,21106980000.0,9489942000.0
2178.0,10809920000.0,20991986000.0,9221112000.0
2179.0,10508944000.0,20896635000.0,8987679000.0
2180.0,10208527000.0,20761907000.0,8722715000.0
2181.0,9996199000.0,20585386000.0,8457916400.0
2182.0,9826175000.0,20476981000.0,8108790300.0
2183.0,9662799000.0,20363653000.0,7814862000.0
2184.0,9450742000.0,20228320000.0,7509810000.0
2185.0,9221677000.0,20108958000.0,7230185000.0
2186.0,9009900000.0,19975252000.0,6902750000.0
2187.0,8796394000.0,19867367000.0,6620084000.0
2188.0,8586317000.0,19777049000.0,6402763300.0
2189.0,8272066600.0,19638925000.0,6146593300.0
2190.0,8103876000.0,19577047000.0,5850641000.0
2191.0,7916757000.0,19495690000.0,5571549000.0
2192.0,7661010400.0,19413287000.0,5244154400.0
2193.0,7536157000.0,19320347000.0,4961776600.0
2194.0,7362493000.0,19232000000.0,4759368000.0
2195.0,7207027000.0,19164576000.0,4468006000.0
2196.0,6974725600.0,19067280000.0,4261430000.0
2197.0,6884186600.0,18984868000.0,3996502800.0
2198.0,6725346000.0,18852925000.0,3712102000.0
2199.0,6558740000.0,18724110000.0,3450923300.0
2200.0,6430019600.0,18591480000.0,3143290600.0
2201.0,6312484400.0,18494118000.0,2923841500.0
2202.0,6204085000.0,18378370000.0,2735555600.0
2203.0,6055277600.0,18315006000.0,2471595300.0
2204.0,5885578000.0,18181595000.0,2279968000.0
2205.0,5743893500.0,18123762000.0,2068349400.0
2206.0,5614260700.0,18025447000.0,1889457900.0
2207.0,5440796000.0,17948981000.0,1702379000.0
2208.0,5264390000.0,17894822000.0,1541094500.0
2209.0,5152616400.0,17806903000.0,1373085200.0
2210.0,4964967400.0,17725610000.0,1255819100.0
2211.0,4862081500.0,17641167000.0,1146945000.0
2212.0,4710747600.0,17579696000.0,1010237900.0
2213.0,4552490000.0,17523395000.0,885755800.0
2214.0,4414704600.0,17476096000.0,745721340.0
2215.0,4262107400.0,17397588000.0,600154400.0
2216.0,4091533300.0,17325066000.0,498313020.0
2217.0,3943804200.0,17245428000.0,394114080.0
2218.0,3824860000.0,17189069000.0,333904260.0
2219.0,3681535200.0,17134765000.0,218279940.0
2220.0,3585290200.0,17119487000.0,164189340.0
2221.0,3447089200.0,17056595000.0,113350136.0
2222.0,3302268000.0,17014693000.0,94181570.0
2223.0,3045810700.0,16980095000.0,65575464.0
2224.0,2821784300.0,16941540000.0,45050610.0
2225.0,2588068900.0,16896959000.0,30595152.0
2226.0,2464381000.0,16855958000.0,16749702.0
2227.0,2348377600.0,16798374000.0,6931865.0
2228.0,2228767200.0,16764973000.0,3608077.2
2229.0,2116769900.0,16714546000.0,2339570.0
2230.0,1997810800.0,16682556000.0,0.0
2231.0,1895689000.0,16649540000.0,0.0
2232.0,1771960400.0,16595188000.0,0.0
