time,MPI-ESM-LR,CESM1-CAM5,CANESM2
2232.0,35078906000.0,27042445000.0,33606072000.0
2233.0,34976850000.0,26967767000.0,33870221000.0
2234.0,35210375000.0,26840631000.0,33497106000.0
2235.0,35091100000.0,26779775000.0,33836294000.0
2236.0,34813510000.0,26736472000.0,33703860000.0
2237.0,34730220000.0,26596890000.0,33412196000.0
2238.0,34675454000.0,26579812000.0,33147675000.0
2239.0,34583620000.0,26372727000.0,32988758000.0
2240.0,34528817000.0,26260180000.0,33017973000.0
2241.0,34721423000.0,26102440000.0,32699881000.0
2242.0,34373110000.0,25996630000.0,32637217000.0
2243.0,34326014000.0,25890150000.0,32473310000.0
2244.0,34248217000.0,25762855000.0,32577407000.0
2245.0,34160392000.0,25670193000.0,32596281000.0
2246.0,34219661000.0,26258560000.0,32244658000.0
2247.0,34182646000.0,25513816000.0,32171516000.0
2248.0,33939638000.0,25436346000.0,32041656000.0
2249.0,34609275000.0,25364988000.0,32025210000.0
2250.0,33907080000.0,25227799000.0,31950737000.0
2251.0,33887386000.0,25141215000.0,31959170000.0
2252.0,33928640000.0,25058052000.0,31838626000.0
2253.0,33800915000.0,24918872000.0,32049156000.0
2254.0,33670810000.0,24787829000.0,32004440000.0
2255.0,33569729000.0,24736598000.0,31701584000.0
2256.0,33554600000.0,24672991000.0,31771390000.0
2257.0,33503646000.0,24897940000.0,31600187000.0
2258.0,33402505000.0,24568273000.0,31526779000.0
2259.0,33266924000.0,24486914000.0,31428360000.0
2260.0,33226955000.0,24310640000.0,31371457000.0
2261.0,33141220000.0,24209476000.0,31205376000.0
2262.0,33103745000.0,24134904000.0,31057550000.0
2263.0,32985747000.0,24034994000.0,31178928000.0
2264.0,33089898000.0,23920210000.0,31219544000.0
2265.0,32895400000.0,23922766000.0,30855318000.0
2266.0,32724388000.0,23799802000.0,30822750000.0
2267.0,32630532000.0,23779885000.0,30715090000.0
2268.0,32537403000.0,23604195000.0,30568956000.0
2269.0,32470980000.0,23421990000.0,30540362000.0
2270.0,32458674000.0,23332438000.0,31141340000.0
2271.0,32384762000.0,23253370000.0,30437065000.0
2272.0,32273117000.0,23170180000.0,30524400000.0
2273.0,32284858000.0,23088716000.0,30523790000.0
2274.0,32136104000.0,23025744000.0,30290840000.0
2275.0,32058698000.0,22948110000.0,30219272000.0
2276.0,31925440000.0,22818257000.0,30108416000.0
2277.0,31853453000.0,22946347000.0,30103126000.0
2278.0,31802042000.0,22926893000.0,29988350000.0
2279.0,31752980000.0,22778778000.0,29982755000.0
2280.0,31675281000.0,22625139000.0,29929740000.0
2281.0,31632440000.0,22527216000.0,30157904000.0
2282.0,31532632000.0,22534027000.0,30195548000.0
2283.0,31480480000.0,22398659000.0,29790330000.0
2284.0,31470360000.0,22331298000.0,30064775000.0
2285.0,31384940000.0,22277784000.0,29622120000.0
2286.0,31372544000.0,22214496000.0,29521517000.0
2287.0,31264698000.0,22150183000.0,29511494000.0
2288.0,31154655000.0,22075863000.0,29401752000.0
2289.0,31059753000.0,21955916000.0,29359800000.0
2290.0,31007427000.0,21890796000.0,29264122000.0
2291.0,30912887000.0,21821413000.0,29486623000.0
2292.0,30920720000.0,21756785000.0,29285913000.0
2293.0,31016276000.0,21663640000.0,29088016000.0
2294.0,30831766000.0,21566886000.0,29026230000.0
2295.0,31237081000.0,21470892000.0,29061544000.0
2296.0,30786228000.0,21435611000.0,28941863000.0
2297.0,30715961000.0,21312158000.0,28950180000.0
2298.0,30665726000.0,21239430000.0,28964182000.0
2299.0,30656186000.0,21190367000.0,28999883000.0
2300.0,30623244000.0,21253005000.0,28963305000.0
