time,MPI-ESM-LR,CESM1-CAM5,CANESM2
2000.0,51748380000.0,51748380000.0,51748380000.0
2001.0,51783750000.0,51783750000.0,51783750000.0
2002.0,51773190000.0,51773190000.0,51773190000.0
2003.0,51771730000.0,51771730000.0,51771730000.0
2004.0,51763884000.0,51763884000.0,51763884000.0
2005.0,51827556000.0,51827556000.0,51827556000.0
2006.0,51748500000.0,51748500000.0,51748500000.0
2007.0,51748370000.0,51748370000.0,51748370000.0
2008.0,51774497000.0,51774497000.0,51774497000.0
2009.0,52287906000.0,52287906000.0,52287906000.0
2010.0,51741120000.0,51741120000.0,51741120000.0
2011.0,51705917000.0,51705917000.0,51705917000.0
2012.0,51734516000.0,51734516000.0,51734516000.0
2013.0,51683353000.0,51683353000.0,51683353000.0
2014.0,51647316000.0,51647316000.0,51647316000.0
2015.0,51662205000.0,51662205000.0,51662205000.0
2016.0,51652297000.0,51652297000.0,51652297000.0
2017.0,51619873000.0,51619873000.0,51619873000.0
2018.0,51619610000.0,51619610000.0,51619610000.0
2019.0,51596472000.0,51596472000.0,51596472000.0
2020.0,51579904000.0,51579904000.0,51579904000.0
2021.0,51565105000.0,51547970000.0,51548738000.0
2022.0,51524780000.0,51537883000.0,51523854000.0
2023.0,51509500000.0,51497644000.0,51505906000.0
2024.0,51490110000.0,51483664000.0,51476447000.0
2025.0,51484172000.0,51465515000.0,51460035000.0
2026.0,51453637000.0,51443835000.0,51441156000.0
2027.0,51423240000.0,51422953000.0,51417076000.0
2028.0,51398455000.0,51387140000.0,51639220000.0
2029.0,51383320000.0,51375250000.0,51408343000.0
2030.0,51364184000.0,51364348000.0,51406370000.0
2031.0,51345040000.0,51344605000.0,51407480000.0
2032.0,51329410000.0,51314987000.0,51349280000.0
2033.0,51304470000.0,51283595000.0,51325480000.0
2034.0,51279503000.0,51226784000.0,51309430000.0
2035.0,51266245000.0,51211624000.0,51280142000.0
2036.0,51265753000.0,51166364000.0,51240407000.0
2037.0,51208356000.0,51114580000.0,51205427000.0
2038.0,51186147000.0,51085170000.0,51186830000.0
2039.0,51142980000.0,51033567000.0,51152134000.0
2040.0,51092610000.0,50970860000.0,51131757000.0
2041.0,51079725000.0,50916364000.0,51090625000.0
2042.0,51013850000.0,50836853000.0,51058323000.0
2043.0,50966440000.0,50789057000.0,50992423000.0
2044.0,50928680000.0,50691445000.0,50959704000.0
2045.0,50892812000.0,50651260000.0,50904900000.0
2046.0,50838120000.0,50554430000.0,50850107000.0
2047.0,50786070000.0,50478480000.0,50822267000.0
2048.0,50733236000.0,50396226000.0,50785448000.0
2049.0,50672116000.0,50322030000.0,50756000000.0
2050.0,50608955000.0,50239803000.0,50707063000.0
2051.0,50542880000.0,50156147000.0,50619300000.0
2052.0,50491363000.0,50037535000.0,50556130000.0
2053.0,50435860000.0,50009270000.0,50514060000.0
2054.0,50390010000.0,49897170000.0,50452402000.0
2055.0,50335000000.0,49797657000.0,50415493000.0
2056.0,50278850000.0,49690680000.0,50321224000.0
2057.0,50210370000.0,49634030000.0,50271920000.0
2058.0,50163126000.0,49550815000.0,50154914000.0
2059.0,50117270000.0,49468932000.0,50108723000.0
2060.0,50038760000.0,49305543000.0,50052800000.0
2061.0,49938700000.0,49169660000.0,49973530000.0
2062.0,49886863000.0,49073623000.0,49895930000.0
2063.0,49800930000.0,48995740000.0,49825788000.0
2064.0,49737460000.0,48892840000.0,49758750000.0
2065.0,49674580000.0,48770376000.0,49677200000.0
2066.0,49633493000.0,48696110000.0,49553080000.0
2067.0,49570922000.0,48543273000.0,49488814000.0
2068.0,49491990000.0,48453595000.0,49417654000.0
2069.0,49438765000.0,48380617000.0,49312567000.0
2070.0,49375887000.0,48236663000.0,49213075000.0
2071.0,49339044000.0,48104382000.0,49130810000.0
2072.0,49279210000.0,48021760000.0,49059120000.0
2073.0,49201648000.0,47911270000.0,48957034000.0
2074.0,49131655000.0,47804640000.0,48909525000.0
2075.0,49051357000.0,47673676000.0,48821730000.0
2076.0,48972706000.0,47566840000.0,48754730000.0
2077.0,48867484000.0,47476180000.0,48708194000.0
2078.0,48809000000.0,47351780000.0,48619733000.0
2079.0,48693166000.0,47244886000.0,48600120000.0
2080.0,48620540000.0,47106765000.0,48421780000.0
2081.0,48542695000.0,47015550000.0,48313164000.0
2082.0,48479350000.0,46921130000.0,48217620000.0
2083.0,48397062000.0,46816870000.0,48143364000.0
2084.0,48299510000.0,46691254000.0,48094940000.0
2085.0,48304067000.0,46560457000.0,48037147000.0
2086.0,48218190000.0,46478684000.0,47960625000.0
2087.0,48122032000.0,46371350000.0,47864197000.0
2088.0,48062943000.0,46257844000.0,47757824000.0
2089.0,48032797000.0,46182160000.0,47622595000.0
2090.0,47965147000.0,46221353000.0,47532184000.0
2091.0,47896100000.0,45979380000.0,47409700000.0
2092.0,47791530000.0,45851857000.0,47361700000.0
2093.0,47702380000.0,45726097000.0,47227625000.0
2094.0,47625163000.0,45626440000.0,47097975000.0
2095.0,47538557000.0,45419155000.0,47038984000.0
2096.0,47492534000.0,45319807000.0,46970524000.0
2097.0,47374275000.0,45177668000.0,46861873000.0
2098.0,47266677000.0,45042280000.0,46784350000.0
2099.0,47201160000.0,44909167000.0,46697670000.0
2100.0,47099904000.0,44784013000.0,46588800000.0
2101.0,47023976000.0,44640633000.0,46491070000.0
2102.0,46933668000.0,44488080000.0,46432256000.0
2103.0,46860235000.0,44327944000.0,46370255000.0
2104.0,46715134000.0,44092862000.0,46284095000.0
2105.0,46652076000.0,43919237000.0,46179766000.0
2106.0,46561260000.0,43795964000.0,46041326000.0
2107.0,46484820000.0,43628870000.0,45874164000.0
2108.0,46394170000.0,43508610000.0,45786317000.0
2109.0,46342820000.0,43366090000.0,45709242000.0
2110.0,46308487000.0,43194016000.0,45627310000.0
2111.0,46191776000.0,43050630000.0,45531690000.0
2112.0,46120927000.0,42858406000.0,45463540000.0
2113.0,46067065000.0,42748820000.0,45281660000.0
2114.0,45961030000.0,42665050000.0,45157360000.0
2115.0,45880340000.0,42517300000.0,45124060000.0
2116.0,45779650000.0,42349412000.0,44905304000.0
2117.0,45639150000.0,42236838000.0,44824850000.0
2118.0,45509878000.0,42036298000.0,44740514000.0
2119.0,45477626000.0,41926267000.0,44687610000.0
2120.0,45322980000.0,41767850000.0,44583354000.0
2121.0,45209645000.0,41667002000.0,44459946000.0
2122.0,45114855000.0,41512970000.0,44346210000.0
2123.0,45021807000.0,41378090000.0,44173970000.0
2124.0,44895330000.0,41261785000.0,43979980000.0
2125.0,44769000000.0,41056346000.0,43885433000.0
2126.0,44670067000.0,40909120000.0,43764600000.0
2127.0,44543255000.0,40799080000.0,43653878000.0
2128.0,44425744000.0,40671400000.0,43471570000.0
2129.0,44349055000.0,40520650000.0,43309683000.0
2130.0,44246417000.0,40308285000.0,43142300000.0
2131.0,44175053000.0,40212783000.0,43016890000.0
2132.0,44084390000.0,40106893000.0,42908852000.0
2133.0,44032800000.0,39958810000.0,42785067000.0
2134.0,43957068000.0,39765996000.0,42666795000.0
2135.0,43878412000.0,39577043000.0,42637440000.0
2136.0,43757543000.0,39417220000.0,42459830000.0
2137.0,43640914000.0,39297966000.0,42347053000.0
2138.0,43540546000.0,39202275000.0,42250146000.0
2139.0,43447816000.0,39092077000.0,42196685000.0
2140.0,43396903000.0,38886883000.0,42112740000.0
2141.0,43268952000.0,38760313000.0,41929007000.0
2142.0,43186330000.0,38618264000.0,41820094000.0
2143.0,43112360000.0,38370250000.0,41875145000.0
2144.0,43062444000.0,38252440000.0,41725825000.0
2145.0,42923065000.0,38125920000.0,41585115000.0
2146.0,42823560000.0,37962570000.0,41445024000.0
2147.0,42714235000.0,37732442000.0,41325580000.0
2148.0,42618044000.0,37585625000.0,41294406000.0
2149.0,42514563000.0,37439970000.0,41163980000.0
2150.0,42418897000.0,37273965000.0,41067380000.0
2151.0,42329326000.0,37126230000.0,40963360000.0
2152.0,42242090000.0,37002076000.0,41027690000.0
2153.0,42085757000.0,36848603000.0,40776430000.0
2154.0,42039240000.0,36678980000.0,40636080000.0
2155.0,41971180000.0,36529852000.0,40567173000.0
2156.0,41904865000.0,36387164000.0,40470462000.0
2157.0,41823620000.0,36232016000.0,40538390000.0
2158.0,41740247000.0,36137650000.0,40371626000.0
2159.0,41674306000.0,35957150000.0,40278340000.0
2160.0,41589318000.0,35758640000.0,40176783000.0
2161.0,41537550000.0,35645796000.0,40040174000.0
2162.0,41419543000.0,35490080000.0,39904477000.0
2163.0,41290416000.0,35374887000.0,39843656000.0
2164.0,41160600000.0,35278918000.0,39616580000.0
2165.0,41071104000.0,35113726000.0,39474190000.0
2166.0,41004093000.0,34925502000.0,39492720000.0
2167.0,40926134000.0,34751697000.0,39374190000.0
2168.0,40874254000.0,34617570000.0,39295920000.0
2169.0,40923700000.0,34487796000.0,39121596000.0
2170.0,40750158000.0,34354958000.0,39003370000.0
2171.0,40640262000.0,34218875000.0,38888510000.0
2172.0,40585940000.0,34096990000.0,38778823000.0
2173.0,40575242000.0,33995720000.0,38718460000.0
2174.0,40419280000.0,33791210000.0,38914650000.0
2175.0,40313400000.0,33647180000.0,38503430000.0
2176.0,40227620000.0,33500164000.0,38549815000.0
2177.0,40138854000.0,33379453000.0,38330552000.0
2178.0,40003320000.0,33222267000.0,38823540000.0
2179.0,39923840000.0,33081338000.0,38619310000.0
2180.0,39792402000.0,32992590000.0,38306378000.0
2181.0,39669465000.0,32840137000.0,38067786000.0
2182.0,39592750000.0,32868653000.0,38394507000.0
2183.0,39510274000.0,32615256000.0,37861580000.0
2184.0,39404655000.0,32489144000.0,37741638000.0
2185.0,39537857000.0,32412460000.0,37584550000.0
2186.0,39167885000.0,32268851000.0,37578203000.0
2187.0,39037186000.0,32187734000.0,37490733000.0
2188.0,38886290000.0,32102461000.0,37353120000.0
2189.0,38796845000.0,31998824000.0,37209874000.0
2190.0,38676880000.0,31845130000.0,37111380000.0
2191.0,38549516000.0,31718695000.0,37171670000.0
2192.0,38486070000.0,31661210000.0,36970180000.0
2193.0,38316440000.0,31445228000.0,36834400000.0
2194.0,38231667000.0,31322290000.0,36777873000.0
2195.0,38121350000.0,31181654000.0,36726110000.0
2196.0,37990070000.0,31130792000.0,36548243000.0
2197.0,37932880000.0,30941905000.0,36486705000.0
2198.0,37885305000.0,30828964000.0,36356010000.0
2199.0,37749540000.0,30774331000.0,36243165000.0
2200.0,37636383000.0,30583644000.0,36189720000.0
2201.0,37519100000.0,30495257000.0,36055330000.0
2202.0,37451150000.0,30383983000.0,35972424000.0
2203.0,37396754000.0,30247283000.0,35882267000.0
2204.0,37393613000.0,30163520000.0,35914010000.0
2205.0,37229120000.0,30007642000.0,35940130000.0
2206.0,37221843000.0,29893292000.0,35718930000.0
2207.0,37114080000.0,29805834000.0,35745112000.0
2208.0,37116297000.0,29690145000.0,35762246000.0
2209.0,36987843000.0,29539152000.0,35475976000.0
2210.0,36913676000.0,29438458000.0,35290680000.0
2211.0,36810610000.0,29333713000.0,35250983000.0
2212.0,36649243000.0,29239388000.0,35096840000.0
2213.0,36599054000.0,29170580000.0,35022690000.0
2214.0,36497097000.0,29026175000.0,34917966000.0
2215.0,36436990000.0,28910560000.0,35015000000.0
2216.0,36367557000.0,28725182000.0,34779808000.0
2217.0,36244005000.0,28742128000.0,34634910000.0
2218.0,36141945000.0,28540525000.0,34655904000.0
2219.0,36053873000.0,28447078000.0,34500006000.0
2220.0,35915970000.0,28320463000.0,34504960000.0
2221.0,35846060000.0,28220709000.0,34328936000.0
2222.0,35981390000.0,28197958000.0,34716870000.0
2223.0,35718128000.0,28057113000.0,34175277000.0
2224.0,35607126000.0,27965680000.0,34562910000.0
2225.0,35523000000.0,27810245000.0,34725753000.0
2226.0,35440350000.0,27699042000.0,34360672000.0
2227.0,35419160000.0,27595397000.0,34163438000.0
2228.0,35313730000.0,27474860000.0,34057503000.0
2229.0,35275493000.0,27387908000.0,34301028000.0
2230.0,35193504000.0,27231375000.0,33765503000.0
2231.0,35142234000.0,27150651000.0,33724477000.0
