time,FGOALS-F3-L,INM-CM4-8,MPI-ESM1-2-HR,CANESM5,EC-EARTH3,ACCESS-CM2,CAMS-CSM1-0,CESM2,BCC-CSM2-MR,NORESM2-MM,EC-EARTH3-VEG,TAIESM1,GFDL-ESM4,IPSL-CM6A-LR,CMCC-CM2-SR5,MRI-ESM2-0,INM-CM5-0,CESM2-WACCM,ACCESS-ESM1-5
2000.0,2403199700.0,2403199700.0,2403199700.0,2403199700.0,2403199700.0,2403199700.0,2403199700.0,2403199700.0,2403199700.0,2403199700.0,2403199700.0,2403199700.0,2403199700.0,2403199700.0,2403199700.0,2403199700.0,2403199700.0,2403199700.0,2403199700.0
2001.0,2377094100.0,2377094100.0,2377094100.0,2377094100.0,2377094100.0,2377094100.0,2377094100.0,2377094100.0,2377094100.0,2377094100.0,2377094100.0,2377094100.0,2377094100.0,2377094100.0,2377094100.0,2377094100.0,2377094100.0,2377094100.0,2377094100.0
2002.0,2357944000.0,2357944000.0,2357944000.0,2357944000.0,2357944000.0,2357944000.0,2357944000.0,2357944000.0,2357944000.0,2357944000.0,2357944000.0,2357944000.0,2357944000.0,2357944000.0,2357944000.0,2357944000.0,2357944000.0,2357944000.0,2357944000.0
2003.0,2329112300.0,2329112300.0,2329112300.0,2329112300.0,2329112300.0,2329112300.0,2329112300.0,2329112300.0,2329112300.0,2329112300.0,2329112300.0,2329112300.0,2329112300.0,2329112300.0,2329112300.0,2329112300.0,2329112300.0,2329112300.0,2329112300.0
2004.0,2306863900.0,2306863900.0,2306863900.0,2306863900.0,2306863900.0,2306863900.0,2306863900.0,2306863900.0,2306863900.0,2306863900.0,2306863900.0,2306863900.0,2306863900.0,2306863900.0,2306863900.0,2306863900.0,2306863900.0,2306863900.0,2306863900.0
2005.0,2283690800.0,2283690800.0,2283690800.0,2283690800.0,2283690800.0,2283690800.0,2283690800.0,2283690800.0,2283690800.0,2283690800.0,2283690800.0,2283690800.0,2283690800.0,2283690800.0,2283690800.0,2283690800.0,2283690800.0,2283690800.0,2283690800.0
2006.0,2269068500.0,2269068500.0,2269068500.0,2269068500.0,2269068500.0,2269068500.0,2269068500.0,2269068500.0,2269068500.0,2269068500.0,2269068500.0,2269068500.0,2269068500.0,2269068500.0,2269068500.0,2269068500.0,2269068500.0,2269068500.0,2269068500.0
2007.0,2247905000.0,2247905000.0,2247905000.0,2247905000.0,2247905000.0,2247905000.0,2247905000.0,2247905000.0,2247905000.0,2247905000.0,2247905000.0,2247905000.0,2247905000.0,2247905000.0,2247905000.0,2247905000.0,2247905000.0,2247905000.0,2247905000.0
2008.0,2246148600.0,2246148600.0,2246148600.0,2246148600.0,2246148600.0,2246148600.0,2246148600.0,2246148600.0,2246148600.0,2246148600.0,2246148600.0,2246148600.0,2246148600.0,2246148600.0,2246148600.0,2246148600.0,2246148600.0,2246148600.0,2246148600.0
2009.0,2249374200.0,2249374200.0,2249374200.0,2249374200.0,2249374200.0,2249374200.0,2249374200.0,2249374200.0,2249374200.0,2249374200.0,2249374200.0,2249374200.0,2249374200.0,2249374200.0,2249374200.0,2249374200.0,2249374200.0,2249374200.0,2249374200.0
2010.0,2224768000.0,2224768000.0,2224768000.0,2224768000.0,2224768000.0,2224768000.0,2224768000.0,2224768000.0,2224768000.0,2224768000.0,2224768000.0,2224768000.0,2224768000.0,2224768000.0,2224768000.0,2224768000.0,2224768000.0,2224768000.0,2224768000.0
2011.0,2207457800.0,2207457800.0,2207457800.0,2207457800.0,2207457800.0,2207457800.0,2207457800.0,2207457800.0,2207457800.0,2207457800.0,2207457800.0,2207457800.0,2207457800.0,2207457800.0,2207457800.0,2207457800.0,2207457800.0,2207457800.0,2207457800.0
2012.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0,2212315400.0
2013.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0,2197355000.0
2014.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0,2193515000.0
2015.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0,2181454800.0
2016.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0,2156659500.0
2017.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0,2131148500.0
2018.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0,2112500100.0
2019.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0,2104002000.0
2020.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0,2075526900.0
2021.0,2032840200.0,2045784700.0,2041611300.0,2038819300.0,2047046100.0,2028985000.0,2044960800.0,2045588100.0,2046671400.0,2034863900.0,2044751900.0,2037300500.0,2051040800.0,2049053600.0,2043850400.0,2048717200.0,2041839700.0,2029385900.0,2049469600.0
2022.0,1978894200.0,2010786600.0,2011783200.0,2002779900.0,2018853100.0,1980167600.0,2014847400.0,2005840100.0,2009822700.0,1999986200.0,2011099100.0,2006971500.0,2016480100.0,2005036200.0,2003779600.0,2010679800.0,2008539800.0,1969928300.0,2016756200.0
2023.0,1946738700.0,1975201800.0,1976031500.0,1966144800.0,1971635000.0,1954845700.0,1984862700.0,1953699700.0,1979947800.0,1961576600.0,1971031200.0,1978608900.0,1979615900.0,1971422300.0,1970496500.0,1981991600.0,1975653500.0,1920086400.0,1996389600.0
2024.0,1919814800.0,1934877400.0,1951620900.0,1906369700.0,1959016600.0,1899619200.0,1951340800.0,1919658100.0,1947422600.0,1934994600.0,1920972400.0,1939806200.0,1961333600.0,1947613200.0,1938860300.0,1956799100.0,1941243900.0,1871162200.0,1975568100.0
2025.0,1861908700.0,1894547700.0,1919301000.0,1863958500.0,1934549900.0,1861302300.0,1902872400.0,1863873700.0,1914742100.0,1889541900.0,1887075700.0,1898980900.0,1936465900.0,1923110300.0,1911597600.0,1920955800.0,1903107300.0,1816390400.0,1943406800.0
2026.0,1822971100.0,1852299300.0,1899083900.0,1824808800.0,1896734600.0,1810947300.0,1890945300.0,1813869600.0,1884194600.0,1831626400.0,1863324700.0,1861425000.0,1904820600.0,1890908900.0,1879733500.0,1884982300.0,1875868500.0,1716521500.0,1914493700.0
2027.0,1790262100.0,1812307600.0,1872281700.0,1759658900.0,1868764500.0,1760203100.0,1864617900.0,1764233000.0,1859989600.0,1794545800.0,1833584500.0,1830422500.0,1877237200.0,1864485200.0,1850186400.0,1854343800.0,1839232400.0,1635090000.0,1876311400.0
2028.0,1727443500.0,1773282800.0,1847284600.0,1707383800.0,1841500800.0,1694929700.0,1824047600.0,1719811100.0,1825763000.0,1767671400.0,1778958200.0,1778063900.0,1854973400.0,1837661800.0,1828722300.0,1817010200.0,1803231700.0,1556338400.0,1845484800.0
2029.0,1672923800.0,1737937300.0,1830870500.0,1651980000.0,1806438800.0,1632903000.0,1824902000.0,1653633200.0,1781469200.0,1735733900.0,1710213200.0,1725937700.0,1822628100.0,1794547200.0,1799190700.0,1769807500.0,1775143200.0,1467124600.0,1807325300.0
2030.0,1651292200.0,1683134500.0,1794058000.0,1599953200.0,1777438600.0,1586312100.0,1791851300.0,1579756000.0,1753816200.0,1712876000.0,1679265700.0,1671000700.0,1780311300.0,1747152000.0,1760034700.0,1724604400.0,1773386900.0,1412909000.0,1731858200.0
