time,MRI-ESM2-0,UKESM1-0-LL,IPSL-CM6A-LR,GFDL-ESM4
2089.0,469204580.0,210123950.0,547391550.0,992781700.0
2090.0,583752100.0,355356030.0,432302400.0,804011600.0
2091.0,480141250.0,254707740.0,410008300.0,785867800.0
2092.0,535142700.0,232336750.0,460147620.0,782707500.0
2093.0,464036060.0,217753400.0,532741570.0,784257660.0
2094.0,599908000.0,216143550.0,476376130.0,783203500.0
2095.0,506248260.0,248784270.0,438079330.0,773928200.0
2096.0,645999940.0,441977440.0,738443400.0,778041500.0
2097.0,556227600.0,243434140.0,508326000.0,826671300.0
2098.0,1179197000.0,232018720.0,490846940.0,784575700.0
2099.0,963531500.0,244038980.0,866820900.0,782793200.0
2100.0,716922940.0,225010140.0,532069200.0,781090100.0
