time,GFDL-ESM2G,CANESM2,CSIRO-MK3-6-0,GISS-E2-R,NORESM1-M,CNRM-CM5,GFDL-CM3,CCSM4,IPSL-CM5A-LR,MPI-ESM-LR
2000.0,87715920000.0,87715920000.0,87715920000.0,87715920000.0,87715920000.0,87715920000.0,87715920000.0,87715920000.0,87715920000.0,87715920000.0
2001.0,88070840000.0,88070840000.0,88070840000.0,88070840000.0,88070840000.0,88070840000.0,88070840000.0,88070840000.0,88070840000.0,88070840000.0
2002.0,87760240000.0,87760240000.0,87760240000.0,87760240000.0,87760240000.0,87760240000.0,87760240000.0,87760240000.0,87760240000.0,87760240000.0
2003.0,87546360000.0,87546360000.0,87546360000.0,87546360000.0,87546360000.0,87546360000.0,87546360000.0,87546360000.0,87546360000.0,87546360000.0
2004.0,87360940000.0,87360940000.0,87360940000.0,87360940000.0,87360940000.0,87360940000.0,87360940000.0,87360940000.0,87360940000.0,87360940000.0
2005.0,87202824000.0,87202824000.0,87202824000.0,87202824000.0,87202824000.0,87202824000.0,87202824000.0,87202824000.0,87202824000.0,87202824000.0
2006.0,87080900000.0,87080900000.0,87080900000.0,87080900000.0,87080900000.0,87080900000.0,87080900000.0,87080900000.0,87080900000.0,87080900000.0
2007.0,87030550000.0,87030550000.0,87030550000.0,87030550000.0,87030550000.0,87030550000.0,87030550000.0,87030550000.0,87030550000.0,87030550000.0
2008.0,86972980000.0,86972980000.0,86972980000.0,86972980000.0,86972980000.0,86972980000.0,86972980000.0,86972980000.0,86972980000.0,86972980000.0
2009.0,87331170000.0,87331170000.0,87331170000.0,87331170000.0,87331170000.0,87331170000.0,87331170000.0,87331170000.0,87331170000.0,87331170000.0
2010.0,86907550000.0,86907550000.0,86907550000.0,86907550000.0,86907550000.0,86907550000.0,86907550000.0,86907550000.0,86907550000.0,86907550000.0
2011.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0
2012.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0
2013.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0
2014.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0
2015.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0
2016.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0
2017.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0
2018.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0
2019.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0
2020.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0
2021.0,84778470000.0,84829220000.0,84813275000.0,84689110000.0,85029680000.0,85079605000.0,84964640000.0,84874625000.0,84788430000.0,84806210000.0
2022.0,84741830000.0,84523510000.0,84408476000.0,85359920000.0,84690260000.0,84881605000.0,84902306000.0,84817940000.0,84693940000.0,84663345000.0
2023.0,84330110000.0,84267130000.0,84808670000.0,84390290000.0,84512550000.0,84363020000.0,84596460000.0,84757004000.0,84447896000.0,84152680000.0
2024.0,83927720000.0,84174135000.0,84591624000.0,84075910000.0,84101910000.0,84144234000.0,84194950000.0,84098230000.0,84098970000.0,83765820000.0
2025.0,83781600000.0,83771650000.0,84074480000.0,83739025000.0,83662774000.0,84372810000.0,83789720000.0,83929200000.0,83697220000.0,83362380000.0
2026.0,83428890000.0,83507510000.0,83717640000.0,83644730000.0,83139000000.0,83731050000.0,83558760000.0,83396700000.0,83339665000.0,82948240000.0
2027.0,83135955000.0,83117890000.0,83477810000.0,83597860000.0,82496260000.0,83741490000.0,82899200000.0,82919320000.0,82823900000.0,82291230000.0
2028.0,82673250000.0,82664210000.0,83160510000.0,83157615000.0,82032110000.0,83249310000.0,82208230000.0,82268830000.0,82199904000.0,81831900000.0
2029.0,81972700000.0,82377875000.0,82891560000.0,82706440000.0,81220990000.0,83555250000.0,81753965000.0,81690485000.0,81676640000.0,81426964000.0
2030.0,81790860000.0,82011970000.0,82485764000.0,82540690000.0,80750290000.0,83277595000.0,81353564000.0,80861610000.0,81228060000.0,81089495000.0
2031.0,81295835000.0,81700310000.0,83056590000.0,82327770000.0,80291070000.0,83134276000.0,80576690000.0,80200114000.0,80809990000.0,81062210000.0
2032.0,80850910000.0,80949620000.0,82114240000.0,81733650000.0,79642050000.0,82721650000.0,80369240000.0,79829620000.0,80297480000.0,80895960000.0
2033.0,80228090000.0,80438660000.0,82054460000.0,81610424000.0,79179460000.0,81836260000.0,79858540000.0,79001076000.0,79582585000.0,79955300000.0
2034.0,79678510000.0,79621870000.0,81513670000.0,81043005000.0,78635190000.0,81320220000.0,79586440000.0,78083420000.0,79097000000.0,79184730000.0
2035.0,78909250000.0,79097370000.0,81113590000.0,80558140000.0,77743284000.0,81090680000.0,79361810000.0,77355980000.0,78475510000.0,78918540000.0
2036.0,78464880000.0,78567000000.0,80543110000.0,80304190000.0,77007740000.0,80627160000.0,78436840000.0,76622940000.0,77602690000.0,78727080000.0
2037.0,77643690000.0,77895530000.0,79979750000.0,80108790000.0,75796550000.0,80106060000.0,77506680000.0,75795930000.0,76872655000.0,78252060000.0
2038.0,77405880000.0,77343280000.0,79471170000.0,80122230000.0,75169595000.0,79778580000.0,76774320000.0,74821440000.0,76140590000.0,77592445000.0
2039.0,76650504000.0,76636660000.0,79353460000.0,79586340000.0,74517940000.0,79192640000.0,76157450000.0,73970820000.0,75161440000.0,77280490000.0
2040.0,76246620000.0,75909670000.0,79258240000.0,79934840000.0,73934150000.0,78787895000.0,75621760000.0,73119600000.0,74500874000.0,76935980000.0
2041.0,75360530000.0,75212060000.0,78530730000.0,79681610000.0,73291310000.0,78385316000.0,74864525000.0,72339340000.0,73851390000.0,77505590000.0
2042.0,74932450000.0,74442020000.0,77785440000.0,78790840000.0,72733000000.0,78055240000.0,74068400000.0,71509120000.0,73185935000.0,76207270000.0
2043.0,75255110000.0,73501940000.0,77393715000.0,78077780000.0,72880810000.0,77777160000.0,73254690000.0,70660450000.0,72331575000.0,75512990000.0
2044.0,74102890000.0,72843630000.0,77145014000.0,77512155000.0,71662660000.0,77232010000.0,72454570000.0,69831900000.0,71336360000.0,74905080000.0
2045.0,73631850000.0,72137440000.0,76250030000.0,76848020000.0,70623580000.0,76831050000.0,71609670000.0,68891530000.0,70305590000.0,74341880000.0
2046.0,73212820000.0,71187940000.0,75487310000.0,76489020000.0,70407560000.0,76705120000.0,70770926000.0,67935228000.0,69300650000.0,74037860000.0
2047.0,72905966000.0,70440070000.0,74607380000.0,76111910000.0,70273100000.0,76005940000.0,69959885000.0,67277060000.0,68661320000.0,73401500000.0
2048.0,72464450000.0,69666160000.0,73943090000.0,75999530000.0,69394596000.0,75598760000.0,69139920000.0,68124650000.0,68081460000.0,72784900000.0
2049.0,71902040000.0,68925915000.0,73386040000.0,75190075000.0,68427547000.0,75090280000.0,68156363000.0,66072375000.0,67012694000.0,72209285000.0
2050.0,70989095000.0,68056474000.0,72991590000.0,74675770000.0,67692670000.0,74857720000.0,67513983000.0,65679176000.0,66167470000.0,72132970000.0
2051.0,70068410000.0,67095240000.0,72269430000.0,74519380000.0,66990465000.0,74367330000.0,66544697000.0,64830200000.0,65138360000.0,71067255000.0
2052.0,69427100000.0,66307293000.0,71531460000.0,73746400000.0,66255410000.0,74052630000.0,65352557000.0,64141836000.0,64349590000.0,70288280000.0
2053.0,68759860000.0,65328850000.0,70659916000.0,72848420000.0,65633313000.0,74472230000.0,64532038000.0,63058530000.0,63518080000.0,69663060000.0
2054.0,68110320000.0,64648745000.0,69973860000.0,72313660000.0,64894673000.0,73738510000.0,63540630000.0,62339117000.0,62715298000.0,68992000000.0
2055.0,67704017000.0,64056980000.0,69295570000.0,71922385000.0,63897174000.0,73607600000.0,62945194000.0,61894697000.0,61687505000.0,68390980000.0
2056.0,66959610000.0,63294780000.0,68411430000.0,71589900000.0,63030026000.0,72673790000.0,62301290000.0,61119290000.0,60591510000.0,67839836000.0
2057.0,66455446000.0,62614766000.0,67778634000.0,71078860000.0,62327046000.0,72084300000.0,61449175000.0,60302350000.0,59745833000.0,67439960000.0
2058.0,65461480000.0,62033486000.0,67159724000.0,70540214000.0,61703713000.0,71304940000.0,60603834000.0,59584524000.0,59539020000.0,66936200000.0
2059.0,64919208000.0,60966650000.0,66632847000.0,71549624000.0,61003903000.0,70706990000.0,59880510000.0,58991063000.0,58517880000.0,66348503000.0
2060.0,64465543000.0,60182307000.0,65942790000.0,70215380000.0,60318376000.0,69977790000.0,59140575000.0,58230936000.0,57767907000.0,65658384000.0
2061.0,63857095000.0,59313398000.0,65098252000.0,69516650000.0,59563900000.0,69430340000.0,58294020000.0,57616335000.0,56907174000.0,65150970000.0
2062.0,63666455000.0,58373513000.0,64431780000.0,69282505000.0,58506170000.0,68889125000.0,57364490000.0,56715436000.0,56033730000.0,64412754000.0
2063.0,63040193000.0,57676140000.0,63884020000.0,68710700000.0,57520746000.0,68425400000.0,56495880000.0,55642964000.0,55297466000.0,63822406000.0
2064.0,62330634000.0,56639435000.0,63284027000.0,68057060000.0,56957400000.0,67814846000.0,55535870000.0,54619140000.0,54396390000.0,63090483000.0
2065.0,64025154000.0,55812555000.0,62470600000.0,67521778000.0,56211444000.0,67279970000.0,54723800000.0,53683130000.0,53699187000.0,62886994000.0
2066.0,62478803000.0,55178690000.0,61892686000.0,67052090000.0,55412580000.0,67107533000.0,53973580000.0,52838620000.0,52913455000.0,62026707000.0
2067.0,60854330000.0,54551780000.0,60928106000.0,67438797000.0,54651490000.0,66077150000.0,53203948000.0,52358664000.0,51969000000.0,61206360000.0
2068.0,60172694000.0,53718610000.0,60160786000.0,66630713000.0,53881370000.0,65197020000.0,52336260000.0,51646005000.0,51274277000.0,60479807000.0
2069.0,60478132000.0,52704477000.0,59534420000.0,66598433000.0,52887110000.0,64437375000.0,51495890000.0,50967940000.0,50498707000.0,59630630000.0
2070.0,59116190000.0,51975455000.0,58849505000.0,65482080000.0,52180080000.0,63748514000.0,50884820000.0,50235080000.0,49705267000.0,58786170000.0
2071.0,58576753000.0,51139387000.0,58146095000.0,65050470000.0,51293140000.0,63137940000.0,50052084000.0,49403978000.0,48771645000.0,58071732000.0
2072.0,58545074000.0,50356953000.0,57378894000.0,64438563000.0,50292355000.0,64379480000.0,49505477000.0,48671880000.0,47920914000.0,57309440000.0
2073.0,57529147000.0,49304880000.0,56503070000.0,65787195000.0,49336810000.0,62300414000.0,48750432000.0,47952912000.0,47163580000.0,56784760000.0
2074.0,57400324000.0,48576516000.0,55949373000.0,63895370000.0,48370545000.0,61527810000.0,48038867000.0,47198454000.0,46316843000.0,56105353000.0
2075.0,57258050000.0,47819410000.0,55148390000.0,63096910000.0,47379067000.0,60715910000.0,47222743000.0,46403410000.0,45521500000.0,55531135000.0
2076.0,56107127000.0,47082280000.0,54741574000.0,63067423000.0,46101810000.0,59995554000.0,46629716000.0,45573790000.0,44708794000.0,54894310000.0
2077.0,55393436000.0,46300720000.0,54163837000.0,62458855000.0,45080945000.0,59272150000.0,45818230000.0,44873510000.0,44061254000.0,54036840000.0
2078.0,54943187000.0,45743060000.0,53256110000.0,62250426000.0,44177980000.0,58585580000.0,44895470000.0,44147143000.0,43468600000.0,53227844000.0
2079.0,54461207000.0,44873384000.0,52556890000.0,61913430000.0,43280183000.0,57955510000.0,44261050000.0,43273780000.0,42541617000.0,52232143000.0
2080.0,53859467000.0,43970280000.0,51762913000.0,61624287000.0,42616676000.0,57452126000.0,43444597000.0,42434322000.0,41942127000.0,51520210000.0
2081.0,53380178000.0,42986190000.0,50975846000.0,60862820000.0,41946563000.0,56546546000.0,42585690000.0,41786585000.0,41163997000.0,51028324000.0
2082.0,53251035000.0,42298474000.0,50213294000.0,60368960000.0,41185825000.0,55799992000.0,42071446000.0,41100657000.0,40263885000.0,50241303000.0
2083.0,52959412000.0,41426870000.0,49658100000.0,60122993000.0,40307190000.0,54919733000.0,41342040000.0,40225767000.0,39679080000.0,49758614000.0
2084.0,52350685000.0,40679526000.0,48989557000.0,60531323000.0,39323330000.0,54118015000.0,40676364000.0,39574086000.0,38847988000.0,48865448000.0
2085.0,53226172000.0,39837753000.0,48212650000.0,59243913000.0,38436545000.0,53356503000.0,39954170000.0,38990810000.0,37904392000.0,48021787000.0
2086.0,52499124000.0,39111893000.0,47180630000.0,58981560000.0,37684180000.0,52890540000.0,39404356000.0,38229602000.0,37057620000.0,47384895000.0
2087.0,51838490000.0,38308598000.0,46643990000.0,58515464000.0,36728420000.0,52366655000.0,38696104000.0,37435410000.0,36181520000.0,46750150000.0
2088.0,50829010000.0,37705020000.0,46035850000.0,58216882000.0,35511796000.0,51733140000.0,38069772000.0,36588840000.0,35280070000.0,45845730000.0
2089.0,50403885000.0,37153923000.0,45428126000.0,57798130000.0,34595480000.0,51142430000.0,37307850000.0,35801182000.0,34378846000.0,45002650000.0
2090.0,50594353000.0,36403343000.0,44846703000.0,57606450000.0,33733425000.0,50374808000.0,36358623000.0,34640530000.0,33516112000.0,44330303000.0
2091.0,49464963000.0,35687440000.0,44317140000.0,57011094000.0,32987300000.0,49409335000.0,35678556000.0,33710035000.0,32402508000.0,43619336000.0
2092.0,49077826000.0,35066130000.0,43592757000.0,56506057000.0,32190845000.0,48412240000.0,34867184000.0,32940591000.0,31906920000.0,42740322000.0
2093.0,48548286000.0,34579450000.0,42954293000.0,56110547000.0,31444590000.0,47454740000.0,34217107000.0,32246790000.0,31387296000.0,42086932000.0
2094.0,48148550000.0,33940965000.0,42292527000.0,55813350000.0,30901225000.0,46612880000.0,33472084000.0,31557026000.0,30572896000.0,41356673000.0
2095.0,47656825000.0,33333125000.0,41588863000.0,55400670000.0,30178990000.0,45921250000.0,32540828000.0,30961256000.0,29842960000.0,40591806000.0
2096.0,47898220000.0,32643103000.0,40953520000.0,55884660000.0,29419380000.0,45313350000.0,31886550000.0,30217916000.0,29047552000.0,40018500000.0
2097.0,46656287000.0,32217627000.0,40181460000.0,54820565000.0,28432716000.0,44535880000.0,31313304000.0,29495880000.0,28024373000.0,39330435000.0
2098.0,46064810000.0,31458527000.0,39581757000.0,54273460000.0,27398463000.0,43890115000.0,30809706000.0,28898447000.0,27225213000.0,38737940000.0
2099.0,45590240000.0,30782250000.0,39100527000.0,53921993000.0,26649311000.0,43103370000.0,30092760000.0,28131131000.0,26395340000.0,37953460000.0
2100.0,45195530000.0,30140905000.0,38468227000.0,53471890000.0,26061277000.0,42514248000.0,29469096000.0,27620626000.0,25669930000.0,37504700000.0
