time,CANESM2,GFDL-ESM2G,CESM1-CAM5,GISS-E2-R,CSIRO-MK3-6-0,GFDL-CM3,CCSM4,CNRM-CM5,NORESM1-M,MPI-ESM-LR,IPSL-CM5A-LR
2022.0,84544390000.0,84446230000.0,84939830000.0,84824480000.0,84421984000.0,84736500000.0,84620255000.0,84473610000.0,84636615000.0,84518306000.0,84689560000.0
2023.0,84315760000.0,84651080000.0,84622760000.0,84667410000.0,84096790000.0,84524280000.0,84294620000.0,84233590000.0,84435010000.0,84193350000.0,84614170000.0
2024.0,83914260000.0,83860060000.0,84361660000.0,84482650000.0,83698850000.0,84200920000.0,84135035000.0,84056140000.0,83995680000.0,84003610000.0,84231830000.0
2025.0,83594764000.0,83426040000.0,83999730000.0,84182310000.0,83425050000.0,83930650000.0,83702680000.0,83683080000.0,83615100000.0,83660490000.0,84037620000.0
2026.0,83281730000.0,83110404000.0,83625490000.0,84025570000.0,83195090000.0,83411550000.0,83460890000.0,83237490000.0,83314910000.0,83092530000.0,83489500000.0
2027.0,82845270000.0,82850050000.0,83752160000.0,84083106000.0,83384300000.0,83107360000.0,83039210000.0,82859120000.0,83440525000.0,82819040000.0,83103320000.0
2028.0,82321280000.0,82272590000.0,83232180000.0,83622216000.0,82662280000.0,82607900000.0,82519760000.0,82456035000.0,83131320000.0,82512904000.0,82750685000.0
2029.0,82015800000.0,81651210000.0,82932640000.0,83040900000.0,82126210000.0,81918110000.0,82689480000.0,82208720000.0,82410360000.0,81927905000.0,82304350000.0
2030.0,81522336000.0,80868330000.0,82400895000.0,82552990000.0,82182170000.0,81582150000.0,82108070000.0,81988270000.0,81890330000.0,81293690000.0,81851870000.0
2031.0,80916300000.0,80502150000.0,81966850000.0,81923600000.0,81650380000.0,81256020000.0,81471280000.0,81777770000.0,81346890000.0,80839160000.0,81391690000.0
2032.0,80411840000.0,79926680000.0,81454020000.0,81551570000.0,81263530000.0,80632320000.0,80953440000.0,81313050000.0,81119360000.0,80553180000.0,80744186000.0
2033.0,79818760000.0,79461020000.0,81116630000.0,83590560000.0,81289040000.0,80245960000.0,80174510000.0,81101660000.0,80558590000.0,79838930000.0,80169200000.0
2034.0,79602330000.0,78844985000.0,80422770000.0,81357230000.0,80470760000.0,79641900000.0,79768680000.0,81137970000.0,80200330000.0,79183090000.0,79537520000.0
2035.0,78993680000.0,78535640000.0,79788980000.0,80593400000.0,80062670000.0,79021970000.0,79558900000.0,81243060000.0,79523820000.0,78648270000.0,79238420000.0
2036.0,78290500000.0,77787480000.0,79289550000.0,80156940000.0,79567110000.0,78677220000.0,78958050000.0,80132390000.0,79176040000.0,78350970000.0,78825546000.0
2037.0,77667160000.0,77507580000.0,78855780000.0,79612396000.0,78912520000.0,77961160000.0,78558314000.0,79593670000.0,78252470000.0,78084110000.0,78384780000.0
2038.0,76741620000.0,77437780000.0,78134350000.0,79190390000.0,78301140000.0,77334320000.0,78897590000.0,79040370000.0,77511060000.0,77294305000.0,77818270000.0
2039.0,76064915000.0,76733964000.0,77640060000.0,78785060000.0,77832620000.0,77006400000.0,78308930000.0,78766825000.0,76684214000.0,76778540000.0,77487710000.0
2040.0,75374210000.0,76254840000.0,77151945000.0,78379480000.0,77221720000.0,76840380000.0,77679810000.0,78174750000.0,76196140000.0,76177920000.0,76763726000.0
2041.0,74626950000.0,75778515000.0,76526190000.0,77828465000.0,76800670000.0,75738300000.0,77317020000.0,77878960000.0,75343430000.0,75666230000.0,76172240000.0
2042.0,74132310000.0,75541990000.0,76117434000.0,77310935000.0,76023505000.0,74790940000.0,76867640000.0,77633960000.0,74710930000.0,75744610000.0,75695350000.0
2043.0,73336726000.0,74689380000.0,76841750000.0,76672430000.0,75419280000.0,74307540000.0,76884525000.0,77376350000.0,73693010000.0,74790310000.0,74870490000.0
2044.0,72685820000.0,74862980000.0,75648810000.0,76333335000.0,74950720000.0,73442255000.0,78297790000.0,76491960000.0,72961000000.0,74197790000.0,74390240000.0
2045.0,71931300000.0,74217955000.0,74807710000.0,75685730000.0,74238540000.0,72447990000.0,76345800000.0,76013090000.0,72039730000.0,73586240000.0,74381150000.0
2046.0,71182850000.0,74295790000.0,74293130000.0,75002175000.0,73445110000.0,71687406000.0,76238635000.0,75876710000.0,71308170000.0,73029160000.0,73370540000.0
2047.0,70314610000.0,73591110000.0,73592860000.0,74627190000.0,72931790000.0,70859620000.0,75772880000.0,75556500000.0,71110980000.0,72498220000.0,73257310000.0
2048.0,69634900000.0,72728800000.0,73167310000.0,74232775000.0,72502020000.0,70775120000.0,75146530000.0,76206550000.0,70216250000.0,72069790000.0,72360220000.0
2049.0,69021426000.0,72371740000.0,72626900000.0,73876955000.0,71935040000.0,69718250000.0,74634350000.0,74525130000.0,69372260000.0,71500440000.0,71833850000.0
2050.0,68649267000.0,72005290000.0,72069640000.0,73481480000.0,71277530000.0,68888960000.0,74341670000.0,73862140000.0,68349137000.0,72412450000.0,71136360000.0
2051.0,67656176000.0,71645450000.0,71454750000.0,73233015000.0,70672580000.0,68455300000.0,74259770000.0,73548730000.0,67653420000.0,71442210000.0,70311980000.0
2052.0,66901213000.0,71038100000.0,70624250000.0,72604930000.0,69746475000.0,67559244000.0,73706290000.0,72943230000.0,66782940000.0,70464270000.0,69676016000.0
2053.0,66313638000.0,71804490000.0,70071680000.0,72210596000.0,68976280000.0,66991250000.0,73734840000.0,72828805000.0,65899510000.0,69555530000.0,68706013000.0
2054.0,65663734000.0,71218670000.0,69717434000.0,71564910000.0,68231963000.0,66328682000.0,73014940000.0,72088500000.0,65076940000.0,68727130000.0,68048753000.0
2055.0,65152390000.0,70334760000.0,68637660000.0,71309330000.0,67230405000.0,65573950000.0,72471040000.0,73010930000.0,64473936000.0,68508185000.0,68841590000.0
2056.0,64406508000.0,69544755000.0,67820765000.0,70738390000.0,66605535000.0,64742230000.0,72031820000.0,71688920000.0,63763040000.0,68026100000.0,67214123000.0
2057.0,63744310000.0,68736930000.0,67040186000.0,70258336000.0,66208985000.0,64090264000.0,71723040000.0,71078190000.0,62970565000.0,67293495000.0,66570404000.0
2058.0,63076286000.0,68459147000.0,66296672000.0,69586550000.0,65250996000.0,63509336000.0,72790065000.0,70600230000.0,62127997000.0,67354206000.0,66691117000.0
2059.0,62370790000.0,67899330000.0,65551240000.0,69205836000.0,64394043000.0,62996947000.0,73221095000.0,70590680000.0,61415880000.0,66456610000.0,65597903000.0
2060.0,61780496000.0,68431557000.0,64700820000.0,68838334000.0,63423033000.0,62159516000.0,71148430000.0,70257810000.0,60980910000.0,65671684000.0,65228410000.0
2061.0,60986884000.0,67438640000.0,64008122000.0,68415267000.0,62740795000.0,61265363000.0,70967000000.0,69341560000.0,60258718000.0,65136290000.0,64735940000.0
2062.0,60408807000.0,66783977000.0,63508275000.0,67983170000.0,62094643000.0,60751446000.0,70210480000.0,68833070000.0,59498365000.0,64523387000.0,64047874000.0
2063.0,59862274000.0,66467360000.0,63212626000.0,67641360000.0,61159076000.0,60102988000.0,69621980000.0,68421130000.0,58850690000.0,64425574000.0,63263050000.0
2064.0,59353952000.0,66493067000.0,62546035000.0,67120620000.0,60335284000.0,59306900000.0,69112455000.0,68221227000.0,58401686000.0,63399000000.0,62566978000.0
2065.0,58705252000.0,65788010000.0,61543637000.0,66688696000.0,59823608000.0,58711593000.0,68717670000.0,67817580000.0,57647043000.0,62786480000.0,62220276000.0
2066.0,58038694000.0,65311027000.0,60882460000.0,66551350000.0,59196540000.0,58131407000.0,68333744000.0,67050190000.0,56958763000.0,62267445000.0,61463320000.0
2067.0,57557914000.0,64499474000.0,59972927000.0,66324636000.0,58478110000.0,57388300000.0,67953836000.0,66503090000.0,56301040000.0,61759890000.0,60988793000.0
2068.0,56979923000.0,63960703000.0,58702967000.0,65667207000.0,58271977000.0,57118070000.0,67558040000.0,66561868000.0,55792456000.0,61319324000.0,61786042000.0
2069.0,56417300000.0,63535480000.0,58063294000.0,65138690000.0,57431260000.0,56249220000.0,67188010000.0,65925513000.0,55523824000.0,60850390000.0,60464017000.0
2070.0,55845110000.0,63315400000.0,57304846000.0,64643068000.0,56865520000.0,55780827000.0,66732286000.0,65396290000.0,54745390000.0,60149936000.0,59545680000.0
2071.0,55175410000.0,62761177000.0,56371565000.0,64501363000.0,56340255000.0,55069913000.0,66206237000.0,65247527000.0,54305230000.0,59463074000.0,58962944000.0
2072.0,54511034000.0,62544966000.0,55909110000.0,64991420000.0,55643554000.0,54637613000.0,65853686000.0,65324320000.0,54078790000.0,59609383000.0,58476704000.0
2073.0,54135080000.0,62736208000.0,55110025000.0,63959160000.0,54987276000.0,54114685000.0,65368777000.0,64199496000.0,53485340000.0,58732577000.0,58094182000.0
2074.0,53718225000.0,63236680000.0,54362280000.0,63404806000.0,54293246000.0,53443666000.0,64956250000.0,63832265000.0,52939250000.0,58350596000.0,58710380000.0
2075.0,53258110000.0,62232932000.0,54025474000.0,62980547000.0,53689940000.0,52882990000.0,64509714000.0,63425090000.0,52363497000.0,57864585000.0,57155490000.0
2076.0,52667752000.0,61656596000.0,53443030000.0,62605492000.0,53086540000.0,52396503000.0,63865975000.0,62730555000.0,52197667000.0,57446978000.0,57197570000.0
2077.0,52091142000.0,61060055000.0,52703744000.0,62380700000.0,52549087000.0,51846260000.0,63455523000.0,62286127000.0,52158583000.0,59212595000.0,56190317000.0
2078.0,51517854000.0,60550800000.0,52167594000.0,61903820000.0,52008870000.0,51265778000.0,62967726000.0,61806916000.0,50948130000.0,57063166000.0,55676370000.0
2079.0,50861650000.0,60054962000.0,51739914000.0,62049000000.0,51455422000.0,51631010000.0,62626365000.0,61429270000.0,50444284000.0,56357760000.0,55194530000.0
2080.0,50413257000.0,60580008000.0,51254830000.0,61404450000.0,50757874000.0,50445480000.0,62130180000.0,61025116000.0,49895916000.0,55976018000.0,54621823000.0
2081.0,49930396000.0,60154544000.0,51003265000.0,61458956000.0,50389484000.0,49832460000.0,61763736000.0,60660453000.0,49190940000.0,55496917000.0,54051946000.0
2082.0,49366990000.0,60462363000.0,50120004000.0,60746363000.0,49734870000.0,50896167000.0,61341344000.0,60267094000.0,48634590000.0,54841217000.0,53513744000.0
2083.0,48940843000.0,60161917000.0,49248680000.0,60570096000.0,49300693000.0,49128870000.0,60847677000.0,60064887000.0,48017490000.0,54464467000.0,53086147000.0
2084.0,48451547000.0,59389960000.0,48686084000.0,60064174000.0,49159623000.0,48540017000.0,60459848000.0,59530244000.0,47547933000.0,54046867000.0,52584710000.0
2085.0,47815510000.0,59616272000.0,48306336000.0,60001055000.0,48683327000.0,48065802000.0,60066304000.0,58975860000.0,46830862000.0,54638010000.0,52253065000.0
2086.0,47260440000.0,58525950000.0,47620854000.0,59365786000.0,48112706000.0,47562580000.0,59514958000.0,60011164000.0,46324347000.0,53629506000.0,51906367000.0
2087.0,46921093000.0,58167726000.0,46977870000.0,59154743000.0,47662936000.0,47004660000.0,59063685000.0,59301536000.0,46273122000.0,53177643000.0,51910103000.0
2088.0,46485918000.0,57816936000.0,46396735000.0,58730990000.0,47256887000.0,46487925000.0,59086328000.0,58321514000.0,48179680000.0,52839030000.0,51284496000.0
2089.0,45971227000.0,57745474000.0,45613597000.0,58593325000.0,46839144000.0,46166438000.0,58280690000.0,58000160000.0,47128437000.0,52631730000.0,50809400000.0
2090.0,45523055000.0,57158177000.0,44920254000.0,58786857000.0,46462288000.0,45772210000.0,57739160000.0,59580830000.0,44867800000.0,52277404000.0,50307932000.0
2091.0,45777140000.0,56756986000.0,44190724000.0,59176518000.0,46114374000.0,45258224000.0,57205970000.0,57642983000.0,44268675000.0,53087502000.0,49818866000.0
2092.0,44890020000.0,56693860000.0,43683566000.0,57867680000.0,45496570000.0,44847243000.0,56794260000.0,57055953000.0,43759235000.0,51642340000.0,49432880000.0
2093.0,44807700000.0,57091727000.0,43305386000.0,59109937000.0,45077560000.0,44389190000.0,56371286000.0,56737200000.0,44288414000.0,51690738000.0,48901280000.0
2094.0,44135700000.0,57261760000.0,42607610000.0,57493385000.0,44618523000.0,43959132000.0,55769320000.0,56182804000.0,43331252000.0,51138384000.0,48517570000.0
2095.0,43761955000.0,55882748000.0,42311774000.0,57403760000.0,44386210000.0,43759153000.0,55196578000.0,56005260000.0,42561417000.0,50835330000.0,48226290000.0
2096.0,43392414000.0,55567520000.0,41779802000.0,56768560000.0,44022202000.0,43482700000.0,54722294000.0,55565130000.0,42077590000.0,50350920000.0,48193070000.0
2097.0,43715273000.0,55686185000.0,41185640000.0,56388923000.0,43718836000.0,42786180000.0,54135490000.0,55238496000.0,41567830000.0,50198760000.0,47554070000.0
2098.0,42771830000.0,55087026000.0,40666583000.0,56328356000.0,43434103000.0,42338330000.0,53717185000.0,54789490000.0,40964230000.0,50263306000.0,47051260000.0
2099.0,42430288000.0,55423760000.0,40290740000.0,55867474000.0,43049603000.0,41950600000.0,53344952000.0,54477050000.0,40130770000.0,49766343000.0,46611427000.0
2100.0,42033246000.0,54553514000.0,39799906000.0,56094577000.0,42652926000.0,41537675000.0,52847530000.0,54265220000.0,39599210000.0,54084153000.0,46210170000.0
