time,FGOALS-F3-L,BCC-CSM2-MR,GFDL-ESM4,MRI-ESM2-0,EC-EARTH3-VEG,CMCC-CM2-SR5,CESM2,CESM2-WACCM,CAMS-CSM1-0,NORESM2-MM,EC-EARTH3,MPI-ESM1-2-HR,INM-CM5-0,INM-CM4-8
2010.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0
2011.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0
2012.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0
2013.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0
2014.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0
2015.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0
2016.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0
2017.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0
2018.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0
2019.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0
2020.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0
2021.0,2321921800.0,2326652200.0,2399371300.0,2277418000.0,2307345000.0,2538358500.0,2348307200.0,2306354700.0,2331168300.0,2327642000.0,2290974700.0,2331382500.0,2317331000.0,2326513400.0
2022.0,2268434000.0,2321242000.0,2374234400.0,2244625200.0,2298767000.0,2400026400.0,2291437600.0,2314376000.0,2360235300.0,2370420700.0,2260078800.0,2378045000.0,2345759700.0,2330067700.0
2023.0,2270130700.0,2314693000.0,2316531200.0,2220517600.0,2265662700.0,2391623200.0,2254061300.0,2302691600.0,2283955700.0,2283136800.0,2224992800.0,2308486400.0,2334261800.0,2338621400.0
2024.0,2251909400.0,2342809600.0,2329827300.0,2187014000.0,2222867200.0,2309901000.0,2244662300.0,2262048000.0,2296500000.0,2256559400.0,2176560000.0,2319793200.0,2306739000.0,2279584000.0
2025.0,2213749200.0,2261817600.0,2383549000.0,2184486000.0,2233030400.0,2279244300.0,2196830200.0,2232807400.0,2267493600.0,2239951400.0,2119181800.0,2254080500.0,2297151200.0,2229438500.0
2026.0,2173734000.0,2236203800.0,2306286000.0,2145202800.0,2179481600.0,2320781300.0,2172743700.0,2216564200.0,2227437300.0,2211822600.0,2075158100.0,2217762600.0,2241091300.0,2214506200.0
2027.0,2146947100.0,2229237500.0,2274280000.0,2133073500.0,2229982500.0,2271810600.0,2138708700.0,2188775700.0,2218811100.0,2278571500.0,2033666000.0,2177062700.0,2223928600.0,2167074300.0
2028.0,2093511700.0,2198438000.0,2235728000.0,2105049000.0,2135229700.0,2229977000.0,2168412200.0,2145587700.0,2248234500.0,2211945500.0,1980941200.0,2163973000.0,2197455600.0,2151128800.0
2029.0,2078582900.0,2163302700.0,2208948000.0,2128719000.0,2113400300.0,2225479200.0,2097279900.0,2116975600.0,2310844000.0,2151692500.0,1927906200.0,2175482000.0,2144412400.0,2142417300.0
2030.0,2069428700.0,2112152700.0,2179103500.0,2005915300.0,2063086300.0,2257048300.0,2081603100.0,2082520800.0,2339679700.0,2186965000.0,1863670100.0,2095583700.0,2108323100.0,2086294100.0
2031.0,1991699800.0,2165603000.0,2175033900.0,1973621200.0,2022750600.0,2221923600.0,2031308800.0,2064110700.0,2233662200.0,2150589200.0,1792343400.0,2102218100.0,2087945000.0,2044596000.0
2032.0,1948932000.0,2073483500.0,2245972500.0,1939030400.0,1982325900.0,2182460400.0,1999556400.0,2060124300.0,2242318000.0,2048049000.0,1727190000.0,2014987500.0,2038708100.0,2020763100.0
2033.0,1936719200.0,2034984600.0,2131526300.0,1895841900.0,2032068700.0,2204568800.0,1958886800.0,1999227300.0,2240038700.0,2022258700.0,1649716100.0,1969214500.0,2093651100.0,1979207000.0
2034.0,1878135600.0,2106905900.0,2089254500.0,1873808800.0,1935528700.0,2184060000.0,1921842400.0,1970358300.0,2349338400.0,1968157200.0,1634474000.0,1925792000.0,2048039300.0,1934272300.0
2035.0,1832856400.0,2042540700.0,2052067100.0,1816789000.0,1904918100.0,2120482800.0,1872890100.0,1968951600.0,2193468700.0,1950468100.0,1526742300.0,1891233300.0,1954200600.0,1913863600.0
2036.0,1786579100.0,1973782300.0,2017190000.0,1765392100.0,1848523100.0,2036539600.0,1805220200.0,1905323600.0,2147729400.0,1905755100.0,1449518700.0,1839778800.0,1895802900.0,1869773000.0
2037.0,1762586100.0,2000955600.0,1985232000.0,1709047000.0,1789727400.0,1995002500.0,1734876900.0,1876399900.0,2156008200.0,1930105600.0,1397295100.0,1807579400.0,1907760000.0,1852732000.0
2038.0,1718446800.0,1910633700.0,1958273800.0,1675028400.0,1738264800.0,1978368400.0,1700412300.0,1850411300.0,2074496000.0,1892561900.0,1375949600.0,1762136200.0,1852762600.0,1858210800.0
2039.0,1702678100.0,1882810800.0,1915442600.0,1625028000.0,1741572500.0,1935429400.0,1648979200.0,1797150500.0,2069601400.0,1788895200.0,1313273200.0,1732404600.0,1792196900.0,1764157200.0
2040.0,1662791700.0,1842105900.0,1880597200.0,1588239700.0,1642222700.0,1904824400.0,1645996700.0,1768406800.0,2040124800.0,1748787500.0,1272806900.0,1701375500.0,1770790300.0,1790271200.0
2041.0,1610057200.0,1802966300.0,1891773300.0,1542858200.0,1586777700.0,1866751100.0,1546024000.0,1716351200.0,1992355000.0,1689207300.0,1164434200.0,1651037400.0,1708652900.0,1701548400.0
2042.0,1618835100.0,1785567700.0,1822231400.0,1473359400.0,1537222300.0,1821223700.0,1494120200.0,1661892400.0,1969238400.0,1640554200.0,1094696200.0,1581061000.0,1705835800.0,1655710600.0
2043.0,1516849900.0,1726217500.0,1832171800.0,1427000400.0,1491309800.0,1780736900.0,1445638100.0,1647364100.0,1936601600.0,1619416800.0,1029602600.0,1535249800.0,1647445400.0,1569704800.0
2044.0,1470248400.0,1713280300.0,1774965900.0,1371689700.0,1408349000.0,1736710300.0,1379768600.0,1569979300.0,1945219700.0,1576605300.0,1014568300.0,1519167100.0,1619078300.0,1515325400.0
2045.0,1420520100.0,1659990700.0,1715595500.0,1308094500.0,1344864500.0,1691010600.0,1325319800.0,1529317800.0,1883885200.0,1511827300.0,917975900.0,1492076700.0,1581087400.0,1447308700.0
2046.0,1389112400.0,1608001400.0,1673872400.0,1262501100.0,1345190300.0,1647953800.0,1275680100.0,1478220300.0,1845350700.0,1468298400.0,895629600.0,1459777800.0,1591537900.0,1406598800.0
2047.0,1390538200.0,1575454700.0,1704388500.0,1212104800.0,1256906200.0,1623617700.0,1241138300.0,1439418400.0,1854331600.0,1397653100.0,834901900.0,1383349600.0,1503711200.0,1415794600.0
2048.0,1331542400.0,1543615900.0,1690725200.0,1171142500.0,1186864800.0,1564602800.0,1174687900.0,1389802800.0,1831022600.0,1343804500.0,788796540.0,1311048700.0,1623912700.0,1363971100.0
2049.0,1283287600.0,1521972700.0,1650599300.0,1125019600.0,1140332900.0,1520063600.0,1124736900.0,1341919500.0,1759412100.0,1288809200.0,741688770.0,1275198300.0,1528681700.0,1345260900.0
2050.0,1242492900.0,1450503000.0,1549798400.0,1075812600.0,1081913100.0,1463547800.0,1082720100.0,1294605600.0,1778933600.0,1241936400.0,689935100.0,1215695100.0,1410240600.0,1271912100.0
2051.0,1194048100.0,1435177900.0,1493279700.0,1019084600.0,1054907650.0,1444566700.0,1036121800.0,1251921800.0,1709473900.0,1194009300.0,648688830.0,1169847400.0,1373439200.0,1205618600.0
2052.0,1153678600.0,1395781600.0,1452454800.0,977896450.0,991843100.0,1380533600.0,994042750.0,1204655900.0,1675696900.0,1174423000.0,604459100.0,1170009700.0,1376000500.0,1235678000.0
2053.0,1106012800.0,1359643100.0,1410660200.0,1202917500.0,1023157250.0,1336041900.0,951648830.0,1154196400.0,1632233100.0,1106182000.0,561989300.0,1105519500.0,1321844700.0,1178347500.0
2054.0,1070581500.0,1310335900.0,1403286300.0,934276100.0,920581100.0,1294685700.0,914929400.0,1112753000.0,1614289500.0,1055732100.0,529909400.0,1094711600.0,1256172400.0,1105711100.0
2055.0,1025250750.0,1298238000.0,1395371100.0,897317250.0,871459600.0,1261137900.0,870687170.0,1069303100.0,1568483700.0,1022242560.0,505930980.0,1046888260.0,1221843300.0,1062970000.0
2056.0,1009919740.0,1220141400.0,1319865200.0,852133570.0,829772350.0,1212756700.0,826301200.0,1022236740.0,1606055400.0,968548800.0,475544540.0,997948800.0,1185694600.0,1029997000.0
2057.0,961336640.0,1200317300.0,1280954200.0,804403700.0,792895100.0,1162781600.0,788503500.0,985763260.0,1663829000.0,925142000.0,445352580.0,964798660.0,1191070300.0,1011223500.0
2058.0,917804350.0,1153175900.0,1229362700.0,767764100.0,808144260.0,1127605900.0,766897000.0,952861760.0,1616106200.0,884547300.0,427435400.0,926440000.0,1173093000.0,960167600.0
2059.0,890698000.0,1097863300.0,1253396900.0,748107200.0,734779000.0,1075884200.0,725514600.0,923633300.0,1545888600.0,842009300.0,404877000.0,895243000.0,1100792300.0,914071700.0
2060.0,848823940.0,1062720450.0,1189516900.0,703353340.0,695260800.0,1027750340.0,699721100.0,872628600.0,1533659400.0,811645000.0,386204770.0,869760600.0,1050196860.0,887939260.0
2061.0,825707500.0,1016037000.0,1165261400.0,671427300.0,685014700.0,989253760.0,674726800.0,839682600.0,1458484100.0,778229000.0,360571040.0,834121300.0,1001231100.0,855391900.0
2062.0,810995200.0,991176500.0,1105610100.0,648052540.0,645517300.0,940210370.0,650511000.0,808916300.0,1474643000.0,755999170.0,339253760.0,858732300.0,955847500.0,839159600.0
2063.0,781869630.0,941193500.0,1096705400.0,616429630.0,607470850.0,905012860.0,621744830.0,777735200.0,1418972500.0,744549570.0,319767900.0,824931900.0,935815740.0,792947460.0
2064.0,757878200.0,901861500.0,1045955800.0,588262200.0,594102500.0,859888830.0,628429060.0,754062700.0,1371448000.0,703520100.0,303166340.0,804208400.0,892621060.0,781433150.0
2065.0,732532000.0,861961340.0,1019345500.0,587717760.0,565962900.0,828371800.0,583326400.0,737624900.0,1354536600.0,680062000.0,287229200.0,754338800.0,888496700.0,742040260.0
2066.0,715478600.0,822086700.0,1058602430.0,574752640.0,540491300.0,790164000.0,559501440.0,720970700.0,1355417100.0,834931650.0,271053800.0,723409540.0,897699700.0,736442000.0
2067.0,681688000.0,792815300.0,1053140540.0,566437250.0,518096160.0,755565630.0,545964200.0,690567400.0,1309788300.0,686792900.0,248723180.0,702604500.0,840801400.0,702517300.0
2068.0,659327740.0,758560200.0,976121400.0,542396400.0,499611260.0,714232060.0,531208480.0,665267260.0,1318511200.0,672617500.0,236477950.0,691443900.0,819783100.0,689336900.0
2069.0,641639700.0,740267600.0,946439940.0,531288260.0,483454880.0,689064960.0,521094980.0,635722430.0,1298466400.0,621125700.0,225837220.0,669456260.0,828921600.0,671906800.0
2070.0,649371650.0,716492500.0,909881540.0,514789660.0,462720670.0,654819140.0,492340000.0,624841540.0,1241921800.0,596113000.0,219666270.0,643337700.0,785911300.0,653123200.0
2071.0,611540030.0,692950460.0,898342800.0,497114560.0,439047140.0,627648200.0,475234900.0,606799900.0,1213099400.0,575467840.0,208794160.0,627030700.0,746710000.0,629992960.0
2072.0,651107260.0,669939140.0,887045440.0,486126460.0,421959650.0,603496640.0,457677470.0,576808800.0,1184913500.0,553807940.0,199393810.0,614772100.0,721344640.0,611383500.0
2073.0,589502300.0,644419260.0,849494600.0,469568580.0,406928740.0,579027300.0,437220900.0,552898500.0,1221576700.0,536035940.0,193966100.0,600425150.0,734291500.0,598458050.0
2074.0,591531650.0,631396350.0,892621300.0,456724380.0,416466780.0,549995200.0,418566880.0,538121800.0,1151695200.0,522498340.0,180201810.0,580540800.0,701484350.0,590042200.0
2075.0,556012400.0,591251600.0,834249700.0,451532740.0,389998980.0,522193540.0,405229570.0,520825380.0,1164439900.0,506369120.0,172436700.0,575258000.0,709861400.0,557048800.0
2076.0,528121060.0,584854100.0,812574140.0,431808200.0,364809120.0,504412640.0,388987300.0,502097150.0,1131245800.0,487562530.0,169500940.0,558260030.0,675602400.0,569638500.0
2077.0,518657020.0,564332740.0,787410370.0,441572500.0,351909300.0,484626720.0,375667650.0,481195460.0,1154393300.0,482340200.0,164197250.0,543788900.0,738711500.0,536978100.0
2078.0,504584300.0,541235260.0,771579900.0,403230460.0,339683500.0,457146750.0,366024000.0,466121440.0,1158959900.0,458467550.0,160736980.0,528604000.0,648771840.0,538321100.0
2079.0,495217150.0,549973900.0,755609660.0,390278240.0,329470140.0,431056320.0,354790270.0,453684580.0,1076554200.0,438320000.0,156397380.0,546810750.0,638382660.0,529938430.0
2080.0,541730800.0,523048770.0,727967400.0,392302750.0,321707650.0,400725500.0,342507230.0,439112960.0,1071492200.0,428895500.0,152634960.0,545236700.0,636139000.0,512040260.0
2081.0,480043940.0,530359170.0,708877500.0,397999200.0,304140740.0,387189730.0,334063740.0,424754700.0,1086662100.0,428034500.0,148143000.0,483176700.0,656424450.0,532142270.0
2082.0,482646880.0,507639550.0,683898100.0,373809800.0,295185250.0,372218400.0,322616130.0,407226900.0,1031887000.0,403556700.0,146034660.0,531655550.0,621743800.0,499982980.0
2083.0,443163900.0,462028030.0,660187460.0,403832600.0,285542270.0,350924960.0,317339070.0,394823740.0,1038295740.0,391964000.0,144017400.0,456964540.0,615151700.0,463797220.0
2084.0,415836540.0,449935580.0,639185660.0,354374600.0,279020600.0,334902940.0,304006800.0,380111200.0,1050904960.0,382213860.0,141690350.0,487298780.0,641900900.0,457694430.0
2085.0,432245570.0,433004830.0,622663740.0,349333600.0,271065180.0,318508380.0,300561920.0,370379740.0,1353832700.0,371490940.0,138175730.0,449454270.0,576442200.0,445101380.0
2086.0,400004770.0,413348220.0,626373900.0,334387070.0,264241810.0,306580800.0,280374300.0,360459650.0,1056518700.0,358239550.0,133865670.0,435017900.0,567476540.0,439542820.0
2087.0,380977630.0,397885730.0,604828100.0,343843500.0,253335020.0,291587100.0,266303970.0,348691680.0,983692160.0,351086340.0,130531270.0,423264800.0,555468540.0,431247900.0
2088.0,377505300.0,377739330.0,588551700.0,332740770.0,248384740.0,275539550.0,260476510.0,335081180.0,1014344450.0,340848700.0,126868620.0,421998880.0,539038500.0,416606270.0
2089.0,372400860.0,363669800.0,572655000.0,324715070.0,231833470.0,263970540.0,254270860.0,323484860.0,1014972900.0,332822300.0,125054070.0,400003170.0,532846240.0,462338020.0
2090.0,365791460.0,351584830.0,553782700.0,358157500.0,224643250.0,251372540.0,250993660.0,308905340.0,963410370.0,320557100.0,123728420.0,395107840.0,540260400.0,424545570.0
2091.0,345285500.0,338916580.0,568621600.0,316455300.0,218961150.0,240057120.0,242713070.0,297798270.0,971468900.0,314867330.0,121890520.0,393658700.0,509609920.0,398387000.0
2092.0,341340320.0,348395400.0,554340700.0,324864130.0,213441550.0,226490530.0,231657220.0,289419970.0,936321300.0,317311680.0,123568700.0,390387650.0,500135600.0,395754000.0
2093.0,333105250.0,316226270.0,540463170.0,312500480.0,205604450.0,211444260.0,223602270.0,285430100.0,915588860.0,301160740.0,119712630.0,376565300.0,508426430.0,390621000.0
2094.0,328485250.0,304209120.0,519016860.0,338165540.0,199288750.0,202839780.0,224251540.0,277235620.0,932045950.0,292352400.0,116523864.0,370706020.0,547024600.0,394655200.0
2095.0,316570620.0,306158940.0,517778140.0,299946500.0,192907790.0,195730270.0,214559790.0,271684770.0,1070446800.0,286453980.0,114773240.0,357567900.0,522058300.0,378929700.0
2096.0,313821340.0,290528800.0,501703840.0,301539680.0,185986670.0,190273620.0,212227250.0,261843440.0,944613400.0,281407070.0,114660650.0,349369440.0,499937730.0,389206100.0
2097.0,357381500.0,278432580.0,494898600.0,287349920.0,180755520.0,182490930.0,210655340.0,257094850.0,947622000.0,274458200.0,112743544.0,340893700.0,495916740.0,371942940.0
2098.0,349756380.0,270994880.0,480353120.0,284511550.0,176054320.0,177692960.0,207219500.0,253991550.0,916610400.0,269477100.0,111253720.0,367243600.0,463321950.0,360615140.0
2099.0,369099650.0,266484140.0,468217200.0,299173300.0,171434600.0,173580030.0,203918850.0,246794580.0,862002500.0,260167230.0,109822110.0,333324500.0,451696600.0,411491900.0
2100.0,322719260.0,252224530.0,465475600.0,292370600.0,168414500.0,169626130.0,198476060.0,233997420.0,905019260.0,252940130.0,108397390.0,324368160.0,443662000.0,368734750.0
