time,GFDL-ESM4,EC-EARTH3-VEG,MRI-ESM2-0,CAMS-CSM1-0
2000.0,2619210200.0,2619210200.0,2619210200.0,2619210200.0
2001.0,2579623000.0,2579623000.0,2579623000.0,2579623000.0
2002.0,2643142700.0,2643142700.0,2643142700.0,2643142700.0
2003.0,2597013500.0,2597013500.0,2597013500.0,2597013500.0
2004.0,2529894100.0,2529894100.0,2529894100.0,2529894100.0
2005.0,2563755000.0,2563755000.0,2563755000.0,2563755000.0
2006.0,2510072000.0,2510072000.0,2510072000.0,2510072000.0
2007.0,2495677400.0,2495677400.0,2495677400.0,2495677400.0
2008.0,2469614600.0,2469614600.0,2469614600.0,2469614600.0
2009.0,2456667000.0,2456667000.0,2456667000.0,2456667000.0
2010.0,2495662300.0,2495662300.0,2495662300.0,2495662300.0
2011.0,2472575000.0,2472575000.0,2472575000.0,2472575000.0
2012.0,2417882400.0,2417882400.0,2417882400.0,2417882400.0
2013.0,2445811000.0,2445811000.0,2445811000.0,2445811000.0
2014.0,2432652500.0,2432652500.0,2432652500.0,2432652500.0
2015.0,2399692300.0,2399692300.0,2399692300.0,2399692300.0
2016.0,2379323100.0,2379323100.0,2379323100.0,2379323100.0
2017.0,2344771300.0,2344771300.0,2344771300.0,2344771300.0
2018.0,2376668400.0,2376668400.0,2376668400.0,2376668400.0
2019.0,2338707700.0,2338707700.0,2338707700.0,2338707700.0
2020.0,2360481300.0,2360481300.0,2360481300.0,2360481300.0
2021.0,2301618000.0,2309964800.0,2305071900.0,2309976600.0
2022.0,2276487700.0,2287346000.0,2249069800.0,2362275800.0
2023.0,2265241000.0,2297079300.0,2220369700.0,2344019000.0
2024.0,2233539800.0,2267174400.0,2189910000.0,2309287700.0
2025.0,2232798500.0,2195955500.0,2170765600.0,2322329000.0
2026.0,2195166200.0,2170658600.0,2128611300.0,2348028200.0
2027.0,2206328300.0,2129754800.0,2093753700.0,2262717400.0
2028.0,2167949800.0,2079119000.0,2054073200.0,2530592000.0
2029.0,2131476200.0,2073272600.0,2005732200.0,2369486600.0
2030.0,2113708900.0,1996535400.0,2007667300.0,2249637000.0
2031.0,2078492300.0,1963745800.0,1988827500.0,2330429700.0
2032.0,2033882800.0,1910671400.0,1944244400.0,2221357000.0
2033.0,2002338600.0,1855445000.0,1880133200.0,2202415400.0
2034.0,1997447800.0,1816354000.0,1831918300.0,2214316800.0
2035.0,1973822000.0,1799916700.0,1774751500.0,2213940200.0
2036.0,1906920600.0,1756697600.0,1709215000.0,2168590300.0
2037.0,1875256800.0,1666183200.0,1657265400.0,2096223000.0
2038.0,1838228100.0,1642019100.0,1602005900.0,2194875400.0
2039.0,1825700100.0,1583345000.0,1547753600.0,2137776600.0
2040.0,1857561700.0,1537720800.0,1490577400.0,2134065400.0
2041.0,1798161300.0,1499952800.0,1466523800.0,2062655900.0
2042.0,1758827800.0,1478290200.0,1403366800.0,2084320100.0
2043.0,1729058300.0,1426955000.0,1354571300.0,2051541000.0
2044.0,1679911600.0,1364934700.0,1304287100.0,1971967100.0
2045.0,1657679500.0,1340003200.0,1405898600.0,2056313500.0
2046.0,1662233000.0,1271363000.0,1288803800.0,1979403500.0
2047.0,1592110200.0,1224359800.0,1252577400.0,1986048000.0
2048.0,1551614100.0,1201846400.0,1276537100.0,1931770200.0
2049.0,1547477600.0,1189467400.0,1149001900.0,1895944700.0
2050.0,1495444000.0,1139866400.0,1221003800.0,1946782700.0
2051.0,1489866900.0,1101979000.0,1101336800.0,1956189000.0
2052.0,1458196700.0,1075814300.0,1052073200.0,1937585500.0
2053.0,1404462800.0,1024246900.0,1039881660.0,1886527400.0
2054.0,1371722400.0,968223200.0,1082449900.0,1871323800.0
2055.0,1375232600.0,924718000.0,1044402100.0,2160927500.0
2056.0,1328991000.0,896774340.0,953106900.0,1856122400.0
2057.0,1303233800.0,858583000.0,908715650.0,1785002900.0
2058.0,1324179100.0,838772500.0,931004300.0,1780951400.0
2059.0,1266936400.0,850805250.0,868021400.0,1819601200.0
2060.0,1235449100.0,892735100.0,845990140.0,1789701400.0
2061.0,1380823700.0,798633900.0,815181500.0,1744597600.0
2062.0,1207958800.0,748529660.0,820541500.0,1737537200.0
2063.0,1203603600.0,713277440.0,787132540.0,1735703400.0
2064.0,1279500700.0,692680100.0,808400800.0,1683922400.0
2065.0,1175805400.0,762519600.0,758304900.0,1655929900.0
2066.0,1218729700.0,669802800.0,768398100.0,1660205600.0
2067.0,1158407800.0,649715260.0,771090560.0,1727682200.0
2068.0,1099625000.0,629951170.0,849167360.0,1881944400.0
2069.0,1116766000.0,610648400.0,848507100.0,1777503700.0
2070.0,1175358600.0,652714750.0,751518000.0,1698625400.0
2071.0,1081966000.0,587083650.0,766149800.0,1651504100.0
2072.0,1042706900.0,775280450.0,698873300.0,1611200300.0
2073.0,1146408800.0,663184000.0,691565200.0,1648641400.0
2074.0,1038377800.0,643951000.0,741313150.0,1755592100.0
2075.0,991381570.0,560346940.0,746000960.0,1942037400.0
2076.0,1058974340.0,591505860.0,699636300.0,1683390300.0
2077.0,1015090940.0,563806000.0,947215940.0,1716974300.0
2078.0,1378521100.0,649985800.0,1180269300.0,1669416400.0
2079.0,1018458000.0,586616200.0,1023963400.0,1620887900.0
2080.0,1094601200.0,541945340.0,852208450.0,1671363500.0
2081.0,982370750.0,511476640.0,756923500.0,1586666900.0
2082.0,1006146300.0,523707170.0,780651460.0,1563762600.0
