time,CESM2-WACCM,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5
2086.0,304942820.0,206683710.0,372104830.0,182609420.0
2087.0,302194180.0,212829360.0,367058600.0,177070800.0
2088.0,290660480.0,203483470.0,425615780.0,175186610.0
2089.0,286118100.0,198973230.0,393661300.0,175062690.0
2090.0,291714780.0,200305040.0,401144500.0,184720020.0
2091.0,279984670.0,195966500.0,388401150.0,171011100.0
2092.0,274254080.0,191176420.0,467429630.0,171109000.0
2093.0,278099040.0,192567650.0,425169860.0,175206290.0
2094.0,271163840.0,202948210.0,402544740.0,198108430.0
2095.0,283470430.0,195770340.0,521590820.0,192406660.0
2096.0,272402780.0,253959970.0,535781340.0,176684510.0
2097.0,298416420.0,196590480.0,539004000.0,186484940.0
2098.0,283376320.0,204667790.0,490604640.0,176532960.0
2099.0,287892960.0,206367200.0,462082430.0,174001780.0
2100.0,339103400.0,236265470.0,501048480.0,173179920.0
