time,GFDL-CM3,CSIRO-MK3-6-0,CCSM4,NORESM1-M,IPSL-CM5A-LR,CANESM2,GFDL-ESM2G,GISS-E2-R,MPI-ESM-LR,CNRM-CM5
2060.0,88911330000.0,191654170000.0,150620000000.0,165526880000.0,76198216000.0,113094520000.0,135215940000.0,97774880000.0,137877820000.0,148850330000.0
2061.0,84672676000.0,189940100000.0,148174850000.0,162947320000.0,72740815000.0,108645590000.0,131959320000.0,96109850000.0,134274750000.0,145531130000.0
2062.0,80838760000.0,187783170000.0,144871720000.0,163143600000.0,68847970000.0,105468750000.0,127634870000.0,93998210000.0,130005300000.0,142003770000.0
2063.0,77767730000.0,185975100000.0,141500100000.0,159601970000.0,65015894000.0,101759025000.0,123972680000.0,90560600000.0,125485340000.0,136259320000.0
2064.0,74721124000.0,182250340000.0,136561710000.0,155338540000.0,61631230000.0,99393950000.0,120266170000.0,88103630000.0,122252590000.0,134295314000.0
2065.0,71056650000.0,178486600000.0,133400625000.0,151288000000.0,59387314000.0,96125150000.0,116974890000.0,85648270000.0,117578690000.0,129436290000.0
2066.0,68322038000.0,173949370000.0,130830280000.0,147428690000.0,56860094000.0,93452420000.0,114226140000.0,84212080000.0,116169120000.0,127911460000.0
2067.0,64772720000.0,171166020000.0,128374080000.0,144253940000.0,53927936000.0,90153130000.0,110199570000.0,82772664000.0,114349520000.0,124510750000.0
2068.0,61903696000.0,169300600000.0,123713340000.0,139413800000.0,51535570000.0,88531120000.0,108989610000.0,80534905000.0,111549310000.0,121058394000.0
2069.0,58630320000.0,164794470000.0,119010090000.0,134408000000.0,48672805000.0,86586820000.0,105910360000.0,77864075000.0,107291280000.0,118530580000.0
2070.0,56089756000.0,162374290000.0,115995350000.0,130756936000.0,45898695000.0,83106960000.0,102031090000.0,77122670000.0,103977560000.0,114411635000.0
2071.0,53244023000.0,158243670000.0,111817730000.0,127521840000.0,43864224000.0,80411950000.0,99237920000.0,75624825000.0,101253900000.0,111998420000.0
2072.0,50389254000.0,152767330000.0,108725540000.0,122634850000.0,41684414000.0,77779270000.0,98637160000.0,74314290000.0,97763760000.0,109626970000.0
2073.0,48137425000.0,148402810000.0,106957865000.0,117879340000.0,39091843000.0,74786820000.0,95107780000.0,72873700000.0,94758500000.0,105888450000.0
2074.0,46099132000.0,145007840000.0,104628170000.0,113220970000.0,36468550000.0,71808460000.0,92203110000.0,70431540000.0,91251310000.0,102509370000.0
2075.0,43663766000.0,142119670000.0,102576185000.0,108849620000.0,34091240000.0,69257320000.0,89917290000.0,68075893000.0,88146130000.0,99348275000.0
2076.0,41081033000.0,139654820000.0,99594370000.0,105659950000.0,32150970000.0,66719134000.0,86265850000.0,65556880000.0,85155430000.0,95829850000.0
2077.0,39002260000.0,136630500000.0,97064600000.0,100589220000.0,30009870000.0,63961674000.0,82454120000.0,61905576000.0,82403120000.0,93148310000.0
2078.0,36723130000.0,134825340000.0,94266090000.0,98002020000.0,28374260000.0,59874010000.0,80442745000.0,60008210000.0,78718380000.0,89621330000.0
2079.0,34949950000.0,130037890000.0,91505730000.0,96354850000.0,26899120000.0,57703432000.0,78110400000.0,57947450000.0,76823085000.0,86892460000.0
2080.0,32717402000.0,127310225000.0,88179070000.0,92013715000.0,25264101000.0,54363850000.0,75370045000.0,55961510000.0,75363230000.0,83858460000.0
2081.0,31044336000.0,124533730000.0,85842270000.0,90452574000.0,23426270000.0,52502147000.0,72868995000.0,53702840000.0,72817640000.0,80017000000.0
2082.0,29181757000.0,122029244000.0,82973120000.0,87380070000.0,22143113000.0,51220263000.0,70305910000.0,52172136000.0,70945325000.0,77073260000.0
2083.0,26861928000.0,118298300000.0,79022875000.0,83371850000.0,21147818000.0,49434250000.0,68402100000.0,50655965000.0,69870805000.0,74147650000.0
2084.0,25298540000.0,114376700000.0,77950010000.0,80724130000.0,20117076000.0,46616613000.0,65477927000.0,49542620000.0,66806780000.0,72537280000.0
2085.0,23523790000.0,112321995000.0,75292205000.0,77318290000.0,18600820000.0,44482410000.0,63515685000.0,48110477000.0,63313500000.0,69408910000.0
2086.0,21767959000.0,110145610000.0,74145825000.0,75529950000.0,17154959000.0,41406900000.0,61381190000.0,45906223000.0,62885233000.0,67147360000.0
2087.0,20036813000.0,107669635000.0,70818980000.0,72838590000.0,15518976000.0,39595983000.0,58324128000.0,44598927000.0,61328300000.0,64022270000.0
2088.0,18535567000.0,104924790000.0,68699705000.0,70740300000.0,13802836000.0,37916033000.0,55929205000.0,43196957000.0,59798258000.0,61416923000.0
2089.0,16962836000.0,103016460000.0,66209915000.0,68125160000.0,12482538000.0,36010148000.0,54086836000.0,41942880000.0,58457645000.0,58644510000.0
2090.0,15424725000.0,98114920000.0,63755320000.0,66168263000.0,11322547000.0,33655312000.0,51758090000.0,40646210000.0,55657275000.0,56704950000.0
2091.0,14110543000.0,94353220000.0,61206790000.0,63823483000.0,9964244000.0,31657875000.0,49716146000.0,39458464000.0,54094877000.0,54901770000.0
2092.0,12657945000.0,91468940000.0,59100496000.0,62097400000.0,8934290000.0,30004515000.0,47890570000.0,37992325000.0,52648720000.0,53212533000.0
2093.0,11714399000.0,86993830000.0,57254030000.0,59380335000.0,7944904000.0,28208957000.0,45502650000.0,36947845000.0,50398732000.0,51148116000.0
2094.0,10451767000.0,85024104000.0,56148726000.0,57138560000.0,7285363700.0,26279160000.0,44376207000.0,35386704000.0,48383200000.0,48799700000.0
2095.0,9076264000.0,81850490000.0,53896920000.0,55069600000.0,6310282000.0,25239515000.0,42641760000.0,34318287000.0,46772600000.0,47399686000.0
2096.0,8058576000.0,77619010000.0,51628260000.0,53614682000.0,5519942700.0,23653923000.0,40706216000.0,33133513000.0,45385617000.0,45686333000.0
2097.0,7191543000.0,74083710000.0,49901793000.0,51621655000.0,4730822700.0,21354887000.0,38806348000.0,31214942000.0,44116017000.0,43556370000.0
2098.0,6147514000.0,70770720000.0,48641250000.0,50179604000.0,4071668500.0,20120756000.0,37089882000.0,29657584000.0,42320100000.0,41610530000.0
2099.0,5245292000.0,68104196000.0,46369360000.0,47707406000.0,3444071200.0,18908418000.0,34690100000.0,28445080000.0,41071310000.0,39611540000.0
2100.0,4618678000.0,65172365000.0,44591460000.0,45715526000.0,2930796800.0,17529983000.0,33262310000.0,27847385000.0,39504835000.0,37816066000.0
