time,IPSL-CM5A-LR,GFDL-CM3,NORESM1-M,CESM1-CAM5,CSIRO-MK3-6-0,GISS-E2-R,GFDL-ESM2G,CCSM4
2022.0,51465320000.0,51480750000.0,51500570000.0,51493036000.0,51497447000.0,51492524000.0,51505218000.0,51454407000.0
2023.0,51428160000.0,51437720000.0,51469490000.0,51439112000.0,51458110000.0,51442320000.0,51486958000.0,51430195000.0
2024.0,51439610000.0,51404116000.0,51414987000.0,51400847000.0,51588895000.0,51482860000.0,51483673000.0,51391850000.0
2025.0,51385586000.0,51386868000.0,51397546000.0,51412920000.0,51534774000.0,51426240000.0,51436925000.0,51363365000.0
2026.0,51436730000.0,51362742000.0,51372798000.0,51370533000.0,51460390000.0,51381860000.0,51411845000.0,51341378000.0
2027.0,51443360000.0,51321086000.0,51361034000.0,51338160000.0,51413447000.0,51366023000.0,51377517000.0,51316320000.0
2028.0,51426970000.0,51287130000.0,51370844000.0,51310584000.0,51406060000.0,51363170000.0,51343060000.0,51292400000.0
2029.0,51354820000.0,51260830000.0,51331020000.0,51283170000.0,51403837000.0,51402110000.0,51329405000.0,51291970000.0
2030.0,51705020000.0,51217244000.0,51307210000.0,51253530000.0,51356205000.0,51328190000.0,51307400000.0,51275882000.0
2031.0,51367760000.0,51199910000.0,51311948000.0,51229712000.0,51339133000.0,51347680000.0,51362380000.0,51218215000.0
2032.0,51389750000.0,51156062000.0,51285500000.0,51223134000.0,51315462000.0,51289320000.0,51287010000.0,51190292000.0
2033.0,51308724000.0,51134190000.0,51271030000.0,51199455000.0,51313185000.0,51273600000.0,51272560000.0,51125985000.0
2034.0,51268784000.0,51073335000.0,51250045000.0,51169575000.0,51333358000.0,51261560000.0,51254866000.0,51095830000.0
2035.0,51272753000.0,51027358000.0,51252030000.0,51129647000.0,51286573000.0,51247680000.0,51235533000.0,51044300000.0
2036.0,51252875000.0,50987774000.0,51206840000.0,51063697000.0,51246320000.0,51225260000.0,51211330000.0,51013816000.0
2037.0,51215802000.0,50934338000.0,51173810000.0,51032110000.0,51223613000.0,51213350000.0,51179650000.0,50946610000.0
2038.0,51188785000.0,50865365000.0,51144870000.0,51006124000.0,51224957000.0,51215495000.0,51154550000.0,50912100000.0
2039.0,51158204000.0,50808350000.0,51116180000.0,50948792000.0,51217310000.0,51271844000.0,51125780000.0,50869117000.0
2040.0,51162042000.0,50775896000.0,51085080000.0,50892927000.0,51210854000.0,51286077000.0,51103360000.0,50832916000.0
2041.0,51131527000.0,50708746000.0,51044440000.0,50846466000.0,51155747000.0,51164266000.0,51114610000.0,50794450000.0
2042.0,51104890000.0,50670817000.0,51010760000.0,50756190000.0,51137730000.0,51149287000.0,51062200000.0,50760106000.0
2043.0,51065934000.0,50617684000.0,50966440000.0,50709496000.0,51108962000.0,51125110000.0,51040600000.0,50743996000.0
2044.0,51031700000.0,50546426000.0,50944213000.0,50618868000.0,51082715000.0,51093850000.0,50997645000.0,50686120000.0
2045.0,51005090000.0,50473300000.0,50927010000.0,50529112000.0,51055325000.0,51104715000.0,50969220000.0,50625155000.0
2046.0,50918085000.0,50402066000.0,50894250000.0,50451345000.0,51018383000.0,51057115000.0,50909590000.0,50568516000.0
2047.0,50867960000.0,50322200000.0,50849750000.0,50400817000.0,50985755000.0,51014100000.0,50887380000.0,50501920000.0
2048.0,50845377000.0,50177868000.0,50805730000.0,50350465000.0,50916450000.0,50992144000.0,50851103000.0,50429157000.0
2049.0,50799956000.0,50084622000.0,50745745000.0,50306925000.0,50884360000.0,50944676000.0,50822520000.0,50360324000.0
2050.0,50752016000.0,49976017000.0,50692590000.0,50214740000.0,50852463000.0,50897404000.0,50747564000.0,50316390000.0
2051.0,50735014000.0,49874985000.0,50645086000.0,50139185000.0,50849010000.0,50897050000.0,50718093000.0,50235286000.0
2052.0,50695110000.0,49787912000.0,50565513000.0,50069586000.0,50799297000.0,50863477000.0,50673357000.0,50164527000.0
2053.0,50646030000.0,49697075000.0,50503690000.0,49994860000.0,50766238000.0,50823980000.0,50619990000.0,50095833000.0
2054.0,50599862000.0,49623126000.0,50452582000.0,49911280000.0,50722270000.0,50780697000.0,50594337000.0,50039415000.0
2055.0,50538308000.0,49545834000.0,50380157000.0,49820300000.0,50677240000.0,50747765000.0,50571410000.0,49971610000.0
2056.0,50484507000.0,49463310000.0,50329346000.0,49758440000.0,50632650000.0,50774122000.0,50481770000.0,49895480000.0
2057.0,50436366000.0,49303306000.0,50244070000.0,49695527000.0,50599100000.0,50695600000.0,50435797000.0,49821622000.0
2058.0,50383593000.0,49169953000.0,50177085000.0,49632750000.0,50636567000.0,50725450000.0,50375480000.0,49789260000.0
2059.0,50284920000.0,49072902000.0,50135986000.0,49538273000.0,50549210000.0,50644378000.0,50331095000.0,49697825000.0
2060.0,50195660000.0,48977682000.0,50060997000.0,49445466000.0,50500657000.0,50577690000.0,50245657000.0,49648177000.0
2061.0,50129600000.0,48860963000.0,49988923000.0,49333498000.0,50483905000.0,50548904000.0,50191827000.0,49565286000.0
2062.0,50057687000.0,48692660000.0,49939000000.0,49197847000.0,50432290000.0,50511500000.0,50118517000.0,49476915000.0
2063.0,49918726000.0,48476852000.0,49877783000.0,49031270000.0,50372220000.0,50481566000.0,50034307000.0,49407574000.0
2064.0,49850884000.0,48300065000.0,49811160000.0,48893990000.0,50358380000.0,50465090000.0,49972048000.0,49298035000.0
2065.0,49747804000.0,48092594000.0,49755300000.0,48762000000.0,50281275000.0,50392720000.0,49941926000.0,49272010000.0
2066.0,49651335000.0,47939265000.0,49664260000.0,48599044000.0,50255400000.0,50367530000.0,49873953000.0,49192560000.0
2067.0,49466550000.0,47742947000.0,49567097000.0,48428896000.0,50189900000.0,50303676000.0,49797240000.0,49156200000.0
2068.0,49328600000.0,47541870000.0,49472980000.0,48249330000.0,50132726000.0,50228118000.0,49717477000.0,49067876000.0
2069.0,49201000000.0,47324750000.0,49376403000.0,48108260000.0,50097310000.0,50167630000.0,49615280000.0,48918184000.0
2070.0,49072345000.0,47186230000.0,49241610000.0,47952990000.0,50021580000.0,50112864000.0,49560805000.0,48808112000.0
2071.0,48783220000.0,46964270000.0,49139890000.0,47672013000.0,49966700000.0,50071216000.0,49509750000.0,48713495000.0
2072.0,48611580000.0,46750680000.0,49075446000.0,47427830000.0,49962710000.0,50009290000.0,49397707000.0,48612024000.0
2073.0,48413114000.0,46518153000.0,48959760000.0,47224033000.0,49916190000.0,49962100000.0,49317798000.0,48452970000.0
2074.0,48080695000.0,46274280000.0,48801050000.0,47052575000.0,49852910000.0,49963807000.0,49204376000.0,48396874000.0
2075.0,47825110000.0,45923070000.0,48716090000.0,46850703000.0,49785480000.0,49869808000.0,49139820000.0,48274674000.0
2076.0,47600374000.0,45604954000.0,48555557000.0,46622970000.0,49776247000.0,49820635000.0,49035694000.0,48163815000.0
2077.0,47374578000.0,45298737000.0,48453177000.0,46361690000.0,49702752000.0,49753817000.0,48937400000.0,48032154000.0
2078.0,47221560000.0,45052166000.0,48341870000.0,46143080000.0,49684025000.0,49712718000.0,48844190000.0,47846950000.0
2079.0,47065027000.0,44823335000.0,48260250000.0,45964034000.0,49582840000.0,49674890000.0,48758310000.0,47706493000.0
2080.0,46940103000.0,44572135000.0,48057660000.0,45707313000.0,49533450000.0,49598200000.0,48672793000.0,47532188000.0
2081.0,46815568000.0,44381815000.0,47932600000.0,45481160000.0,49474232000.0,49528990000.0,48548475000.0,47404750000.0
2082.0,46689657000.0,44141695000.0,47783480000.0,45245387000.0,49403093000.0,49447060000.0,48450730000.0,47205220000.0
2083.0,46586618000.0,43843110000.0,47634580000.0,44928594000.0,49336840000.0,49398740000.0,48332370000.0,47005790000.0
2084.0,46428566000.0,43426025000.0,47531440000.0,44594143000.0,49311370000.0,49350955000.0,48243364000.0,46900744000.0
2085.0,46269570000.0,43103904000.0,47358040000.0,44240634000.0,49292833000.0,49224220000.0,48181260000.0,46818992000.0
2086.0,46088266000.0,42700153000.0,47182760000.0,43963593000.0,49149075000.0,49178788000.0,48062743000.0,46692960000.0
2087.0,45852440000.0,42377765000.0,47008006000.0,43672600000.0,49006776000.0,49036770000.0,47898685000.0,46583080000.0
2088.0,45710890000.0,42071523000.0,46778870000.0,43396150000.0,48949860000.0,48985580000.0,47714603000.0,46393864000.0
2089.0,45545520000.0,41717800000.0,46532690000.0,43171103000.0,48868815000.0,48912220000.0,47554605000.0,46053446000.0
2090.0,45313850000.0,41402343000.0,46297090000.0,42918695000.0,48754766000.0,48877260000.0,47410967000.0,45853032000.0
2091.0,45184397000.0,41118446000.0,46057955000.0,42671780000.0,48711664000.0,48758874000.0,47298010000.0,45682810000.0
2092.0,45063680000.0,40839594000.0,45795467000.0,42311053000.0,48666920000.0,48705080000.0,47155737000.0,45536280000.0
2093.0,44822475000.0,40443396000.0,45612610000.0,42093690000.0,48621994000.0,48618000000.0,47040344000.0,45384286000.0
2094.0,44656706000.0,40085176000.0,45331575000.0,41805280000.0,48525808000.0,48545325000.0,46929470000.0,45195186000.0
2095.0,44466807000.0,39772443000.0,45093200000.0,41617048000.0,48472138000.0,48461600000.0,46778780000.0,45066367000.0
2096.0,44256657000.0,39398502000.0,44918854000.0,41370040000.0,48354400000.0,48379990000.0,46594670000.0,44858120000.0
2097.0,44092076000.0,39117420000.0,44760460000.0,41133703000.0,48262054000.0,48261554000.0,46422143000.0,44712542000.0
2098.0,43852386000.0,38788790000.0,44582400000.0,40893157000.0,48215310000.0,48189338000.0,46302392000.0,44524806000.0
2099.0,43618705000.0,38474900000.0,44349624000.0,40685044000.0,48111640000.0,48075837000.0,46202937000.0,44364812000.0
2100.0,43435220000.0,38156180000.0,44110754000.0,40427080000.0,47925520000.0,48072420000.0,46099333000.0,44114113000.0
