time,GFDL-ESM4,MRI-ESM2-0,INM-CM5-0,CESM2-WACCM,FGOALS-F3-L,MPI-ESM1-2-HR,INM-CM4-8,EC-EARTH3,CAMS-CSM1-0,CESM2,BCC-CSM2-MR,EC-EARTH3-VEG,NORESM2-MM
2029.0,63347520000.0,51018416000.0,59700470000.0,55980626000.0,51271524000.0,63196120000.0,62289314000.0,55126750000.0,57640444000.0,51963232000.0,60614500000.0,54297180000.0,60779532000.0
2030.0,60530094000.0,49553117000.0,59370650000.0,54671800000.0,50237882000.0,63415763000.0,61980434000.0,54512685000.0,58670285000.0,49026757000.0,58346246000.0,53925667000.0,59644252000.0
2031.0,59351654000.0,48892340000.0,58996200000.0,55018540000.0,46028070000.0,62022676000.0,61161767000.0,51220574000.0,58227958000.0,45347156000.0,57464770000.0,54214906000.0,58943685000.0
2032.0,58515763000.0,47123436000.0,57669046000.0,51443160000.0,44412580000.0,60769530000.0,59598120000.0,50676363000.0,57316606000.0,46011724000.0,54015010000.0,51913830000.0,59150324000.0
2033.0,55878240000.0,46841373000.0,54386150000.0,49297764000.0,44467175000.0,59330367000.0,58535930000.0,50170683000.0,55834436000.0,45846725000.0,50190397000.0,46554270000.0,56662550000.0
2034.0,53124256000.0,46948426000.0,53645386000.0,49162985000.0,42338497000.0,55435950000.0,57101402000.0,45621297000.0,55091237000.0,41871094000.0,49163874000.0,47238308000.0,55946072000.0
2035.0,51102257000.0,45366608000.0,53809095000.0,49899610000.0,41898780000.0,53264190000.0,55203463000.0,45101826000.0,53142393000.0,39309890000.0,48988275000.0,47518400000.0,56238563000.0
2036.0,49797210000.0,43697046000.0,52789973000.0,50452230000.0,40054817000.0,51180274000.0,53123035000.0,46050746000.0,50774036000.0,37587554000.0,46687547000.0,45958644000.0,55982500000.0
2037.0,46890545000.0,42861064000.0,52089890000.0,50504487000.0,36991193000.0,49492533000.0,51756302000.0,47083930000.0,51855413000.0,37450727000.0,44818166000.0,41112146000.0,53968320000.0
2038.0,43718800000.0,41523094000.0,52905714000.0,47827493000.0,37003244000.0,48973808000.0,50134086000.0,47018004000.0,50195567000.0,33935122000.0,41505608000.0,39445220000.0,50136367000.0
2039.0,43497124000.0,40830280000.0,51617194000.0,44810224000.0,35502957000.0,47723030000.0,47765680000.0,44954194000.0,47378883000.0,30681317000.0,38980130000.0,38789050000.0,49131774000.0
2040.0,43056378000.0,39853072000.0,49720717000.0,42256847000.0,32488643000.0,46181097000.0,47427568000.0,42782610000.0,47620740000.0,30413468000.0,37947576000.0,35129300000.0,48594035000.0
2041.0,42498280000.0,38055570000.0,47953756000.0,38869586000.0,32449446000.0,44068094000.0,47323580000.0,41992905000.0,47271776000.0,30022773000.0,37292028000.0,32838973000.0,48250680000.0
2042.0,39973573000.0,34560844000.0,46565500000.0,34241800000.0,31868355000.0,43779854000.0,46440858000.0,41108574000.0,45072570000.0,29055232000.0,37275173000.0,32888992000.0,47325983000.0
2043.0,37118312000.0,33760643000.0,46284857000.0,31935488000.0,29129520000.0,43688088000.0,46341358000.0,38650044000.0,43695043000.0,28599951000.0,34699076000.0,32461140000.0,43755030000.0
2044.0,36829210000.0,33118480000.0,45679014000.0,29735424000.0,27221055000.0,41663070000.0,44827790000.0,33688810000.0,43110980000.0,27259980000.0,33062025000.0,29819302000.0,41676700000.0
2045.0,35725500000.0,32107039000.0,44642020000.0,28815794000.0,27507644000.0,39635030000.0,43792600000.0,33125670000.0,42241704000.0,26621293000.0,31219456000.0,29267570000.0,39532085000.0
2046.0,33222162000.0,31263097000.0,43257483000.0,27736543000.0,26204113000.0,39759850000.0,42996940000.0,30812631000.0,42784290000.0,26088000000.0,31038677000.0,28302397000.0,38270450000.0
2047.0,31435141000.0,29768206000.0,42444790000.0,26181427000.0,24531970000.0,39632265000.0,40250257000.0,28186218000.0,40166610000.0,23922153000.0,29793970000.0,26985760000.0,36392923000.0
2048.0,29935866000.0,27663438000.0,41162478000.0,26618190000.0,24470518000.0,38186672000.0,37381657000.0,26645109000.0,38244557000.0,24459475000.0,28135426000.0,24940999000.0,32747686000.0
2049.0,27679586000.0,26173563000.0,38671520000.0,25829239000.0,23732263000.0,38250193000.0,35880813000.0,25347383000.0,35725767000.0,23950412000.0,26386106000.0,25119203000.0,32029858000.0
2050.0,26691551000.0,25081907000.0,37271695000.0,23407129000.0,22007070000.0,38591398000.0,35330126000.0,23205976000.0,34439197000.0,22198820000.0,25198512000.0,24056869000.0,31590169000.0
2051.0,26484576000.0,24680421000.0,36020597000.0,23236307000.0,21530796000.0,36737730000.0,34227866000.0,22992871000.0,33783912000.0,21966938000.0,24182508000.0,22467240000.0,30389604000.0
2052.0,25033992000.0,23223134000.0,36033663000.0,21924450000.0,21499675000.0,33469560000.0,34157566000.0,22983220000.0,31367940000.0,20268540000.0,23590970000.0,21969052000.0,27909296000.0
2053.0,24896104000.0,22264992000.0,34816560000.0,19918363000.0,20014707000.0,30489231000.0,32288400000.0,21256390000.0,29596277000.0,19978693000.0,23008528000.0,20852695000.0,26575055000.0
2054.0,23883274000.0,21283109000.0,33157691000.0,20036307000.0,20631407000.0,28178385000.0,31215292000.0,19008550000.0,28847321000.0,19309120000.0,21879818000.0,18720460000.0,25543195000.0
2055.0,23141370000.0,19742126000.0,32714303000.0,20857958000.0,20143952000.0,26775845000.0,31341353000.0,19411356000.0,28269527000.0,17944994000.0,20428230000.0,19388269000.0,24985850000.0
2056.0,24124862000.0,19732881000.0,31972876000.0,19493171000.0,18543088000.0,25869724000.0,29952557000.0,19721050000.0,27635251000.0,16747808000.0,20627497000.0,19493958000.0,23885090000.0
2057.0,23429818000.0,18943896000.0,31256189000.0,18310552000.0,18799370000.0,24634806000.0,29197918000.0,19047334000.0,28862898000.0,15544516000.0,19760759000.0,18940072000.0,21957523000.0
2058.0,21786030000.0,17892798000.0,31004244000.0,18350100000.0,19129528000.0,23291441000.0,28863535000.0,16351654000.0,28772649000.0,15489720000.0,18792407000.0,18377052000.0,19222522000.0
2059.0,20698012000.0,16770110000.0,29840611000.0,17108967000.0,17754053000.0,21478582000.0,28430723000.0,15507729000.0,26613676000.0,14636537000.0,17519733000.0,17852682000.0,18692534000.0
2060.0,20230410000.0,16558546000.0,29404142000.0,15296792000.0,17422678000.0,20753617000.0,27958225000.0,15377596000.0,26848633000.0,13573602000.0,16523154000.0,16394026000.0,18651722000.0
2061.0,18899020000.0,16422563000.0,28441022000.0,15302791000.0,16854289000.0,20991230000.0,27396637000.0,14878157000.0,26657044000.0,13669489000.0,15803950000.0,14161313000.0,17645971000.0
2062.0,17897568000.0,14988561000.0,28015700000.0,14373470000.0,16123507000.0,20413178000.0,26659080000.0,13397948000.0,25465145000.0,12868622000.0,14624435000.0,13540588000.0,17017639000.0
2063.0,16574942000.0,14050373000.0,27310762000.0,13010629000.0,14786764000.0,19760153000.0,24998832000.0,11974590000.0,23561670000.0,11415960000.0,14075961000.0,13536799000.0,16923973000.0
2064.0,16216253000.0,13688702000.0,26289355000.0,12646546000.0,14936347000.0,18266454000.0,23555607000.0,12209504000.0,23578060000.0,11338861000.0,13138253000.0,13250779000.0,17244930000.0
2065.0,14655556000.0,12718145000.0,24943614000.0,12413190000.0,14283234000.0,18078673000.0,22685223000.0,12050611000.0,22561972000.0,10763906000.0,12460472000.0,12540667000.0,16404082000.0
2066.0,13293555000.0,12778000000.0,25115384000.0,11815598000.0,12995872000.0,18735798000.0,22551585000.0,11494327000.0,21036933000.0,9894992000.0,12048050000.0,12693523000.0,14763255000.0
2067.0,13501179000.0,12414977000.0,24219873000.0,10714811000.0,12506924000.0,18371895000.0,22458544000.0,10388404000.0,20430588000.0,9275492000.0,11785930000.0,12153642000.0,13883174000.0
2068.0,13799225000.0,11410821000.0,23304909000.0,10054393000.0,12479413000.0,16756823000.0,22237104000.0,10209960000.0,19059716000.0,9106908000.0,11238113000.0,10519836000.0,13497551000.0
2069.0,13368395000.0,11275667000.0,23399113000.0,9688137000.0,11642216000.0,15070017000.0,20269670000.0,10171408000.0,18480191000.0,8530762000.0,11128802000.0,8760339000.0,12602851000.0
2070.0,12298222000.0,10506182000.0,22840664000.0,8838280000.0,11411390000.0,14005772000.0,19442835000.0,9194752000.0,19101563000.0,8159453700.0,10976935000.0,9086798000.0,12019002000.0
2071.0,12747725000.0,9718002000.0,21833160000.0,8566462000.0,11385096000.0,14196255000.0,19110388000.0,8563537400.0,19083895000.0,7530250000.0,11115068000.0,9398580000.0,11876172000.0
2072.0,13120238000.0,9122186000.0,21542044000.0,7839555600.0,10344851000.0,13881226000.0,18048504000.0,8311132000.0,18656672000.0,7305663500.0,10673968000.0,9360112000.0,11240329000.0
2073.0,12546978000.0,8659761000.0,21341063000.0,7541273600.0,9550879000.0,13132436000.0,16889706000.0,8484428000.0,18026930000.0,6843932000.0,10239511000.0,8097159700.0,10272988000.0
2074.0,11362866000.0,8733998000.0,20556810000.0,6923186700.0,9550179000.0,12599357000.0,16289840000.0,8306968000.0,17351158000.0,6434760000.0,9643440000.0,7605281300.0,10092886000.0
2075.0,10170336000.0,8069488000.0,20076472000.0,6593446400.0,9514533000.0,12162075000.0,16115489000.0,7760225300.0,16558770000.0,6091273700.0,9029857000.0,7699991000.0,9860025000.0
2076.0,10156737000.0,7903401000.0,19552651000.0,5784051000.0,8924413000.0,11771943000.0,15197871000.0,7239941000.0,16993814000.0,5778389500.0,8657035000.0,7152218600.0,8897709000.0
2077.0,10320675000.0,8068373000.0,18921181000.0,5705208300.0,8434725400.0,11201651000.0,14797783000.0,7654592000.0,15974068000.0,5167885000.0,7881749000.0,6364625400.0,8067263000.0
2078.0,9754129000.0,7879558700.0,18037641000.0,5331442000.0,8717476000.0,10892916000.0,14633987000.0,7328825300.0,15908792000.0,5123104000.0,7456957400.0,6664169500.0,8189467600.0
2079.0,8927695000.0,7471997400.0,16789988000.0,5104150000.0,8376188000.0,10460219000.0,14555169000.0,6004613600.0,15595825000.0,5055360000.0,6923539000.0,6827515400.0,8613241000.0
2080.0,8782052000.0,7328583000.0,16295679000.0,5340018000.0,7694314000.0,10064600000.0,14380077000.0,5515073500.0,14978600000.0,4681986000.0,6625724000.0,6179592700.0,8344329000.0
2081.0,8346425000.0,7286101000.0,16276617000.0,5410844700.0,7763545600.0,10198059000.0,14131531000.0,5834749000.0,14922018000.0,4704810000.0,6509929500.0,5301533000.0,7653297000.0
2082.0,7629477400.0,6830669000.0,16191587000.0,4944986600.0,7733101600.0,10131595000.0,13651280000.0,5860745000.0,14523519000.0,4487627300.0,6390137000.0,5521793500.0,7532745000.0
2083.0,7232317000.0,6431443000.0,15434290000.0,4919454000.0,7244710000.0,10028020000.0,13357442000.0,5244030500.0,13908615000.0,4212095500.0,6404423700.0,5494929400.0,7059399000.0
2084.0,6972302000.0,6354446300.0,15351683000.0,4471250000.0,6922378000.0,9444909000.0,13110364000.0,4509708300.0,13000194000.0,4161788400.0,6110727000.0,5387271700.0,6603771400.0
2085.0,6926410000.0,6223249000.0,15647383000.0,4271424300.0,7145579500.0,9293640000.0,13222779000.0,4778038300.0,13409016000.0,3895372800.0,5698723000.0,4596054000.0,6608264700.0
2086.0,6780034600.0,5726286300.0,14941571000.0,3958227000.0,6785003500.0,9206511000.0,12698770000.0,4705283600.0,12625631000.0,3659062300.0,5558374000.0,4656818000.0,6403147300.0
2087.0,6223687000.0,5586191400.0,13627618000.0,3911462700.0,6145803000.0,9119129000.0,12304051000.0,4450475000.0,11782557000.0,3554710300.0,5443740700.0,4650542000.0,6315458000.0
2088.0,5870902300.0,5313604600.0,13013452000.0,3684190200.0,6257514500.0,9346674000.0,12113651000.0,4482712600.0,11258282000.0,3231554000.0,5162454000.0,4373930500.0,6273081000.0
2089.0,5395663400.0,5108164600.0,12290229000.0,3342335500.0,6144371000.0,9034764000.0,11579100000.0,4186439400.0,10257907000.0,2989865000.0,5104050000.0,3588850000.0,5923870000.0
2090.0,5253490700.0,4818482000.0,11889962000.0,3319804000.0,5440466000.0,8477109000.0,11532602000.0,3709200100.0,10142431000.0,2747328800.0,4955693000.0,3284918500.0,5253303000.0
2091.0,4913259500.0,4797517300.0,12067432000.0,3275234800.0,5448094700.0,7970402300.0,11095910000.0,4024437000.0,9677662000.0,2531233300.0,4656168400.0,3503853600.0,4999594500.0
2092.0,4833087000.0,4594796500.0,11485469000.0,3035207000.0,5503132700.0,7592627700.0,10382395000.0,4078014200.0,9127054000.0,2430927000.0,4344612000.0,3730982700.0,4894097000.0
2093.0,4896690700.0,4512022500.0,10844323000.0,3153788000.0,5002853000.0,7644865500.0,9475313000.0,4087058400.0,9057274000.0,2313000700.0,4309847600.0,3522804200.0,4836132400.0
2094.0,4491802600.0,4468252700.0,10249752000.0,2958111000.0,4693360000.0,7289336300.0,9063197000.0,3659085000.0,8787109000.0,2262108400.0,4241903600.0,2911190000.0,4693963000.0
2095.0,4158486800.0,4315923000.0,9969052000.0,2756317700.0,4845949000.0,6727676400.0,8863052000.0,3144578800.0,9143703000.0,2233519600.0,4052554000.0,2758692600.0,4332333600.0
2096.0,4238898700.0,4090663400.0,10294625000.0,2635286300.0,4773877000.0,6063349000.0,8611297000.0,3244023800.0,9130946000.0,2115989200.0,3871757800.0,2696236800.0,3954537700.0
2097.0,4070361300.0,4016034300.0,10368465000.0,2494033000.0,4419904500.0,5473618400.0,8317705000.0,3189194000.0,9277004000.0,2164080600.0,3642600400.0,2601987600.0,4057479200.0
2098.0,3821680000.0,3838796300.0,10046265000.0,2528359000.0,4237836300.0,5311873000.0,8026585000.0,2844665900.0,8934766000.0,2173227300.0,3492450300.0,2306910000.0,4150484200.0
2099.0,3663935500.0,3972822500.0,9592150000.0,2325967000.0,4156317200.0,4846289400.0,8081011700.0,2393938200.0,8939457000.0,2045858000.0,3367733000.0,2381896200.0,3992314400.0
2100.0,3468357600.0,3851595000.0,9261292000.0,2395604200.0,4129013800.0,4591251500.0,7891841000.0,2529583400.0,8719334000.0,1956708600.0,3207704800.0,2447148500.0,3571438300.0
