time,FGOALS-F3-L,INM-CM4-8,MPI-ESM1-2-HR,CANESM5,EC-EARTH3,ACCESS-CM2,CAMS-CSM1-0,CESM2,BCC-CSM2-MR,NORESM2-MM,EC-EARTH3-VEG,TAIESM1,GFDL-ESM4,IPSL-CM6A-LR,CMCC-CM2-SR5,MRI-ESM2-0,INM-CM5-0,CESM2-WACCM,ACCESS-ESM1-5
2034.0,42560176000.0,49176445000.0,48994830000.0,38798586000.0,52387580000.0,40553087000.0,54276276000.0,41590200000.0,52105675000.0,47306072000.0,45992090000.0,39398797000.0,50555757000.0,47297830000.0,51529196000.0,42467496000.0,59143037000.0,36181287000.0,36357440000.0
2035.0,38943363000.0,47851975000.0,47027708000.0,36968722000.0,52683727000.0,38992120000.0,50668814000.0,40226914000.0,49726020000.0,45054970000.0,44109586000.0,34220984000.0,50615656000.0,45401250000.0,51601890000.0,41535263000.0,58052264000.0,34659234000.0,34767710000.0
2036.0,38378865000.0,46587933000.0,44490590000.0,36119585000.0,51036123000.0,37587726000.0,47123710000.0,36973040000.0,47348703000.0,40904290000.0,42348050000.0,32723438000.0,51455460000.0,45137625000.0,50717470000.0,39479534000.0,57906037000.0,32980036000.0,33763418000.0
2037.0,37961118000.0,45988647000.0,43832087000.0,33520360000.0,45155940000.0,36017820000.0,44423143000.0,36431750000.0,44532507000.0,40599920000.0,40312580000.0,31143133000.0,49720720000.0,43695596000.0,47838550000.0,37062275000.0,55817015000.0,30693476000.0,32673001000.0
2038.0,36345647000.0,44861570000.0,43478847000.0,31801487000.0,44802480000.0,33197961000.0,40435900000.0,34682210000.0,41455940000.0,41042776000.0,37562420000.0,28504222000.0,47788114000.0,42515150000.0,43909970000.0,34793270000.0,52047540000.0,27942773000.0,31442375000.0
2039.0,34437313000.0,43222598000.0,41574960000.0,31204542000.0,43681160000.0,32395311000.0,40446255000.0,30572620000.0,39600350000.0,39504392000.0,34257865000.0,25887371000.0,46996185000.0,39877513000.0,40229820000.0,32970435000.0,49032020000.0,27784892000.0,28973562000.0
2040.0,34805387000.0,42322660000.0,40893702000.0,29080293000.0,40379060000.0,32081918000.0,41381507000.0,27546925000.0,37882760000.0,37665473000.0,34530200000.0,24115005000.0,45646057000.0,37814133000.0,37477330000.0,31370127000.0,47230657000.0,26849894000.0,25510494000.0
2041.0,33517642000.0,41099477000.0,41901360000.0,27530756000.0,34019426000.0,30046284000.0,41080160000.0,25681486000.0,36783180000.0,34181065000.0,33839397000.0,22334833000.0,44384854000.0,36955345000.0,35139080000.0,29370808000.0,45443810000.0,26037640000.0,23496434000.0
2042.0,30931993000.0,40065500000.0,41992620000.0,26100994000.0,28412880000.0,28039380000.0,40222392000.0,23684628000.0,34591764000.0,31049388000.0,32667912000.0,19658721000.0,43118190000.0,35613622000.0,32898759000.0,27408646000.0,42958963000.0,25026089000.0,23115227000.0
2043.0,31120398000.0,40534786000.0,40461804000.0,24075842000.0,28947552000.0,27509897000.0,41317740000.0,20947724000.0,32499388000.0,30088980000.0,32512293000.0,18352597000.0,42667938000.0,33537405000.0,29867053000.0,24954518000.0,42311856000.0,21915765000.0,22154062000.0
2044.0,29237975000.0,39412216000.0,37252170000.0,21909178000.0,27921394000.0,25277430000.0,39826625000.0,20130363000.0,32006010000.0,29059287000.0,30668993000.0,17329244000.0,40671863000.0,29811313000.0,25993191000.0,23450835000.0,41000300000.0,21218167000.0,20668190000.0
2045.0,26627424000.0,38667280000.0,36337365000.0,19128035000.0,27053953000.0,23202939000.0,38156726000.0,18558947000.0,31412515000.0,28244742000.0,26921038000.0,15491841000.0,37222326000.0,26228083000.0,25395165000.0,22735258000.0,38149220000.0,20640428000.0,19750201000.0
2046.0,25702963000.0,36563820000.0,35682510000.0,18013039000.0,26328543000.0,20977430000.0,39443990000.0,17268597000.0,29640120000.0,26712564000.0,26894731000.0,14454409000.0,34124524000.0,23933160000.0,25359542000.0,22403130000.0,37313016000.0,18410068000.0,19982512000.0
2047.0,25230400000.0,35644180000.0,35739136000.0,16501516000.0,22674346000.0,18960837000.0,37831000000.0,16230548000.0,27994794000.0,23686517000.0,26929555000.0,13808097000.0,33450748000.0,22766385000.0,25373282000.0,21094779000.0,36574290000.0,17711874000.0,18360820000.0
2048.0,23646718000.0,34867462000.0,35375186000.0,14508538000.0,19409270000.0,18142450000.0,35773972000.0,14714049000.0,26943490000.0,20646180000.0,25468539000.0,13235173000.0,32351922000.0,20957223000.0,23964828000.0,19185355000.0,35267576000.0,16907660000.0,17853563000.0
2049.0,21981243000.0,33188645000.0,32754563000.0,14225380000.0,20040126000.0,17210946000.0,36691690000.0,14770839000.0,26188734000.0,18827070000.0,24533670000.0,12323364000.0,30038389000.0,19150301000.0,21780980000.0,18899860000.0,34847724000.0,15556281000.0,18302890000.0
2050.0,21580646000.0,31553176000.0,28335415000.0,13402032000.0,20143712000.0,16486517000.0,33958360000.0,14503341000.0,24999367000.0,16420847000.0,21978573000.0,11198935000.0,26884016000.0,18325820000.0,19324598000.0,17968871000.0,34563834000.0,13987474000.0,17675921000.0
2051.0,20299506000.0,30556692000.0,26071493000.0,12788880000.0,19150100000.0,15100782000.0,31690050000.0,13349628000.0,23021881000.0,16079643000.0,18657577000.0,10758255000.0,27118176000.0,17733860000.0,18921433000.0,16350472000.0,33514086000.0,14056499000.0,17439472000.0
2052.0,19969910000.0,29505497000.0,25736790000.0,12132908000.0,17553450000.0,14965935000.0,32152648000.0,12969513000.0,21042400000.0,16173483000.0,18594904000.0,10781516000.0,26030030000.0,17037975000.0,18961860000.0,16557991000.0,32644778000.0,14093378000.0,17258711000.0
2053.0,18597077000.0,28352203000.0,25288657000.0,11583280000.0,15150032000.0,14041802000.0,31719217000.0,12350373000.0,20990894000.0,15708889000.0,18330153000.0,10623432000.0,23721280000.0,15649197000.0,18261710000.0,16229557000.0,31999746000.0,14008030000.0,16462817000.0
2054.0,16953332000.0,27930171000.0,24595954000.0,11296331000.0,15616956000.0,12462792000.0,28066714000.0,12031044000.0,19857750000.0,14197992000.0,17270503000.0,10236207000.0,22328052000.0,14527698000.0,18006534000.0,15203886000.0,29941002000.0,13243650000.0,14894383000.0
2055.0,17027469000.0,26674110000.0,22410811000.0,10936579000.0,16074616000.0,11953035000.0,26638930000.0,11077673000.0,18762260000.0,14058339000.0,14265991000.0,9528021000.0,20776626000.0,13883730000.0,17190242000.0,15179473000.0,28592839000.0,12429384000.0,13921275000.0
2056.0,15703330000.0,24775821000.0,21508520000.0,10327432000.0,16224471000.0,11537327000.0,27205487000.0,9981655000.0,18806100000.0,14474689000.0,13336897000.0,8849032000.0,18709295000.0,13318716000.0,15627360000.0,14314830000.0,28292155000.0,12183923000.0,12127288000.0
2057.0,14638122000.0,24088850000.0,21134879000.0,9305503000.0,14552920000.0,11087675000.0,25686176000.0,9105916000.0,18377700000.0,14808349000.0,13755198000.0,8626906000.0,18709551000.0,12390980000.0,13764588000.0,13661577000.0,27231422000.0,11398109000.0,10744587000.0
2058.0,14792738000.0,22520259000.0,19930999000.0,8925441000.0,13833070000.0,10415055000.0,24930157000.0,8791523000.0,17808750000.0,14839530000.0,13073425000.0,8355332600.0,17916199000.0,11508013000.0,12993004000.0,12875103000.0,25685002000.0,10148198000.0,10036926000.0
2059.0,14149454000.0,21732506000.0,19333857000.0,8451483600.0,14021167000.0,9504785000.0,24638054000.0,8085423600.0,16674202000.0,13820381000.0,11966609000.0,7831507500.0,16805204000.0,10731192000.0,12716690000.0,12668466000.0,25355395000.0,10149655000.0,9043682000.0
2060.0,12721681000.0,21210704000.0,19118698000.0,7832887300.0,13063073000.0,8767481000.0,22631740000.0,7699080000.0,15633123000.0,12658236000.0,10314770000.0,6915730400.0,15566728000.0,10252453000.0,12454396000.0,11986504000.0,24562289000.0,9817154000.0,8571755000.0
2061.0,12700943000.0,20456630000.0,18005725000.0,7315315700.0,10910183000.0,8285334500.0,21592113000.0,6718964000.0,14172372000.0,12091331000.0,9232874000.0,6451459000.0,15373384000.0,9664729000.0,11798401000.0,11154598000.0,23442213000.0,8889875000.0,7687079000.0
2062.0,11703849000.0,19752680000.0,16328838000.0,6613408300.0,10930775000.0,7542287000.0,20290150000.0,6200098300.0,13570759000.0,11023993000.0,9996188000.0,5852195300.0,14548024000.0,9453399000.0,11019647000.0,11150136000.0,22885132000.0,8292282400.0,7771775000.0
2063.0,10892108000.0,18543274000.0,15209347000.0,6107135500.0,10795630000.0,6997161000.0,18998675000.0,5784197600.0,12790374000.0,10399607000.0,10180079000.0,5338258000.0,13788750000.0,9244149000.0,9871727000.0,10873191000.0,21804243000.0,7668263000.0,7899432000.0
2064.0,10512314000.0,17592967000.0,15004027000.0,5785830000.0,9719332000.0,6499489000.0,17640927000.0,5118332400.0,12113625000.0,10047304000.0,9824083000.0,5259258400.0,13448942000.0,8556270000.0,8828838000.0,10481160000.0,20358965000.0,6953032700.0,7799651300.0
2065.0,10336446000.0,17575995000.0,14460153000.0,5303150000.0,8705094000.0,5968340500.0,17502515000.0,5051081000.0,11386668000.0,9457376000.0,9080055000.0,5171214300.0,11810755000.0,7900936000.0,8359916000.0,9981616000.0,19903242000.0,6430100500.0,7587002400.0
2066.0,9214871000.0,17428533000.0,13114564000.0,4780796000.0,8737445000.0,6056262000.0,16983098000.0,5029316000.0,10840542000.0,9334992000.0,8247438000.0,4891846700.0,11547587000.0,7476797000.0,8233036000.0,9180814000.0,19796965000.0,5531122700.0,7108007000.0
2067.0,8201830400.0,16959616000.0,12259773000.0,4373442000.0,8486944300.0,5789525500.0,17668166000.0,4606357500.0,10576654000.0,8895403000.0,7602497500.0,4627742700.0,11440249000.0,6661727700.0,7781986000.0,9026522000.0,19354806000.0,4977118000.0,6401877000.0
2068.0,8453017000.0,15612641000.0,12002277000.0,4078681900.0,7285347000.0,5282385400.0,17548354000.0,4698679300.0,10233290000.0,8098057700.0,7253431000.0,4173365000.0,10626281000.0,5919661600.0,7139839000.0,8465913000.0,18479350000.0,4828546000.0,6516451000.0
2069.0,7720942600.0,14653856000.0,11829790000.0,3934655700.0,6750318000.0,5063222300.0,16984818000.0,4414194700.0,9792305000.0,8146879000.0,5996566500.0,3882145300.0,10486459000.0,5440176000.0,6325297000.0,7652966400.0,17846166000.0,4409400000.0,6111814000.0
2070.0,6897012000.0,14504762000.0,11216646000.0,3629659400.0,6764479000.0,4551587000.0,15101701000.0,4179970600.0,9093168000.0,8011035000.0,5346163700.0,3723911700.0,9631669000.0,5173233700.0,5953099000.0,7486221300.0,17473604000.0,4392065000.0,5555425300.0
2071.0,6775139000.0,14084265000.0,10216339000.0,3220527900.0,6367723000.0,4232516900.0,14293200000.0,3817040600.0,8068474000.0,7571902500.0,5618675000.0,3488251600.0,9187398000.0,4801538000.0,6020609500.0,7053726700.0,16725261000.0,4025732400.0,5519602700.0
2072.0,6829433300.0,13499338000.0,9646457000.0,2926361600.0,5461513700.0,3696861200.0,13666578000.0,3761242600.0,7976867300.0,7517389300.0,5668628500.0,3176929000.0,8739835000.0,4260603400.0,6067503000.0,6683024400.0,16099406000.0,3734032600.0,5128877000.0
2073.0,6241228000.0,12404620000.0,9469862000.0,3009666800.0,5523085000.0,3588872000.0,13163105000.0,3521792300.0,7539088400.0,7158605000.0,4920061000.0,3099856600.0,8835685000.0,4068887300.0,5565153300.0,6517733000.0,15437462000.0,3304149500.0,5013657000.0
2074.0,5904829400.0,11667453000.0,8692896000.0,2792259000.0,5578121700.0,3433053200.0,12797296000.0,3162840600.0,6938963000.0,6454067700.0,4325808600.0,3022651100.0,8243283000.0,3907161900.0,5087100400.0,6291239400.0,14878789000.0,3064657000.0,4403276300.0
2075.0,6077823500.0,11422351000.0,8518542300.0,2665906700.0,5233614000.0,3210059500.0,12319939000.0,2958463200.0,6842258000.0,6344841700.0,4356800500.0,2816731100.0,7645840400.0,3724368600.0,4925929000.0,5740721700.0,14453088000.0,2934866000.0,4092960000.0
2076.0,5850267600.0,10740295000.0,8488835600.0,2685667800.0,4400797700.0,3083350000.0,12521204000.0,2676509000.0,6512508000.0,6331303000.0,4319215600.0,2690893000.0,7071339500.0,3656899300.0,4940475000.0,5441753000.0,13602688000.0,2669767200.0,4317231600.0
2077.0,5621394400.0,10367255000.0,8174616600.0,2707314700.0,4487754000.0,2912204300.0,12196595000.0,2589932800.0,6008039000.0,5695206400.0,3711545600.0,2619576800.0,7106230000.0,3528777200.0,4816283600.0,5230665000.0,13508044000.0,2546665700.0,4289708500.0
2078.0,5645366000.0,10339460000.0,8198171000.0,2437425400.0,4681261000.0,2935562200.0,11931828000.0,2468991500.0,6009197600.0,4949527600.0,3661119200.0,2474482000.0,6733311500.0,3372796400.0,4679579000.0,5045602000.0,13215036000.0,2298909700.0,3938929400.0
2079.0,5072485000.0,10190454000.0,8284179000.0,2429581300.0,4411766000.0,2861016600.0,11959725000.0,2293540900.0,5889064000.0,4713254000.0,3897351700.0,2316696600.0,6222129000.0,3154395400.0,4467861500.0,4824492000.0,12914289000.0,2317106000.0,3715647700.0
2080.0,4758811000.0,9769829000.0,7958054400.0,2330783000.0,3779204600.0,2731435300.0,12235845000.0,2177862000.0,5745264000.0,4588238000.0,3769937000.0,2324336600.0,6073086500.0,2930091500.0,3922439000.0,4672098000.0,12025181000.0,2191857200.0,3772114200.0
2081.0,4955681300.0,9325816000.0,7362291000.0,2087374500.0,3973729300.0,2527690200.0,12385319000.0,2058918500.0,5557172000.0,4057703000.0,3436720600.0,2227175200.0,6018531000.0,2547285200.0,3762111200.0,4366662700.0,11940661000.0,2154992600.0,3719072500.0
2082.0,4707067400.0,9215358000.0,7021722600.0,1921489000.0,3977032400.0,2436640300.0,11595421000.0,2067127600.0,5194979000.0,3840423700.0,3505493000.0,2022926700.0,5452790300.0,2086291000.0,3839677700.0,4130880800.0,11364318000.0,1965444500.0,3327336200.0
2083.0,4134788900.0,8857353000.0,6385452500.0,1935539200.0,3262729700.0,2279082200.0,11034072000.0,1910199000.0,5091485000.0,3712069000.0,3434930000.0,1876223600.0,4900681700.0,1981075700.0,3903270400.0,3783465000.0,11031197000.0,2075643100.0,2900301000.0
2084.0,4080061400.0,8723829000.0,5436935000.0,1922902100.0,2837388500.0,2241600500.0,10750628000.0,1840449400.0,4981257700.0,3507017700.0,3294909200.0,1878423600.0,4879554000.0,1899728100.0,3735713000.0,3642158800.0,10505246000.0,2044905300.0,2819404300.0
2085.0,3989469200.0,8751063000.0,5267577300.0,1794614500.0,2937018000.0,2015488100.0,9436782000.0,1817288200.0,4977227300.0,3144905500.0,2776722700.0,1843058800.0,4610343400.0,1729828700.0,3232032300.0,3337251000.0,10260639000.0,1885074400.0,2544005000.0
2086.0,3550895600.0,8849803000.0,5082396000.0,1707743400.0,2808227600.0,1873615500.0,8462101000.0,1731409500.0,4752253400.0,2813697500.0,2674051000.0,1714158100.0,4389557000.0,1738458600.0,2929666600.0,3057563400.0,9887123000.0,1678084500.0,2565909800.0
2087.0,3550507300.0,8901504000.0,5056052000.0,1672716500.0,2279415000.0,1825833700.0,8057254400.0,1641744900.0,4600214000.0,2651446000.0,2705847000.0,1659214600.0,4160384500.0,1700566500.0,2829495000.0,2960854500.0,9546658000.0,1655063600.0,2169400800.0
2088.0,3525127700.0,8400139000.0,5071448600.0,1623559300.0,2004407600.0,1742629400.0,7484626400.0,1530509800.0,4454381600.0,2484199700.0,2638576600.0,1662208500.0,4080112400.0,1575191700.0,2694196500.0,2814535000.0,9492210000.0,1503282300.0,1986867000.0
2089.0,3267224800.0,7903597000.0,4932389000.0,1545887400.0,2125032600.0,1699537900.0,6971753000.0,1462542200.0,4053688600.0,2346370300.0,2264530400.0,1620160300.0,3987244000.0,1534461000.0,2517065700.0,2753274400.0,9484371000.0,1491339400.0,2002168300.0
2090.0,3090429000.0,7585580500.0,4912443400.0,1580090400.0,2200798000.0,1680252500.0,7008956000.0,1390261800.0,3833950500.0,2258172700.0,2291156200.0,1554389800.0,3632817700.0,1420495400.0,2185337600.0,2819375400.0,9528728000.0,1354675000.0,1907831600.0
2091.0,3176319200.0,7598640600.0,4694948000.0,1582309600.0,1925766100.0,1608496100.0,7195078700.0,1298879200.0,3874100700.0,2115833900.0,2211404300.0,1408374800.0,3689412400.0,1291780900.0,2045486300.0,2732030200.0,9346085000.0,1360957400.0,1862046800.0
2092.0,3014769000.0,7394579500.0,4255055400.0,1402807300.0,1770334300.0,1529239900.0,6978911000.0,1213756800.0,3699814000.0,2209604900.0,1827438500.0,1276641000.0,3531606000.0,1239161300.0,2064063100.0,2642357200.0,9193882000.0,1265278300.0,1736550700.0
2093.0,2792328700.0,7134024000.0,4109288200.0,1420112300.0,1895321200.0,1504998400.0,6751441000.0,1175913000.0,3631069700.0,2257653800.0,1807382000.0,1256601500.0,3453566000.0,1177897300.0,1997725300.0,2508588300.0,9117687000.0,1179762800.0,1724276500.0
2094.0,2781833200.0,6800077300.0,4023787300.0,1407584100.0,1951692800.0,1455653400.0,6447457300.0,1103656100.0,3331780600.0,2178899200.0,1851070800.0,1248809500.0,3243177700.0,1175842400.0,1786922500.0,2510974700.0,8750284000.0,1134063400.0,1674208100.0
2095.0,2607882800.0,6558762500.0,3819584800.0,1318541800.0,1797093100.0,1344830300.0,6233305600.0,1013325950.0,3140331800.0,2037843000.0,1655512400.0,1227632900.0,3230962000.0,1160814100.0,1748983200.0,2409639700.0,8777137000.0,1059633100.0,1595753700.0
2096.0,2418553300.0,6466055000.0,3530700800.0,1275275400.0,1564882800.0,1209829400.0,6062154000.0,969098500.0,3107660300.0,2064797700.0,1428485100.0,1168788700.0,3029281500.0,1077491100.0,1780712100.0,2465774600.0,8454045700.0,988724800.0,1569848800.0
2097.0,2474912500.0,6252492300.0,3217220900.0,1129598000.0,1603745000.0,1100526000.0,5915572700.0,894137150.0,2899305200.0,2038377900.0,1508341600.0,1118119000.0,2845692700.0,984900030.0,1708931800.0,2375970000.0,8352841000.0,856947200.0,1590399900.0
