time,EC-EARTH3,IPSL-CM6A-LR,CNRM-CM6-1,CESM2-WACCM,GFDL-ESM4,CNRM-ESM2-1,UKESM1-0-LL,CANESM5,MIROC6,KACE-1-0-G,MRI-ESM2-0,TAIESM1,MPI-ESM1-2-HR
2012.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0
2013.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0
2014.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0
2015.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0
2016.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0
2017.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0
2018.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0
2019.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0
2020.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0
2021.0,102073660000.0,102603710000.0,102998980000.0,101202846000.0,103345890000.0,101425635000.0,100771560000.0,100289610000.0,101406540000.0,99656240000.0,101191960000.0,102156250000.0,100563470000.0
2022.0,98361205000.0,100725840000.0,101266580000.0,100750210000.0,102120850000.0,99000300000.0,98322790000.0,98139480000.0,99576730000.0,95889240000.0,97748480000.0,99453570000.0,98724430000.0
2023.0,96917790000.0,98775376000.0,98845070000.0,97794080000.0,99132890000.0,96374370000.0,94940955000.0,94768490000.0,98311954000.0,91942060000.0,94757490000.0,96362320000.0,96872140000.0
2024.0,93338820000.0,95733055000.0,96908150000.0,94332240000.0,96391905000.0,94580744000.0,93729990000.0,91449100000.0,95683790000.0,87683230000.0,93751394000.0,93913390000.0,94576690000.0
2025.0,89269710000.0,94864900000.0,94240680000.0,92111090000.0,95466160000.0,92734760000.0,90311344000.0,87529070000.0,92822500000.0,83312930000.0,91555580000.0,91500030000.0,92224490000.0
2026.0,85695410000.0,92888860000.0,91906000000.0,88889310000.0,94642410000.0,91046690000.0,87281200000.0,84111280000.0,91389300000.0,79433010000.0,89300890000.0,88711860000.0,90809330000.0
2027.0,81583940000.0,88726100000.0,89371000000.0,86789830000.0,92851590000.0,89517420000.0,83058140000.0,80539090000.0,90274430000.0,75588060000.0,85127830000.0,86050430000.0,89344705000.0
2028.0,79166415000.0,84886530000.0,87663755000.0,86209675000.0,90852440000.0,87888080000.0,78879270000.0,78514540000.0,87333410000.0,71361750000.0,84131690000.0,84296810000.0,87231130000.0
2029.0,74647920000.0,83233500000.0,88339660000.0,83361900000.0,90075830000.0,84915085000.0,76368140000.0,76964650000.0,84707615000.0,67539350000.0,81678700000.0,81910130000.0,84782120000.0
2030.0,69568545000.0,79911400000.0,87578616000.0,80033050000.0,88119800000.0,83442040000.0,73610320000.0,74643900000.0,82592055000.0,63391370000.0,79062060000.0,78006560000.0,82929120000.0
2031.0,65667980000.0,77118410000.0,85277890000.0,77739450000.0,85934010000.0,82364210000.0,70574940000.0,71918666000.0,80533010000.0,59797377000.0,76793094000.0,74289820000.0,79573500000.0
2032.0,62902096000.0,74460260000.0,82999840000.0,75469290000.0,83642384000.0,79942390000.0,67170628000.0,69084820000.0,78144070000.0,57126210000.0,75543175000.0,70760595000.0,76658060000.0
2033.0,60626730000.0,71724560000.0,82093950000.0,72876384000.0,82696460000.0,78025110000.0,63312060000.0,65260306000.0,76744620000.0,53681020000.0,73277415000.0,68281328000.0,75015720000.0
2034.0,56160480000.0,69186090000.0,79420440000.0,70882990000.0,81378540000.0,76209250000.0,60406456000.0,62182970000.0,74716770000.0,50885510000.0,71775584000.0,65561498000.0,73917440000.0
2035.0,52594057000.0,66441700000.0,78738840000.0,69204420000.0,80515170000.0,72918230000.0,56967460000.0,59508570000.0,72225710000.0,47420113000.0,69663785000.0,63202476000.0,72774280000.0
2036.0,49138995000.0,64188300000.0,77441974000.0,67477414000.0,78693420000.0,71553710000.0,52356020000.0,56817450000.0,69883994000.0,44233450000.0,66064163000.0,60154780000.0,71034740000.0
2037.0,45511560000.0,62657475000.0,75841780000.0,65145946000.0,78922146000.0,70219940000.0,47986774000.0,54087823000.0,67370308000.0,41447130000.0,62486290000.0,56668240000.0,68033170000.0
2038.0,42637713000.0,60992692000.0,74677250000.0,63541674000.0,77688316000.0,68455660000.0,43765547000.0,51630404000.0,65291555000.0,38664868000.0,60338270000.0,52853346000.0,66559517000.0
2039.0,40696173000.0,58994446000.0,75248200000.0,61430055000.0,75621515000.0,66759766000.0,40936250000.0,50057564000.0,63565440000.0,36225647000.0,56738060000.0,50852600000.0,64664826000.0
2040.0,39061060000.0,56615436000.0,73011290000.0,59413594000.0,74950690000.0,64971050000.0,37737124000.0,47580606000.0,61101412000.0,33950818000.0,54752924000.0,48260440000.0,62860763000.0
2041.0,36937298000.0,54182070000.0,71230060000.0,56487883000.0,73267134000.0,64806146000.0,35116098000.0,45193695000.0,58638578000.0,31790481000.0,51910816000.0,46410506000.0,60399840000.0
2042.0,34667870000.0,51651056000.0,68775390000.0,54681625000.0,71623230000.0,63953980000.0,32752943000.0,42562740000.0,57018737000.0,29708691000.0,49764720000.0,43686924000.0,58631873000.0
2043.0,32956520000.0,49663316000.0,65759597000.0,52385296000.0,70194820000.0,63342400000.0,30241274000.0,40045273000.0,55414817000.0,28117285000.0,47768740000.0,40581255000.0,56017350000.0
2044.0,31575054000.0,47078846000.0,65446216000.0,50692125000.0,68830994000.0,60623106000.0,27824282000.0,37462155000.0,53812912000.0,26590247000.0,45122724000.0,38451134000.0,54020215000.0
2045.0,30332723000.0,45202133000.0,64570900000.0,49312383000.0,68367340000.0,59420960000.0,26228924000.0,34571140000.0,52278920000.0,25157474000.0,43412333000.0,36632960000.0,51835355000.0
2046.0,28434706000.0,42707034000.0,62183280000.0,47522234000.0,66132705000.0,57602822000.0,24071786000.0,33230990000.0,50794103000.0,23384103000.0,41255630000.0,34878180000.0,50970313000.0
2047.0,27484254000.0,40490512000.0,60144950000.0,45612020000.0,64977920000.0,56606212000.0,22164310000.0,31164228000.0,49218390000.0,22430260000.0,39845925000.0,33615614000.0,48683184000.0
2048.0,26554920000.0,38139814000.0,58142392000.0,44788003000.0,62762914000.0,56487473000.0,21057358000.0,29489430000.0,47694606000.0,20780860000.0,38667060000.0,31564251000.0,46432272000.0
2049.0,24609860000.0,36010270000.0,56012653000.0,42751554000.0,60826444000.0,54291464000.0,20118039000.0,27737890000.0,45964153000.0,19637047000.0,36591415000.0,30187457000.0,45344457000.0
2050.0,23803877000.0,34469180000.0,54492710000.0,41005670000.0,58649194000.0,52274745000.0,18705678000.0,25974000000.0,44504035000.0,18640122000.0,35474973000.0,28730755000.0,43396700000.0
2051.0,23078590000.0,33045121000.0,52678386000.0,38922600000.0,57675973000.0,50803823000.0,17716870000.0,24372666000.0,42404053000.0,17684124000.0,33916900000.0,27466326000.0,41997984000.0
2052.0,21843233000.0,31420360000.0,51844866000.0,37600276000.0,56594240000.0,49968440000.0,16588532000.0,23001480000.0,41221100000.0,16628097000.0,32285964000.0,25436357000.0,40784007000.0
2053.0,20295160000.0,29659330000.0,49614050000.0,35795202000.0,55459127000.0,49024210000.0,15915497000.0,21978184000.0,40084206000.0,15759584000.0,31262736000.0,24361914000.0,38786654000.0
2054.0,18918750000.0,27851256000.0,48462200000.0,33733851000.0,54565150000.0,48253043000.0,15012436000.0,20765118000.0,38958560000.0,14947366000.0,30014210000.0,23218538000.0,37605620000.0
2055.0,18171496000.0,26065394000.0,46837236000.0,31994700000.0,53315187000.0,47525876000.0,13929297000.0,19919403000.0,37714227000.0,14378431000.0,28784198000.0,22247109000.0,36366045000.0
2056.0,17024072000.0,24768952000.0,45627613000.0,30479740000.0,51578413000.0,45628174000.0,13017340000.0,18799706000.0,36106125000.0,13719274000.0,27879328000.0,20977846000.0,35215100000.0
2057.0,16258493000.0,23839427000.0,43596276000.0,28918688000.0,49486946000.0,45094570000.0,12348477000.0,17999587000.0,35129420000.0,13263204000.0,26788252000.0,19867697000.0,34003500000.0
2058.0,15480716000.0,22691508000.0,41843405000.0,27407940000.0,49056723000.0,44265970000.0,11829804000.0,17203595000.0,33884926000.0,12466930000.0,25884058000.0,19268415000.0,33034027000.0
2059.0,14807677000.0,21572140000.0,40659230000.0,26669834000.0,48415170000.0,43159155000.0,11111528000.0,16505570000.0,32807380000.0,11810119000.0,24900776000.0,18538140000.0,31664675000.0
2060.0,13917322000.0,20375994000.0,39092056000.0,25639948000.0,46835536000.0,41394213000.0,10689434000.0,15794267000.0,32226214000.0,11432312000.0,23931724000.0,17946610000.0,30178520000.0
2061.0,13437125000.0,19351280000.0,38397700000.0,24261409000.0,45943070000.0,41119970000.0,10322639000.0,15000262000.0,30393338000.0,10866495000.0,23242197000.0,16812934000.0,28906350000.0
2062.0,12666734000.0,18443725000.0,37694720000.0,23146430000.0,44758802000.0,40217090000.0,9977767000.0,14135958000.0,29842917000.0,10738000000.0,22042302000.0,16143520000.0,27606596000.0
2063.0,12039214000.0,17580400000.0,36571890000.0,22181358000.0,43651880000.0,39541567000.0,9581373000.0,13334155000.0,28892563000.0,10470024000.0,21387004000.0,15537314000.0,26646794000.0
2064.0,11460954000.0,16474751000.0,35301120000.0,21127430000.0,43391996000.0,38286230000.0,9146737000.0,12311657000.0,27842406000.0,10324670000.0,20934580000.0,15083615000.0,25498190000.0
2065.0,10906890000.0,15532399000.0,34654646000.0,20050700000.0,42497307000.0,37031494000.0,8844922000.0,11819874000.0,27140610000.0,10130867000.0,20350267000.0,14312647000.0,24017097000.0
2066.0,10470321000.0,14790980000.0,34037424000.0,19483030000.0,41710907000.0,36263310000.0,8465085000.0,11413447000.0,26236152000.0,9764734000.0,19813771000.0,13666652000.0,22907034000.0
2067.0,10204129000.0,13874921000.0,33047155000.0,18829345000.0,40550416000.0,35058430000.0,8245933600.0,11043061000.0,25410908000.0,9425876000.0,19082930000.0,12883922000.0,22248925000.0
2068.0,9753420000.0,13383839000.0,31288398000.0,18075322000.0,39852640000.0,34008746000.0,8036821000.0,10612270000.0,24427390000.0,9140220000.0,18330515000.0,12222586000.0,21858165000.0
2069.0,9277349000.0,13184312000.0,30197629000.0,17251092000.0,38249374000.0,32367892000.0,7849606700.0,10211990000.0,23224185000.0,8893325000.0,17818472000.0,11553192000.0,20897268000.0
2070.0,8898586000.0,12667539000.0,29324773000.0,16584351000.0,36525494000.0,31032914000.0,7598414300.0,9767800000.0,22288996000.0,8704736000.0,17331737000.0,11150161000.0,19852931000.0
2071.0,8688170000.0,12320339000.0,28170033000.0,15702734000.0,35137954000.0,30274257000.0,7237687300.0,9521439000.0,21611830000.0,8469269500.0,16986492000.0,10593668000.0,19339487000.0
2072.0,8416464400.0,11680303000.0,26888552000.0,14965207000.0,34245874000.0,28899471000.0,6896701000.0,9228439000.0,21085278000.0,8325291000.0,16374066000.0,10330097000.0,19035214000.0
2073.0,8205625300.0,11177204000.0,26435926000.0,14458779000.0,33797798000.0,28363563000.0,6631512600.0,8946445000.0,20551045000.0,8199641600.0,15889746000.0,10073070000.0,18311703000.0
2074.0,7942980600.0,10833553000.0,24773986000.0,13825716000.0,32833247000.0,27401966000.0,6424885000.0,8681945000.0,19544769000.0,8144094700.0,15403459000.0,9851034000.0,17411660000.0
2075.0,7670081000.0,10421325000.0,24026388000.0,13061289000.0,31897416000.0,26243953000.0,6242252000.0,8519453000.0,19039683000.0,7985127400.0,15190434000.0,9543251000.0,16926811000.0
2076.0,7230568000.0,10141876000.0,23180960000.0,12683991000.0,30946992000.0,25352374000.0,5981998000.0,8404392000.0,18449807000.0,7820313000.0,15037111000.0,9291275000.0,16641782000.0
2077.0,7021530600.0,9747892000.0,22369978000.0,12162948000.0,30286156000.0,24412496000.0,5745336300.0,8230637600.0,17945262000.0,7705461000.0,14614451000.0,9038767000.0,15971416000.0
2078.0,6822743000.0,9516725000.0,21031397000.0,11689244000.0,29547900000.0,22927983000.0,5583703600.0,7879408000.0,17287110000.0,7524012000.0,14039699000.0,8751505000.0,15426944000.0
2079.0,6563360300.0,9215953000.0,19791139000.0,11297636000.0,28853078000.0,22361020000.0,5373561000.0,7707317000.0,16849617000.0,7466958300.0,13420179000.0,8431465000.0,15054337000.0
2080.0,6386940000.0,8885449000.0,18981165000.0,11014856000.0,27873421000.0,21559853000.0,5112427000.0,7352553000.0,16262769000.0,7371058700.0,12959778000.0,8276294000.0,15142750000.0
2081.0,6119498000.0,8716284000.0,18213503000.0,10918259000.0,26951954000.0,20500270000.0,4965412000.0,7150583300.0,15637133000.0,7362161000.0,12592447000.0,8018457600.0,14893981000.0
2082.0,5937682000.0,8496702500.0,18000589000.0,10512859000.0,26200306000.0,19620375000.0,4863680000.0,7022893600.0,15115394000.0,7360239600.0,12206007000.0,7859831300.0,14211117000.0
2083.0,5734233000.0,8233100000.0,16945832000.0,10227829000.0,25613345000.0,18851123000.0,4779862000.0,6864677400.0,14573548000.0,7201647000.0,11954776000.0,7761053700.0,13784164000.0
2084.0,5472580000.0,8058734000.0,16019621000.0,9964519000.0,24852769000.0,18101938000.0,4694874000.0,6734960600.0,14206680000.0,6995371500.0,11810954000.0,7739108400.0,13476985000.0
2085.0,5350184400.0,7952071700.0,15342669000.0,9778456000.0,23717845000.0,17052866000.0,4592775000.0,6569905000.0,14064667000.0,6969104400.0,11322069000.0,7375204000.0,13160233000.0
2086.0,5143369000.0,7834105000.0,14805438000.0,9535817000.0,23002094000.0,16514219000.0,4412298000.0,6390567000.0,13575294000.0,6858664000.0,11202804000.0,7204785000.0,12856844000.0
2087.0,5010194400.0,7549722000.0,14034728000.0,9166935000.0,22253535000.0,16155150000.0,4255866400.0,6225696300.0,13397976000.0,6707641300.0,10923993000.0,7010122000.0,12585680000.0
2088.0,4852230000.0,7351213000.0,13328066000.0,9111233000.0,21869898000.0,15315440000.0,4093362200.0,6114018300.0,13193420000.0,6574970400.0,10471240000.0,6881008600.0,12261734000.0
2089.0,4738426400.0,7230717400.0,12854380000.0,8869793000.0,21001544000.0,14983501000.0,3877961200.0,5895909000.0,13131165000.0,6408803300.0,10261464000.0,6786753500.0,12097994000.0
2090.0,4602185700.0,7125567000.0,12212812000.0,8810574000.0,20533907000.0,14519864000.0,3786165800.0,5756506600.0,12690979000.0,6281905700.0,10071089000.0,6586980000.0,11779481000.0
2091.0,4419360300.0,6942331000.0,11683881000.0,8614146000.0,19713544000.0,14049036000.0,3578663400.0,5568230400.0,12233658000.0,6062626300.0,9701849000.0,6404854000.0,11564108000.0
2092.0,4276356400.0,6684671000.0,11162831000.0,8426807300.0,19096293000.0,13730530000.0,3397707500.0,5325930000.0,12132444000.0,5960687000.0,9357849000.0,6322858000.0,11310913000.0
2093.0,4116403000.0,6539272700.0,11041393000.0,8198063000.0,18268500000.0,13145349000.0,3270785000.0,5146520600.0,11649435000.0,5928357000.0,9220293000.0,6197961000.0,11008288000.0
2094.0,3972601000.0,6267946000.0,10472169000.0,8061334000.0,17548835000.0,12566183000.0,3203331600.0,4998551000.0,11449848000.0,5789758000.0,9172615000.0,6069225000.0,10719861000.0
2095.0,3827436800.0,6047233000.0,10130666000.0,7924048400.0,16919934000.0,12095122000.0,3047467300.0,4850624500.0,11302171000.0,5723276300.0,9019644000.0,5861709300.0,10529032000.0
2096.0,3592510700.0,5819566600.0,9752541000.0,7648481300.0,16301579000.0,11873610000.0,2907498000.0,4714103300.0,11002297000.0,5594624000.0,8844167000.0,5733165600.0,10360352000.0
2097.0,3385934600.0,5601497000.0,9665550000.0,7579273000.0,15585130000.0,11413172000.0,2783949300.0,4622626000.0,10755583000.0,5569399300.0,8688384000.0,5626197500.0,10095202000.0
2098.0,3225703400.0,5389915600.0,9328183000.0,7424417000.0,15054277000.0,11233227000.0,2645713000.0,4510772000.0,10699782000.0,5548008000.0,8589564000.0,5485947000.0,10036157000.0
2099.0,3127835600.0,5213377000.0,9097623000.0,7295178000.0,14914601000.0,10682117000.0,2521379600.0,4363484000.0,10629370000.0,5429202400.0,8481025500.0,5384118000.0,10122663000.0
2100.0,2999301400.0,5051881000.0,8803693000.0,7062391000.0,14629057000.0,10616024000.0,2426647800.0,4217935000.0,10559982000.0,5227437600.0,8396606500.0,5302722000.0,9869020000.0
