time,CANESM5,MRI-ESM2-0,CESM2-WACCM,ACCESS-CM2,ACCESS-ESM1-5,IPSL-CM6A-LR
2034.0,9684987000.0,9785639000.0,9861291000.0,9859504000.0,9916409000.0,9887686000.0
2035.0,9640756000.0,9740226000.0,9845445000.0,9851027000.0,9908605000.0,9877178000.0
2036.0,9582647000.0,9713599000.0,9830031000.0,9838622000.0,9900827000.0,9857128000.0
2037.0,9520731000.0,9659082000.0,9807710000.0,9822071000.0,9889788000.0,9843997000.0
2038.0,9453742000.0,9627778000.0,9778620000.0,9797700000.0,9879060000.0,9817027000.0
2039.0,9355270000.0,9598103000.0,9744089000.0,9761310000.0,9881404000.0,9787928000.0
2040.0,9285839000.0,9562696000.0,9716532000.0,9735739000.0,9864588000.0,9762219000.0
2041.0,9179974000.0,9508144000.0,9683502000.0,9700522000.0,9841864000.0,9745951000.0
2042.0,9102380000.0,9458331000.0,9650446000.0,9664247000.0,9823729000.0,9726757000.0
2043.0,9015709000.0,9420281000.0,9628541000.0,9624412000.0,9812643000.0,9713415000.0
2044.0,8863746000.0,9372419000.0,9598939000.0,9594302000.0,9792915000.0,9690594000.0
2045.0,8731528000.0,9312549000.0,9569059000.0,9572201000.0,9777153000.0,9674641000.0
2046.0,8587632600.0,9242391000.0,9530217000.0,9513776000.0,9759876000.0,9646028000.0
2047.0,8486346000.0,9174001000.0,9501162000.0,9465354000.0,9748990000.0,9632741000.0
2048.0,8368387000.0,9105680000.0,9448004000.0,9416175000.0,9734542000.0,9590914000.0
2049.0,8220835300.0,9048162000.0,9415056000.0,9360228000.0,9725835000.0,9568669000.0
2050.0,8113876500.0,8982884000.0,9377971000.0,9281154000.0,9720579000.0,9534051000.0
2051.0,7996881400.0,8897391000.0,9323850000.0,9197116000.0,9712684000.0,9508955000.0
2052.0,7919848400.0,8806408000.0,9299678000.0,9150226000.0,9710346000.0,9463487000.0
2053.0,7824281600.0,8733997000.0,9249022000.0,9070911000.0,9696447000.0,9419621000.0
2054.0,7698259500.0,8677651000.0,9220759000.0,9002357000.0,9682021000.0,9384959000.0
2055.0,7584972300.0,8631789000.0,9181100000.0,8934858000.0,9667020000.0,9345406000.0
2056.0,7480338400.0,8562092500.0,9132396000.0,8863244000.0,9665494000.0,9310913000.0
2057.0,7364094500.0,8509008000.0,9116272000.0,8785336000.0,9701746000.0,9265421000.0
2058.0,7248499700.0,8466983000.0,9042574000.0,8693320000.0,9697261000.0,9227647000.0
2059.0,7131034000.0,8413189600.0,9023505000.0,8626994000.0,9679305000.0,9188202000.0
2060.0,6929690600.0,8382432000.0,8977997000.0,8563749000.0,9669253000.0,9130100000.0
2061.0,6835917000.0,8320160000.0,8957197000.0,8485304300.0,9639568000.0,9078901000.0
2062.0,6707066400.0,8291808000.0,8904667000.0,8440209400.0,9656780000.0,9029928000.0
2063.0,6596795400.0,8239261700.0,8858866000.0,8359693000.0,9658804000.0,8977322000.0
2064.0,6447525400.0,8212681000.0,8820849000.0,8286095400.0,9677951000.0,8898340000.0
2065.0,6299159000.0,8171909000.0,8793818000.0,8210854400.0,9661673000.0,8862651000.0
2066.0,6163010000.0,8144513000.0,8749818000.0,8144055000.0,9654162000.0,8811205000.0
2067.0,6034806300.0,8112801300.0,8731731000.0,8094996500.0,9637886000.0,8748699000.0
2068.0,5933507600.0,8070327300.0,8692151000.0,8019024400.0,9617300000.0,8683241000.0
2069.0,5812815000.0,7998057000.0,8638841000.0,7975842300.0,9599190000.0,8661432000.0
2070.0,5743201000.0,7928557000.0,8647427000.0,7913458000.0,9564884000.0,8621816000.0
2071.0,5624725000.0,7914231300.0,8642472000.0,7840726500.0,9534647000.0,8586486000.0
2072.0,5531376600.0,7861911600.0,8611459000.0,7751035400.0,9519120000.0,8551333000.0
2073.0,5419377000.0,7822143500.0,8609032000.0,7731006000.0,9481603000.0,8502068700.0
2074.0,5351291400.0,7800953000.0,8585331700.0,7685235700.0,9480563000.0,8477841000.0
2075.0,5254728700.0,7751220700.0,8547291600.0,7630460400.0,9438712000.0,8442983400.0
2076.0,5185441300.0,7740445000.0,8541193000.0,7570076700.0,9425970000.0,8395490000.0
2077.0,5065181700.0,7700238300.0,8538210000.0,7484994600.0,9384103000.0,8338843000.0
2078.0,4969646600.0,7670321000.0,8504285700.0,7458972700.0,9354767000.0,8299481600.0
2079.0,4853726700.0,7645180000.0,8503955000.0,7402625500.0,9310131000.0,8267393500.0
2080.0,4763153000.0,7635920000.0,8491828700.0,7342569500.0,9303217000.0,8223729700.0
2081.0,4620837000.0,7575879700.0,8484398000.0,7295768600.0,9285575000.0,8174627000.0
2082.0,4556077600.0,7577067500.0,8582399500.0,7240785000.0,9270841000.0,8135125000.0
2083.0,4478351000.0,7552746000.0,8489795000.0,7198714000.0,9230197000.0,8093254700.0
2084.0,4362102000.0,7546087000.0,8438320600.0,7146505700.0,9212132000.0,8045051000.0
2085.0,4285096700.0,7510040600.0,8427241500.0,7072303000.0,9199118000.0,7998889500.0
2086.0,4206711600.0,7547135000.0,8423681500.0,7023734000.0,9193056000.0,7964485600.0
2087.0,4133819400.0,7491555300.0,8408294400.0,6978376700.0,9187403000.0,7944015400.0
2088.0,4041207000.0,7455485400.0,8416587000.0,6900142000.0,9181147000.0,7884940000.0
2089.0,3971775000.0,7437365000.0,8432692000.0,6844430000.0,9156214000.0,7862882300.0
2090.0,3896195600.0,7416802000.0,8380645000.0,6788001300.0,9129014000.0,7820622300.0
2091.0,3822836500.0,7403496400.0,8388778500.0,6758092300.0,9109379000.0,7764667400.0
2092.0,3774229000.0,7385337000.0,8376738000.0,6666100000.0,9097754000.0,7706807000.0
2093.0,3714337800.0,7379414500.0,8358643700.0,6596927000.0,9089916000.0,7677687300.0
2094.0,3640640800.0,7354184000.0,8374011400.0,6515429000.0,9071161000.0,7633786000.0
2095.0,3585997600.0,7347026000.0,8348677600.0,6429965000.0,9069956000.0,7611127000.0
2096.0,3542439400.0,7362484700.0,8360692700.0,6341073000.0,9066839000.0,7588529700.0
2097.0,3432945700.0,7355960000.0,8416544000.0,6292445000.0,9071918000.0,7553412000.0
2098.0,3339283700.0,7361275000.0,8356453000.0,6211549700.0,9069990000.0,7513019000.0
2099.0,3258985000.0,7314422300.0,8368746500.0,6172196000.0,9049511000.0,7473187000.0
2100.0,3180736500.0,7299725300.0,8336273000.0,6109911600.0,9033867000.0,7453871000.0
2101.0,3083160300.0,7314452500.0,8473474600.0,6071717400.0,9014785000.0,7416967000.0
2102.0,2998662700.0,7319258000.0,8377201700.0,6043969000.0,8985488000.0,7394531000.0
2103.0,2943622400.0,7359132700.0,8306414000.0,5979505000.0,8992392000.0,7362714600.0
2104.0,2890656800.0,7413978000.0,8296260000.0,5935223300.0,8982484000.0,7331589000.0
2105.0,2853783300.0,7330792000.0,8287011300.0,5899570000.0,8971828000.0,7285439500.0
2106.0,2791253200.0,7391192000.0,8289963000.0,5832710000.0,8951960000.0,7244782000.0
2107.0,2732526600.0,7323028000.0,8282268000.0,5794099700.0,8937606000.0,7235755500.0
2108.0,2700770000.0,7348548600.0,8295160000.0,5715731500.0,8919902000.0,7221157000.0
2109.0,2629757400.0,7341854700.0,8278669300.0,5679278600.0,8905061000.0,7185913000.0
2110.0,2589025000.0,7323071000.0,8285888000.0,5589652000.0,8887763000.0,7143051300.0
2111.0,2547508500.0,7357106000.0,8284018000.0,5530422300.0,8875349000.0,7135585300.0
2112.0,2446663700.0,7328673000.0,8265014300.0,5452973000.0,8856047000.0,7098730000.0
2113.0,2412715500.0,7323231700.0,8257530000.0,5403783000.0,8826505000.0,7063486500.0
2114.0,2337596400.0,7336315000.0,8257602600.0,5349022000.0,8804387000.0,7037748000.0
2115.0,2303102700.0,7551462400.0,8287872500.0,5308108000.0,8779430000.0,7012907000.0
2116.0,2271172600.0,7404572700.0,8275958000.0,5247051300.0,8763751000.0,6996844000.0
2117.0,2217640700.0,7498412000.0,8261311500.0,5204462600.0,8746748000.0,6946377000.0
2118.0,2165713400.0,7486337500.0,8269374000.0,5177118000.0,8732230000.0,6892215000.0
2119.0,2127947000.0,7448764400.0,8272083000.0,5149684700.0,8714643000.0,6879655000.0
2120.0,2091653100.0,7424260000.0,8270241300.0,5080395000.0,8697217000.0,6841919500.0
2121.0,2024856000.0,7421900000.0,8275570000.0,5053439000.0,8687702000.0,6847580000.0
2122.0,1998050000.0,7403378700.0,8264108000.0,5005936000.0,8665930000.0,6792763000.0
2123.0,1964508700.0,7417543000.0,8265507300.0,4953710000.0,8640979000.0,6770517500.0
2124.0,1945201300.0,7519964700.0,8266987000.0,4892281300.0,8602627000.0,6716334600.0
2125.0,1897207700.0,7505017000.0,8259102000.0,4848718000.0,8589592600.0,6682888000.0
2126.0,1872735200.0,8056009700.0,8261336000.0,4790558000.0,8580838400.0,6655268400.0
2127.0,1816392700.0,7633510400.0,8270940000.0,4707225000.0,8560687600.0,6628561400.0
2128.0,1801573200.0,7676526600.0,8279926000.0,4667140600.0,8544712700.0,6611884500.0
2129.0,1799931600.0,7589033000.0,8276947500.0,4641797600.0,8529130000.0,6575119400.0
2130.0,1772770000.0,7555793400.0,8277352400.0,4588464000.0,8514166300.0,6552833000.0
2131.0,1735121400.0,7771370000.0,8275906600.0,4536706000.0,8494967300.0,6528156000.0
2132.0,1696627300.0,7710547500.0,8489455600.0,4498044000.0,8470769000.0,6505158700.0
2133.0,1680227700.0,7609782000.0,8376757000.0,4476609500.0,8451300400.0,6501550000.0
2134.0,1647731500.0,8013262300.0,8336053000.0,4470968300.0,8425612000.0,6445076000.0
2135.0,1617313000.0,8032498700.0,8308141000.0,4413340000.0,8422767000.0,6425521000.0
2136.0,1616377100.0,8257540600.0,8307690000.0,4391291000.0,8385930000.0,6417247000.0
2137.0,1585756700.0,8147004000.0,8307195000.0,4344269000.0,8371744300.0,6399002000.0
2138.0,1559953400.0,8299430000.0,8424341500.0,4331355000.0,8357545000.0,6384351000.0
2139.0,1542732900.0,8308965000.0,8428583000.0,4302732300.0,8353720000.0,6371291600.0
2140.0,1515930600.0,8261629000.0,8394605000.0,4241447700.0,8334249500.0,6324754000.0
2141.0,1501101200.0,8216604700.0,8401427000.0,4222861300.0,8299278300.0,6290513400.0
2142.0,1459457000.0,8331446300.0,8417126400.0,4201725200.0,8271471600.0,6273719300.0
2143.0,1442494300.0,8325772000.0,8380049400.0,4191878700.0,8259110000.0,6265722000.0
2144.0,1393888500.0,8444688400.0,8385804000.0,4173421600.0,8252926000.0,6235959300.0
2145.0,1381914800.0,8321381000.0,8361499600.0,4143630300.0,8260933600.0,6229319700.0
2146.0,1347772200.0,8283787000.0,8376415700.0,4115390500.0,8249231400.0,6196577300.0
2147.0,1330451300.0,8322642400.0,8420624400.0,4070542600.0,8231517700.0,6179479000.0
2148.0,1304311700.0,8238366000.0,8483596000.0,4048592600.0,8228713000.0,6169801000.0
2149.0,1295094500.0,8258525000.0,8488423400.0,4027481900.0,8214611500.0,6151156700.0
2150.0,1256510000.0,8302377500.0,8476146000.0,3995717600.0,8208127000.0,6147225000.0
2151.0,1232185900.0,8261075500.0,8468057000.0,4015238000.0,8180510000.0,6142628000.0
2152.0,1204242200.0,8278911500.0,8471041000.0,3962575600.0,8146547700.0,6097473000.0
2153.0,1188200400.0,8380631600.0,8483665000.0,3932433000.0,8152587300.0,6094975500.0
2154.0,1172815900.0,8353846000.0,8472496600.0,3895545000.0,8169808000.0,6061860400.0
2155.0,1143070200.0,8712969000.0,8490427000.0,3869397800.0,8126735000.0,6057803300.0
2156.0,1130866700.0,8830074000.0,8487031000.0,3853525000.0,8121236000.0,6056360400.0
2157.0,1117622700.0,8629646000.0,8560168000.0,3829523700.0,8158695400.0,6035686000.0
2158.0,1100631600.0,8549431000.0,8548613600.0,3796926000.0,8119073000.0,5993164000.0
2159.0,1079391400.0,8473298400.0,8536017000.0,3794678300.0,8112027000.0,6000106000.0
2160.0,1061543100.0,8664785000.0,8529802000.0,3780253200.0,8107293000.0,5974261000.0
2161.0,1032435700.0,8570405000.0,8525519400.0,3769442000.0,8109423600.0,5968250000.0
2162.0,1032028000.0,8517700600.0,8547322400.0,3730702300.0,8093370000.0,5952095000.0
2163.0,1004069250.0,8520203300.0,8551969300.0,3701488600.0,8092408300.0,5944242000.0
2164.0,981589440.0,8612606000.0,8550847500.0,3690407400.0,8087585300.0,5940821500.0
2165.0,979859840.0,8549270000.0,8568568000.0,3651695900.0,8130266600.0,5917178400.0
2166.0,952718200.0,8876041000.0,8565982700.0,3633747000.0,8077646300.0,5886918700.0
2167.0,947223400.0,8836605000.0,8656213000.0,3600477000.0,8067371500.0,5873773000.0
2168.0,945140300.0,9045051000.0,8635421000.0,3573591800.0,8053147000.0,5849467000.0
2169.0,912296300.0,8833239000.0,8614795000.0,3546784300.0,8037811700.0,5847510000.0
2170.0,898277400.0,8960546000.0,8611429000.0,3521707300.0,8034229000.0,5845236000.0
2171.0,895385700.0,9640207000.0,8610786000.0,3470447000.0,8046015500.0,5824672000.0
2172.0,871007000.0,9112184000.0,8610052000.0,3473651000.0,8026867000.0,5802150000.0
2173.0,866242100.0,8927277000.0,8621468000.0,3454333400.0,8019428000.0,5791286300.0
2174.0,859067260.0,9038864000.0,8715867000.0,3417389300.0,8016570400.0,5769650000.0
2175.0,843298700.0,9296814000.0,8662108000.0,3400189400.0,8005320000.0,5763452400.0
2176.0,826174700.0,9604786000.0,8677150000.0,3360553000.0,7987469300.0,5757648400.0
2177.0,812132400.0,9241349000.0,8688478000.0,3316949200.0,7974729000.0,5774427600.0
2178.0,798934660.0,9226788000.0,8713488000.0,3310809600.0,7967210500.0,5746924500.0
2179.0,804963500.0,9374263000.0,8715703000.0,3279118000.0,7960225300.0,5753225700.0
2180.0,804489200.0,9219743000.0,8845747000.0,3286518300.0,7938275300.0,5732216300.0
2181.0,775300500.0,9205254000.0,8820168000.0,3255975700.0,7926699000.0,5700726000.0
2182.0,764267800.0,9207290000.0,8883714000.0,3252499200.0,7913963000.0,5694023000.0
2183.0,769569660.0,9380778000.0,8827202000.0,3198278700.0,7904697300.0,5689536500.0
2184.0,764414600.0,9241553000.0,8821840000.0,3178487300.0,7898559500.0,5689692700.0
2185.0,759709500.0,9293075000.0,8830960000.0,3149058600.0,7881864700.0,5687315000.0
2186.0,773604350.0,9343003000.0,8816061000.0,3141809200.0,7875012000.0,5674512000.0
2187.0,748892800.0,9405953000.0,8880890000.0,3143812000.0,7864643600.0,5662511000.0
2188.0,838004500.0,9305360000.0,8876917000.0,3112672300.0,7857478000.0,5657289700.0
2189.0,729387700.0,9332293000.0,8903198000.0,3134990000.0,7836360000.0,5668376600.0
2190.0,726957800.0,9541669000.0,9013052000.0,3140286000.0,7806361000.0,5644965000.0
2191.0,749311300.0,9375553000.0,9007207000.0,3081282800.0,7783291000.0,5624104000.0
2192.0,736873660.0,9457139000.0,9022426000.0,3055137300.0,7769381000.0,5613896700.0
2193.0,719042400.0,9474722000.0,9092539000.0,3005745400.0,7761738000.0,5608201700.0
2194.0,697380500.0,9675784000.0,9168306000.0,2990097000.0,7746003500.0,5596678700.0
2195.0,700007400.0,9802033000.0,9097700000.0,2947154200.0,7742982700.0,5600036000.0
2196.0,695121150.0,9997454000.0,9096338000.0,2933298200.0,7751525000.0,5589563000.0
2197.0,690466200.0,10020377000.0,9479194000.0,2899262200.0,7802799600.0,5573172700.0
2198.0,681433300.0,9952659000.0,9467574000.0,2865517800.0,7754135600.0,5568502300.0
2199.0,678043840.0,9952932000.0,9367562000.0,2839301000.0,7731064300.0,5552038000.0
2200.0,688465200.0,10215795000.0,9346437000.0,2804792300.0,7720404000.0,5546521600.0
2201.0,658947460.0,9900833000.0,9297861000.0,2799475500.0,7710758400.0,5546219500.0
2202.0,651944770.0,9827532000.0,9218636000.0,2785225500.0,7699363000.0,5543958500.0
2203.0,635722200.0,9955339000.0,9379742000.0,2748316200.0,7687806500.0,5543189500.0
2204.0,635461700.0,9970803000.0,9294343000.0,2731683300.0,7666171000.0,5535196700.0
2205.0,628500500.0,9937638000.0,9287986000.0,2704086800.0,7652082700.0,5523956700.0
2206.0,632129200.0,9922207000.0,9322209000.0,2687344000.0,7634291700.0,5519032300.0
2207.0,607346050.0,10358796000.0,9335896000.0,2670212600.0,7610199600.0,5505393000.0
2208.0,609784260.0,10151187000.0,9335435000.0,2654655500.0,7607158300.0,5497019000.0
2209.0,601758900.0,10288665000.0,9455345000.0,2644292000.0,7583428600.0,5463977500.0
2210.0,600447740.0,10403686000.0,9394274000.0,2639719400.0,7579028000.0,5464248300.0
2211.0,602644500.0,10197813000.0,9378222000.0,2613449700.0,7578417700.0,5463877600.0
2212.0,591665660.0,10179700000.0,9390139000.0,2562859500.0,7572097500.0,5463885300.0
2213.0,591727000.0,10230967000.0,9474268000.0,2562153200.0,7569915000.0,5447064600.0
2214.0,585431740.0,10451283000.0,9441853000.0,2555503900.0,7550755000.0,5437413000.0
2215.0,569701760.0,10189094000.0,9446794000.0,2554458000.0,7548531700.0,5427067000.0
2216.0,569052600.0,10887152000.0,9454253000.0,2514436600.0,7536143400.0,5406079000.0
2217.0,559622400.0,10432508000.0,9460048000.0,2496524300.0,7549569500.0,5399301600.0
2218.0,552400060.0,10270460000.0,9504045000.0,2489818400.0,7580802000.0,5385566000.0
2219.0,552016640.0,10265856000.0,9535403000.0,2479081000.0,7538845000.0,5383361000.0
2220.0,551702100.0,10322559000.0,9529646000.0,2527950800.0,7501518300.0,5383733000.0
2221.0,542620400.0,10260985000.0,9549971000.0,2470239200.0,7483695600.0,5383369700.0
2222.0,523985150.0,10590588000.0,9567210000.0,2445324000.0,7473999000.0,5379090400.0
2223.0,517319040.0,10846554000.0,9562281000.0,2434373000.0,7476538000.0,5354046000.0
2224.0,506938240.0,10665724000.0,9582308000.0,2416204300.0,7469077000.0,5333163000.0
2225.0,497841400.0,10577499000.0,9639465000.0,2399290600.0,7460308500.0,5327657500.0
2226.0,497307840.0,10380079000.0,9616508000.0,2398536000.0,7451980300.0,5323937300.0
2227.0,495649800.0,10381312000.0,9650673000.0,2379205400.0,7431966700.0,5308900000.0
2228.0,494663100.0,10378135000.0,9647549000.0,2379529700.0,7429759500.0,5335665000.0
2229.0,460194180.0,10647422000.0,9666619000.0,2363437000.0,7415006700.0,5296687000.0
2230.0,458844860.0,10421681000.0,9677378000.0,2362795500.0,7411813000.0,5293738500.0
2231.0,458583500.0,10431636000.0,9680425000.0,2361244200.0,7430034000.0,5290179000.0
2232.0,449209900.0,10439443000.0,9713142000.0,2344183800.0,7403910700.0,5283254300.0
2233.0,446701150.0,10438544000.0,9723845000.0,2325051400.0,7525779000.0,5283535400.0
2234.0,445594430.0,10454586000.0,9735163000.0,2298390300.0,7520078300.0,5280490000.0
2235.0,432081180.0,10455258000.0,9824348000.0,2287150000.0,7549327400.0,5275266000.0
2236.0,418814340.0,10453346000.0,9765337000.0,2265073200.0,7477520400.0,5272429000.0
2237.0,414365570.0,10471241000.0,9770781000.0,2220951000.0,7441310700.0,5271745000.0
2238.0,414071040.0,10832108000.0,9824934000.0,2217240600.0,7422502000.0,5272956400.0
2239.0,406142850.0,10802401000.0,9810062000.0,2209482500.0,7493525500.0,5260340000.0
2240.0,404990850.0,10805942000.0,9887924000.0,2198837000.0,7409833000.0,5260393000.0
2241.0,395780100.0,10705029000.0,9882038000.0,2162849800.0,7522853400.0,5251708400.0
2242.0,395541570.0,10675815000.0,9873915000.0,2128546600.0,7404105000.0,5255084000.0
2243.0,459299700.0,10621094000.0,9971550000.0,2118154100.0,7400082000.0,5250452500.0
2244.0,403546180.0,10632685000.0,9941656000.0,2143957900.0,7393656000.0,5252485000.0
2245.0,384858050.0,10617563000.0,9937120000.0,2123726300.0,7373840000.0,5245547000.0
2246.0,383262270.0,10620072000.0,9924854000.0,2089386000.0,7355417600.0,5229491700.0
2247.0,370737400.0,10627343000.0,9933420000.0,2071549600.0,7343467000.0,5379027000.0
2248.0,366699650.0,10641237000.0,9953001000.0,2089417000.0,7335090700.0,5237370000.0
2249.0,360889340.0,10654720000.0,9983480000.0,2052835000.0,7330330000.0,5234694700.0
2250.0,361249180.0,10665858000.0,10088647000.0,2060946700.0,7346870300.0,5226095600.0
2251.0,360140220.0,10885048000.0,10049075000.0,2058667900.0,7329625600.0,5240739000.0
2252.0,354466560.0,11190686000.0,10063215000.0,2033659900.0,7315067400.0,5219355000.0
2253.0,346053120.0,11094902000.0,10064185000.0,2015491700.0,7312152000.0,5203706400.0
2254.0,345863700.0,10960679000.0,10064678000.0,2003772500.0,7309934600.0,5203876000.0
2255.0,386863360.0,10858712000.0,10095257000.0,1990781200.0,7556705000.0,5203135000.0
2256.0,369152350.0,10837171000.0,10080955000.0,1973444900.0,7459428000.0,5197397000.0
2257.0,364983800.0,10832088000.0,10158584000.0,1973315100.0,7382243000.0,5199539700.0
2258.0,363731330.0,10828379000.0,10118462000.0,1943280900.0,7368782300.0,5197290000.0
2259.0,362252300.0,10860320000.0,10120113000.0,1924573200.0,7360877000.0,5189449700.0
2260.0,348912220.0,11053777000.0,10326302000.0,1920661600.0,7343549000.0,5191239700.0
2261.0,341866180.0,10888497000.0,10238018000.0,1917736700.0,7290371600.0,5184488400.0
2262.0,340977400.0,10879602000.0,10383514000.0,1904599600.0,7290146300.0,5176703000.0
2263.0,329873860.0,10899297000.0,10208876000.0,1863625500.0,7294225400.0,5176979000.0
2264.0,325576450.0,10903079000.0,10196054000.0,1848445400.0,7278560000.0,5207449600.0
2265.0,348105340.0,10910455000.0,10208857000.0,1847905200.0,7278461400.0,5200759300.0
2266.0,338761800.0,11043933000.0,10212996000.0,1836296000.0,7273447000.0,5170276000.0
2267.0,334087100.0,11067693000.0,10251621000.0,1820497400.0,7271122400.0,5166211000.0
2268.0,313197300.0,10964553000.0,10248345000.0,1803697900.0,7265901600.0,5274789400.0
2269.0,311682500.0,10986137000.0,10258421000.0,1799730400.0,7274081000.0,5243323000.0
2270.0,315351000.0,10991043000.0,10274651000.0,1771182500.0,7319830000.0,5182334500.0
2271.0,319973150.0,11007972000.0,10282890000.0,1769336700.0,7279543000.0,5175609000.0
2272.0,315227970.0,11020405000.0,10288390000.0,1759325200.0,7304920600.0,5167794000.0
2273.0,315397060.0,11085083000.0,10341693000.0,1713069000.0,7272766500.0,5167273500.0
2274.0,320791360.0,11042944000.0,10309131000.0,1713580800.0,7255757000.0,5150421500.0
2275.0,316592700.0,11056121000.0,10333712000.0,1699319300.0,7258051000.0,5140740600.0
2276.0,302175200.0,11196430000.0,10342562000.0,1699811200.0,7255330000.0,5126139400.0
2277.0,301564770.0,11088119000.0,10351963000.0,1691618600.0,7246749000.0,5127554000.0
2278.0,301633470.0,11098197000.0,10357753000.0,1695335700.0,7254344700.0,5135033300.0
2279.0,292475000.0,11122008000.0,10371351000.0,1687852500.0,7369133600.0,5128048600.0
2280.0,292405600.0,11148405000.0,10378821000.0,1646253600.0,7249028600.0,5123608600.0
2281.0,292387650.0,11150518000.0,10385499000.0,1645571600.0,7242290000.0,5121548300.0
2282.0,292447100.0,11192156000.0,10394193000.0,1643880200.0,7232173000.0,5122568000.0
2283.0,292216960.0,11189555000.0,10398979000.0,1648065500.0,7214391000.0,5145283600.0
2284.0,287728320.0,11216347000.0,10405260000.0,1660535400.0,7213067300.0,5129072600.0
2285.0,279456740.0,11255722000.0,10415792000.0,1640958100.0,7207837700.0,5118460000.0
2286.0,278038530.0,11330738000.0,10421215000.0,1633738200.0,7205081000.0,5108045300.0
2287.0,277398240.0,11282469000.0,10430139000.0,1601856100.0,7209112000.0,5106279400.0
2288.0,277153950.0,11290505000.0,10435572000.0,1584298500.0,7213968000.0,5091456000.0
2289.0,275379740.0,11299855000.0,10443050000.0,1583940100.0,7208859000.0,5077747000.0
2290.0,274425950.0,11293247000.0,10448886000.0,1581753000.0,7219457000.0,5075414500.0
2291.0,272343970.0,11309831000.0,10459686000.0,1580991200.0,7199692000.0,5069925000.0
2292.0,263039740.0,11325678000.0,10474422000.0,1566232000.0,7194088000.0,5070292000.0
2293.0,255277440.0,11349999000.0,10492073000.0,1583851600.0,7264070700.0,5068695000.0
2294.0,251266460.0,11366877000.0,10504422000.0,1562508500.0,7232627700.0,5092869000.0
2295.0,249719950.0,11384902000.0,10507423000.0,1557970800.0,7185228000.0,5063502300.0
2296.0,247768830.0,11393598000.0,10513788000.0,1557626900.0,7181348400.0,5062521300.0
