time,MRI-ESM2-0,IPSL-CM6A-LR,CESM2-WACCM,CANESM5
2074.0,7302394000.0,7619897300.0,8509776000.0,4875841000.0
2075.0,7234185700.0,7564700000.0,8475028500.0,4738690600.0
2076.0,7200591000.0,7510924300.0,8467917000.0,4620856000.0
2077.0,7122185700.0,7432222000.0,8458005500.0,4461578000.0
2078.0,7108424000.0,7383855000.0,8418626600.0,4385130500.0
2079.0,7099706400.0,7330064000.0,8394424300.0,4271112700.0
2080.0,7065262600.0,7287197000.0,8381108700.0,4169564400.0
2081.0,7020403700.0,7259343000.0,8373922300.0,4073659100.0
2082.0,7003272000.0,7202265000.0,8367743500.0,3996298200.0
2083.0,6995495400.0,7125812000.0,8343140400.0,3919209500.0
2084.0,6975145500.0,7066143000.0,8342274000.0,3813752300.0
2085.0,6954303500.0,7030689000.0,8338103300.0,3725161700.0
2086.0,6963303400.0,6998676000.0,8312146000.0,3644360400.0
2087.0,6948216000.0,6970593000.0,8318819300.0,3554493000.0
2088.0,6931348500.0,6929121300.0,8284323000.0,3478571500.0
2089.0,6955770000.0,6843297300.0,8262174700.0,3354034400.0
2090.0,6894614500.0,6786562600.0,8243143700.0,3263950600.0
2091.0,6874572000.0,6746409500.0,8243758000.0,3107554600.0
2092.0,6892909000.0,6712672000.0,8241011700.0,3007138800.0
2093.0,6874380000.0,6657387000.0,8212096000.0,2890295800.0
2094.0,6920546300.0,6621088300.0,8187977700.0,2801729800.0
2095.0,6925907000.0,6587323400.0,8170412000.0,2733067500.0
2096.0,6850042000.0,6512677400.0,8161003000.0,2658226200.0
2097.0,6845466000.0,6468575700.0,8145171000.0,2528711700.0
2098.0,6822177300.0,6452165000.0,8115444700.0,2418878500.0
2099.0,6860872700.0,6420566000.0,8123238000.0,2352494300.0
2100.0,6841970000.0,6380737500.0,8099640000.0,2301253400.0
2101.0,6875404300.0,6331685000.0,8131077000.0,2199408600.0
2102.0,7133576700.0,6313498600.0,8084190000.0,2167894500.0
2103.0,7012470000.0,6303491600.0,8104689700.0,2077748500.0
2104.0,7416902000.0,6273452500.0,8112458000.0,2020445200.0
2105.0,7247038500.0,6233814000.0,8077510700.0,1970021400.0
2106.0,7138960000.0,6195167000.0,8101628400.0,1905428400.0
2107.0,7147423000.0,6176340500.0,8061842000.0,1849626900.0
2108.0,7074274300.0,6166124500.0,8035369500.0,1812514700.0
2109.0,7126270500.0,6109744600.0,8038964700.0,1783380900.0
2110.0,7081616000.0,6090787300.0,8065713000.0,1729262600.0
2111.0,7098818000.0,6070717000.0,8072185300.0,1696568300.0
2112.0,7054158000.0,6064060400.0,8061035000.0,1641014100.0
2113.0,7070418000.0,6031294000.0,8091130400.0,1637132200.0
2114.0,7194587000.0,6007658500.0,8260082700.0,1599745300.0
2115.0,7187369000.0,5983163000.0,8116820500.0,1573834600.0
2116.0,7180250600.0,5950115300.0,8145262000.0,1544940400.0
2117.0,7100980700.0,5946332700.0,8109297700.0,1528509200.0
2118.0,7405712000.0,5924004400.0,8136269000.0,1497150700.0
2119.0,7182732000.0,5890517000.0,8156629000.0,1463639400.0
2120.0,7268300300.0,5884051500.0,8116306400.0,1461920600.0
2121.0,7171803000.0,5844681700.0,8183889000.0,1426313900.0
2122.0,7189188600.0,5833171500.0,8162155000.0,1403845500.0
2123.0,7200551000.0,5829668400.0,8203359700.0,1376235300.0
2124.0,7455134700.0,5814511600.0,8178718000.0,1374370400.0
2125.0,7268884500.0,5788825600.0,8243899400.0,1337233500.0
2126.0,7348117000.0,5765307000.0,8196797400.0,1330264000.0
2127.0,7328694000.0,5755973600.0,8277003000.0,1288275700.0
2128.0,7456071000.0,5748433400.0,8272937000.0,1279305600.0
2129.0,7834484700.0,5720311300.0,8274624500.0,1270629800.0
2130.0,7526171600.0,5685617700.0,8349391400.0,1238406400.0
2131.0,7465854500.0,5690811000.0,8275148000.0,1224479700.0
2132.0,7452157400.0,5687334400.0,8322680300.0,1202305900.0
2133.0,7679349000.0,5655200300.0,8529079300.0,1175107300.0
2134.0,7517018600.0,5638993400.0,8433209000.0,1176494300.0
2135.0,7545228300.0,5609230000.0,8398384600.0,1133221500.0
2136.0,8027624400.0,5601324500.0,8385338400.0,1116277500.0
2137.0,8074148400.0,5604532000.0,8461202000.0,1130740700.0
2138.0,8042317300.0,5576600000.0,8432892400.0,1099420200.0
2139.0,7944957400.0,5566324700.0,8424913400.0,1066922500.0
2140.0,7792822300.0,5560168000.0,8422499000.0,1068045760.0
2141.0,7856828400.0,5523991000.0,8425062400.0,1050343000.0
2142.0,8095487500.0,5498220500.0,8538413600.0,1021444600.0
2143.0,8103776000.0,5485145000.0,8492530700.0,1019814800.0
2144.0,8124446000.0,5469096400.0,8473920000.0,1008211300.0
2145.0,8104068600.0,5467464700.0,8512273000.0,985745400.0
2146.0,9019040000.0,5467618300.0,8523544600.0,977009300.0
2147.0,8472061000.0,5450210300.0,8527091700.0,975249300.0
2148.0,8363256300.0,5428384000.0,8527985000.0,954922240.0
2149.0,8227948000.0,5419655700.0,8602308000.0,940067600.0
2150.0,8216451600.0,5417172500.0,8756177000.0,938567300.0
2151.0,8235392000.0,5392171000.0,8830558000.0,918812900.0
2152.0,8218441700.0,5382804000.0,8748541000.0,911721300.0
2153.0,8215439400.0,5367220700.0,8752650000.0,903531900.0
2154.0,8202961400.0,5344262700.0,8665405000.0,889046700.0
2155.0,8371289600.0,5342013400.0,8672487000.0,880715400.0
2156.0,8512934400.0,5328026600.0,8683619000.0,870962050.0
2157.0,8631016000.0,5320519700.0,8769571000.0,857089150.0
2158.0,8556169000.0,5305046500.0,8731044000.0,844698240.0
2159.0,8382889000.0,5297128400.0,8743904000.0,835222400.0
2160.0,8411986000.0,5266629600.0,8780646000.0,822201660.0
2161.0,8401186300.0,5259612000.0,8794519000.0,800857860.0
2162.0,9062650000.0,5253673000.0,8798642000.0,801647500.0
2163.0,8430548000.0,5251602000.0,8814013000.0,784678100.0
2164.0,8579915000.0,5236680000.0,8925905000.0,764961900.0
2165.0,9525776000.0,5227777000.0,8896753000.0,763471740.0
2166.0,9495207000.0,5226544000.0,9040890000.0,756455940.0
2167.0,9332619000.0,5203231000.0,8933809000.0,746974140.0
2168.0,9004306000.0,5195333000.0,9015314000.0,746131840.0
2169.0,8881605000.0,5190597000.0,8961712000.0,724692740.0
2170.0,8861756000.0,5184612000.0,8990342000.0,719448700.0
2171.0,8844702000.0,5184796700.0,9005847000.0,710060860.0
2172.0,8857331000.0,5185774600.0,9027375000.0,704029060.0
2173.0,8856903000.0,5176535000.0,9041998000.0,692544700.0
2174.0,9722139000.0,5143966700.0,9055550000.0,712782000.0
2175.0,8936640000.0,5142911000.0,9086830000.0,682362600.0
2176.0,10118993000.0,5120903000.0,9077382000.0,675132600.0
2177.0,10070846000.0,5140873700.0,9114498000.0,675249400.0
2178.0,9850381000.0,5137200600.0,9198980000.0,674779460.0
2179.0,9943452000.0,5134284000.0,9146245000.0,639281860.0
2180.0,9652177000.0,5126612500.0,9169925000.0,632425300.0
2181.0,10062516000.0,5123520500.0,9176125000.0,625237500.0
2182.0,9929325000.0,5121069600.0,9203618000.0,624994560.0
2183.0,9815969000.0,5118753000.0,9191728000.0,630575100.0
2184.0,9751981000.0,5117279700.0,9203416000.0,608317060.0
2185.0,9748815000.0,5114392600.0,9208154000.0,613216400.0
2186.0,9758675000.0,5110312400.0,9237606000.0,602055740.0
2187.0,9743364000.0,5203083000.0,9259910000.0,584094700.0
2188.0,9750679000.0,5094357500.0,9295460000.0,571023700.0
2189.0,9726736000.0,5098892300.0,9287581000.0,564227650.0
2190.0,9979950000.0,5083426000.0,9291686000.0,564376500.0
2191.0,9747048000.0,5077574000.0,9294786000.0,562195140.0
2192.0,9721747000.0,5060449000.0,9340287000.0,561728500.0
2193.0,9741746000.0,5054521000.0,9311239000.0,554995700.0
2194.0,9792836000.0,5046792000.0,9348641000.0,530826500.0
2195.0,9962323000.0,5042009000.0,9390961000.0,531263940.0
2196.0,9791317000.0,5039343000.0,9373483000.0,533881020.0
2197.0,9787785000.0,5035798000.0,9385564000.0,535763970.0
2198.0,9848648000.0,5038855000.0,9420052000.0,530381540.0
2199.0,10643394000.0,5010322400.0,9395410000.0,520957860.0
2200.0,10155431000.0,5031791000.0,9414991000.0,513419650.0
2201.0,10044620000.0,5013729000.0,9430532000.0,519719040.0
2202.0,9957585000.0,5000356000.0,9439215000.0,503528000.0
2203.0,9938267000.0,4999160000.0,9434630000.0,490811520.0
2204.0,9917459000.0,5013693000.0,9447202000.0,489400320.0
2205.0,10000481000.0,5002043400.0,9448738000.0,486777440.0
2206.0,9947242000.0,5001215500.0,9463837000.0,484060930.0
2207.0,9954251000.0,5001886000.0,9481535000.0,483302530.0
2208.0,9961968000.0,4999737000.0,9487500000.0,474465540.0
2209.0,9979386000.0,4996959000.0,9496197000.0,459479040.0
2210.0,10432616000.0,5011647500.0,9497039000.0,459361920.0
2211.0,10263885000.0,4984529000.0,9506053000.0,449820860.0
2212.0,10060552000.0,5025831400.0,9526221000.0,441072580.0
2213.0,10071332000.0,4993668000.0,9521186000.0,440673020.0
2214.0,10051031000.0,4975069700.0,9528277000.0,440188580.0
2215.0,10271525000.0,4974919700.0,9528265000.0,442772670.0
2216.0,10467159000.0,4980196400.0,9537062000.0,428913730.0
2217.0,10239889000.0,4961330000.0,9538100000.0,427964000.0
2218.0,10169350000.0,4962734000.0,9545515000.0,408917280.0
2219.0,10240316000.0,4965707300.0,9553866000.0,408610240.0
2220.0,10209179000.0,4960781000.0,9558645000.0,400136600.0
2221.0,10206172000.0,4953550300.0,9566015000.0,400253120.0
2222.0,10236689000.0,4947143000.0,9565292000.0,388938940.0
2223.0,10246867000.0,4946493000.0,9566681000.0,385299330.0
2224.0,10244434000.0,4968644000.0,9564402000.0,372036000.0
2225.0,10277918000.0,4952271000.0,9562733000.0,368356030.0
2226.0,10890230000.0,4968414700.0,9565309000.0,357937400.0
2227.0,10432173000.0,5158596600.0,9573009000.0,357972160.0
2228.0,10419009000.0,4997652500.0,9574443000.0,332423260.0
2229.0,10380512000.0,4971909000.0,9572674000.0,332201440.0
2230.0,10393427000.0,4943978000.0,9579099000.0,331898370.0
2231.0,10393159000.0,4935975000.0,9580443000.0,328010100.0
2232.0,10411617000.0,4934762000.0,9569187000.0,322474700.0
2233.0,10950887000.0,4951912000.0,9571103000.0,317273820.0
2234.0,10785944000.0,4939735000.0,9580649000.0,317651000.0
2235.0,10533808000.0,4933041000.0,9591462000.0,316282620.0
2236.0,10632752000.0,4929494500.0,9583044000.0,315732100.0
2237.0,10581669000.0,4955499500.0,9586947000.0,315287870.0
2238.0,10537297000.0,4933726700.0,9583266000.0,292755000.0
2239.0,10622911000.0,4920888300.0,9576218000.0,290211200.0
2240.0,11237856000.0,4921508400.0,9574085000.0,291042300.0
2241.0,11001350000.0,4925807000.0,9578405000.0,290233380.0
2242.0,10828143000.0,4910739000.0,9575312000.0,290262980.0
2243.0,10752800000.0,4910589000.0,9586439000.0,291857820.0
2244.0,10736541000.0,4910109700.0,9593289000.0,280759040.0
2245.0,11034670000.0,4899598000.0,9590786000.0,288607300.0
2246.0,11072247000.0,4897412600.0,9600098000.0,291748260.0
2247.0,10948568000.0,4927302700.0,9592199000.0,285091840.0
2248.0,10935546000.0,4892606500.0,9590881000.0,295154530.0
2249.0,10923794000.0,4908515300.0,9592261000.0,277185860.0
2250.0,10868046000.0,4901101600.0,9587613000.0,274614000.0
2251.0,10847399000.0,4892963000.0,9584299000.0,274097800.0
2252.0,10849868000.0,4895401000.0,9583493000.0,263559260.0
2253.0,11066596000.0,4889428000.0,9588176000.0,255622290.0
2254.0,10866504000.0,4889786000.0,9579566000.0,255572420.0
2255.0,10911737000.0,4882218000.0,9578373000.0,255706580.0
2256.0,10892561000.0,4875691000.0,9572449000.0,259551870.0
2257.0,11088730000.0,4870399500.0,9576706000.0,256658930.0
2258.0,10928960000.0,4862134300.0,9570134000.0,254095680.0
2259.0,10945032000.0,4859809000.0,9573455000.0,254071730.0
2260.0,11141124000.0,4860391400.0,9570339000.0,247567520.0
2261.0,11484625000.0,4882209300.0,9568097000.0,246738450.0
2262.0,11275154000.0,4853621000.0,9565710000.0,246747680.0
2263.0,11020585000.0,4837006000.0,9558268000.0,246293660.0
2264.0,11111310000.0,4833550300.0,9552492000.0,246057520.0
2265.0,11335205000.0,4847182300.0,9550416000.0,245862690.0
2266.0,11068385000.0,4830539000.0,9532241000.0,233314270.0
2267.0,11192848000.0,4811926000.0,9520444000.0,227033920.0
2268.0,11089137000.0,4809915400.0,9510939000.0,233463170.0
2269.0,11105044000.0,4801549000.0,9498700000.0,221058960.0
2270.0,11115174000.0,4800742400.0,9496019000.0,220064420.0
2271.0,11131255000.0,4799962000.0,9479941000.0,219553580.0
2272.0,11151391000.0,4799455700.0,9471188000.0,218331300.0
2273.0,11166390000.0,4797406700.0,9439048000.0,215103300.0
2274.0,11188352000.0,4795884000.0,9428190000.0,212237280.0
2275.0,11192621000.0,4792082400.0,9417881000.0,205985980.0
2276.0,11193783000.0,4780772400.0,9412763000.0,206170940.0
2277.0,11576017000.0,4778088000.0,9394466000.0,205478750.0
2278.0,11545721000.0,4748623000.0,9389722000.0,202447100.0
2279.0,11411499000.0,4747636000.0,9378223000.0,194470540.0
2280.0,11345502000.0,4747502000.0,9352806000.0,196122430.0
2281.0,11286767000.0,4746782700.0,9344378000.0,195221100.0
2282.0,11301833000.0,4748292600.0,9342644000.0,195555780.0
2283.0,11348213000.0,4745223700.0,9313625000.0,187437260.0
2284.0,11334417000.0,4741321000.0,9305714000.0,187313500.0
2285.0,11347434000.0,4738448000.0,9294230000.0,184651100.0
2286.0,11353691000.0,4733845000.0,9292495000.0,184954540.0
2287.0,11377803000.0,4731281400.0,9274657000.0,195601730.0
2288.0,11392532000.0,4724296700.0,9270992000.0,190819040.0
2289.0,11414777000.0,4709598000.0,9248231000.0,184611840.0
2290.0,11427173000.0,4704830500.0,9230123000.0,184818720.0
2291.0,11440010000.0,4690709500.0,9213359000.0,185209870.0
2292.0,11451118000.0,4672880600.0,9197556000.0,183164770.0
2293.0,11462779000.0,4673201700.0,9184548000.0,177806060.0
2294.0,11483347000.0,4686429700.0,9162998000.0,170838930.0
2295.0,11499982000.0,4677741000.0,9146405000.0,168726540.0
2296.0,11518759000.0,4667269000.0,9114594000.0,168864500.0
2297.0,11695057000.0,4667303000.0,9104133000.0,169363890.0
2298.0,11556066000.0,4674138600.0,9078245000.0,169655400.0
2299.0,11565234000.0,4674935300.0,9058646000.0,168699170.0
2300.0,11581957000.0,4663175700.0,9040755000.0,168680430.0
