time,CANESM5,MRI-ESM2-0,CESM2-WACCM,IPSL-CM6A-LR
2000.0,15576264000.0,15576264000.0,15576264000.0,15576264000.0
2001.0,15102417000.0,15102417000.0,15102417000.0,15102417000.0
2002.0,15044024000.0,15044024000.0,15044024000.0,15044024000.0
2003.0,14940723000.0,14940723000.0,14940723000.0,14940723000.0
2004.0,14872392000.0,14872392000.0,14872392000.0,14872392000.0
2005.0,14869054000.0,14869054000.0,14869054000.0,14869054000.0
2006.0,15000864000.0,15000864000.0,15000864000.0,15000864000.0
2007.0,14851621000.0,14851621000.0,14851621000.0,14851621000.0
2008.0,15156632000.0,15156632000.0,15156632000.0,15156632000.0
2009.0,14941533000.0,14941533000.0,14941533000.0,14941533000.0
2010.0,14808079000.0,14808079000.0,14808079000.0,14808079000.0
2011.0,14904141000.0,14904141000.0,14904141000.0,14904141000.0
2012.0,14904653000.0,14904653000.0,14904653000.0,14904653000.0
2013.0,14762543000.0,14762543000.0,14762543000.0,14762543000.0
2014.0,14554026000.0,14554026000.0,14554026000.0,14554026000.0
2015.0,14485633000.0,14485633000.0,14485633000.0,14485633000.0
2016.0,14389891000.0,14389891000.0,14389891000.0,14389891000.0
2017.0,14352677000.0,14352677000.0,14352677000.0,14352677000.0
2018.0,14282586000.0,14282586000.0,14282586000.0,14282586000.0
2019.0,14208083000.0,14208083000.0,14208083000.0,14208083000.0
2020.0,14132315000.0,14132315000.0,14132315000.0,14132315000.0
2021.0,13984214000.0,14002393000.0,13987331000.0,13986763000.0
2022.0,13867730000.0,13954199000.0,13768550000.0,13821577000.0
2023.0,13745433000.0,13827618000.0,13608288000.0,13717279000.0
2024.0,13599532000.0,13690726000.0,13569748000.0,13587958000.0
2025.0,13419018000.0,13470718000.0,13248599000.0,13456886000.0
2026.0,13259466000.0,13285507000.0,13053460000.0,13243478000.0
2027.0,13161140000.0,13233690000.0,12820046000.0,13086935000.0
2028.0,12886788000.0,13020684000.0,12520536000.0,12805155000.0
2029.0,12622556000.0,12798077000.0,12147848000.0,12536241000.0
2030.0,12313312000.0,12596652000.0,11720567000.0,12219196000.0
2031.0,12025400000.0,12326325000.0,11499445000.0,11790845000.0
2032.0,11625407000.0,12042703000.0,11156944000.0,11456419000.0
2033.0,11248985000.0,11754123000.0,10770577000.0,11181691000.0
2034.0,10913471000.0,11593669000.0,10345328000.0,11055076000.0
2035.0,10629733000.0,11636371000.0,9820266000.0,10850930000.0
2036.0,10259240000.0,11257079000.0,9423422000.0,10493012000.0
2037.0,10040129000.0,11002207000.0,8970361000.0,10095612000.0
2038.0,9545264000.0,10589247000.0,8575838000.0,9875059000.0
2039.0,9194767000.0,10325951000.0,8249845000.0,9504803000.0
