time,CANESM5,MRI-ESM2-0,CESM2-WACCM,IPSL-CM6A-LR
2040.0,8684166000.0,9944038000.0,7999097000.0,9153711000.0
2041.0,8147160000.0,9570904000.0,7611299000.0,8809712000.0
2042.0,7813272000.0,9153508000.0,7195329500.0,8288842000.0
2043.0,7288447500.0,8882316000.0,6941357600.0,7915029000.0
2044.0,6974600700.0,8612658000.0,6640132600.0,7512526300.0
2045.0,6669071000.0,8217575000.0,6288493000.0,7124669000.0
2046.0,6304954000.0,7922547700.0,6032534500.0,6893789000.0
2047.0,5999394000.0,7634197000.0,5748350000.0,6582309000.0
2048.0,5739362300.0,7280581600.0,5447131000.0,6352156000.0
2049.0,5477160000.0,6989104600.0,5140225000.0,6252338000.0
2050.0,5252117500.0,6722130000.0,4791853000.0,5853352000.0
2051.0,4991896600.0,6371806700.0,4537060400.0,5569327600.0
2052.0,4752359000.0,6148532700.0,4298964500.0,5364558000.0
2053.0,4522510300.0,5878849000.0,4143983900.0,5137683500.0
2054.0,4337897000.0,5635779600.0,4028481000.0,4863137300.0
2055.0,4171344400.0,5400284000.0,3725011200.0,4636604000.0
2056.0,3944938800.0,5168043000.0,3528914200.0,4513166300.0
2057.0,3712612600.0,5245728000.0,3286439000.0,4248510200.0
2058.0,3539498000.0,4896787000.0,3024506600.0,4047757000.0
2059.0,3334675500.0,4737396000.0,2884405200.0,3907731700.0
2060.0,3092725500.0,4590150000.0,2754122200.0,3825004500.0
2061.0,2936872000.0,4458370600.0,2680724200.0,3605749200.0
2062.0,2810327600.0,4339133400.0,2486982100.0,3443369000.0
2063.0,2657764000.0,4199860200.0,2356975900.0,3294530000.0
2064.0,2477466000.0,4085295600.0,2294413800.0,3151602000.0
2065.0,2361455900.0,4300055600.0,2134525400.0,3052958500.0
2066.0,2211952400.0,3985425700.0,2032346900.0,2918807300.0
2067.0,2097318800.0,3839239000.0,1921545600.0,2797237800.0
2068.0,2028187800.0,3922170000.0,1790021900.0,2692441300.0
2069.0,1916433800.0,3680075300.0,1823877100.0,2573709600.0
2070.0,1808764400.0,3662412300.0,1661928200.0,2494043600.0
2071.0,1677340900.0,3560836600.0,1580115100.0,2390388700.0
2072.0,1579733500.0,3471520800.0,1552094200.0,2279937800.0
2073.0,1449603100.0,3335222800.0,1365441900.0,2170348300.0
2074.0,1319012700.0,3371274500.0,1350331900.0,2057015300.0
2075.0,1257749000.0,3219645700.0,1213352800.0,1920420500.0
2076.0,1158580000.0,3417263900.0,1118856600.0,1875199200.0
2077.0,1077678200.0,3108537900.0,1087627400.0,1799476700.0
2078.0,1017195650.0,3079838000.0,1030199400.0,1682614400.0
2079.0,988166900.0,2965665800.0,1036529100.0,1562003200.0
2080.0,943311200.0,2948632300.0,943921600.0,1483450100.0
2081.0,895277500.0,2799046000.0,881160260.0,1430644500.0
2082.0,892418700.0,2723772700.0,859998660.0,1382148100.0
2083.0,841105600.0,2750570200.0,823727100.0,1298044300.0
2084.0,772179140.0,3462253300.0,768651840.0,1258786000.0
2085.0,831051100.0,2754144000.0,749486800.0,1233797900.0
2086.0,770997000.0,2647412000.0,787343000.0,1222290800.0
2087.0,709719500.0,2548041700.0,743118000.0,1106949100.0
2088.0,851016000.0,2562776000.0,1260988900.0,1053527000.0
2089.0,675424400.0,2479713300.0,874943400.0,1728064400.0
2090.0,760585700.0,2821907500.0,712758460.0,1039453950.0
2091.0,685889900.0,2401840600.0,884863500.0,1033037950.0
2092.0,649150400.0,2389125000.0,728032000.0,960187700.0
2093.0,593117600.0,2653706200.0,952160800.0,1015403460.0
2094.0,644290370.0,2397839400.0,667793100.0,890488500.0
2095.0,644825150.0,2240780300.0,713136640.0,935333200.0
2096.0,875281340.0,2077778400.0,898672500.0,877685250.0
2097.0,567244700.0,2053483800.0,669001500.0,860676030.0
2098.0,544319360.0,2054835700.0,914952300.0,830975000.0
2099.0,657996860.0,2670260000.0,742468540.0,819695940.0
2100.0,619667200.0,2300115700.0,943724740.0,795520640.0
