time,GFDL-ESM4,MRI-ESM2-0,EC-EARTH3-VEG,BCC-CSM2-MR,FGOALS-F3-L,NORESM2-MM,CESM2,MPI-ESM1-2-HR,CAMS-CSM1-0,CESM2-WACCM,INM-CM4-8,INM-CM5-0,EC-EARTH3
2037.0,11595713000.0,10821683000.0,12142765000.0,10756975000.0,11418042000.0,11383607000.0,10326015000.0,12123211000.0,12738970000.0,10843484000.0,11289641000.0,11759469000.0,11810404000.0
2038.0,11396219000.0,10467110000.0,11771231000.0,10412880000.0,11168273000.0,11045596000.0,9913388000.0,11960378000.0,12521029000.0,10434073000.0,11002195000.0,11559037000.0,11500819000.0
2039.0,11198364000.0,10314163000.0,11821929000.0,10274855000.0,10858110000.0,10822170000.0,9651682000.0,11932881000.0,12433466000.0,10107650000.0,10948963000.0,11295123000.0,11375846000.0
2040.0,10996040000.0,10016620000.0,11645278000.0,9982221000.0,10466175000.0,10588219000.0,9462024000.0,11631127000.0,13261367000.0,9782679000.0,10580551000.0,11101242000.0,11063980000.0
2041.0,10822801000.0,9643742000.0,11319988000.0,9793727000.0,10437812000.0,10394069000.0,9200813000.0,11451653000.0,12742006000.0,9605542000.0,10381916000.0,10898665000.0,10807358000.0
2042.0,10628334000.0,9221068000.0,11130271000.0,9506600000.0,10015432000.0,10105660000.0,8922090000.0,11211844000.0,12365860000.0,9266373000.0,10229775000.0,10767959000.0,10609698000.0
2043.0,10388267000.0,9012984000.0,10861206000.0,9237445000.0,9867024000.0,9909606000.0,8622405000.0,11093847000.0,12103755000.0,8927761000.0,9918807000.0,10806870000.0,10354892000.0
2044.0,10243492000.0,8788553000.0,10692068000.0,8927840000.0,9486527000.0,9547310000.0,8349914000.0,10780186000.0,12028409000.0,8631833000.0,9771768000.0,10502506000.0,10086849000.0
2045.0,10032324000.0,8521035000.0,10506270000.0,8777135000.0,9082485000.0,9355912000.0,8052229000.0,10657966000.0,12970975000.0,8219779000.0,9660795000.0,10280695000.0,9896632000.0
2046.0,9764361000.0,8341064700.0,10220156000.0,8597534000.0,8721800000.0,9121153000.0,7778298400.0,10510758000.0,12164776000.0,8026258000.0,9312389000.0,10024124000.0,9493129000.0
2047.0,9476600000.0,8138729500.0,10028454000.0,8261158000.0,8382468000.0,8853097000.0,7577098000.0,10291252000.0,12007900000.0,7717207000.0,9103412000.0,9899930000.0,9217759000.0
2048.0,9265066000.0,7892526000.0,9706293000.0,8116550700.0,8093755400.0,8572995600.0,7521583000.0,10066133000.0,11722284000.0,7518615000.0,8784000000.0,9634115000.0,8946131000.0
2049.0,9073783000.0,7642495500.0,9426137000.0,7870945300.0,7901570600.0,8484039700.0,7179217400.0,9811981000.0,11670712000.0,7237780000.0,8712376000.0,9491627000.0,8738050000.0
2050.0,8854626000.0,7359042000.0,9236282000.0,7747222500.0,7532151000.0,8435165000.0,6991205400.0,9606092000.0,11561115000.0,6965449000.0,8474596400.0,9134256000.0,8516642300.0
2051.0,8713114000.0,7064662500.0,9001751000.0,7420483600.0,7177530000.0,8035179000.0,6499939300.0,9385127000.0,11382843000.0,6769233000.0,8250962400.0,8930343000.0,8538237400.0
2052.0,8512692000.0,6812871000.0,9011907000.0,7226040000.0,6825656000.0,7732733000.0,6323167000.0,9151471000.0,11309286000.0,6447840000.0,8048740400.0,8756602000.0,8143520000.0
2053.0,8755251000.0,6570023400.0,8669352000.0,6921296400.0,6491964000.0,7330507300.0,6060852700.0,8978264000.0,11170316000.0,6494896000.0,7905543000.0,8563155000.0,7775108000.0
2054.0,8216209000.0,6389315600.0,8308357600.0,6651409400.0,8040707600.0,7026130400.0,5824776000.0,8710007000.0,11230354000.0,6318867000.0,7636288000.0,8267081000.0,7509651000.0
2055.0,7927965700.0,6199471600.0,7986338300.0,6368208000.0,6256127000.0,6842628000.0,5562566700.0,8461654500.0,11016343000.0,6033980400.0,7468580000.0,8033079300.0,7320005000.0
2056.0,7832023000.0,6091168000.0,7716782000.0,6093895000.0,6079638000.0,6510300700.0,5408824000.0,8299324400.0,10891632000.0,5745707500.0,7237018000.0,7916693000.0,7020497400.0
2057.0,7586215400.0,5840926000.0,7523433500.0,5795816400.0,5840696300.0,6156572000.0,5223720000.0,8060466700.0,11057595000.0,5515391000.0,7018072600.0,8465597000.0,6740875300.0
2058.0,7416456000.0,5599403000.0,7200234500.0,5521244000.0,5651604000.0,5910230000.0,5049377000.0,7818044000.0,10671918000.0,5284266000.0,6861298000.0,7597605400.0,6313099300.0
2059.0,7188253700.0,5410014000.0,6993744000.0,5290763000.0,5452147700.0,5703142400.0,4862994000.0,7450417000.0,10539554000.0,5046921000.0,6649047600.0,7463075300.0,5920725000.0
2060.0,7019911700.0,5268821000.0,6490124000.0,4997330400.0,5275410000.0,5475344400.0,4727248000.0,7266041300.0,10425882000.0,4844038000.0,6430200000.0,7303030300.0,5732515300.0
2061.0,6731116000.0,5184872400.0,6159839700.0,4755307000.0,5093236700.0,5276333000.0,4635389000.0,7175249000.0,10319433000.0,4634344400.0,6252517400.0,7264924700.0,5358957600.0
2062.0,6541265000.0,5101282300.0,5906771000.0,4505251300.0,4898797000.0,5067086000.0,4484935000.0,6911335000.0,10120140000.0,4419897000.0,6081646000.0,7054766600.0,5112441300.0
2063.0,6351969000.0,4909002000.0,5642258000.0,4248576000.0,4736917500.0,4888107500.0,4370234400.0,6693495300.0,10009851000.0,4188665900.0,5873627000.0,6802161700.0,4851039700.0
2064.0,6146820000.0,4828184000.0,5476693500.0,4146223000.0,4555457500.0,4709766000.0,4258717200.0,6541219300.0,9879216000.0,3989026800.0,5657454000.0,6701138000.0,4614625000.0
2065.0,5921066500.0,4662464500.0,5251957000.0,3938620200.0,4404870700.0,4374057500.0,3996755000.0,6331308000.0,9672687000.0,3792541700.0,5484001300.0,6763585500.0,4357271600.0
2066.0,5702307300.0,4517843500.0,5020317700.0,3711387100.0,4245055500.0,4187807000.0,3798062000.0,6152785400.0,9470477000.0,3638553000.0,5370930700.0,7397685000.0,4175955000.0
2067.0,5567669000.0,4405057500.0,4789254700.0,3517026300.0,4058659300.0,3930852900.0,3637542000.0,5983613000.0,9398473000.0,3470575400.0,5130337300.0,6258721300.0,3862958800.0
2068.0,5409867300.0,4304870400.0,4462039000.0,3329819600.0,3989729000.0,3779804400.0,3508279600.0,5688287700.0,9176857000.0,3270437400.0,4971412500.0,6044177400.0,3650748000.0
2069.0,5252310000.0,4183287800.0,4421967000.0,3081833500.0,3733250300.0,3608414000.0,3331046100.0,5549339000.0,9129556000.0,3135057400.0,4824670000.0,5849631000.0,3481080000.0
2070.0,5091287000.0,4041528300.0,4189353000.0,2929462300.0,3602870300.0,3445043500.0,3129524000.0,5403097000.0,9025822000.0,2935851300.0,4585931000.0,5689262600.0,3243302700.0
2071.0,4926652000.0,3917877500.0,4095487200.0,2739875000.0,3454279400.0,3322589200.0,2995876400.0,5272564000.0,8774735000.0,2737322000.0,4431750700.0,5570715000.0,3083452700.0
2072.0,4863332400.0,3779038700.0,3869849000.0,2624889900.0,3285895000.0,3145008600.0,2874187300.0,5152672000.0,8497782000.0,2557092000.0,4308306000.0,5396912000.0,2935100700.0
2073.0,4631687700.0,3653881900.0,3662032400.0,2519453000.0,3153849000.0,2978244600.0,2700130000.0,4950094300.0,8287752000.0,2388014600.0,4203004700.0,5266661000.0,2961080300.0
2074.0,4509075500.0,3525632000.0,3451742200.0,2408566000.0,2997866500.0,2842942200.0,2562488000.0,4823862000.0,8339432400.0,2171392800.0,4098253300.0,5712230400.0,2760323000.0
2075.0,4274140400.0,3376413700.0,3258974500.0,2298626000.0,2903311000.0,2694173400.0,2416951300.0,4602882600.0,8168543700.0,1978828900.0,3976349700.0,5059383300.0,2608098800.0
2076.0,4173003500.0,3293526800.0,3105006000.0,2147907300.0,2733919700.0,2565050600.0,2292938200.0,4441787400.0,7810843000.0,1865553300.0,3841940200.0,4946309600.0,2493977900.0
2077.0,4049520400.0,3134024400.0,2937479000.0,2020179200.0,2625334300.0,2445356300.0,2183624400.0,4287063000.0,7703705600.0,1721880400.0,3698801400.0,4870400500.0,2358867000.0
2078.0,3916477000.0,3007585500.0,2810611700.0,1888058900.0,2524786200.0,2405804000.0,2074987100.0,4117563400.0,7398616600.0,1561605400.0,3599551500.0,4714401300.0,2190841000.0
2079.0,3748239400.0,2896676400.0,2670143700.0,1747307800.0,2357406000.0,2316817200.0,1948691700.0,3974611200.0,7172748300.0,1437696400.0,3460537300.0,4583109600.0,2006494700.0
2080.0,3638784000.0,2784431600.0,2476382200.0,1627520500.0,2217811700.0,2130710800.0,1798846700.0,3809867500.0,7170928600.0,1341299800.0,3308848600.0,4477133000.0,1889493600.0
2081.0,3504643800.0,2624372000.0,2304923100.0,1531412900.0,2096102400.0,2035999000.0,1686451200.0,3641036000.0,6876684300.0,1219027500.0,3209438500.0,4303299000.0,1770144100.0
2082.0,3336320500.0,2515639800.0,2201277700.0,1381959000.0,1990504400.0,1909401900.0,1541546000.0,3492606200.0,6549741600.0,1141095800.0,3183699200.0,4126205700.0,1645239200.0
2083.0,3204159000.0,2400375000.0,2065293600.0,1291364500.0,1850952200.0,1748184400.0,1477407100.0,3348504000.0,6330001400.0,1051442240.0,3035022600.0,4019490000.0,1466754400.0
2084.0,3090963700.0,2315077400.0,1872078700.0,1215694200.0,1736948200.0,1601944300.0,1375572100.0,3235519200.0,6106797600.0,943936830.0,2839412200.0,3898734300.0,1371247100.0
2085.0,2961754000.0,2230441000.0,1727128300.0,1132781300.0,1615258600.0,1536161000.0,1227377500.0,3075424800.0,5954375700.0,816245500.0,2764236500.0,3771440400.0,1413828700.0
2086.0,2865055200.0,2123899900.0,1562783500.0,1030315400.0,1507645800.0,1431001900.0,1169321200.0,2975211500.0,5721260000.0,721609400.0,2635710200.0,3633941500.0,1231726700.0
2087.0,2767532300.0,1929231000.0,1428548400.0,944215740.0,1416105200.0,1287971800.0,1052377900.0,2834496800.0,5531371000.0,643406600.0,2563151600.0,3517701400.0,1140325400.0
2088.0,2729126100.0,1819672000.0,1291303400.0,896249340.0,1311743400.0,1252699500.0,980172740.0,2721092600.0,5368257500.0,581693900.0,2460796400.0,3410413300.0,1040662400.0
2089.0,2605563400.0,1760020900.0,1170445300.0,828756400.0,1180875000.0,1150490200.0,901703400.0,2564723200.0,5216512500.0,535312260.0,2366361900.0,3311024600.0,929331400.0
2090.0,2504953300.0,1652089600.0,1069641800.0,755940200.0,1065497100.0,1016217660.0,815512800.0,2444220000.0,5064019500.0,498796960.0,2307170800.0,3187173600.0,860036200.0
2091.0,2390461200.0,1527599900.0,1021540300.0,701004860.0,996196600.0,950733200.0,725559040.0,2342766800.0,4901294000.0,450357200.0,2154742800.0,3105723400.0,784559740.0
2092.0,2309387500.0,1484787000.0,925894600.0,632353340.0,1011339200.0,1002320700.0,658139200.0,2233515500.0,4758072300.0,415564200.0,2056360300.0,3083368200.0,746352000.0
2093.0,2222132000.0,1377230800.0,835427600.0,584821100.0,876908350.0,840838850.0,611223900.0,2175547400.0,4509782000.0,375532000.0,1925157500.0,2936791600.0,690474430.0
2094.0,2104504800.0,1286326500.0,766669900.0,542760770.0,830798300.0,758429440.0,576132500.0,1953962500.0,4427667500.0,357307780.0,1788574500.0,2843450600.0,633309950.0
2095.0,2004501600.0,1169036400.0,693967550.0,520137630.0,782918800.0,681342660.0,530314180.0,1846929400.0,4625274400.0,310172900.0,1664166700.0,2721330700.0,558410500.0
2096.0,1907802600.0,1092666000.0,613296900.0,483901120.0,743642430.0,639406300.0,477851230.0,1710098200.0,4220169700.0,255757400.0,1585475100.0,2642505200.0,533620060.0
2097.0,1841124000.0,1012956300.0,556701900.0,445001020.0,693229060.0,604786750.0,441034270.0,1606002400.0,4061178000.0,218916180.0,1506606000.0,2529867500.0,491655700.0
2098.0,1712670000.0,975218370.0,523616350.0,413171400.0,654359100.0,572233300.0,410579740.0,1521294000.0,3908323000.0,205154380.0,1446866200.0,2469869800.0,445322200.0
2099.0,1632736000.0,924099400.0,492378240.0,379130620.0,610106000.0,506516450.0,385743070.0,1428927100.0,3788695800.0,187101230.0,1364612200.0,2375560200.0,411301760.0
2100.0,1568688000.0,867940900.0,437009120.0,346587170.0,587900000.0,461749980.0,363003900.0,1342051600.0,3900863700.0,174921250.0,1323481900.0,2374286300.0,357929100.0
