time,TAIESM1,MPI-ESM1-2-HR,CESM2,NORESM2-MM,EC-EARTH3,IPSL-CM6A-LR,INM-CM4-8,INM-CM5-0,CESM2-WACCM,ACCESS-CM2,CAMS-CSM1-0,EC-EARTH3-VEG,ACCESS-ESM1-5,MRI-ESM2-0,GFDL-ESM4,CANESM5,CMCC-CM2-SR5,FGOALS-F3-L,BCC-CSM2-MR
2010.0,14808079000.0,14808079000.0,14808079000.0,14808079000.0,14808079000.0,14808079000.0,14808079000.0,14808079000.0,14808079000.0,14808079000.0,14808079000.0,14808079000.0,14808079000.0,14808079000.0,14808079000.0,14808079000.0,14808079000.0,14808079000.0,14808079000.0
2011.0,14904141000.0,14904141000.0,14904141000.0,14904141000.0,14904141000.0,14904141000.0,14904141000.0,14904141000.0,14904141000.0,14904141000.0,14904141000.0,14904141000.0,14904141000.0,14904141000.0,14904141000.0,14904141000.0,14904141000.0,14904141000.0,14904141000.0
2012.0,14904653000.0,14904653000.0,14904653000.0,14904653000.0,14904653000.0,14904653000.0,14904653000.0,14904653000.0,14904653000.0,14904653000.0,14904653000.0,14904653000.0,14904653000.0,14904653000.0,14904653000.0,14904653000.0,14904653000.0,14904653000.0,14904653000.0
2013.0,14762543000.0,14762543000.0,14762543000.0,14762543000.0,14762543000.0,14762543000.0,14762543000.0,14762543000.0,14762543000.0,14762543000.0,14762543000.0,14762543000.0,14762543000.0,14762543000.0,14762543000.0,14762543000.0,14762543000.0,14762543000.0,14762543000.0
2014.0,14554026000.0,14554026000.0,14554026000.0,14554026000.0,14554026000.0,14554026000.0,14554026000.0,14554026000.0,14554026000.0,14554026000.0,14554026000.0,14554026000.0,14554026000.0,14554026000.0,14554026000.0,14554026000.0,14554026000.0,14554026000.0,14554026000.0
2015.0,14485633000.0,14485633000.0,14485633000.0,14485633000.0,14485633000.0,14485633000.0,14485633000.0,14485633000.0,14485633000.0,14485633000.0,14485633000.0,14485633000.0,14485633000.0,14485633000.0,14485633000.0,14485633000.0,14485633000.0,14485633000.0,14485633000.0
2016.0,14389891000.0,14389891000.0,14389891000.0,14389891000.0,14389891000.0,14389891000.0,14389891000.0,14389891000.0,14389891000.0,14389891000.0,14389891000.0,14389891000.0,14389891000.0,14389891000.0,14389891000.0,14389891000.0,14389891000.0,14389891000.0,14389891000.0
2017.0,14352677000.0,14352677000.0,14352677000.0,14352677000.0,14352677000.0,14352677000.0,14352677000.0,14352677000.0,14352677000.0,14352677000.0,14352677000.0,14352677000.0,14352677000.0,14352677000.0,14352677000.0,14352677000.0,14352677000.0,14352677000.0,14352677000.0
2018.0,14282586000.0,14282586000.0,14282586000.0,14282586000.0,14282586000.0,14282586000.0,14282586000.0,14282586000.0,14282586000.0,14282586000.0,14282586000.0,14282586000.0,14282586000.0,14282586000.0,14282586000.0,14282586000.0,14282586000.0,14282586000.0,14282586000.0
2019.0,14208083000.0,14208083000.0,14208083000.0,14208083000.0,14208083000.0,14208083000.0,14208083000.0,14208083000.0,14208083000.0,14208083000.0,14208083000.0,14208083000.0,14208083000.0,14208083000.0,14208083000.0,14208083000.0,14208083000.0,14208083000.0,14208083000.0
2020.0,14132315000.0,14132315000.0,14132315000.0,14132315000.0,14132315000.0,14132315000.0,14132315000.0,14132315000.0,14132315000.0,14132315000.0,14132315000.0,14132315000.0,14132315000.0,14132315000.0,14132315000.0,14132315000.0,14132315000.0,14132315000.0,14132315000.0
2021.0,14040794000.0,14154977000.0,13948593000.0,14071259000.0,14003021000.0,13986763000.0,14154615000.0,14035988000.0,13987331000.0,14040107000.0,14248625000.0,13993641000.0,14031192000.0,14002393000.0,14150370000.0,13984214000.0,14111734000.0,13997842000.0,14081725000.0
2022.0,13909473000.0,14017136000.0,13847557000.0,13970051000.0,13860172000.0,13821577000.0,13904365000.0,13933970000.0,13768550000.0,13891120000.0,14103741000.0,13838834000.0,13984725000.0,13954199000.0,14073589000.0,13867730000.0,13957682000.0,13896815000.0,13936395000.0
2023.0,13782292000.0,13917979000.0,13726862000.0,13868461000.0,13707879000.0,13717279000.0,13856841000.0,13916145000.0,13608288000.0,13778892000.0,14076111000.0,13712993000.0,13881587000.0,13827618000.0,13953601000.0,13745433000.0,13955579000.0,13826377000.0,13759633000.0
2024.0,13670821000.0,13795133000.0,13513396000.0,13730745000.0,13597489000.0,13587958000.0,13563588000.0,13707642000.0,13569748000.0,13631942000.0,13821180000.0,13594413000.0,14097430000.0,13690726000.0,14041158000.0,13599532000.0,14019482000.0,13809400000.0,13659014000.0
2025.0,13520453000.0,13680152000.0,13318278000.0,13777534000.0,13739502000.0,13456886000.0,13452090000.0,13592348000.0,13248599000.0,13526224000.0,14183270000.0,13418972000.0,13728543000.0,13470718000.0,14443618000.0,13419018000.0,13750781000.0,13529524000.0,13634244000.0
2026.0,13442395000.0,13621314000.0,13178125000.0,13419122000.0,13361355000.0,13243478000.0,13195108000.0,13464936000.0,13053460000.0,13320480000.0,13896435000.0,13475996000.0,13588917000.0,13285507000.0,14055132000.0,13259466000.0,13670266000.0,13377366000.0,13490779000.0
2027.0,13302355000.0,13611763000.0,12992352000.0,13310002000.0,13230574000.0,13086935000.0,13025491000.0,13328654000.0,12820046000.0,13108261000.0,13952578000.0,13127333000.0,13391825000.0,13233690000.0,13646950000.0,13161140000.0,13559486000.0,13276775000.0,13281832000.0
2028.0,13069897000.0,13423696000.0,12822193000.0,13191215000.0,13066447000.0,12805155000.0,12827048000.0,13150550000.0,12520536000.0,12848874000.0,13598390000.0,12954317000.0,13209050000.0,13020684000.0,13494940000.0,12886788000.0,13411826000.0,13103154000.0,13290160000.0
2029.0,12789806000.0,13441425000.0,12835886000.0,13275098000.0,12802794000.0,12536241000.0,12732045000.0,13004255000.0,12147848000.0,12681557000.0,13675455000.0,12696574000.0,13055328000.0,12798077000.0,13431849000.0,12622556000.0,13210786000.0,12986991000.0,13115571000.0
2030.0,12610665000.0,13356057000.0,12693211000.0,12982898000.0,12511944000.0,12219196000.0,12554245000.0,12761085000.0,11720567000.0,12437143000.0,13388973000.0,12490238000.0,12808498000.0,12596652000.0,13224500000.0,12313312000.0,13039451000.0,12822813000.0,12899418000.0
2031.0,12268726000.0,13071006000.0,12338364000.0,12749246000.0,12265879000.0,11792637000.0,12390683000.0,12580995000.0,11498705000.0,12162139000.0,13250519000.0,12354240000.0,12470279000.0,12326822000.0,13109396000.0,12026836000.0,12837697000.0,12600978000.0,12709296000.0
2032.0,12045968000.0,13290995000.0,12059756000.0,12476803000.0,12042595000.0,11462531000.0,12132821000.0,12354140000.0,11154951000.0,11996525000.0,13206524000.0,12225789000.0,12167930000.0,12044852000.0,12963428000.0,11628709000.0,12891807000.0,12254913000.0,12520905000.0
2033.0,11744554000.0,12897325000.0,11795658000.0,12292371000.0,11825427000.0,11197956000.0,11902219000.0,12137959000.0,10767421000.0,11712516000.0,13066074000.0,11909675000.0,11759154000.0,11752795000.0,12969829000.0,11257696000.0,12622046000.0,12049829000.0,12349435000.0
2034.0,11230928000.0,12850851000.0,11617881000.0,12112385000.0,11662704000.0,11090084000.0,11678251000.0,11963416000.0,10340354000.0,11339241000.0,12869064000.0,11739737000.0,11436245000.0,11584843000.0,12672643000.0,10921361000.0,12509866000.0,11772837000.0,12114363000.0
2035.0,10980990000.0,12945219000.0,11258824000.0,11854049000.0,11368713000.0,10885910000.0,11415348000.0,11779258000.0,9811406000.0,11146328000.0,12660244000.0,11471935000.0,11093786000.0,11613788000.0,12483124000.0,10639887000.0,12265416000.0,11485231000.0,11904456000.0
2036.0,10487824000.0,12588428000.0,10894994000.0,11554454000.0,11139741000.0,10539071000.0,11235478000.0,11553637000.0,9406992000.0,10833611000.0,12506137000.0,11337611000.0,10875776000.0,11237310000.0,12387613000.0,10271837000.0,12099157000.0,11192238000.0,11935360000.0
2037.0,10055881000.0,12315080000.0,10618540000.0,11302978000.0,10864890000.0,10149579000.0,10764120000.0,11290252000.0,8951370000.0,10566503000.0,12332469000.0,10996852000.0,10609855000.0,10982690000.0,12259134000.0,10057704000.0,11897937000.0,11082188000.0,11638277000.0
2038.0,9734272000.0,12165998000.0,10241046000.0,11020037000.0,10748969000.0,9934495000.0,10462233000.0,11100068000.0,8552176000.0,10259608000.0,12174994000.0,10806708000.0,10395752000.0,10570132000.0,12029923000.0,9559170000.0,11689911000.0,11019671000.0,11486183000.0
2039.0,9331922000.0,12023441000.0,9856535000.0,10702982000.0,10364038000.0,9574814000.0,10091845000.0,10942513000.0,8217204000.0,10031606000.0,11935312000.0,10568907000.0,9939037000.0,10306227000.0,11778834000.0,9211081000.0,11333990000.0,10469962000.0,11315325000.0
2040.0,8842188000.0,12074784000.0,9510292000.0,10431076000.0,9965962000.0,9226479000.0,9806932000.0,10778500000.0,7965176000.0,9677576000.0,11851520000.0,10335372000.0,9420342000.0,9922161000.0,11606661000.0,8697040000.0,11063053000.0,10474851000.0,11038473000.0
2041.0,8405532700.0,11902162000.0,8992265000.0,10083873000.0,9454470000.0,9069280000.0,9534009000.0,10596850000.0,7630331400.0,9232265000.0,11733179000.0,10118434000.0,9056136000.0,9532129000.0,11555120000.0,8283798000.0,10750756000.0,10083024000.0,10730569000.0
2042.0,7880344600.0,11652650000.0,8736807000.0,9683812000.0,9179806000.0,8555764000.0,9108192000.0,10278227000.0,7136332000.0,8896666000.0,11797524000.0,9809444000.0,8764686000.0,9204119000.0,11273908000.0,7983216000.0,10473606000.0,9792385000.0,10513215000.0
2043.0,7399432700.0,11487382000.0,8374850000.0,9465440000.0,9302769000.0,8269288000.0,8824397000.0,10111034000.0,6800947700.0,8566609000.0,11683663000.0,9542023000.0,8355116000.0,8835924000.0,11003793000.0,7785129000.0,10326041000.0,9481776000.0,10363126000.0
2044.0,6904291300.0,11269295000.0,8034787000.0,9169672000.0,8906514000.0,7932090000.0,8600720000.0,9975622000.0,6534278700.0,8100798500.0,11350585000.0,9380300000.0,8005961700.0,8441923000.0,10669720000.0,7296747000.0,9885159000.0,9124600000.0,10140908000.0
2045.0,6439042000.0,11051607000.0,7690065400.0,8737414000.0,8511835600.0,7520314000.0,8446028000.0,9758904000.0,6149928400.0,7714416600.0,11427387000.0,9118683000.0,7669178400.0,8059763700.0,10272609000.0,6786996000.0,9638170000.0,8757534000.0,9852676000.0
2046.0,6056852000.0,10921197000.0,7479976000.0,8438231000.0,8185673000.0,7188316000.0,8107634700.0,9571107000.0,5830704600.0,7237889000.0,11146900000.0,8869690000.0,7344655000.0,7754946600.0,10081960000.0,6436287000.0,9540849000.0,8483500000.0,9488181000.0
2047.0,5663211000.0,10744493000.0,7143295000.0,7909799400.0,7857546000.0,6949630000.0,7802746000.0,9295624000.0,5550734000.0,6978725400.0,10894367000.0,8616639000.0,7061060000.0,7507215000.0,9924536000.0,6167548400.0,9165813000.0,8160797700.0,9296155000.0
2048.0,5240805000.0,10559766000.0,6828950000.0,7504251400.0,7431156700.0,6612043300.0,7571397000.0,9004129000.0,5326653000.0,6897402400.0,10745384000.0,8361042400.0,6824091600.0,7220565000.0,9660867000.0,5745265000.0,8770768000.0,7759307000.0,9083857000.0
2049.0,4827975000.0,10284843000.0,6620825000.0,7150844400.0,7310259000.0,6327271400.0,7390243000.0,8732336000.0,4952681000.0,6445581300.0,10490899000.0,8073828000.0,6524892000.0,6854288000.0,9386103000.0,5435556000.0,8444102000.0,7357673500.0,8799277000.0
2050.0,4509969400.0,10108838000.0,6363645000.0,6806944300.0,7001625000.0,5973871000.0,7327873500.0,8384200700.0,4607060500.0,5984013300.0,10393151000.0,7796578300.0,6281657000.0,6560861000.0,9088378000.0,5213476400.0,8092599000.0,7180549600.0,8416444400.0
2051.0,4244275700.0,9872532000.0,6000610300.0,6543377400.0,6737567000.0,5720763000.0,7194420000.0,8105749500.0,4476954600.0,5564182500.0,10182733000.0,7451012000.0,5925543400.0,6337733600.0,8908858000.0,4925112000.0,7838966300.0,6986375700.0,8176609300.0
2052.0,4009586700.0,9695891000.0,5691030000.0,6180508000.0,6404994600.0,5389438500.0,7042630000.0,7948309500.0,4324623000.0,5332380700.0,10062394000.0,7208818700.0,5713771500.0,6692784600.0,8714346000.0,4611671600.0,7599457300.0,6754705400.0,7859002400.0
2053.0,3729300500.0,9546188000.0,5349604400.0,5907886600.0,6038787000.0,5224492000.0,6817991000.0,8013622300.0,4157749500.0,4924194300.0,9892258000.0,7002138600.0,5388142600.0,5886209500.0,8474028000.0,4363727000.0,7264113700.0,6416855000.0,7662600700.0
2054.0,3470161200.0,9354956000.0,5095023000.0,5646422000.0,5932346000.0,4881692000.0,6699649000.0,7643079000.0,3854353700.0,4546102300.0,9731459000.0,6778084000.0,5158199000.0,5701357000.0,8176273400.0,4177958700.0,6882092000.0,6168926700.0,7357415400.0
2055.0,3254756400.0,9081007000.0,4792950000.0,5405678600.0,5689933300.0,4614643000.0,6467098600.0,7437121000.0,3642498000.0,4245820200.0,9457725000.0,6555641300.0,4893776400.0,5492548600.0,8021229600.0,3897421800.0,6585616000.0,6006166500.0,7084707300.0
2056.0,2990456800.0,8798306000.0,4555460000.0,5205631000.0,5622498000.0,4328242700.0,6134296600.0,7318919000.0,3467927300.0,3966633700.0,9901678000.0,6274468400.0,4623768600.0,5135835600.0,7710657500.0,3645678300.0,6178299400.0,5712194600.0,6798345000.0
2057.0,2816515600.0,8578379300.0,4269920300.0,4935526000.0,5306487300.0,4079535600.0,5895144400.0,7007684600.0,3244174600.0,3685911800.0,9250094000.0,6099788300.0,4385656000.0,4881309000.0,7451370500.0,3371556900.0,5842348000.0,5366617000.0,6598230500.0
2058.0,2592480000.0,8285342700.0,4050923800.0,4703361000.0,5051109000.0,3810011100.0,5741747700.0,6739798500.0,3057524700.0,3466721800.0,9213396000.0,5737402400.0,4126500000.0,4646942700.0,7164792000.0,3113317000.0,5469381000.0,5121944000.0,6314572300.0
2059.0,2340144400.0,8033724400.0,3871061800.0,4462021000.0,4905882600.0,3609002200.0,5561637000.0,6541710000.0,2896755200.0,3221595100.0,8986973000.0,5428423700.0,3935347500.0,4497588700.0,7027560400.0,2941028900.0,5258342400.0,4910662700.0,5949886000.0
2060.0,2129671000.0,7797171700.0,3608523300.0,4136258000.0,4658716700.0,3349223200.0,5419357000.0,6379568000.0,2715172400.0,3006588200.0,8848348000.0,5145060400.0,3702276900.0,4257083000.0,6721666600.0,2744120600.0,4982511000.0,4706484700.0,5638723600.0
2061.0,1963601900.0,7558719500.0,3371625700.0,3902917600.0,4488551000.0,3129572600.0,5243656700.0,6195369500.0,2485847600.0,2767341000.0,8680546000.0,4886923000.0,3411826700.0,4094582500.0,6459068000.0,2578347000.0,4671279000.0,4503096000.0,5322386000.0
2062.0,1860539100.0,7261440500.0,3158547200.0,3626361300.0,4297343500.0,2922894600.0,5074556000.0,6052507000.0,2388274700.0,2571091700.0,8401718300.0,4792820700.0,3191156200.0,3995500500.0,6175374000.0,2365634600.0,4380845000.0,4276771800.0,5007458000.0
2063.0,1742939000.0,7080296000.0,3007225600.0,3359591400.0,4073937700.0,2735277600.0,4913264000.0,5849552400.0,2227844000.0,2370004200.0,8132738600.0,4554882600.0,3008426000.0,3813212200.0,5971696600.0,2218584300.0,4079889200.0,4063404500.0,4708820000.0
2064.0,1680439400.0,6827568600.0,2779921700.0,3146420700.0,3939335000.0,2559435000.0,4777441300.0,5575923700.0,2112329900.0,2190049300.0,7967043600.0,4372148000.0,2827480300.0,3672023600.0,5773134300.0,2087727900.0,3910977800.0,3875555600.0,4409701400.0
2065.0,1530603300.0,6589939700.0,2615256800.0,2919076000.0,3817531600.0,2387473700.0,4636336600.0,5356875300.0,1967191600.0,2056802400.0,7869979000.0,4143050800.0,2635969000.0,3594343700.0,5575377000.0,1974893400.0,3685030100.0,3627818000.0,4156569900.0
2066.0,1364737500.0,6171302000.0,2466188800.0,2742750700.0,3676597500.0,2223863600.0,4479017000.0,5221153300.0,1802856700.0,1901151200.0,7632339500.0,3901529900.0,2487134500.0,3428906200.0,5358515000.0,1826623400.0,3447357700.0,3394628400.0,3945771000.0
2067.0,1187259400.0,5990224000.0,2327734000.0,2564680000.0,3512400400.0,2031526000.0,4328039000.0,4969361400.0,1693462300.0,1782176000.0,7591872500.0,3687764000.0,2338232600.0,3278891500.0,5154707500.0,1665040300.0,3245224400.0,3221722600.0,3754764000.0
2068.0,996951740.0,5809915400.0,2194769200.0,2417912300.0,3277136400.0,1826821900.0,4175944400.0,4826988500.0,1549990100.0,1672827800.0,7580727000.0,3577589000.0,2106256600.0,3118726000.0,5017330000.0,1540659100.0,3024506600.0,3067483000.0,3454029000.0
2069.0,897816000.0,5619095600.0,2068386800.0,2264543500.0,3125061000.0,1662923300.0,4035027700.0,4644015000.0,1445615400.0,1533786200.0,7286707700.0,3354410500.0,1932181500.0,3008953900.0,4816113700.0,1423308300.0,2798350800.0,2889085700.0,3275753500.0
2070.0,757763800.0,5346089500.0,1890252200.0,2115781800.0,2965624000.0,1490894000.0,3939224000.0,4485859000.0,1313306900.0,1344390100.0,7010055700.0,3280388600.0,1750457600.0,2953787600.0,4616483300.0,1259305500.0,2626699000.0,2688795000.0,3025195500.0
2071.0,665167000.0,5095104000.0,1786893400.0,1946751900.0,2777505500.0,1335892600.0,3815582200.0,4295730000.0,1137726800.0,1158201600.0,6878948000.0,3073327600.0,1535306600.0,2759344600.0,4317688300.0,1084005800.0,2442053600.0,2506704600.0,2847876400.0
2072.0,589054850.0,4882634000.0,1638824400.0,1840198000.0,2541267000.0,1213660200.0,3680831200.0,4127862500.0,1006650200.0,1046294000.0,6729556000.0,2926800100.0,1377014000.0,2599320800.0,4318738400.0,963010900.0,2317839000.0,2356027000.0,2674338600.0
2073.0,547739970.0,4650423000.0,1524605400.0,1697472400.0,2379069000.0,1080416000.0,3571487700.0,3951328800.0,853424640.0,954312450.0,6624193000.0,2748550000.0,1255723100.0,2479538200.0,4110702800.0,842093200.0,2169298200.0,2250322200.0,2485881000.0
2074.0,474966270.0,4440600600.0,1344396300.0,1574785200.0,2248966000.0,915171000.0,3435556000.0,3852595700.0,751768450.0,822566200.0,6484538400.0,2595323400.0,1066544700.0,2364326700.0,3995020800.0,745720600.0,2010934000.0,2132941300.0,2327019000.0
2075.0,408305000.0,4222546000.0,1192782500.0,1417332900.0,2078001000.0,781833800.0,3305199000.0,3760535300.0,645930800.0,716486800.0,6433410600.0,2473039000.0,925449900.0,2243416800.0,3843379700.0,644960800.0,1850820500.0,2036280700.0,2170616600.0
2076.0,326891550.0,4060828000.0,1032363460.0,1273017000.0,1903920000.0,669001540.0,3123572000.0,3546764300.0,575912600.0,656754200.0,6264679400.0,2315759600.0,828620100.0,2110741400.0,3716209400.0,562633600.0,1759517300.0,1893392600.0,2057512100.0
2077.0,264494190.0,3802318800.0,936843000.0,1184787700.0,1783099000.0,585569600.0,3015936000.0,3404208000.0,507516500.0,593339000.0,6105644500.0,2139319700.0,719974140.0,2040858400.0,3629161200.0,512274370.0,1634769900.0,1795050000.0,1963070300.0
2078.0,209736290.0,3637613600.0,834418050.0,1015318500.0,1580157200.0,498648740.0,2907407400.0,3256947500.0,434685800.0,510743460.0,5931894300.0,1995511800.0,645486700.0,1949749200.0,3501961500.0,428440640.0,1480392400.0,1704393600.0,1872444300.0
2079.0,174360030.0,3455022600.0,748749600.0,926625200.0,1431109100.0,417366750.0,2823058400.0,3173271800.0,385184300.0,464735870.0,5906833400.0,1806123900.0,573640700.0,1881139100.0,3332913400.0,367946620.0,1324227200.0,1541906000.0,1746986400.0
2080.0,150480320.0,3322695400.0,674430400.0,841788500.0,1286626200.0,320131800.0,2723495700.0,3091505000.0,319975140.0,392858340.0,5684685300.0,1706485100.0,496934560.0,1743313800.0,3212921600.0,343609760.0,1141055200.0,1448636400.0,1652671200.0
2081.0,128103510.0,3198047500.0,599457300.0,753973900.0,1193829000.0,253971550.0,2624536300.0,2953779200.0,248541220.0,323698600.0,5541785600.0,1518379400.0,395771840.0,1624747900.0,3085885400.0,272994800.0,1032179200.0,1331623300.0,1527465000.0
2082.0,107240110.0,3027423000.0,532827420.0,674874900.0,1086330500.0,190445460.0,2526113800.0,2871159000.0,221598500.0,261954060.0,5345731600.0,1418005200.0,314523040.0,1536112500.0,2992743700.0,209279760.0,911212500.0,1182421500.0,1429890800.0
2083.0,98209144.0,2828275500.0,460320670.0,597777000.0,911233000.0,169509280.0,2428561400.0,2744023300.0,170145550.0,239559580.0,5176843300.0,1321370100.0,242159260.0,1483180300.0,2862709200.0,164656270.0,817947100.0,1103039500.0,1331981300.0
2084.0,86518910.0,2688758500.0,400135000.0,529834000.0,783948300.0,153009730.0,2349581300.0,2652459800.0,145388940.0,206688750.0,5011537000.0,1168129400.0,211820180.0,1341199200.0,2770420000.0,143752460.0,694193540.0,1031923600.0,1220964500.0
2085.0,80097700.0,2549909500.0,362242880.0,459345470.0,740740600.0,127263656.0,2252238800.0,2556110300.0,126756664.0,175722820.0,4880318500.0,1051140700.0,179903570.0,1262987900.0,2667538400.0,129188620.0,624514500.0,959521540.0,1121095200.0
2086.0,69198050.0,2453397200.0,306711360.0,419937120.0,650357950.0,113354776.0,2184265500.0,2454515700.0,109495320.0,161277150.0,4771508000.0,924543500.0,149495730.0,1190899700.0,2564963600.0,106936740.0,554028700.0,908411000.0,1012776960.0
2087.0,61505620.0,2375867000.0,258030160.0,341487580.0,564998600.0,100109240.0,2089596900.0,2372747000.0,98957140.0,146194370.0,4546357000.0,814958900.0,129958210.0,1142068000.0,2447682600.0,86114160.0,500199330.0,792285200.0,908985000.0
2088.0,56439684.0,2206577200.0,235506420.0,293027970.0,499722800.0,92361520.0,2012876400.0,2273095400.0,85571860.0,135290460.0,4376844300.0,750480260.0,119402744.0,1063953660.0,2357240800.0,74983784.0,432951740.0,708194100.0,830131650.0
2089.0,52263496.0,2054345600.0,178528020.0,268147920.0,466044400.0,87122300.0,1863140700.0,2173665800.0,80140920.0,121447580.0,4266291500.0,697882700.0,101604824.0,994382000.0,2274244600.0,69251940.0,386809730.0,616167600.0,755494400.0
2090.0,48744900.0,1892421100.0,147928980.0,222227680.0,420278750.0,75012330.0,1710696400.0,2080511600.0,77041690.0,113390024.0,4188313000.0,600048400.0,91686536.0,951642700.0,2173164800.0,64458176.0,335494700.0,547452000.0,697373440.0
2091.0,45438610.0,1717273100.0,126759864.0,191276640.0,325400300.0,68250850.0,1625587800.0,1987266700.0,69783810.0,106818100.0,4010121700.0,548624000.0,82385336.0,916160700.0,2077500400.0,59921228.0,270528160.0,518398370.0,636932100.0
2092.0,42500570.0,1569728400.0,106485224.0,173233170.0,277202980.0,62046436.0,1509734700.0,1919071000.0,61380290.0,97666184.0,3877241300.0,478346560.0,72878510.0,847253760.0,1959371400.0,50544624.0,225443100.0,489316860.0,589061060.0
2093.0,41133980.0,1397460900.0,100385464.0,159812240.0,248706530.0,58224700.0,1428182400.0,1724501500.0,56377556.0,89783600.0,3731999200.0,388865150.0,67439304.0,792475500.0,1865109200.0,45682380.0,191271420.0,432879330.0,540448700.0
2094.0,36074170.0,1295902700.0,91035256.0,137645330.0,205607820.0,51096490.0,1352914700.0,1641149200.0,51553428.0,85750180.0,3595300900.0,314225730.0,62662092.0,717608960.0,1744715300.0,39796348.0,158920670.0,396607170.0,506373020.0
2095.0,32617776.0,1185174100.0,83235096.0,122773550.0,159803860.0,47474140.0,1269485400.0,1586905100.0,47807564.0,81582580.0,3401815000.0,270362080.0,55614864.0,676204500.0,1650406000.0,38120092.0,135235380.0,370186720.0,466373950.0
2096.0,31549518.0,1076847200.0,68013270.0,113789190.0,140039300.0,44404790.0,1180266000.0,1513672200.0,43836548.0,71478870.0,3244896800.0,226154660.0,53897824.0,641313860.0,1509552900.0,33319358.0,120610940.0,334400540.0,418960860.0
2097.0,30917846.0,977640600.0,62963436.0,106875750.0,118302700.0,42466480.0,1104970200.0,1424290800.0,40982596.0,62038920.0,3088549400.0,206767330.0,51990660.0,591678460.0,1460704800.0,32499930.0,109556840.0,276882430.0,381786000.0
2098.0,30650300.0,922964600.0,59214340.0,98329130.0,107607260.0,37185870.0,1047316500.0,1326471800.0,40040630.0,59959600.0,2956681000.0,180444660.0,48116950.0,560178600.0,1408070500.0,31578340.0,94910830.0,240868690.0,359910800.0
2099.0,30225508.0,853000060.0,53349770.0,91681220.0,96368940.0,36151984.0,950655900.0,1247456100.0,39542868.0,58433570.0,2819210500.0,145562370.0,44489504.0,544199040.0,1339865600.0,30948828.0,90220720.0,216652000.0,329703000.0
