time,CANESM5,CESM2-WACCM,MRI-ESM2-0,IPSL-CM6A-LR
2000.0,51698606000.0,51698606000.0,51698606000.0,51698606000.0
2001.0,51718270000.0,51718270000.0,51718270000.0,51718270000.0
2002.0,51699010000.0,51699010000.0,51699010000.0,51699010000.0
2003.0,51678550000.0,51678550000.0,51678550000.0,51678550000.0
2004.0,51658387000.0,51658387000.0,51658387000.0,51658387000.0
2005.0,51747754000.0,51747754000.0,51747754000.0,51747754000.0
2006.0,51633394000.0,51633394000.0,51633394000.0,51633394000.0
2007.0,51634340000.0,51634340000.0,51634340000.0,51634340000.0
2008.0,51698680000.0,51698680000.0,51698680000.0,51698680000.0
2009.0,52219974000.0,52219974000.0,52219974000.0,52219974000.0
2010.0,51651250000.0,51651250000.0,51651250000.0,51651250000.0
2011.0,51634115000.0,51634115000.0,51634115000.0,51634115000.0
2012.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0
2013.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0
2014.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0
2015.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0
2016.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0
2017.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0
2018.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0
2019.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0
2020.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0
2021.0,51490193000.0,51547587000.0,51497066000.0,51505218000.0
2022.0,51467310000.0,51495140000.0,51479290000.0,51487620000.0
2023.0,51414655000.0,51468317000.0,51426710000.0,51469680000.0
2024.0,51342880000.0,51470370000.0,51372280000.0,51438710000.0
2025.0,51297436000.0,51443565000.0,51341810000.0,51401710000.0
2026.0,51219190000.0,51414946000.0,51320717000.0,51395383000.0
2027.0,51136620000.0,51390390000.0,51283583000.0,51358118000.0
2028.0,51018596000.0,51392295000.0,51247560000.0,51315680000.0
2029.0,50900185000.0,51355558000.0,51218063000.0,51304276000.0
2030.0,50754090000.0,51429460000.0,51192705000.0,51278815000.0
2031.0,50580996000.0,51374330000.0,51148940000.0,51243610000.0
2032.0,50392347000.0,51308487000.0,51114410000.0,51226448000.0
2033.0,50216042000.0,51296930000.0,51052310000.0,51193885000.0
2034.0,50044150000.0,51270885000.0,50997010000.0,51177430000.0
2035.0,49805200000.0,51257184000.0,50954555000.0,51144780000.0
2036.0,49584415000.0,51240276000.0,50884630000.0,51127992000.0
2037.0,49379287000.0,51214450000.0,50770670000.0,51099900000.0
2038.0,49096765000.0,51169755000.0,50679685000.0,51063906000.0
2039.0,48756625000.0,51151053000.0,50590654000.0,51023420000.0
2040.0,48468894000.0,51201642000.0,50463543000.0,50973037000.0
2041.0,48110522000.0,51108660000.0,50340475000.0,50934770000.0
2042.0,47759745000.0,51071336000.0,50146714000.0,50857923000.0
2043.0,47385010000.0,51321168000.0,50014835000.0,50805430000.0
2044.0,47008776000.0,51098817000.0,49853477000.0,50748650000.0
2045.0,46733218000.0,51026340000.0,49732256000.0,50698592000.0
2046.0,46478750000.0,50995380000.0,49569750000.0,50624840000.0
2047.0,46115193000.0,50985288000.0,49448090000.0,50551990000.0
2048.0,45756826000.0,50914830000.0,49323495000.0,50480100000.0
2049.0,45497420000.0,50867913000.0,49107640000.0,50422420000.0
2050.0,45203317000.0,50840846000.0,48938990000.0,50325914000.0
2051.0,44893913000.0,50790920000.0,48765653000.0,50211906000.0
2052.0,44652300000.0,50733910000.0,48524640000.0,50128980000.0
2053.0,44346724000.0,50681450000.0,48259520000.0,50044695000.0
2054.0,44002870000.0,50611053000.0,48066160000.0,49921864000.0
2055.0,43676020000.0,50567470000.0,47914385000.0,49743335000.0
2056.0,43382637000.0,50524512000.0,47755485000.0,49593380000.0
2057.0,43063775000.0,50473837000.0,47571130000.0,49454375000.0
2058.0,42757865000.0,50425668000.0,47389930000.0,49262105000.0
2059.0,42468925000.0,50353520000.0,47235502000.0,49045856000.0
2060.0,42103534000.0,50331730000.0,47131420000.0,48821146000.0
2061.0,41705198000.0,50238034000.0,46957003000.0,48646803000.0
2062.0,41383084000.0,50168103000.0,46781900000.0,48451230000.0
2063.0,41011230000.0,50103628000.0,46573380000.0,48229270000.0
2064.0,40631000000.0,50010920000.0,46388486000.0,48036090000.0
2065.0,40344273000.0,49981583000.0,46234706000.0,47850193000.0
2066.0,39985190000.0,49921750000.0,46026555000.0,47529943000.0
2067.0,39589210000.0,49842390000.0,45852447000.0,47319663000.0
2068.0,39193043000.0,49765577000.0,45698314000.0,47104684000.0
2069.0,38933930000.0,49730597000.0,45501125000.0,46864187000.0
2070.0,38540857000.0,49683140000.0,45337006000.0,46655685000.0
2071.0,38214720000.0,49593934000.0,45109950000.0,46469280000.0
2072.0,37921112000.0,49480280000.0,44914800000.0,46207150000.0
2073.0,37499195000.0,49427380000.0,44660780000.0,45993087000.0
2074.0,37058355000.0,49336484000.0,44458267000.0,45739917000.0
2075.0,36709794000.0,49265533000.0,44242047000.0,45513834000.0
2076.0,36391520000.0,49174893000.0,44060000000.0,45238560000.0
2077.0,36101390000.0,49110438000.0,43900330000.0,44930600000.0
2078.0,35821396000.0,49036804000.0,43667550000.0,44692240000.0
2079.0,35493925000.0,48958570000.0,43339596000.0,44460433000.0
2080.0,35127595000.0,48855794000.0,43120480000.0,44219187000.0
2081.0,34727440000.0,48827576000.0,42997137000.0,44000514000.0
2082.0,34365330000.0,48767558000.0,42842604000.0,43649130000.0
2083.0,33951900000.0,48679430000.0,42719326000.0,43366523000.0
2084.0,33680232000.0,48602100000.0,42548593000.0,43120525000.0
2085.0,33358811000.0,48435737000.0,42316620000.0,42872140000.0
2086.0,33045148000.0,48349057000.0,42161530000.0,42588630000.0
2087.0,32718782000.0,48256260000.0,41954787000.0,42269503000.0
2088.0,32497318000.0,48263450000.0,41748214000.0,41996997000.0
2089.0,32209625000.0,48152633000.0,41533960000.0,41801260000.0
2090.0,31893348000.0,48125067000.0,41424404000.0,41497637000.0
2091.0,31587883000.0,48003887000.0,41328554000.0,41243460000.0
2092.0,31229960000.0,47956165000.0,41221788000.0,40954460000.0
2093.0,30956915000.0,47878110000.0,41071260000.0,40650280000.0
2094.0,30651642000.0,47809540000.0,40906820000.0,40401617000.0
2095.0,30373510000.0,47754523000.0,40766722000.0,40158798000.0
2096.0,30100097000.0,47674090000.0,40631103000.0,39907900000.0
2097.0,29829736000.0,47622787000.0,40457806000.0,39622920000.0
2098.0,29626212000.0,47554920000.0,40276340000.0,39384916000.0
2099.0,29346816000.0,47491330000.0,40161980000.0,39068710000.0
2100.0,29104458000.0,47409910000.0,40010810000.0,38628516000.0
