time,CCSM4,CANESM2,IPSL-CM5A-LR,MPI-ESM-LR,GISS-E2-R,GFDL-ESM2G,CSIRO-MK3-6-0,NORESM1-M,CNRM-CM5,CESM1-CAM5,GFDL-CM3
2033.0,1522989400.0,1442428500.0,1415680900.0,1599293600.0,1471387300.0,1544715100.0,1624635900.0,1484837000.0,1551308900.0,1456813200.0,1383176100.0
2034.0,1469609100.0,1417643300.0,1365269800.0,1461296100.0,1510151300.0,1511470100.0,1955143200.0,1440383500.0,1513511300.0,1478170500.0,1337935100.0
2035.0,1421264100.0,1376199300.0,1314997900.0,1428369700.0,1416921700.0,1478561700.0,1672069400.0,1405398800.0,1513737700.0,1404837400.0,1484021500.0
2036.0,1385721900.0,1335587800.0,1288788100.0,1390128000.0,1397145500.0,1632014100.0,1532049000.0,1378526600.0,1456585200.0,1354948600.0,1366549900.0
2037.0,1346591000.0,1276390100.0,1224022500.0,1362174700.0,1344683400.0,1584815500.0,1450209800.0,1440713500.0,1434275200.0,1338417300.0,1283216400.0
2038.0,1303560800.0,1214079100.0,1189055500.0,1362803800.0,1392519700.0,1466677000.0,1396823600.0,1322772600.0,1412338600.0,1296854500.0,1207996000.0
2039.0,1296173600.0,1176502800.0,1162768000.0,1379938200.0,1348144500.0,1449847900.0,1379084900.0,1289475500.0,1373989000.0,1259893100.0,1099296000.0
2040.0,1262476700.0,1145489500.0,1143117200.0,1291062800.0,1265260700.0,1455444400.0,1332728800.0,1532994700.0,1657224100.0,1230652900.0,1045411400.0
2041.0,1234109400.0,1069411400.0,1199796000.0,1236492300.0,1223899300.0,1391067600.0,1307238100.0,1231350800.0,1344288800.0,1175932700.0,1040393860.0
2042.0,1203265900.0,1051156800.0,1075609100.0,1221637600.0,1186197500.0,1353582100.0,1275419600.0,1657643900.0,1366947100.0,1175380900.0,991826750.0
2043.0,1176521700.0,1043527300.0,1140508000.0,1188604700.0,1203399300.0,1325790200.0,1237314700.0,1250480500.0,1282165100.0,1142974600.0,949974000.0
2044.0,1166593800.0,1006732540.0,1038139700.0,1147387000.0,1172473700.0,1341615900.0,1205984900.0,1201286700.0,1257945200.0,1096948200.0,914189000.0
2045.0,1133619500.0,961994300.0,999567500.0,1097737300.0,1135644300.0,1308216600.0,1160851100.0,1166767500.0,1266648000.0,1054516100.0,882650100.0
2046.0,1137536900.0,926340500.0,982292740.0,1075004500.0,1114919400.0,1276047600.0,1132807600.0,1130112400.0,1219859000.0,1034015740.0,875217800.0
2047.0,1115198200.0,896810900.0,957536800.0,1121550800.0,1087894800.0,1251188900.0,1092585100.0,1099427000.0,1181948200.0,1006167800.0,831453800.0
2048.0,1089511000.0,863588100.0,937243200.0,1037424600.0,1161125400.0,1239784600.0,1048643200.0,1118509600.0,1166787500.0,989313600.0,803094200.0
2049.0,1038866240.0,844863300.0,1112996500.0,1024365800.0,1194166100.0,1203872100.0,1024182800.0,1077622500.0,1152639700.0,981070000.0,777154240.0
2050.0,1024969300.0,818247200.0,889678340.0,998677400.0,1097256400.0,1177966200.0,1012167040.0,1042126300.0,1124452600.0,955034240.0,743073860.0
2051.0,998414300.0,796717800.0,859219500.0,986230800.0,1054237950.0,1162208600.0,984244800.0,1022688450.0,1104942300.0,929324100.0,709696400.0
2052.0,1012354700.0,766935360.0,896383100.0,1212071000.0,1039606400.0,1221591000.0,967597100.0,1020585800.0,1212179700.0,924623100.0,670483700.0
2053.0,982133950.0,764561400.0,862381630.0,1011685700.0,1014456200.0,1492369500.0,941402900.0,982596030.0,1076411500.0,893316600.0,637448060.0
2054.0,958741700.0,930405500.0,888143600.0,950021500.0,1010733950.0,1160549900.0,932462200.0,950953340.0,1063375500.0,872308860.0,618825100.0
2055.0,940787100.0,730658560.0,842407550.0,1047404400.0,989278700.0,1110915700.0,894459140.0,935136300.0,1027611800.0,841942140.0,620885000.0
2056.0,926110700.0,703716860.0,795821600.0,915097300.0,1490783000.0,1116039400.0,874754100.0,918457660.0,1238121600.0,832242940.0,612476600.0
2057.0,914182460.0,694544500.0,775853800.0,907032200.0,1184027400.0,1132681600.0,847082000.0,904077800.0,1021441340.0,801209000.0,585495600.0
2058.0,907970940.0,668420160.0,762459970.0,882210560.0,996679700.0,1156019100.0,823969860.0,890408000.0,989987600.0,776112000.0,565924400.0
2059.0,888039940.0,934241700.0,739326900.0,860297540.0,1017094200.0,1093536400.0,822285700.0,864900540.0,1027692800.0,766001300.0,550122940.0
2060.0,886907000.0,696262600.0,771190400.0,847501100.0,1082753800.0,1158618400.0,806909440.0,1194330200.0,972427000.0,745472450.0,532932580.0
2061.0,856903550.0,644531700.0,717202940.0,1029148100.0,1429406700.0,1193323600.0,783447940.0,843595970.0,948451900.0,734626300.0,515302430.0
2062.0,845190200.0,621594940.0,701256600.0,837016400.0,1234505000.0,1070342140.0,821867800.0,833798200.0,930899300.0,721508030.0,506691070.0
2063.0,842831200.0,607982300.0,676790340.0,824589800.0,1106363100.0,1086934400.0,878785600.0,887692540.0,947854850.0,699781060.0,511730300.0
2064.0,822611200.0,698123650.0,667761800.0,799529600.0,1029652350.0,1053058700.0,758981760.0,798679940.0,929151900.0,675771200.0,467305760.0
2065.0,808270600.0,638152770.0,675099500.0,798613000.0,998193660.0,1047405060.0,740745300.0,783553300.0,912635970.0,664269630.0,456362880.0
2066.0,781341250.0,617118500.0,757127500.0,966242240.0,1306550900.0,1351873400.0,725199100.0,773661400.0,889166000.0,695611200.0,431044540.0
2067.0,797797600.0,611956900.0,652686400.0,903881150.0,975288060.0,1224415100.0,763369200.0,751940860.0,871497900.0,685912200.0,441342900.0
2068.0,770840100.0,633903360.0,635807900.0,789315260.0,943338430.0,1264619100.0,874645250.0,911086340.0,869266600.0,628084900.0,419519800.0
2069.0,754159500.0,576805250.0,643617000.0,770867700.0,1080732500.0,1090310400.0,815516740.0,729279300.0,857939500.0,621639550.0,408351840.0
2070.0,737248300.0,562518500.0,633868860.0,765941200.0,994910460.0,1230277800.0,733467600.0,735152260.0,857934340.0,605723400.0,397660930.0
2071.0,739761800.0,866478100.0,613548350.0,750998400.0,1031973300.0,1051643800.0,714975550.0,917559740.0,964158000.0,625502500.0,392023700.0
2072.0,1038885700.0,632829060.0,782934460.0,737463400.0,1017674050.0,1037014460.0,701804600.0,1029523100.0,838764700.0,622612800.0,381439200.0
2073.0,723644300.0,601695550.0,614657860.0,725524540.0,950634300.0,1286423900.0,744628160.0,812328600.0,841300030.0,599557900.0,370421600.0
2074.0,705824640.0,726956000.0,608161000.0,715549700.0,939174600.0,1076364400.0,691594240.0,726800500.0,845174900.0,712355000.0,372657760.0
2075.0,766766900.0,624849200.0,611026300.0,703781570.0,957253200.0,1116116500.0,680151360.0,710309060.0,810321340.0,674421400.0,350701730.0
2076.0,699912200.0,701733400.0,585706600.0,691579400.0,1008712100.0,1213223200.0,738532700.0,693878400.0,788392060.0,622586900.0,342173020.0
2077.0,677000200.0,617404160.0,581862100.0,680065400.0,968495170.0,1046687900.0,653960060.0,676999700.0,840398300.0,584968000.0,336578750.0
2078.0,744385540.0,582581300.0,579578500.0,720097100.0,923237760.0,1061727100.0,645305000.0,680737500.0,765849200.0,581628160.0,397785280.0
2079.0,671110000.0,564168700.0,573571900.0,705278700.0,930286700.0,1043229500.0,633987700.0,659207700.0,759875300.0,630531260.0,319439550.0
2080.0,687214460.0,565862850.0,567854660.0,764692100.0,906941440.0,1026815170.0,617251650.0,644869570.0,744509100.0,573585200.0,320548200.0
2081.0,658913700.0,558184100.0,574212540.0,682727200.0,1043139140.0,1047482940.0,609212860.0,669106560.0,744489000.0,553263360.0,390727780.0
2082.0,702421600.0,562055000.0,567046800.0,674244860.0,1002378900.0,1050954700.0,659275970.0,625172540.0,740564030.0,543068500.0,329613100.0
2083.0,703656960.0,572078700.0,574240830.0,1072396350.0,948975740.0,1573020000.0,599484540.0,879209340.0,965295040.0,541565300.0,304863170.0
2084.0,647182600.0,550640640.0,577787500.0,954525400.0,910426430.0,1075867600.0,595736960.0,697297800.0,757009400.0,601532100.0,451884600.0
2085.0,656688900.0,544728600.0,581459800.0,811965630.0,903408400.0,1049576200.0,586007940.0,616276400.0,776915650.0,541855400.0,402956600.0
2086.0,1146256600.0,730678200.0,549525900.0,691000800.0,1110021100.0,1024011100.0,585398300.0,687059840.0,741674750.0,532749340.0,308515520.0
2087.0,756013000.0,543532400.0,552674400.0,683202800.0,929816500.0,1021752500.0,577410240.0,612321000.0,797972500.0,522016260.0,296766750.0
2088.0,945490050.0,530955870.0,547585800.0,829633200.0,949492400.0,1019177860.0,569018430.0,603756160.0,740787800.0,637273400.0,287723140.0
2089.0,697983200.0,528952420.0,601280450.0,662977340.0,942247300.0,1013181760.0,566727800.0,698643140.0,874274800.0,524511700.0,282982430.0
2090.0,699927000.0,521625730.0,695549630.0,763328830.0,897433700.0,1052226600.0,555029400.0,645822500.0,777218370.0,601311500.0,280198600.0
2091.0,869436540.0,516801800.0,665373300.0,674393700.0,886788600.0,1565308900.0,548771840.0,636468700.0,719234400.0,517479970.0,281575800.0
2092.0,655420860.0,512981060.0,688329100.0,652467140.0,882562900.0,1425846700.0,543131100.0,616657900.0,779884800.0,524669920.0,273116320.0
2093.0,657015550.0,679740800.0,584699140.0,707710900.0,919071500.0,1143626600.0,543474900.0,901014460.0,770029100.0,521265600.0,282375070.0
2094.0,633288600.0,550521700.0,560837100.0,1416515100.0,890850050.0,1069590800.0,536973950.0,816693500.0,777843260.0,662654400.0,274855740.0
2095.0,1157448800.0,525832060.0,711138700.0,768273340.0,885149950.0,1137396600.0,531847680.0,676378200.0,715219700.0,545940800.0,331460930.0
2096.0,818420000.0,540533950.0,628389060.0,1401771900.0,1128699900.0,1105776900.0,521484480.0,616975740.0,713151400.0,524727500.0,282369600.0
2097.0,970026600.0,511298530.0,570441700.0,707466600.0,1023788600.0,1097051900.0,521963070.0,944233340.0,720376700.0,512230750.0,325784420.0
2098.0,764320830.0,507625120.0,648368800.0,733932860.0,1007479100.0,1083234700.0,817295040.0,693882750.0,708768200.0,512338050.0,262909060.0
2099.0,801800640.0,506507170.0,580772600.0,719286600.0,910762560.0,1327598200.0,592972700.0,655102700.0,705493200.0,632653800.0,262560510.0
2100.0,700440450.0,513404000.0,566325200.0,686533800.0,924338050.0,1224753200.0,513050020.0,624035800.0,709956400.0,570307650.0,348906660.0
