time,CESM2-WACCM,INM-CM4-8,EC-EARTH3,MPI-ESM1-2-HR,EC-EARTH3-VEG,MRI-ESM2-0,CMCC-CM2-SR5,BCC-CSM2-MR,GFDL-ESM4,CAMS-CSM1-0,CESM2,INM-CM5-0,FGOALS-F3-L,NORESM2-MM
2000.0,1017658930000.0,1017658930000.0,1017658930000.0,1017658930000.0,1017658930000.0,1017658930000.0,1017658930000.0,1017658930000.0,1017658930000.0,1017658930000.0,1017658930000.0,1017658930000.0,1017658930000.0,1017658930000.0
2001.0,1010991960000.0,1010991960000.0,1010991960000.0,1010991960000.0,1010991960000.0,1010991960000.0,1010991960000.0,1010991960000.0,1010991960000.0,1010991960000.0,1010991960000.0,1010991960000.0,1010991960000.0,1010991960000.0
2002.0,1008924300000.0,1008924300000.0,1008924300000.0,1008924300000.0,1008924300000.0,1008924300000.0,1008924300000.0,1008924300000.0,1008924300000.0,1008924300000.0,1008924300000.0,1008924300000.0,1008924300000.0,1008924300000.0
2003.0,1000959100000.0,1000959100000.0,1000959100000.0,1000959100000.0,1000959100000.0,1000959100000.0,1000959100000.0,1000959100000.0,1000959100000.0,1000959100000.0,1000959100000.0,1000959100000.0,1000959100000.0,1000959100000.0
2004.0,993721800000.0,993721800000.0,993721800000.0,993721800000.0,993721800000.0,993721800000.0,993721800000.0,993721800000.0,993721800000.0,993721800000.0,993721800000.0,993721800000.0,993721800000.0,993721800000.0
2005.0,980550100000.0,980550100000.0,980550100000.0,980550100000.0,980550100000.0,980550100000.0,980550100000.0,980550100000.0,980550100000.0,980550100000.0,980550100000.0,980550100000.0,980550100000.0,980550100000.0
2006.0,977286460000.0,977286460000.0,977286460000.0,977286460000.0,977286460000.0,977286460000.0,977286460000.0,977286460000.0,977286460000.0,977286460000.0,977286460000.0,977286460000.0,977286460000.0,977286460000.0
2007.0,966646900000.0,966646900000.0,966646900000.0,966646900000.0,966646900000.0,966646900000.0,966646900000.0,966646900000.0,966646900000.0,966646900000.0,966646900000.0,966646900000.0,966646900000.0,966646900000.0
2008.0,970335300000.0,970335300000.0,970335300000.0,970335300000.0,970335300000.0,970335300000.0,970335300000.0,970335300000.0,970335300000.0,970335300000.0,970335300000.0,970335300000.0,970335300000.0,970335300000.0
2009.0,964672900000.0,964672900000.0,964672900000.0,964672900000.0,964672900000.0,964672900000.0,964672900000.0,964672900000.0,964672900000.0,964672900000.0,964672900000.0,964672900000.0,964672900000.0,964672900000.0
2010.0,951111600000.0,951111600000.0,951111600000.0,951111600000.0,951111600000.0,951111600000.0,951111600000.0,951111600000.0,951111600000.0,951111600000.0,951111600000.0,951111600000.0,951111600000.0,951111600000.0
2011.0,946021000000.0,946021000000.0,946021000000.0,946021000000.0,946021000000.0,946021000000.0,946021000000.0,946021000000.0,946021000000.0,946021000000.0,946021000000.0,946021000000.0,946021000000.0,946021000000.0
2012.0,948164600000.0,948164600000.0,948164600000.0,948164600000.0,948164600000.0,948164600000.0,948164600000.0,948164600000.0,948164600000.0,948164600000.0,948164600000.0,948164600000.0,948164600000.0,948164600000.0
2013.0,944374600000.0,944374600000.0,944374600000.0,944374600000.0,944374600000.0,944374600000.0,944374600000.0,944374600000.0,944374600000.0,944374600000.0,944374600000.0,944374600000.0,944374600000.0,944374600000.0
2014.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0,923776600000.0
2015.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0,910068100000.0
2016.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0,893054500000.0
2017.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0,882071200000.0
2018.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0,871622100000.0
2019.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0,864401100000.0
2020.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0,849013240000.0
2021.0,837847800000.0,835824900000.0,848858600000.0,834154500000.0,839933100000.0,833926660000.0,843314400000.0,836860640000.0,840197900000.0,835837170000.0,824965000000.0,835816400000.0,851751860000.0,828500300000.0
2022.0,823657370000.0,814789700000.0,827204800000.0,830060170000.0,822423500000.0,814553760000.0,828220440000.0,829697000000.0,816747840000.0,823732340000.0,814295300000.0,822732200000.0,833878800000.0,808367500000.0
2023.0,802520600000.0,806817600000.0,807667900000.0,806226400000.0,805725700000.0,795339850000.0,804410200000.0,813378600000.0,788505030000.0,818376900000.0,814454400000.0,805220600000.0,809981840000.0,793170100000.0
2024.0,795508200000.0,796188900000.0,786454900000.0,804735350000.0,791729140000.0,776900640000.0,786285700000.0,807148800000.0,767490800000.0,818083500000.0,791182300000.0,789057960000.0,796019700000.0,772216100000.0
2025.0,782532700000.0,787329700000.0,759617000000.0,783483340000.0,773267650000.0,752479500000.0,774254100000.0,804309600000.0,751714200000.0,812000400000.0,771957800000.0,777979600000.0,795010660000.0,751088400000.0
2026.0,764871800000.0,762909500000.0,725655750000.0,777682500000.0,750340700000.0,726353700000.0,763418440000.0,795690660000.0,745762900000.0,794149700000.0,752168000000.0,775189230000.0,773418100000.0,742570660000.0
2027.0,746683700000.0,739544660000.0,699574800000.0,764750300000.0,742637240000.0,706298250000.0,743500550000.0,786168150000.0,717800100000.0,794755900000.0,723755500000.0,770834400000.0,753049100000.0,742288060000.0
2028.0,735090640000.0,730005000000.0,680745960000.0,759110200000.0,733778600000.0,691222000000.0,732091800000.0,782650970000.0,712322060000.0,769274600000.0,696247000000.0,753110160000.0,765904750000.0,736041600000.0
2029.0,715279240000.0,714479440000.0,657813400000.0,749252640000.0,723431400000.0,661175500000.0,715756300000.0,761375800000.0,693027700000.0,764356500000.0,676905000000.0,744213300000.0,757046050000.0,721719500000.0
2030.0,705703900000.0,683116460000.0,642537300000.0,729132900000.0,715964700000.0,632831340000.0,705507600000.0,747583400000.0,683203600000.0,770048070000.0,646805200000.0,730036800000.0,743185600000.0,698870800000.0
2031.0,701662400000.0,663179600000.0,629536700000.0,708781200000.0,699755500000.0,615480600000.0,694031400000.0,736230900000.0,671934050000.0,764323100000.0,621651600000.0,723458850000.0,727394400000.0,677650900000.0
2032.0,683092930000.0,644233170000.0,614441600000.0,703372070000.0,703223600000.0,603071450000.0,673604760000.0,729622500000.0,662496000000.0,742142440000.0,616252400000.0,704222100000.0,703741030000.0,662116000000.0
2033.0,657280470000.0,629433000000.0,584343950000.0,691157860000.0,699957300000.0,587923700000.0,655872500000.0,711988300000.0,647159550000.0,738474300000.0,595409600000.0,689625240000.0,699919700000.0,647250250000.0
2034.0,638282240000.0,608861500000.0,569971250000.0,674084750000.0,685481900000.0,573658230000.0,624800900000.0,702041100000.0,638900960000.0,731332000000.0,576142640000.0,684025700000.0,685319200000.0,630148040000.0
2035.0,624154640000.0,586959700000.0,552575800000.0,667985600000.0,666292850000.0,562437550000.0,614539500000.0,695577540000.0,626118400000.0,742404800000.0,561075700000.0,667989250000.0,673696200000.0,629984200000.0
2036.0,606514900000.0,568642960000.0,540387770000.0,654741730000.0,655645800000.0,545962300000.0,600633600000.0,691211700000.0,611968350000.0,736109200000.0,538961500000.0,661026050000.0,661241270000.0,627489240000.0
2037.0,599110840000.0,558180500000.0,536524230000.0,648408500000.0,647267800000.0,530804600000.0,591092700000.0,682062300000.0,600096300000.0,727353200000.0,512745180000.0,644643700000.0,653203700000.0,619077040000.0
2038.0,581052470000.0,547970700000.0,533449470000.0,642037840000.0,642252300000.0,513060540000.0,577985640000.0,667839760000.0,587250400000.0,728338600000.0,486634520000.0,622147300000.0,646882900000.0,589493240000.0
2039.0,561825500000.0,534928300000.0,514916250000.0,624917740000.0,624783800000.0,503417540000.0,569771360000.0,643025300000.0,579367530000.0,719179200000.0,472495200000.0,615740740000.0,634620000000.0,565016600000.0
2040.0,546949530000.0,526999200000.0,499792940000.0,611861200000.0,611330560000.0,487677430000.0,551397300000.0,619680560000.0,571581000000.0,712795300000.0,457134370000.0,593225700000.0,610806300000.0,555868360000.0
2041.0,522329100000.0,516707650000.0,497261000000.0,603436350000.0,595995460000.0,475271630000.0,544925650000.0,600700750000.0,551144100000.0,709976500000.0,432364260000.0,589514400000.0,599701400000.0,543013180000.0
2042.0,512243000000.0,496656940000.0,484481960000.0,591720940000.0,593061400000.0,464525600000.0,522659230000.0,585970400000.0,535855660000.0,715450740000.0,417698600000.0,577171300000.0,590684100000.0,526731300000.0
2043.0,495703500000.0,483163770000.0,464402450000.0,581280600000.0,579674200000.0,447520700000.0,505590840000.0,567429560000.0,534489700000.0,714468750000.0,399748400000.0,572742100000.0,572528400000.0,505700350000.0
2044.0,472311900000.0,463595830000.0,461898220000.0,576943360000.0,560868000000.0,438205580000.0,490456300000.0,551485500000.0,527141370000.0,703861900000.0,378750170000.0,561691500000.0,554486700000.0,486573200000.0
2045.0,450206630000.0,448772000000.0,444168040000.0,565575600000.0,548757400000.0,425302820000.0,481977830000.0,537513800000.0,515092120000.0,705817200000.0,360091300000.0,558839400000.0,554216260000.0,472162070000.0
2046.0,426721350000.0,439003450000.0,428861130000.0,551415800000.0,536682200000.0,407000120000.0,468879400000.0,534567680000.0,507766200000.0,701699000000.0,346977500000.0,547501970000.0,541030780000.0,453767430000.0
2047.0,403083720000.0,429532300000.0,413755300000.0,549836400000.0,524453480000.0,392485180000.0,457800970000.0,528053140000.0,501216000000.0,698418270000.0,332490770000.0,534864400000.0,515836380000.0,430502970000.0
2048.0,383190660000.0,423749400000.0,406967780000.0,534718120000.0,511326520000.0,385741720000.0,437312500000.0,522806850000.0,491652680000.0,699734560000.0,323212400000.0,526291370000.0,494559040000.0,408573800000.0
2049.0,365620950000.0,415868420000.0,393958330000.0,528438800000.0,496015300000.0,361901100000.0,418327800000.0,510023600000.0,482283550000.0,698230400000.0,313137330000.0,518775100000.0,469747340000.0,398931400000.0
2050.0,350003860000.0,404237600000.0,385256900000.0,526860300000.0,484056660000.0,354222050000.0,404615560000.0,503468980000.0,472971900000.0,687369800000.0,300239200000.0,511138100000.0,456164400000.0,385656850000.0
2051.0,328535150000.0,393243660000.0,368908000000.0,513160480000.0,468675720000.0,336354250000.0,394066030000.0,487360920000.0,463339130000.0,682935600000.0,287784670000.0,505766150000.0,450245620000.0,371690370000.0
2052.0,311730900000.0,389239470000.0,363309140000.0,495513240000.0,453296030000.0,324414770000.0,379241330000.0,469968200000.0,458668830000.0,674543300000.0,276168870000.0,493812000000.0,432653400000.0,356986060000.0
2053.0,295356140000.0,377598280000.0,357147670000.0,487398150000.0,436646450000.0,312414830000.0,370678660000.0,462978650000.0,453146180000.0,660663500000.0,264357540000.0,483475620000.0,416996430000.0,343456700000.0
2054.0,284493900000.0,364559270000.0,352310950000.0,477747840000.0,430747550000.0,304668770000.0,360875720000.0,451389060000.0,431516120000.0,646381500000.0,254455450000.0,483142600000.0,398623500000.0,320975270000.0
2055.0,276196230000.0,354767600000.0,339507680000.0,471056500000.0,414301420000.0,293231560000.0,349813050000.0,443432370000.0,419820240000.0,624690100000.0,241241690000.0,476844750000.0,386859070000.0,306137660000.0
2056.0,261937330000.0,347878880000.0,326752760000.0,462811370000.0,405596770000.0,286243300000.0,335795980000.0,439488800000.0,403457600000.0,620838850000.0,232536930000.0,470914800000.0,365526420000.0,293330400000.0
2057.0,249370840000.0,340765600000.0,313218560000.0,455067440000.0,391732100000.0,277282720000.0,326504700000.0,426675370000.0,390029340000.0,606717900000.0,226603190000.0,464795070000.0,362080960000.0,282076640000.0
2058.0,238718400000.0,330759730000.0,304766600000.0,444724150000.0,375155100000.0,267847680000.0,313312280000.0,415953620000.0,384669650000.0,589084700000.0,216426320000.0,459350640000.0,347764650000.0,274013860000.0
2059.0,229205540000.0,320959280000.0,296696050000.0,428893040000.0,360945700000.0,256208400000.0,302461800000.0,402440550000.0,382369820000.0,584717200000.0,204905410000.0,451043980000.0,330044150000.0,267171580000.0
2060.0,214829880000.0,311112600000.0,283185350000.0,417800700000.0,360175440000.0,243348700000.0,293523360000.0,392306030000.0,377813830000.0,576105150000.0,194042450000.0,437275720000.0,317220700000.0,255768040000.0
2061.0,203163450000.0,303899400000.0,260290770000.0,413192320000.0,347764130000.0,235716310000.0,286341170000.0,379737370000.0,365536280000.0,558488500000.0,187317490000.0,424784820000.0,301176400000.0,241757060000.0
2062.0,192710200000.0,298735470000.0,249926880000.0,403405370000.0,334838700000.0,225313080000.0,277392560000.0,368467020000.0,351637960000.0,546956500000.0,179807750000.0,423004670000.0,284069040000.0,233426290000.0
2063.0,184838000000.0,290828600000.0,237749960000.0,388175360000.0,327784460000.0,222342000000.0,264114040000.0,356437430000.0,341585430000.0,546660300000.0,174233730000.0,409265540000.0,278489800000.0,224864830000.0
2064.0,176468070000.0,285318400000.0,229087300000.0,382377950000.0,317383500000.0,217461520000.0,247815030000.0,346951900000.0,334438200000.0,545412580000.0,168098960000.0,403131430000.0,267423580000.0,218682640000.0
2065.0,167382160000.0,278565300000.0,216006900000.0,375284530000.0,305391080000.0,208815080000.0,234928850000.0,332099780000.0,328042120000.0,540126900000.0,160401540000.0,397465580000.0,255431250000.0,212901170000.0
2066.0,159087670000.0,272114000000.0,206517160000.0,369037150000.0,295558700000.0,199071800000.0,224909590000.0,322148860000.0,325666700000.0,526762300000.0,149060220000.0,384381550000.0,247057090000.0,207666180000.0
2067.0,149787020000.0,264009810000.0,195949330000.0,361630330000.0,282933800000.0,191878580000.0,215718250000.0,315106850000.0,320855100000.0,519008400000.0,141720030000.0,375449500000.0,240680650000.0,199813500000.0
2068.0,141766000000.0,254917560000.0,188208070000.0,357613730000.0,274660770000.0,181398670000.0,203851060000.0,303913270000.0,312893600000.0,504428950000.0,136273940000.0,363040930000.0,236827930000.0,194953250000.0
2069.0,134509960000.0,250769400000.0,175601000000.0,353679540000.0,261580320000.0,175521780000.0,193183330000.0,293435240000.0,305951150000.0,501031270000.0,129928630000.0,350851960000.0,227473260000.0,188753580000.0
2070.0,128631490000.0,246781790000.0,168118600000.0,348798060000.0,252062520000.0,172086600000.0,181748270000.0,288430460000.0,303156560000.0,490161440000.0,123489840000.0,340931350000.0,219114340000.0,179492240000.0
2071.0,122350820000.0,240160080000.0,154376080000.0,336797960000.0,241815550000.0,163890040000.0,175131640000.0,289889350000.0,298585600000.0,487869100000.0,116464110000.0,331421940000.0,213278520000.0,169854220000.0
2072.0,115551970000.0,234614700000.0,148834070000.0,332270340000.0,227199340000.0,155792900000.0,167291780000.0,277284300000.0,293546820000.0,483662200000.0,110724160000.0,324380720000.0,208030610000.0,163869800000.0
2073.0,108964860000.0,229057300000.0,141738280000.0,324623730000.0,218412140000.0,150312090000.0,158721820000.0,271796600000.0,284505670000.0,474656370000.0,106527750000.0,316816650000.0,202263120000.0,157026240000.0
2074.0,104689510000.0,221157150000.0,133438956000.0,311925930000.0,205695070000.0,144177660000.0,148540740000.0,258696350000.0,278446770000.0,471317350000.0,101731260000.0,302890840000.0,197254410000.0,150737400000.0
2075.0,99573430000.0,218313830000.0,128303870000.0,305934500000.0,199970730000.0,138988440000.0,137182400000.0,250113160000.0,272612540000.0,460678000000.0,96733650000.0,295773370000.0,191310820000.0,144556640000.0
2076.0,94013130000.0,209831020000.0,125556695000.0,296594400000.0,193368930000.0,135817410000.0,126926004000.0,247439200000.0,270759760000.0,446230760000.0,93732540000.0,289447100000.0,182153180000.0,140887280000.0
2077.0,88221655000.0,204990820000.0,119955260000.0,286753980000.0,185695490000.0,127355350000.0,119276570000.0,234587300000.0,268358340000.0,429682260000.0,88546330000.0,279602660000.0,176504010000.0,135176600000.0
2078.0,84425360000.0,200982900000.0,113529810000.0,280765830000.0,175374390000.0,123290110000.0,110197030000.0,224397820000.0,258354480000.0,427132880000.0,82861550000.0,272277550000.0,170739800000.0,127609290000.0
2079.0,77860830000.0,197774700000.0,109338490000.0,274359940000.0,170281830000.0,120352390000.0,101173084000.0,213353400000.0,255818780000.0,412143350000.0,79217070000.0,262385800000.0,162894760000.0,122993345000.0
2080.0,72338470000.0,193078070000.0,104510550000.0,268149200000.0,161226460000.0,116693290000.0,93685470000.0,210006520000.0,246894440000.0,402848680000.0,75148290000.0,258960130000.0,154170800000.0,116007200000.0
2081.0,67700457000.0,187596230000.0,98307020000.0,263654700000.0,153862930000.0,112610574000.0,86137830000.0,205285330000.0,238556320000.0,403557120000.0,71706190000.0,255992890000.0,151967240000.0,109452680000.0
2082.0,63460710000.0,184297570000.0,91522030000.0,254948640000.0,150978510000.0,106681070000.0,78524465000.0,195952050000.0,235810830000.0,394223750000.0,67372265000.0,255022920000.0,144014800000.0,105069500000.0
2083.0,58817050000.0,179835670000.0,86816740000.0,246346740000.0,147111360000.0,103352295000.0,71146390000.0,188096870000.0,226902690000.0,383929880000.0,63854944000.0,251582530000.0,137614160000.0,101058180000.0
2084.0,55104510000.0,174147900000.0,85251300000.0,243612630000.0,137344080000.0,97761400000.0,66874280000.0,182409310000.0,219427670000.0,378134820000.0,60844126000.0,247012330000.0,129303450000.0,95351700000.0
2085.0,51808338000.0,171318260000.0,82575340000.0,238694150000.0,126546150000.0,94421700000.0,63273087000.0,176338470000.0,214528770000.0,377327600000.0,58324742000.0,241820580000.0,124278340000.0,91047610000.0
2086.0,48816140000.0,168889650000.0,78585050000.0,229499630000.0,119892600000.0,89802890000.0,59955954000.0,172267630000.0,208958540000.0,368686470000.0,55043002000.0,234096050000.0,117316970000.0,85442765000.0
2087.0,46016053000.0,164633800000.0,74379756000.0,218722300000.0,114110240000.0,86704170000.0,56686980000.0,165864370000.0,204145070000.0,364305060000.0,52362367000.0,227320350000.0,112170460000.0,80118700000.0
2088.0,42192290000.0,161083830000.0,73602750000.0,210619000000.0,108087410000.0,82115170000.0,53289894000.0,160065910000.0,204159910000.0,353535600000.0,49527284000.0,218047450000.0,108127584000.0,75477600000.0
2089.0,39889658000.0,156146700000.0,70211674000.0,201371040000.0,102845596000.0,78931550000.0,49902408000.0,155977970000.0,197688800000.0,349474100000.0,48355148000.0,214052770000.0,104495645000.0,71020820000.0
2090.0,38334300000.0,149992140000.0,66932867000.0,195029940000.0,98767840000.0,76061090000.0,46930977000.0,148911000000.0,190930160000.0,342674830000.0,46423937000.0,207069870000.0,99452160000.0,67012588000.0
2091.0,36176855000.0,144101740000.0,63057550000.0,192171490000.0,94489680000.0,74024110000.0,43892396000.0,144712810000.0,184354300000.0,331965400000.0,43997200000.0,204269390000.0,92648390000.0,63904416000.0
2092.0,33887437000.0,140023430000.0,59435420000.0,187543630000.0,91650720000.0,71396740000.0,41779884000.0,136610290000.0,182378410000.0,324371250000.0,41632285000.0,194994780000.0,86860250000.0,60599000000.0
2093.0,31867032000.0,135248510000.0,56599080000.0,178932170000.0,86968620000.0,68826200000.0,39615263000.0,130857020000.0,175905460000.0,322215640000.0,39440080000.0,191037400000.0,82444894000.0,57629190000.0
2094.0,30560030000.0,131984220000.0,54625194000.0,172372070000.0,80024300000.0,66646745000.0,38377050000.0,126118180000.0,171252200000.0,316196500000.0,36950475000.0,185967250000.0,77774640000.0,55857324000.0
2095.0,29222085000.0,126770370000.0,52306653000.0,166875740000.0,77271320000.0,64635760000.0,35636404000.0,120836870000.0,169431630000.0,312749100000.0,35691192000.0,181513390000.0,73599500000.0,53886284000.0
2096.0,28044868000.0,123483140000.0,50179270000.0,156068920000.0,72001440000.0,62500960000.0,33626319000.0,114804160000.0,163046700000.0,310433000000.0,34646147000.0,176311090000.0,71072680000.0,51141706000.0
2097.0,26423589000.0,120421060000.0,47257846000.0,154170210000.0,67309572000.0,60984144000.0,31492717000.0,112241780000.0,160563360000.0,306030000000.0,32583148000.0,172962370000.0,68220340000.0,49275970000.0
2098.0,25157500000.0,114577560000.0,45873148000.0,151804040000.0,63154282000.0,59322335000.0,29775692000.0,109300140000.0,154533270000.0,303234800000.0,31330090000.0,165694570000.0,65373565000.0,48497730000.0
2099.0,24564234000.0,108406850000.0,45346316000.0,147240040000.0,60495220000.0,58058002000.0,27871058000.0,106886860000.0,152310300000.0,292864600000.0,29840273000.0,161935470000.0,64623047000.0,46250484000.0
2100.0,23277533000.0,106304510000.0,42049880000.0,145304470000.0,57829708000.0,56866900000.0,25508400000.0,104635520000.0,151310100000.0,290174960000.0,29241307000.0,158085120000.0,61052154000.0,44732633000.0
