time,MRI-ESM2-0,EC-EARTH3-VEG,EC-EARTH3,MPI-ESM1-2-HR,CESM2-WACCM,INM-CM4-8,NORESM2-MM,FGOALS-F3-L,INM-CM5-0,CESM2,CAMS-CSM1-0,BCC-CSM2-MR,GFDL-ESM4
2064.0,233397780000.0,265312930000.0,214507960000.0,324010020000.0,183482290000.0,278086220000.0,219039370000.0,220436410000.0,330297280000.0,202200400000.0,521783350000.0,194101150000.0,319071600000.0
2065.0,224845740000.0,253093680000.0,200315270000.0,313303630000.0,171938050000.0,267511170000.0,202033000000.0,211261690000.0,324735200000.0,188721320000.0,501549100000.0,182644460000.0,304848760000.0
2066.0,215622810000.0,240006180000.0,190168960000.0,304259200000.0,162676050000.0,261454360000.0,189169250000.0,202033180000.0,325673580000.0,177134670000.0,483563860000.0,170194370000.0,293394840000.0
2067.0,208930800000.0,224402150000.0,173485570000.0,295438420000.0,152643900000.0,246016200000.0,177952570000.0,191192500000.0,309024000000.0,168192080000.0,478202760000.0,160042390000.0,286626970000.0
2068.0,202841650000.0,207836450000.0,161181100000.0,278654780000.0,141332700000.0,236255170000.0,168507400000.0,185146650000.0,295284500000.0,160028950000.0,463958770000.0,149329260000.0,278504000000.0
2069.0,195807690000.0,202435510000.0,151832900000.0,271595810000.0,132947830000.0,224686880000.0,159271340000.0,172472530000.0,284600660000.0,149566340000.0,457903300000.0,136276180000.0,269894780000.0
2070.0,187050690000.0,192354580000.0,138880270000.0,263917980000.0,121966810000.0,211913720000.0,150226700000.0,164312650000.0,276106540000.0,137986050000.0,453033330000.0,127268086000.0,260351360000.0
2071.0,179509530000.0,185906220000.0,130065520000.0,255829360000.0,111930510000.0,204551140000.0,142884880000.0,155625730000.0,270818720000.0,128208085000.0,443109380000.0,117485080000.0,251811040000.0
2072.0,169854570000.0,174851160000.0,123102410000.0,249123930000.0,102418014000.0,197708560000.0,133432560000.0,145940820000.0,260553560000.0,122067395000.0,425593270000.0,110984700000.0,247409330000.0
2073.0,162299900000.0,162209070000.0,119309820000.0,237924680000.0,93937680000.0,190972500000.0,124947640000.0,138223000000.0,251221980000.0,113926520000.0,412436900000.0,105743204000.0,235083890000.0
2074.0,155216560000.0,150326540000.0,112749550000.0,230127650000.0,82267365000.0,186025660000.0,117712680000.0,129313910000.0,250288360000.0,105015520000.0,403712870000.0,99583330000.0,225164000000.0
2075.0,145756370000.0,139963650000.0,105410800000.0,217640320000.0,71902090000.0,178911990000.0,109788340000.0,122118390000.0,241225630000.0,97893770000.0,398653620000.0,94549795000.0,210219400000.0
2076.0,141551900000.0,131441705000.0,98482184000.0,206477740000.0,65963290000.0,170795880000.0,101957560000.0,113700220000.0,234649290000.0,91101840000.0,388170780000.0,86527050000.0,205575670000.0
2077.0,132952195000.0,120881005000.0,92047490000.0,199116690000.0,59736322000.0,163341240000.0,96647094000.0,107581040000.0,230245600000.0,85232800000.0,381840950000.0,78504755000.0,199935150000.0
2078.0,125853170000.0,114703210000.0,83360300000.0,189270330000.0,52815820000.0,157746510000.0,92279420000.0,101278990000.0,222344760000.0,78229920000.0,366697780000.0,71859446000.0,192965430000.0
2079.0,120623460000.0,107446820000.0,74454610000.0,181205530000.0,48599044000.0,151083000000.0,88358040000.0,92482230000.0,214512730000.0,72120100000.0,354965600000.0,64941793000.0,183045080000.0
2080.0,114138690000.0,97258120000.0,68890240000.0,170849300000.0,44852724000.0,142443890000.0,80585420000.0,84218640000.0,208788280000.0,66140910000.0,348195320000.0,59471580000.0,177789550000.0
2081.0,106063590000.0,88893220000.0,63334340000.0,161315270000.0,41332700000.0,137554760000.0,74801185000.0,76553200000.0,197932910000.0,61372076000.0,339014800000.0,54830500000.0,169510080000.0
2082.0,98930480000.0,82785040000.0,57769644000.0,152559570000.0,37825516000.0,134450455000.0,69068240000.0,71911080000.0,185954630000.0,55774000000.0,319890800000.0,49038533000.0,160280120000.0
2083.0,92270730000.0,76897370000.0,51537723000.0,144364570000.0,34096908000.0,126973530000.0,62894506000.0,65453793000.0,179144870000.0,52467806000.0,307931020000.0,44712423000.0,152679960000.0
2084.0,86981190000.0,69468880000.0,47767050000.0,137188975000.0,29727250000.0,117759990000.0,57252430000.0,60720124000.0,172389120000.0,49244934000.0,295184000000.0,40648143000.0,146378600000.0
2085.0,81597120000.0,61880283000.0,45715562000.0,128947660000.0,25293982000.0,113640825000.0,53824102000.0,55717376000.0,165272240000.0,43569947000.0,286171040000.0,37608320000.0,138666970000.0
2086.0,75783480000.0,54944846000.0,42025378000.0,123256545000.0,22694267000.0,107547220000.0,49441726000.0,52172878000.0,156538980000.0,39147030000.0,273953850000.0,34565173000.0,132983420000.0
2087.0,69602345000.0,48095230000.0,38345548000.0,115286530000.0,20258058000.0,103108380000.0,45531922000.0,47901766000.0,150061660000.0,35081753000.0,263272460000.0,30497565000.0,126452605000.0
2088.0,65116900000.0,42180882000.0,34293540000.0,109426885000.0,18035255000.0,97070600000.0,42854736000.0,43632017000.0,144162010000.0,32524070000.0,254635690000.0,28267882000.0,123160500000.0
2089.0,61449757000.0,36692746000.0,31145826000.0,101235480000.0,16017299000.0,91775570000.0,38321844000.0,40378990000.0,138467360000.0,29904794000.0,245271120000.0,26565190000.0,116829815000.0
2090.0,58744750000.0,33678608000.0,28918190000.0,94414094000.0,14945014000.0,87327390000.0,33532322000.0,35363770000.0,131555700000.0,26730869000.0,236810440000.0,24893575000.0,110164705000.0
2091.0,53708132000.0,31571104000.0,26252091000.0,88286220000.0,13349442000.0,80839885000.0,31044106000.0,32813036000.0,126312580000.0,24344408000.0,227244230000.0,22574658000.0,103708050000.0
2092.0,50998430000.0,29059256000.0,24191107000.0,82564210000.0,12101453000.0,76146430000.0,29975855000.0,31967890000.0,123102626000.0,22025010000.0,218862800000.0,20714371000.0,99125730000.0
2093.0,46851748000.0,26244102000.0,22382318000.0,79326765000.0,10628088000.0,70953345000.0,27113590000.0,29664760000.0,117732220000.0,19939156000.0,204393460000.0,18929863000.0,94459860000.0
2094.0,43377295000.0,23543867000.0,19490703000.0,72891654000.0,9534027000.0,67293750000.0,25052668000.0,27891950000.0,112888810000.0,18364040000.0,199796950000.0,17411602000.0,87584990000.0
2095.0,40555080000.0,20978907000.0,17192081000.0,67814085000.0,8372512000.0,62568220000.0,22018908000.0,25691134000.0,107393016000.0,16572590000.0,197669320000.0,16043377000.0,82422960000.0
2096.0,38343844000.0,18745332000.0,15898486000.0,63467287000.0,7060237300.0,59183540000.0,20412121000.0,24103539000.0,102475506000.0,14857528000.0,189048010000.0,14364705000.0,78382350000.0
2097.0,35199740000.0,16576180000.0,14293673000.0,59125160000.0,6421230000.0,55818965000.0,18774827000.0,22939974000.0,97924050000.0,13240285000.0,179503450000.0,13578329000.0,75713000000.0
2098.0,33356716000.0,14879652000.0,12102915000.0,55632480000.0,5920356000.0,52702777000.0,17652527000.0,21249884000.0,94481120000.0,11958857000.0,170954540000.0,12603825000.0,71795384000.0
2099.0,31022113000.0,13566447000.0,11216212000.0,52383388000.0,5525021700.0,50448458000.0,15534066000.0,19691078000.0,89787520000.0,10630802000.0,163861250000.0,11380292000.0,68359676000.0
2100.0,28587477000.0,12215801000.0,10209877000.0,49715278000.0,5105689600.0,48475234000.0,13680678000.0,18599186000.0,88395110000.0,9705146000.0,161765460000.0,10151198000.0,65306560000.0
