time,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0,IPSL-CM6A-LR
2074.0,6551628000.0,8745643000.0,8200541700.0,8694639000.0
2075.0,6447855600.0,8729310000.0,8170445000.0,8652718000.0
2076.0,6360182300.0,8693143000.0,8140290000.0,8619632000.0
2077.0,6298303500.0,8662242000.0,8121642000.0,8587714600.0
2078.0,6220865000.0,8645968000.0,8120133600.0,8560131600.0
2079.0,6143721500.0,8630042000.0,8114963500.0,8517592000.0
2080.0,6056889000.0,8599812000.0,8062828500.0,8483903500.0
2081.0,5964143600.0,8598955000.0,8045795300.0,8462266400.0
2082.0,5856057300.0,8565812000.0,8005079600.0,8427742000.0
2083.0,5749452000.0,8536404500.0,7978732500.0,8384018400.0
2084.0,5662545000.0,8511742000.0,7940995000.0,8391978500.0
2085.0,5555545000.0,8504492000.0,7934463500.0,8328159000.0
2086.0,5503698000.0,8485349400.0,7926076000.0,8315277000.0
2087.0,5420153300.0,8452961300.0,7907154400.0,8274521600.0
2088.0,5347060000.0,8431296000.0,7906953700.0,8257826300.0
2089.0,5301375000.0,8394252300.0,7902094000.0,8224956400.0
2090.0,5223929000.0,8362098700.0,7866525700.0,8203182600.0
2091.0,5174554600.0,8357313000.0,7867527000.0,8167287000.0
2092.0,5092877000.0,8352491500.0,7851046000.0,8125689000.0
2093.0,5031083500.0,8333201000.0,7821916700.0,8152691000.0
2094.0,5012961000.0,8317672000.0,7811933000.0,8093645300.0
2095.0,4963913000.0,8306511000.0,7841894400.0,8062580000.0
2096.0,4926633000.0,8285058000.0,7797166600.0,8024577000.0
2097.0,4884728000.0,8258702300.0,7796136000.0,8013138400.0
2098.0,4832743400.0,8286424600.0,7769043000.0,8009353700.0
2099.0,4785660000.0,8236767700.0,7826372600.0,7968917500.0
2100.0,4712479000.0,8180970000.0,7802692600.0,7947778600.0
