time,ACCESS-ESM1-5,IPSL-CM6A-LR,ACCESS-CM2,CESM2-WACCM,MRI-ESM2-0,CANESM5
2031.0,228813460000.0,231780200000.0,224330610000.0,227221900000.0,226895000000.0,202858990000.0
2032.0,228973840000.0,226423060000.0,221458680000.0,223239630000.0,224429000000.0,196073360000.0
2033.0,226769000000.0,223323370000.0,216782140000.0,220424040000.0,220587080000.0,190869780000.0
2034.0,227145990000.0,218517640000.0,214024100000.0,218950350000.0,216038470000.0,184352980000.0
2035.0,227141200000.0,213648740000.0,209313370000.0,214692270000.0,209817760000.0,177797000000.0
2036.0,225430140000.0,208000570000.0,206660730000.0,212043630000.0,208204680000.0,174487320000.0
2037.0,223438600000.0,203336780000.0,202556780000.0,207999500000.0,203615520000.0,169889070000.0
2038.0,221034330000.0,201074920000.0,197340090000.0,203528440000.0,200742900000.0,166305860000.0
2039.0,219876720000.0,198119590000.0,192426930000.0,202006900000.0,198012440000.0,162537300000.0
2040.0,218070610000.0,193150750000.0,188776020000.0,197787900000.0,195188970000.0,157327310000.0
2041.0,219616480000.0,186281690000.0,183394910000.0,189659640000.0,190491560000.0,151794100000.0
2042.0,219581870000.0,182400240000.0,178667400000.0,184909500000.0,186712440000.0,147098680000.0
2043.0,216456500000.0,179919500000.0,171352000000.0,181852720000.0,182654240000.0,141331900000.0
2044.0,213616380000.0,178096590000.0,167062400000.0,177107290000.0,180387990000.0,133912200000.0
2045.0,211903070000.0,175561950000.0,162688680000.0,173430180000.0,178496110000.0,131164270000.0
2046.0,207003620000.0,171938920000.0,157729650000.0,171023560000.0,173219460000.0,126166780000.0
2047.0,204001210000.0,169193110000.0,151963980000.0,164345280000.0,167713490000.0,121340850000.0
2048.0,200672760000.0,163406840000.0,147926340000.0,158161700000.0,165028870000.0,118093960000.0
2049.0,199418330000.0,162081260000.0,141132560000.0,155876100000.0,163206330000.0,115416970000.0
2050.0,197084430000.0,157342350000.0,136694180000.0,151045370000.0,161326960000.0,113100750000.0
2051.0,194711240000.0,154174280000.0,131475970000.0,149434200000.0,160181910000.0,111459870000.0
2052.0,194461700000.0,149976580000.0,126789020000.0,147947180000.0,158373020000.0,109257000000.0
2053.0,192382290000.0,145274670000.0,124096070000.0,146363100000.0,156955360000.0,105058330000.0
2054.0,189983870000.0,142211510000.0,119641690000.0,144919310000.0,154109050000.0,101077720000.0
2055.0,186196500000.0,139132440000.0,117105480000.0,142717010000.0,153132300000.0,97910380000.0
2056.0,185619100000.0,135962420000.0,115107020000.0,139920080000.0,150178190000.0,94016440000.0
2057.0,187882180000.0,131451670000.0,111369240000.0,137971200000.0,147145980000.0,91582510000.0
2058.0,188473150000.0,127789720000.0,110198670000.0,138426020000.0,144350610000.0,88882600000.0
2059.0,189546270000.0,123884430000.0,107586490000.0,136913540000.0,141970880000.0,86057796000.0
2060.0,187082700000.0,121731610000.0,103317530000.0,135381900000.0,139684330000.0,82620300000.0
2061.0,183427280000.0,119844740000.0,99996746000.0,134809720000.0,137268290000.0,80599790000.0
2062.0,182069740000.0,117160410000.0,97846800000.0,133069775000.0,134289810000.0,77253190000.0
2063.0,181499850000.0,114101944000.0,95002360000.0,131660120000.0,133047140000.0,74187645000.0
2064.0,182274720000.0,110214130000.0,90471050000.0,130648375000.0,132633170000.0,70959735000.0
2065.0,180977960000.0,109067840000.0,86354280000.0,128940600000.0,131863170000.0,67896054000.0
2066.0,180482340000.0,105959170000.0,84521610000.0,126263410000.0,131735520000.0,65779986000.0
2067.0,178478960000.0,104112450000.0,81256735000.0,124950700000.0,130448510000.0,63243665000.0
2068.0,174161800000.0,102733780000.0,78691990000.0,122873490000.0,128307720000.0,60761520000.0
2069.0,171991580000.0,100596130000.0,75056910000.0,121431110000.0,126711470000.0,58391360000.0
2070.0,169123350000.0,97172510000.0,73423890000.0,120260660000.0,124096090000.0,55853230000.0
2071.0,165649940000.0,93290210000.0,70949110000.0,121602010000.0,124564390000.0,53074223000.0
2072.0,162528610000.0,89965570000.0,68793400000.0,120371690000.0,122721124000.0,50998830000.0
2073.0,160449410000.0,87331600000.0,67441140000.0,119414006000.0,122109450000.0,49167032000.0
2074.0,156267100000.0,84945895000.0,65944306000.0,117184900000.0,121380670000.0,47303970000.0
2075.0,152254560000.0,83866100000.0,64122140000.0,115809990000.0,119756820000.0,44710260000.0
2076.0,148497190000.0,81417585000.0,62434250000.0,114383570000.0,119056580000.0,42851340000.0
2077.0,146384520000.0,78936240000.0,60473684000.0,113095240000.0,117925190000.0,41295938000.0
2078.0,141241100000.0,77493370000.0,59013800000.0,110736605000.0,117843860000.0,39663456000.0
2079.0,139482780000.0,76222800000.0,56829030000.0,112533690000.0,116614046000.0,37818240000.0
2080.0,138094460000.0,75481300000.0,55447335000.0,111453810000.0,116438920000.0,36644315000.0
2081.0,135209100000.0,74449020000.0,53901742000.0,110385950000.0,115095960000.0,35141480000.0
2082.0,131987260000.0,71877600000.0,51900137000.0,111903340000.0,114217484000.0,34235280000.0
2083.0,129552760000.0,70373200000.0,50029120000.0,109364900000.0,113469270000.0,32289325000.0
2084.0,127662510000.0,68527722000.0,49016426000.0,108677590000.0,114717160000.0,30779070000.0
2085.0,125309420000.0,67340833000.0,47685480000.0,108352540000.0,114906010000.0,29845970000.0
2086.0,125426090000.0,65438040000.0,44755878000.0,107828460000.0,114225050000.0,28250188000.0
2087.0,124621505000.0,63140590000.0,43240645000.0,105917390000.0,114122600000.0,27038102000.0
2088.0,122281030000.0,61866172000.0,41301045000.0,105272240000.0,112591400000.0,25476114000.0
2089.0,120512720000.0,60551266000.0,40426324000.0,105085560000.0,111723980000.0,24556974000.0
2090.0,119599880000.0,58894060000.0,39248597000.0,103307500000.0,110017180000.0,23596544000.0
2091.0,116838600000.0,56880290000.0,38028206000.0,102685800000.0,109482030000.0,21884692000.0
2092.0,115008770000.0,54942820000.0,35881366000.0,100965300000.0,109299820000.0,20791042000.0
2093.0,114040410000.0,53149135000.0,33592445000.0,99999860000.0,108721940000.0,20243570000.0
2094.0,112538240000.0,51395932000.0,31819723000.0,98920650000.0,106905440000.0,19261729000.0
2095.0,111462466000.0,50516080000.0,30046163000.0,96866300000.0,105442770000.0,18631516000.0
2096.0,110733570000.0,49253660000.0,28216790000.0,97855590000.0,105145760000.0,17681340000.0
2097.0,109065130000.0,48734724000.0,26439156000.0,98022500000.0,106075030000.0,16635460000.0
2098.0,106280215000.0,47698160000.0,25165349000.0,96656440000.0,106001870000.0,16066882000.0
2099.0,105098540000.0,46361880000.0,24049197000.0,96002820000.0,106179215000.0,15420010000.0
2100.0,103883920000.0,44872094000.0,23030456000.0,94572310000.0,105790610000.0,14421947000.0
2101.0,103632600000.0,42873614000.0,21839366000.0,96677320000.0,105429100000.0,13594407000.0
2102.0,101458340000.0,41763738000.0,20567947000.0,95843400000.0,105604325000.0,12708065000.0
2103.0,99856835000.0,40803530000.0,19528942000.0,94506430000.0,105799120000.0,12245984000.0
2104.0,99244050000.0,40198420000.0,18437882000.0,94339140000.0,105728340000.0,11330558000.0
2105.0,96959210000.0,39338254000.0,17239456000.0,93412160000.0,105719630000.0,10739654000.0
2106.0,95025590000.0,38579760000.0,16304582000.0,93657694000.0,109790200000.0,10147400000.0
2107.0,92377145000.0,37255643000.0,15437833000.0,92535540000.0,108211820000.0,9675112000.0
2108.0,93036140000.0,36451630000.0,14442050000.0,92345280000.0,107034490000.0,9368040000.0
2109.0,91472036000.0,35713106000.0,13688057000.0,91972550000.0,107903150000.0,8973695000.0
2110.0,88989540000.0,34422325000.0,12857069000.0,92150590000.0,107627660000.0,8593311000.0
2111.0,86999090000.0,33888893000.0,12114275000.0,93490110000.0,109306855000.0,8384399400.0
2112.0,84598030000.0,32799793000.0,11149255000.0,91076140000.0,107918060000.0,8026316000.0
2113.0,81628660000.0,31760062000.0,10689974000.0,90522930000.0,107451695000.0,7662299000.0
2114.0,81530730000.0,31253037000.0,9778638000.0,90203300000.0,109463750000.0,7238319600.0
2115.0,79752290000.0,30070964000.0,9053109000.0,90638040000.0,113924410000.0,6791360500.0
2116.0,78556815000.0,28999550000.0,8383356000.0,89581260000.0,114752990000.0,6582902300.0
2117.0,76653610000.0,28238010000.0,7885822000.0,89207546000.0,112653410000.0,6246482000.0
2118.0,74779705000.0,27435065000.0,7575165400.0,89030590000.0,113148510000.0,5848109600.0
2119.0,73670975000.0,26601329000.0,7316606500.0,88005124000.0,113893745000.0,5573601300.0
2120.0,72917066000.0,25992540000.0,7156860000.0,87261700000.0,114426620000.0,5351328000.0
2121.0,71839270000.0,25537845000.0,6635984400.0,87086810000.0,115392400000.0,5077459000.0
2122.0,70672020000.0,24689693000.0,6224091000.0,85051730000.0,115523090000.0,4638031000.0
2123.0,68998350000.0,24321012000.0,5818760000.0,84649920000.0,115988940000.0,4396558000.0
2124.0,68688634000.0,23652766000.0,5358242000.0,83830964000.0,118324175000.0,4130253300.0
2125.0,67949773000.0,22996347000.0,4950811600.0,83175916000.0,118555740000.0,3825951700.0
2126.0,66688184000.0,22753935000.0,4591777000.0,82095710000.0,122210600000.0,3621839600.0
2127.0,65618887000.0,21730402000.0,4184877000.0,81676740000.0,122452180000.0,3419727400.0
2128.0,64753734000.0,21340901000.0,3868143900.0,80340025000.0,122853384000.0,3224924700.0
2129.0,63215170000.0,20355439000.0,3619523600.0,80694400000.0,123129250000.0,3050446800.0
2130.0,62927426000.0,19575865000.0,3416200400.0,80674110000.0,122248650000.0,2894590500.0
2131.0,61830803000.0,18828677000.0,3068725000.0,79523260000.0,123585350000.0,2747953000.0
2132.0,61247750000.0,18187389000.0,2816350000.0,81242276000.0,124566410000.0,2601920800.0
2133.0,60273130000.0,17622245000.0,2535623200.0,80789120000.0,125142010000.0,2505197600.0
2134.0,58718413000.0,17127153000.0,2371260000.0,79958204000.0,126060724000.0,2452460000.0
2135.0,57098700000.0,16803708000.0,2152220700.0,80407405000.0,126925500000.0,2305753000.0
2136.0,56110236000.0,16200774000.0,1904577900.0,80054270000.0,130424996000.0,2234386000.0
2137.0,56378340000.0,15818910000.0,1720161900.0,80462880000.0,132135020000.0,2203641000.0
2138.0,55230124000.0,15595690000.0,1476175000.0,80693480000.0,135604390000.0,2149276200.0
2139.0,53473386000.0,14828289000.0,1353641900.0,82090270000.0,139441590000.0,2096357800.0
2140.0,52431213000.0,14313047000.0,1263588900.0,81537710000.0,137905830000.0,2046368300.0
2141.0,51314938000.0,13947685000.0,1148762900.0,82329950000.0,139973800000.0,1954234200.0
2142.0,50492404000.0,13479321000.0,1040238300.0,81920180000.0,145578690000.0,1877925600.0
2143.0,50022773000.0,13162434000.0,983456900.0,82334654000.0,150084730000.0,1854636300.0
2144.0,49192190000.0,12925562000.0,888162300.0,82588254000.0,156704080000.0,1800543500.0
2145.0,48562106000.0,12572581000.0,785749250.0,81334050000.0,156595130000.0,1736687100.0
2146.0,48312780000.0,12610431000.0,721082000.0,80666570000.0,158447730000.0,1664545500.0
2147.0,47665975000.0,11966889000.0,671463230.0,79948020000.0,158209650000.0,1610649700.0
2148.0,46901270000.0,11628514000.0,623121900.0,81553780000.0,160566820000.0,1535870300.0
2149.0,46318776000.0,11175049000.0,575089700.0,81983550000.0,162664460000.0,1478635600.0
2150.0,45708374000.0,10803223000.0,545394050.0,82841720000.0,164493570000.0,1493246800.0
2151.0,44794740000.0,10188915000.0,512429150.0,82092380000.0,163346120000.0,1413676000.0
2152.0,44197163000.0,9746022000.0,483458180.0,82086440000.0,164658870000.0,1378682500.0
2153.0,44120350000.0,9496642000.0,453318140.0,81504250000.0,167211960000.0,1327512400.0
2154.0,43559956000.0,9165174000.0,432036540.0,81501530000.0,169680720000.0,1291913900.0
2155.0,43988087000.0,8958048000.0,405392200.0,81318750000.0,172815170000.0,1290201500.0
2156.0,44689752000.0,8509876700.0,387652060.0,81142874000.0,177282060000.0,1232217600.0
2157.0,45528166000.0,8285172700.0,359398820.0,81698490000.0,181183950000.0,1184589300.0
2158.0,45403832000.0,7946463700.0,335081120.0,81968700000.0,181864100000.0,1160631400.0
2159.0,44164235000.0,7776790000.0,304629060.0,80827240000.0,184511840000.0,1107270100.0
2160.0,43683090000.0,7667690500.0,285525100.0,80404690000.0,185539250000.0,1029622460.0
2161.0,43996180000.0,7599015400.0,256274190.0,81167960000.0,185652850000.0,1010929800.0
2162.0,43074384000.0,7338994000.0,232859710.0,80825880000.0,189021980000.0,988842750.0
2163.0,42370142000.0,7301579300.0,216994670.0,80388465000.0,191787340000.0,938701630.0
2164.0,41738330000.0,7083219000.0,213998930.0,79431870000.0,194151920000.0,918453000.0
2165.0,41398907000.0,6778852400.0,192047730.0,79279600000.0,199101090000.0,880717000.0
2166.0,40453943000.0,6673368600.0,177976690.0,80148505000.0,203744250000.0,847326600.0
2167.0,39999558000.0,6375790000.0,187788210.0,81189930000.0,208050300000.0,811434200.0
2168.0,39150000000.0,6200823000.0,160971100.0,80815650000.0,210297600000.0,795813400.0
2169.0,38311068000.0,5905505300.0,154301460.0,81202300000.0,210352770000.0,790543400.0
2170.0,37978665000.0,5686436000.0,137432530.0,81703030000.0,212600820000.0,759857540.0
2171.0,38171780000.0,5423680500.0,121638800.0,81706890000.0,218097220000.0,735173200.0
2172.0,37343674000.0,5278245400.0,114071010.0,81143700000.0,220597220000.0,705979600.0
2173.0,36421476000.0,5157800400.0,106624680.0,81172250000.0,221329230000.0,671765250.0
2174.0,35810930000.0,5090925000.0,100384730.0,81989730000.0,225512600000.0,655251600.0
2175.0,34716070000.0,4914822000.0,86420620.0,82242990000.0,229759320000.0,633997440.0
2176.0,34423087000.0,4790566000.0,86447380.0,82711250000.0,233395650000.0,634504400.0
2177.0,33800290000.0,4631565000.0,81900630.0,83286655000.0,235422090000.0,582560000.0
2178.0,33200202000.0,4532339000.0,80641780.0,83364340000.0,240243060000.0,562429440.0
2179.0,32575502000.0,4479701500.0,78877870.0,83770950000.0,245910130000.0,581395650.0
2180.0,32267640000.0,4463301000.0,74285590.0,84309200000.0,245539930000.0,560509500.0
2181.0,31705426000.0,4302962000.0,73374050.0,85844080000.0,247174710000.0,534903740.0
2182.0,31003271000.0,4134184200.0,72023704.0,87653925000.0,249085130000.0,502176030.0
2183.0,30685358000.0,4042654500.0,73365530.0,87610384000.0,251530250000.0,493414340.0
2184.0,30440600000.0,3971816700.0,76620160.0,87434890000.0,254822760000.0,481905180.0
2185.0,30225630000.0,4389533700.0,71253750.0,88033100000.0,258591520000.0,460364350.0
2186.0,29538206000.0,4022813700.0,70514696.0,87962580000.0,259089320000.0,447734820.0
2187.0,28540244000.0,4048350200.0,71847736.0,89682610000.0,261557470000.0,437823500.0
2188.0,28137044000.0,3906227700.0,72980770.0,88613360000.0,263735750000.0,425534240.0
2189.0,27206738000.0,3914471700.0,74249784.0,89394810000.0,266922850000.0,404627360.0
2190.0,26412087000.0,3859324400.0,83715620.0,93296755000.0,274389930000.0,386142820.0
2191.0,25660336000.0,3733161000.0,74844660.0,92605350000.0,281867980000.0,389551870.0
2192.0,25215853000.0,3756148500.0,75432080.0,93161790000.0,288360960000.0,377261470.0
2193.0,24677392000.0,3698351000.0,71994856.0,92733660000.0,293715640000.0,366283800.0
2194.0,23953596000.0,3608660200.0,69611550.0,95650950000.0,300006800000.0,356222980.0
2195.0,23648040000.0,3683139800.0,67622660.0,95638150000.0,302178470000.0,389676800.0
2196.0,23299283000.0,3540709400.0,65990668.0,95537594000.0,305405130000.0,353389220.0
2197.0,23151315000.0,3459750000.0,64427590.0,97543220000.0,305361550000.0,348781540.0
2198.0,24190628000.0,3377399000.0,62979544.0,98849825000.0,308982150000.0,345741200.0
2199.0,22674340000.0,3336247000.0,63390720.0,100631530000.0,314163400000.0,340704830.0
2200.0,22457227000.0,3257907700.0,63323224.0,103229720000.0,321431930000.0,331088600.0
2201.0,21889083000.0,3735069000.0,63757108.0,102820954000.0,325274270000.0,319321700.0
2202.0,21331073000.0,3620708400.0,63957492.0,101843340000.0,328446840000.0,313060100.0
2203.0,20990650000.0,3607505700.0,63049570.0,102724660000.0,329773220000.0,297459620.0
2204.0,20538771000.0,3624675000.0,61608336.0,102892410000.0,339099550000.0,294432830.0
2205.0,20061108000.0,3612155100.0,61365132.0,103277126000.0,341925360000.0,292128830.0
2206.0,19595653000.0,3485000700.0,61737370.0,105116810000.0,346937300000.0,285432400.0
2207.0,18983453000.0,3350146800.0,61427964.0,107104360000.0,355074570000.0,280917600.0
2208.0,18845647000.0,3310147300.0,61944068.0,108722000000.0,361048640000.0,279685000.0
2209.0,18660741000.0,3375007200.0,63328960.0,108943840000.0,365093550000.0,269155070.0
2210.0,18119770000.0,3281174000.0,68313490.0,108911310000.0,371831600000.0,260812380.0
2211.0,18086937000.0,3205583000.0,64360420.0,110277190000.0,371347600000.0,245943410.0
2212.0,17881903000.0,3150122200.0,63215844.0,110370310000.0,378125880000.0,238691100.0
2213.0,17544567000.0,3121613600.0,63039456.0,109773685000.0,382411570000.0,237106780.0
2214.0,16984707000.0,3057007600.0,62711668.0,112001420000.0,389323620000.0,230240700.0
2215.0,16804595000.0,3020481000.0,64976920.0,111562310000.0,392359300000.0,223753070.0
2216.0,16976811000.0,2937875200.0,75202850.0,111941935000.0,398252340000.0,212360670.0
2217.0,17878073000.0,3011515000.0,160894860.0,110758100000.0,401050660000.0,208544500.0
2218.0,17414277000.0,2988082700.0,79819880.0,111538954000.0,405647560000.0,208422820.0
2219.0,17149487000.0,2995415600.0,73963300.0,113192714000.0,407798870000.0,198577460.0
2220.0,16981678000.0,2895665700.0,75312270.0,113966170000.0,408095330000.0,192424240.0
2221.0,16727625000.0,2807340300.0,77114590.0,114466100000.0,413476260000.0,197413300.0
2222.0,16533648000.0,2766020000.0,76683520.0,115437960000.0,415859600000.0,183501580.0
2223.0,16283360000.0,2728320300.0,81759230.0,116335800000.0,422161680000.0,177104900.0
2224.0,16123367000.0,2697123600.0,294912830.0,116667000000.0,426199650000.0,171834780.0
2225.0,15980971000.0,2798650600.0,91299176.0,117609490000.0,426448880000.0,183481650.0
2226.0,15785461000.0,2746790000.0,87113530.0,116774050000.0,430288470000.0,174545680.0
2227.0,15621959000.0,2649248500.0,86376550.0,120205320000.0,434317130000.0,172089630.0
2228.0,15297345000.0,2622525700.0,92274400.0,119638426000.0,443919760000.0,168272500.0
2229.0,15025591000.0,2653124600.0,85121650.0,120889810000.0,441834050000.0,166676600.0
2230.0,14791265000.0,2595527000.0,82601200.0,120948590000.0,444412800000.0,234368110.0
2231.0,14852665000.0,2539611400.0,79680184.0,121199485000.0,450252050000.0,167068910.0
2232.0,14560636000.0,2505678300.0,82123260.0,122661200000.0,455163770000.0,165061740.0
2233.0,14528579000.0,2482295600.0,81378980.0,123137220000.0,457913430000.0,168466540.0
2234.0,14376302000.0,2465681700.0,82704850.0,125493990000.0,462329050000.0,163005010.0
2235.0,14719550000.0,2425870800.0,83188424.0,127424406000.0,467600900000.0,160241280.0
2236.0,14910199000.0,2482073900.0,80182340.0,128108330000.0,472279100000.0,161214350.0
2237.0,14928496000.0,2411413500.0,79179944.0,127135240000.0,474736460000.0,152700180.0
2238.0,14500454000.0,2400431600.0,83752536.0,129103320000.0,481928740000.0,147737380.0
2239.0,14401731000.0,2443332600.0,79911090.0,128050140000.0,489017440000.0,146305200.0
2240.0,14663159000.0,2314817000.0,78887040.0,128383260000.0,498101600000.0,146789920.0
2241.0,14975226000.0,2323473200.0,77533200.0,129976500000.0,499774160000.0,148303980.0
2242.0,14336362000.0,2356620500.0,78130184.0,129199820000.0,503536400000.0,149387870.0
2243.0,14284286000.0,2353627600.0,77556696.0,130317290000.0,508291800000.0,152216030.0
2244.0,14079504000.0,2321805600.0,77656750.0,132080484000.0,515381530000.0,149208060.0
2245.0,14142418000.0,2319937800.0,79155620.0,132879820000.0,518939570000.0,153431220.0
2246.0,13722461000.0,2365883100.0,79786790.0,133545800000.0,523904750000.0,148523020.0
2247.0,13529629000.0,2420242200.0,80424520.0,134739100000.0,532194160000.0,146127470.0
2248.0,13421310000.0,2327956500.0,118220770.0,134438806000.0,536205100000.0,149945330.0
2249.0,12914986000.0,2314562300.0,88433224.0,134898120000.0,540076700000.0,146303870.0
2250.0,13010483000.0,2553194500.0,123503410.0,134676350000.0,542803430000.0,148963200.0
2251.0,12557770000.0,2555122000.0,91415000.0,136176935000.0,554339700000.0,156695140.0
2252.0,12290881000.0,2633381400.0,93881450.0,137742940000.0,560033040000.0,149842160.0
2253.0,12120168000.0,2395395000.0,90328700.0,136395820000.0,570501900000.0,149249460.0
2254.0,12327464000.0,2329914000.0,88776680.0,137350685000.0,578718400000.0,145296180.0
2255.0,12478530000.0,2320940000.0,88393310.0,137613500000.0,584457260000.0,228379920.0
2256.0,12504293000.0,2322849000.0,87589940.0,136747730000.0,586254600000.0,178657540.0
2257.0,12573181000.0,2312778800.0,87690960.0,139350650000.0,591550400000.0,168311440.0
2258.0,13024496000.0,2341387300.0,85715290.0,139519330000.0,598017500000.0,172419540.0
2259.0,12635265000.0,2355898400.0,83282510.0,139891020000.0,606554700000.0,187052850.0
2260.0,12540062000.0,2350741200.0,81993650.0,142043150000.0,613554450000.0,186969060.0
2261.0,12168032000.0,2341705000.0,81146500.0,141159280000.0,614701860000.0,172250260.0
2262.0,11990321000.0,2332624400.0,78652744.0,142928860000.0,621407630000.0,160384860.0
2263.0,11880691000.0,2306917000.0,77146300.0,143809180000.0,628507400000.0,157536670.0
2264.0,11530316000.0,2412465200.0,75512040.0,143600960000.0,629791800000.0,158026530.0
2265.0,11276613000.0,2498809600.0,74054600.0,145164040000.0,632832100000.0,166283470.0
2266.0,10933124000.0,2475853300.0,74700360.0,143662300000.0,636066700000.0,172362400.0
2267.0,10824354000.0,2438047700.0,73433560.0,144933000000.0,638055100000.0,157943230.0
2268.0,10589599000.0,2535691800.0,72676504.0,144756050000.0,642834300000.0,150333660.0
2269.0,10615748000.0,2463719200.0,71207850.0,145685940000.0,645452100000.0,148845200.0
2270.0,10613384000.0,2424248300.0,70072440.0,144591950000.0,647731400000.0,146073310.0
2271.0,10726536000.0,2392859100.0,69736230.0,145170040000.0,651199100000.0,146510260.0
2272.0,11608868000.0,2377890000.0,75531860.0,145562660000.0,652177830000.0,164468080.0
2273.0,10902505000.0,2375969800.0,71064060.0,146768480000.0,653294800000.0,153775180.0
2274.0,10732111000.0,2369331200.0,70503220.0,146359680000.0,647687240000.0,148097100.0
2275.0,10702334000.0,2343084500.0,70519350.0,147628380000.0,652169700000.0,159080240.0
2276.0,10409910000.0,2290249700.0,70878070.0,148142880000.0,659528800000.0,156618380.0
2277.0,10242151000.0,2294328000.0,70234050.0,148728400000.0,658697300000.0,151139060.0
2278.0,10050449000.0,2360243000.0,69002890.0,148304660000.0,656259800000.0,152414450.0
2279.0,10131500000.0,2283533800.0,70230860.0,148964620000.0,657266440000.0,145332180.0
2280.0,9930488000.0,2276368400.0,70446140.0,148939010000.0,661470300000.0,146918610.0
2281.0,9775856000.0,2221546800.0,71079940.0,147856520000.0,661966360000.0,145333260.0
2282.0,9732555000.0,2248325000.0,72273016.0,147657300000.0,663950900000.0,143689230.0
2283.0,9463124000.0,2210686000.0,99594860.0,147531630000.0,664122600000.0,142130190.0
2284.0,9539548000.0,2264547300.0,74060310.0,147854800000.0,662250260000.0,142609360.0
2285.0,9353092000.0,2305441500.0,72326770.0,149396880000.0,667020700000.0,143050080.0
2286.0,9218780000.0,2212262000.0,69691500.0,148269400000.0,673974100000.0,142511490.0
2287.0,9156333000.0,2177221400.0,70644160.0,150684800000.0,681204840000.0,142787730.0
2288.0,9115493000.0,2165123800.0,70169720.0,150773960000.0,682162400000.0,143433260.0
2289.0,9345450000.0,2151200000.0,69853310.0,150665020000.0,685291500000.0,142542060.0
2290.0,9117451000.0,2113195800.0,70494670.0,149893640000.0,684083640000.0,141732540.0
2291.0,9058246000.0,2092156900.0,69878170.0,149841020000.0,686730800000.0,142525890.0
2292.0,8951027000.0,2312025600.0,70980300.0,149581760000.0,689204300000.0,143633010.0
2293.0,9469792000.0,2211050500.0,80204990.0,151457000000.0,696926500000.0,150910770.0
2294.0,9147008000.0,2214235600.0,71117330.0,152766550000.0,701770900000.0,149804640.0
2295.0,9030363000.0,2186174500.0,70289250.0,153910200000.0,702731850000.0,149603340.0
2296.0,9409655000.0,2214616600.0,72813180.0,153295260000.0,703850100000.0,144290080.0
2297.0,9137989000.0,2175470300.0,71153390.0,153584650000.0,709175800000.0,142954430.0
2298.0,9016892000.0,2143724900.0,69955624.0,154368460000.0,714261140000.0,140024880.0
2299.0,8976178000.0,2122477300.0,69526520.0,153815600000.0,716257100000.0,137143220.0
2300.0,8915301000.0,2084920800.0,73232420.0,153940600000.0,721680140000.0,134798020.0
