time,MRI-ESM2-0,CANESM5,ACCESS-ESM1-5,IPSL-CM6A-LR,CESM2-WACCM,ACCESS-CM2
2031.0,223748200000.0,193208580000.0,232029370000.0,218745110000.0,227214360000.0,212585960000.0
2032.0,220001910000.0,187725140000.0,231068990000.0,212312340000.0,223365430000.0,208148040000.0
2033.0,216172660000.0,184583540000.0,229137330000.0,209100730000.0,218844050000.0,204818830000.0
2034.0,211942420000.0,181218770000.0,226259710000.0,206912000000.0,214272880000.0,199625560000.0
2035.0,206721550000.0,176196370000.0,220775330000.0,201124180000.0,212419770000.0,196081030000.0
2036.0,204453180000.0,170224800000.0,216480000000.0,198025400000.0,208157180000.0,192901230000.0
2037.0,203937510000.0,164977690000.0,215384970000.0,194555580000.0,204132560000.0,186458110000.0
2038.0,198506090000.0,159076730000.0,211339760000.0,191806550000.0,201138420000.0,184491620000.0
2039.0,196078010000.0,154115930000.0,211449120000.0,185885490000.0,199250530000.0,180092420000.0
2040.0,193013140000.0,150895380000.0,206757680000.0,179865030000.0,196380210000.0,176421290000.0
2041.0,189387010000.0,145907140000.0,205316720000.0,175174730000.0,193033880000.0,171603310000.0
2042.0,184560650000.0,140618730000.0,203495720000.0,170022420000.0,188070200000.0,166549620000.0
2043.0,181720320000.0,137595450000.0,202626740000.0,165300190000.0,183123430000.0,164289170000.0
2044.0,175574730000.0,130827035000.0,198917420000.0,160633620000.0,178162970000.0,161655130000.0
2045.0,169998100000.0,125643180000.0,198289400000.0,155889030000.0,175882290000.0,157281810000.0
2046.0,165643100000.0,121051050000.0,195571800000.0,149313270000.0,171413130000.0,154994150000.0
2047.0,160900190000.0,117363830000.0,193009960000.0,142626950000.0,168424300000.0,149645360000.0
2048.0,155516900000.0,112837430000.0,189587360000.0,136866510000.0,164604920000.0,145643720000.0
2049.0,150672360000.0,108433000000.0,185183540000.0,132035764000.0,159944570000.0,142183350000.0
2050.0,146284000000.0,102626840000.0,177927730000.0,127164190000.0,156249550000.0,137156840000.0
2051.0,142029290000.0,98047900000.0,176464630000.0,121895420000.0,152875170000.0,132210430000.0
2052.0,136797100000.0,92648690000.0,172418070000.0,117157190000.0,148960460000.0,128117940000.0
2053.0,133065190000.0,89011670000.0,166822700000.0,112356390000.0,146152640000.0,123304180000.0
2054.0,128671310000.0,84439070000.0,163008870000.0,107966310000.0,140171400000.0,116530370000.0
2055.0,124970840000.0,81319500000.0,158420620000.0,103270285000.0,134816604000.0,111613960000.0
2056.0,121097265000.0,76298590000.0,151860500000.0,98194360000.0,134482665000.0,107612190000.0
2057.0,118836900000.0,73307360000.0,148087100000.0,93871284000.0,128812530000.0,102777370000.0
2058.0,114406334000.0,69631250000.0,143351270000.0,89626580000.0,124833430000.0,99075120000.0
2059.0,112511770000.0,66196510000.0,140537770000.0,85484030000.0,122958640000.0,94573840000.0
2060.0,108229870000.0,62301840000.0,134886420000.0,81667300000.0,119051940000.0,90670330000.0
2061.0,105050350000.0,57299665000.0,130813600000.0,77427480000.0,114667135000.0,85715510000.0
2062.0,103265340000.0,53990207000.0,126485580000.0,73677390000.0,111235050000.0,82112954000.0
2063.0,101262565000.0,51092296000.0,123619480000.0,69019790000.0,108161384000.0,78817500000.0
2064.0,98553850000.0,47328310000.0,120462390000.0,64577570000.0,106539860000.0,76031934000.0
2065.0,95545140000.0,43908125000.0,120634925000.0,60948627000.0,103443366000.0,72600306000.0
2066.0,93364370000.0,41082823000.0,119152200000.0,57445660000.0,98906510000.0,69589140000.0
2067.0,91405080000.0,39036936000.0,114175930000.0,54275140000.0,96335550000.0,65981125000.0
2068.0,91816790000.0,36433613000.0,111681080000.0,51108508000.0,93766150000.0,61697890000.0
2069.0,88952640000.0,34047758000.0,108447200000.0,48108320000.0,90940700000.0,58008780000.0
2070.0,86241700000.0,31627049000.0,102967630000.0,45394022000.0,89479004000.0,54745747000.0
2071.0,84237170000.0,28673400000.0,97419200000.0,42725960000.0,86392350000.0,51136238000.0
2072.0,81298780000.0,27017497000.0,95810230000.0,39546642000.0,84717280000.0,47955005000.0
2073.0,78567890000.0,24961393000.0,93622560000.0,36396745000.0,80501090000.0,44764123000.0
2074.0,76523586000.0,23191489000.0,90620890000.0,34279764000.0,77628810000.0,41916703000.0
2075.0,74294690000.0,21110614000.0,86609950000.0,31152572000.0,75182960000.0,39205966000.0
2076.0,72212800000.0,19062536000.0,84220805000.0,28031140000.0,72589615000.0,36490473000.0
2077.0,70422520000.0,17327999000.0,81397195000.0,25569784000.0,69867930000.0,33963792000.0
2078.0,69046580000.0,15708431000.0,76731105000.0,23275938000.0,66071642000.0,31880930000.0
2079.0,67425240000.0,14334031000.0,73218466000.0,20303560000.0,64321240000.0,29686276000.0
2080.0,65745810000.0,12690861000.0,69203075000.0,18244060000.0,60620775000.0,27588237000.0
2081.0,64257376000.0,11356612000.0,66342916000.0,16116907000.0,58292425000.0,25509511000.0
2082.0,64124117000.0,10261259000.0,63985530000.0,14195272000.0,55213840000.0,23419340000.0
2083.0,62400130000.0,9168222000.0,62342080000.0,12582275000.0,52239720000.0,21383504000.0
2084.0,61472510000.0,8009222700.0,60442560000.0,11440749000.0,49075732000.0,19751553000.0
2085.0,60398875000.0,6939831300.0,58309690000.0,10253950000.0,45727140000.0,17749592000.0
2086.0,58775980000.0,6291784700.0,54920913000.0,8907640000.0,43621933000.0,15837105000.0
2087.0,57180530000.0,5745387500.0,51883614000.0,7830823000.0,41341395000.0,13996947000.0
2088.0,55267880000.0,5214743000.0,49370575000.0,6673480700.0,38488347000.0,12424698000.0
2089.0,52719825000.0,4465821000.0,45718740000.0,5892554000.0,37157680000.0,11188706000.0
2090.0,50872050000.0,3926532600.0,42975076000.0,5029821400.0,35106198000.0,9705814000.0
2091.0,49423122000.0,3457978600.0,41190916000.0,4311016000.0,32961720000.0,8349223000.0
2092.0,48226226000.0,2938690300.0,39752438000.0,3648544500.0,30831968000.0,7263637500.0
2093.0,46876983000.0,2579395800.0,37126250000.0,3062955500.0,28718068000.0,6208214000.0
2094.0,45783937000.0,2261572600.0,35016598000.0,2571093500.0,26743253000.0,5267995000.0
2095.0,44439753000.0,1978141800.0,33002040000.0,2067211100.0,24765843000.0,4467000300.0
2096.0,44157010000.0,1747963100.0,30496242000.0,1501224200.0,22903898000.0,3758285800.0
2097.0,42733072000.0,1588307800.0,28936520000.0,1087651200.0,21287518000.0,3160063200.0
2098.0,41153250000.0,1396875100.0,26781164000.0,785021400.0,19540247000.0,2620424400.0
2099.0,40336740000.0,1263614800.0,25061681000.0,518530340.0,18021740000.0,2083837400.0
2100.0,39063280000.0,1124262100.0,23349721000.0,312344580.0,16464053000.0,1608610200.0
2101.0,38292590000.0,1013658750.0,21870998000.0,176511790.0,14688817000.0,1188885400.0
2102.0,36948832000.0,956802600.0,20596808000.0,94766380.0,13073454000.0,813128300.0
2103.0,35734417000.0,856724300.0,18832181000.0,58602056.0,11467140000.0,495089180.0
2104.0,34303662000.0,759866900.0,17322004000.0,32894322.0,10233082000.0,274345800.0
2105.0,33160819000.0,677795900.0,16328302000.0,28419548.0,8973167000.0,132559656.0
2106.0,31572322000.0,610025400.0,15166068000.0,25260652.0,8052755500.0,71380860.0
2107.0,29868493000.0,536800100.0,14198077000.0,23343156.0,6974292500.0,40890212.0
2108.0,28706157000.0,472453570.0,13089290000.0,22079050.0,6262598700.0,30121828.0
2109.0,27051502000.0,406259460.0,12290681000.0,21974698.0,5406174000.0,22796990.0
2110.0,25864413000.0,345884000.0,11281162000.0,21082476.0,4607099400.0,20045448.0
2111.0,24404437000.0,266226910.0,10243219000.0,20611932.0,4015451600.0,19134796.0
2112.0,23195550000.0,199925040.0,9140490000.0,20690986.0,3403907800.0,18723906.0
2113.0,22064935000.0,158676140.0,8391195600.0,20569204.0,2732137700.0,18430092.0
2114.0,21030400000.0,116726216.0,7444108000.0,20326540.0,2236425000.0,17848766.0
2115.0,19965188000.0,84897610.0,6672769500.0,19644480.0,1754571000.0,17366952.0
2116.0,18690636000.0,59328948.0,5719735300.0,19187562.0,1317005700.0,17202768.0
2117.0,17549167000.0,43013132.0,5085570600.0,18964820.0,952260900.0,17029588.0
2118.0,16541002000.0,32571130.0,4542888000.0,18847524.0,640760900.0,17142262.0
2119.0,15672320000.0,24977006.0,4022915600.0,18461512.0,375729730.0,17007142.0
2120.0,14559678000.0,22750030.0,3314694400.0,17694820.0,215734600.0,16640273.0
2121.0,13846660000.0,22063450.0,2804014000.0,17762790.0,117389180.0,16571587.0
2122.0,12591935000.0,19485136.0,2257208300.0,17088598.0,75525740.0,16244146.0
2123.0,11915445000.0,18611652.0,1855769900.0,16637280.0,62501404.0,15931758.0
2124.0,11013203000.0,18885330.0,1468111700.0,16572126.0,49231960.0,15559892.0
2125.0,10341693000.0,18735006.0,1231800000.0,16706044.0,37872148.0,15123382.0
2126.0,9544252000.0,18649964.0,918209700.0,16873478.0,33490654.0,15306624.0
2127.0,8715007000.0,18545500.0,619997600.0,17024742.0,30310090.0,15267498.0
2128.0,7856226000.0,18365434.0,388007600.0,16553924.0,26962164.0,14891159.0
2129.0,7016741000.0,18174814.0,227707330.0,16427784.0,23410330.0,14681176.0
2130.0,6271709700.0,18217332.0,124488580.0,16361414.0,21808660.0,14476946.0
2131.0,5723958300.0,18020948.0,71053160.0,16403985.0,21988930.0,14301517.0
2132.0,5050172400.0,18027416.0,34565680.0,16357174.0,21884504.0,14348878.0
2133.0,4468955600.0,17701472.0,28309966.0,16118613.0,21149092.0,14077490.0
2134.0,3992507100.0,17853704.0,27202694.0,15702238.0,21091204.0,13695544.0
2135.0,3399590400.0,17927712.0,26583484.0,15774238.0,20876112.0,13309889.0
2136.0,2984357400.0,17469822.0,26015512.0,15467371.0,20183884.0,13170716.0
2137.0,2616375800.0,17172668.0,26020834.0,15372458.0,19985368.0,13014971.0
2138.0,2309260800.0,16947114.0,25706382.0,14788448.0,19554788.0,12855749.0
2139.0,1988460400.0,16625078.0,25590730.0,14700870.0,19360666.0,12636645.0
2140.0,1693541500.0,17090012.0,25622072.0,15073420.0,19105454.0,12541896.0
2141.0,1514521600.0,16953742.0,25491346.0,14682610.0,19303736.0,12662598.0
2142.0,1267417200.0,16214383.0,24631046.0,14613524.0,18890352.0,12423362.0
2143.0,1103582700.0,15863384.0,24494188.0,14527723.0,18627136.0,12301405.0
2144.0,910993900.0,16162753.0,24324774.0,14475078.0,18412988.0,12003989.0
2145.0,737395800.0,15980111.0,23839112.0,14139764.0,17721838.0,11948875.0
2146.0,606661300.0,15750095.0,23631090.0,13691101.0,17343170.0,11782280.0
2147.0,476762500.0,15100394.0,22880282.0,13534966.0,17257292.0,11558764.0
2148.0,381448160.0,15023001.0,22543262.0,13556870.0,17189128.0,11364588.0
2149.0,303853000.0,14836372.0,21638708.0,13633436.0,17266964.0,11141064.0
2150.0,229488930.0,14756345.0,20923692.0,13507031.0,17149848.0,10963956.0
2151.0,174055680.0,14202024.0,20288522.0,13400401.0,16804446.0,10895384.0
2152.0,132414824.0,13726727.0,19532206.0,13299356.0,16801308.0,10774784.0
2153.0,107986710.0,13590273.0,18997908.0,13161413.0,16512328.0,10853148.0
2154.0,84957680.0,13542238.0,18527304.0,13164980.0,16404296.0,10791772.0
2155.0,69102880.0,13613445.0,18160450.0,13136850.0,16277766.0,10780906.0
2156.0,58749380.0,13706142.0,17795128.0,12963956.0,16067915.0,10665522.0
2157.0,50253624.0,13394384.0,17758606.0,13118632.0,15945308.0,10548643.0
2158.0,45325812.0,13298786.0,17786540.0,12797590.0,15949691.0,10355245.0
2159.0,41216700.0,13190792.0,17982638.0,12662742.0,15930753.0,10229782.0
2160.0,37592404.0,12900700.0,18148074.0,12802204.0,15950572.0,10045164.0
2161.0,35844772.0,12542113.0,18405656.0,12630122.0,15990864.0,9563444.0
2162.0,34412450.0,12649433.0,18047466.0,12513026.0,15927624.0,9052890.0
2163.0,32262410.0,12524571.0,18218422.0,12509364.0,15886466.0,8696390.0
2164.0,30505652.0,12595320.0,17836436.0,12528932.0,15644120.0,8619332.0
2165.0,30077382.0,12563222.0,18058558.0,12226451.0,15558096.0,8603217.0
2166.0,29898236.0,12364436.0,17690356.0,11762086.0,15524730.0,8529425.0
2167.0,29827900.0,12419368.0,17699802.0,11735476.0,15386803.0,8485485.0
2168.0,29260346.0,12545702.0,17729688.0,11723440.0,14973043.0,8502136.0
2169.0,29209574.0,12370318.0,17832892.0,11595580.0,14890017.0,8582809.0
2170.0,29481842.0,12080740.0,17518246.0,11497848.0,14817298.0,8392241.0
2171.0,28878576.0,12065678.0,17642472.0,11553084.0,14820203.0,8214982.5
2172.0,28564850.0,11703426.0,17562380.0,11551141.0,14790254.0,8183948.0
2173.0,28046770.0,11333027.0,17503262.0,11127333.0,14546264.0,7990307.5
2174.0,28094986.0,11073914.0,17666764.0,11181750.0,14347334.0,7830504.5
2175.0,28564154.0,10636589.0,17350478.0,10968830.0,14178952.0,7691468.5
2176.0,28735934.0,10566184.0,17783072.0,10506014.0,14101470.0,7769764.5
2177.0,28287560.0,10016112.0,17936966.0,10466400.0,14257795.0,7684887.0
2178.0,27780640.0,9638632.0,17735748.0,10385695.0,14062037.0,7671411.5
2179.0,27189788.0,9179732.0,17921462.0,9833106.0,14067524.0,7673050.5
2180.0,27221754.0,9095760.0,17522942.0,9305114.0,13755984.0,7589483.0
2181.0,27030376.0,9035088.0,17615982.0,9262509.0,13502254.0,7563404.0
2182.0,26733872.0,8870356.0,17275796.0,9258957.0,13562108.0,7619453.5
2183.0,26457988.0,8971210.0,17467448.0,9187989.0,13287227.0,7603214.5
2184.0,26191450.0,8942615.0,17616592.0,8999681.0,12894392.0,7550809.0
2185.0,26263618.0,8999248.0,17152354.0,9092963.0,12660320.0,7401879.5
2186.0,25866814.0,9083933.0,16542348.0,9111000.0,12499761.0,7422959.0
2187.0,26219976.0,9007784.0,16896206.0,9165909.0,12135382.0,7383506.0
2188.0,26281278.0,8867772.0,17268898.0,8975319.0,12126704.0,7426798.5
2189.0,26062832.0,8920623.0,17099350.0,8914262.0,11985528.0,7416327.0
2190.0,26390670.0,8812469.0,16788028.0,8756763.0,11851746.0,7441749.5
2191.0,26275614.0,8649881.0,17097902.0,8756657.0,11733418.0,7431064.5
2192.0,26836108.0,8699631.0,17168758.0,8642616.0,11573922.0,7458977.0
2193.0,26028398.0,8605287.0,16631534.0,8715157.0,11443621.0,7470568.0
2194.0,26290308.0,8284789.0,16571210.0,8697693.0,11288555.0,7612803.0
2195.0,26093474.0,8012364.0,16263399.0,8665042.0,10935835.0,7478383.0
2196.0,26024962.0,7937714.5,16292382.0,8417044.0,11082056.0,7410176.5
2197.0,25932798.0,7942578.5,16275240.0,8260652.5,11234724.0,7391186.0
2198.0,25922276.0,7924274.0,16472272.0,8178489.5,11314156.0,7283980.0
2199.0,25727008.0,7795280.0,16555613.0,7978190.0,11289262.0,7317637.5
2200.0,25621018.0,7836225.0,16713439.0,8075099.0,11206506.0,7456114.0
2201.0,26001786.0,7801348.0,16783368.0,8054372.5,10961774.0,7538894.0
2202.0,25642036.0,7807151.5,16772350.0,7940413.5,10939230.0,7532817.5
2203.0,25652990.0,7820224.5,17028784.0,7916300.5,10654790.0,7462879.5
2204.0,25341488.0,7771560.5,16700255.0,7964568.0,10665497.0,7364552.0
2205.0,24986950.0,7750943.5,16959644.0,8176688.0,10697708.0,7290319.0
2206.0,25246502.0,7740969.0,16822712.0,8060502.5,10810888.0,7250480.0
2207.0,25493696.0,7687958.5,16654089.0,7905642.5,10909976.0,7190319.5
2208.0,24668852.0,7593212.5,16580999.0,7917161.0,10672636.0,7229891.5
2209.0,24863000.0,7635375.5,16890716.0,7928545.5,10691563.0,7206828.5
2210.0,24689722.0,7704580.5,16889110.0,7915937.5,10239144.0,7228469.0
2211.0,24321134.0,7609531.0,16706810.0,7802730.0,9874526.0,7278051.5
2212.0,24406228.0,7620349.0,16769387.0,7711193.0,9574912.0,7183324.0
2213.0,23943598.0,7656638.0,16704762.0,7741957.5,9420056.0,7172441.0
2214.0,23384788.0,7533390.0,16589854.0,7633870.0,9183982.0,7185496.5
2215.0,23354968.0,7507126.5,16504980.0,7669164.0,9273842.0,7189898.0
2216.0,23341728.0,7507694.0,16196062.0,7627346.0,9150478.0,7127793.0
2217.0,22661378.0,7473172.5,16309958.0,7712641.0,9055863.0,7199379.0
2218.0,21610090.0,7410846.5,16379397.0,7772515.5,8982108.0,7159494.0
2219.0,21457402.0,7463450.0,16557420.0,7957041.0,9013889.0,7042242.0
2220.0,21508346.0,7340428.5,16501442.0,7820947.0,9062671.0,7063651.0
2221.0,21426434.0,7344836.5,16659600.0,7858841.0,9144726.0,7073980.5
2222.0,21146594.0,7257975.0,16957760.0,8024147.0,8969920.0,7169704.0
2223.0,21003494.0,7383869.0,16772090.0,7852172.0,8974322.0,7142598.5
2224.0,20828308.0,7340069.5,16658704.0,7994958.0,9086004.0,7203632.0
2225.0,20626752.0,7254071.5,16651902.0,7947528.0,9051989.0,7011209.0
2226.0,20696762.0,7358434.5,16502287.0,7903780.5,9048496.0,6906613.5
2227.0,20523260.0,7225454.0,16771280.0,7865309.0,8780472.0,6815216.5
2228.0,20323122.0,7184060.0,16442267.0,7775116.0,8694992.0,6814990.5
2229.0,20542594.0,7215186.5,16751040.0,7749536.0,8734659.0,6803126.5
2230.0,20469624.0,7159942.0,16495032.0,7777927.5,8794933.0,6853422.5
2231.0,20319536.0,7051368.5,16527140.0,7901254.0,8718762.0,6877840.0
2232.0,20421050.0,7072086.5,16400082.0,7747727.5,8639589.0,6863722.5
2233.0,20460102.0,6905140.5,16656873.0,7839831.5,8386043.5,6860319.5
2234.0,20208798.0,6927624.5,16357250.0,7830275.0,8379896.0,6830600.5
2235.0,20283710.0,6954321.0,16502143.0,7608466.0,8253802.0,6778834.5
2236.0,20221648.0,6978257.5,16494944.0,7601565.0,8315515.5,6759977.5
2237.0,19927384.0,6857930.5,16505914.0,7791138.5,8132236.5,6798696.0
2238.0,20113102.0,6881390.5,16160988.0,7658217.5,8043479.0,6814590.5
2239.0,20206642.0,6887716.5,16334448.0,7598407.0,8007036.5,6758964.0
2240.0,20112656.0,6918741.0,16329062.0,7653447.0,7947869.5,6783071.5
2241.0,20026856.0,6896261.5,16251179.0,7715956.5,7880135.0,6729552.5
2242.0,20323638.0,6848033.0,16553076.0,7744525.5,7840730.5,6728490.5
2243.0,20300516.0,6915072.5,16363166.0,7756814.5,7966282.0,6675970.5
2244.0,20307220.0,6920258.5,16357505.0,7638369.0,7927495.0,6718035.5
2245.0,20203322.0,6872472.0,15954412.0,7691790.0,7957376.0,6728625.0
2246.0,19683892.0,6909460.0,16043916.0,7634370.5,7919641.0,6716284.5
2247.0,19496624.0,6860419.0,16312616.0,7661429.0,7937221.0,6686287.0
2248.0,19726016.0,6878402.5,16387572.0,7615086.5,7800581.5,6749792.0
2249.0,19535198.0,6822752.5,16301346.0,7663257.0,7951996.0,6648038.5
2250.0,19840334.0,6851289.5,16655836.0,7557856.0,7964096.0,6714194.5
2251.0,20132414.0,6848137.0,16391460.0,7561716.5,7902577.5,6674105.5
2252.0,20141202.0,6849572.5,16073287.0,7572256.5,8002468.5,6738338.0
2253.0,19982054.0,6842959.0,16214515.0,7788953.0,8025449.0,6782254.5
2254.0,19866220.0,6832903.5,16358480.0,7687599.5,7950793.0,6690070.5
2255.0,20300708.0,6850909.5,16148423.0,7644079.5,8000646.5,6706417.5
2256.0,20339100.0,6813026.5,16147388.0,7560705.5,7984723.0,6704709.5
2257.0,20014368.0,6850278.5,15728708.0,7640441.5,7997293.5,6655068.5
2258.0,19930682.0,6856515.0,15685392.0,7553215.5,8080793.5,6691037.5
2259.0,19792902.0,6836927.0,15787094.0,7452361.5,7874832.5,6618740.5
2260.0,20059558.0,6885903.0,15915045.0,7380326.0,7771898.0,6762515.5
2261.0,20155864.0,6829101.0,15646604.0,7392180.5,7924128.5,6754052.0
2262.0,20006068.0,6762615.0,15814139.0,7261971.5,7930790.0,6739323.5
2263.0,19768704.0,6802499.5,15814535.0,7312919.5,7992216.5,6745359.0
2264.0,19553404.0,6735321.5,15677656.0,7553659.0,7840518.0,6714440.0
2265.0,19826412.0,6712984.5,15831166.0,7439016.5,7845834.0,6743972.5
2266.0,19738634.0,6728269.0,15384452.0,7556480.5,7822409.5,6725481.5
2267.0,19949922.0,6715443.0,15382455.0,7291280.0,7710814.5,6695104.5
2268.0,20008468.0,6748415.5,15529272.0,7411637.0,7798729.0,6656841.0
2269.0,19837016.0,6637750.5,15411106.0,7372849.0,7602044.5,6651067.0
2270.0,19836850.0,6637819.5,15597962.0,7366024.0,7613085.5,6666945.5
2271.0,19548498.0,6689702.0,15582164.0,7382618.0,7841436.5,6770483.0
2272.0,19533352.0,6753967.0,15793151.0,7245525.0,7738542.0,6695498.0
2273.0,19843526.0,6786466.5,15655722.0,7449351.0,7625812.5,6723312.5
2274.0,19919564.0,6781536.0,15669994.0,7423786.0,7707563.5,6767583.0
2275.0,19716214.0,6731934.5,16199212.0,7355693.0,7753508.0,6649859.0
2276.0,19795220.0,6766780.5,16179226.0,7312004.5,7947436.0,6652009.0
2277.0,19401932.0,6871514.0,16232497.0,7286300.5,7942646.5,6686366.5
2278.0,19459260.0,6879072.0,16244248.0,7119650.5,7824997.0,6757023.5
2279.0,19438254.0,6793694.5,16239122.0,7079052.0,7921313.5,6743108.5
2280.0,19618104.0,6777919.5,16682360.0,7060870.5,7841830.5,6813105.5
2281.0,19751812.0,6884174.5,16563125.0,7208413.0,7883130.5,6792402.5
2282.0,19893096.0,6827312.0,16000158.0,7172042.5,7913046.0,6801397.0
2283.0,20031452.0,6837774.5,16167522.0,7253734.0,7863483.0,6848540.0
2284.0,19881784.0,6775128.5,15896432.0,7329307.0,7875101.5,6793042.0
2285.0,20165566.0,6802050.5,16047376.0,7224285.0,7829100.5,6786622.0
2286.0,20213018.0,6846463.5,16210838.0,7245897.5,7826702.0,6762046.5
2287.0,20211570.0,6815212.5,16581530.0,7221278.0,7951806.0,6747760.5
2288.0,20166434.0,6784965.0,16122794.0,7252865.5,7908928.5,6800066.0
2289.0,19773602.0,6593445.5,16049606.0,7334658.0,7909473.0,6785800.5
2290.0,19972166.0,6738147.5,15832686.0,7256200.0,7838914.5,6857561.5
2291.0,19947598.0,6766162.0,15735546.0,7093440.5,7903838.5,6727741.0
2292.0,19610190.0,6692877.0,15841218.0,7093895.0,7753496.0,6825119.5
2293.0,19777072.0,6708885.0,15597412.0,7137921.0,7659622.5,6734262.5
2294.0,19753512.0,6752358.0,15501464.0,7185002.0,7709445.5,6748385.5
2295.0,19766180.0,6754540.5,15720590.0,7245621.5,7803925.0,6764897.5
2296.0,19889918.0,6778916.5,15810342.0,7300851.5,7893299.5,6782945.0
2297.0,19909200.0,6738148.0,15494597.0,7252853.5,7935523.5,6798239.0
2298.0,20164426.0,6690555.0,15417346.0,7362300.5,7944662.5,6829020.5
2299.0,20354414.0,6720969.5,15588961.0,7260359.5,7907186.5,6819650.5
2300.0,19911458.0,6697814.5,15661968.0,7090296.5,7850867.5,6784942.5
