time,GFDL-CM3,GFDL-ESM2G,NORESM1-M,MPI-ESM-LR,CCSM4,CANESM2,IPSL-CM5A-LR,CSIRO-MK3-6-0,CNRM-CM5,GISS-E2-R
2024.0,44658047000000.0,44640430000000.0,44456060000000.0,44375887000000.0,44531626000000.0,44259920000000.0,44146526000000.0,44477406000000.0,44695370000000.0,44534340000000.0
2025.0,44726867000000.0,44648640000000.0,44386590000000.0,44307315000000.0,44420364000000.0,43997427000000.0,44034480000000.0,44383634000000.0,44673675000000.0,44474604000000.0
2026.0,44770475000000.0,44725344000000.0,44339783000000.0,44217657000000.0,44245570000000.0,43896650000000.0,43950182000000.0,44302930000000.0,44694168000000.0,44449334000000.0
2027.0,44815564000000.0,44613063000000.0,44255943000000.0,44128348000000.0,44205070000000.0,43825680000000.0,43809673000000.0,44146035000000.0,44667454000000.0,44404723000000.0
2028.0,44868194000000.0,44494813000000.0,44134850000000.0,43996496000000.0,44128096000000.0,43717126000000.0,43682740000000.0,43990440000000.0,44676275000000.0,44369436000000.0
2029.0,44925672000000.0,44435476000000.0,44070865000000.0,43810898000000.0,44043845000000.0,43650495000000.0,43525433000000.0,43839580000000.0,44692373000000.0,44381046000000.0
2030.0,44968433000000.0,44373620000000.0,43947313000000.0,43638617000000.0,43926910000000.0,43629276000000.0,43377727000000.0,43719345000000.0,44611840000000.0,44244023000000.0
2031.0,45095160000000.0,44319710000000.0,43835447000000.0,43517628000000.0,43896330000000.0,43517246000000.0,43330930000000.0,43575555000000.0,44631576000000.0,44176746000000.0
2032.0,45231534000000.0,44344015000000.0,43799875000000.0,43419775000000.0,43896084000000.0,43321580000000.0,43269443000000.0,43465500000000.0,44633080000000.0,44052263000000.0
2033.0,45249880000000.0,44249534000000.0,43714600000000.0,43333800000000.0,43817986000000.0,43256696000000.0,43261910000000.0,43289294000000.0,44483765000000.0,44019200000000.0
2034.0,45270583000000.0,44288285000000.0,43563850000000.0,43337480000000.0,43824185000000.0,43251407000000.0,43139226000000.0,43029684000000.0,44371740000000.0,43926145000000.0
2035.0,45196810000000.0,44250603000000.0,43494475000000.0,43252200000000.0,43681046000000.0,43110294000000.0,43074374000000.0,42835156000000.0,44244880000000.0,43760814000000.0
2036.0,45130233000000.0,44267687000000.0,43397688000000.0,43214577000000.0,43485885000000.0,42983974000000.0,43049246000000.0,42703857000000.0,44145024000000.0,43708964000000.0
2037.0,45087500000000.0,44248393000000.0,43298324000000.0,43046170000000.0,43422757000000.0,42763160000000.0,42971618000000.0,42619602000000.0,44016030000000.0,43628576000000.0
2038.0,44939874000000.0,44180127000000.0,43199150000000.0,42965565000000.0,43375110000000.0,42632407000000.0,42890790000000.0,42475503000000.0,43911045000000.0,43609907000000.0
2039.0,44807813000000.0,44139106000000.0,43122805000000.0,42907487000000.0,43324866000000.0,42459548000000.0,42829884000000.0,42334390000000.0,43807417000000.0,43622263000000.0
2040.0,44832542000000.0,43977620000000.0,43083080000000.0,42811873000000.0,43148085000000.0,42250850000000.0,42721566000000.0,42180420000000.0,43695663000000.0,43615926000000.0
2041.0,44821993000000.0,43909970000000.0,42970527000000.0,42783583000000.0,43032137000000.0,42071990000000.0,42633100000000.0,42098187000000.0,43483994000000.0,43525622000000.0
2042.0,44908757000000.0,43775600000000.0,42813295000000.0,42705020000000.0,42912060000000.0,41959520000000.0,42580415000000.0,41946077000000.0,43341180000000.0,43495080000000.0
2043.0,44889673000000.0,43733542000000.0,42558265000000.0,42710880000000.0,42724710000000.0,41870430000000.0,42489927000000.0,41796042000000.0,43176160000000.0,43430530000000.0
2044.0,44912150000000.0,43650822000000.0,42478745000000.0,42544030000000.0,42584785000000.0,41592384000000.0,42443404000000.0,41564936000000.0,43020183000000.0,43291903000000.0
2045.0,44897600000000.0,43611165000000.0,42317380000000.0,42410240000000.0,42388640000000.0,41398464000000.0,42157590000000.0,41363150000000.0,42909010000000.0,43269833000000.0
2046.0,44829787000000.0,43622800000000.0,42121530000000.0,42313573000000.0,42217160000000.0,41210127000000.0,42110137000000.0,41208170000000.0,42827090000000.0,43150303000000.0
2047.0,44752400000000.0,43554530000000.0,41955543000000.0,42213440000000.0,42057380000000.0,41053380000000.0,41951852000000.0,41020897000000.0,42662120000000.0,43097715000000.0
2048.0,44746260000000.0,43546145000000.0,41892030000000.0,42118932000000.0,41970085000000.0,40945680000000.0,41780260000000.0,40885874000000.0,42402500000000.0,43076224000000.0
2049.0,44645627000000.0,43406170000000.0,41763520000000.0,42003128000000.0,41894750000000.0,40767502000000.0,41671438000000.0,40743373000000.0,42145004000000.0,43058243000000.0
2050.0,44645417000000.0,43341958000000.0,41537707000000.0,41872693000000.0,41850975000000.0,40594460000000.0,41571005000000.0,40540740000000.0,42052830000000.0,43013040000000.0
2051.0,44647400000000.0,43296286000000.0,41486385000000.0,41755303000000.0,41695966000000.0,40372450000000.0,41404420000000.0,40329227000000.0,42016763000000.0,43035750000000.0
2052.0,44646640000000.0,43300996000000.0,41308576000000.0,41699997000000.0,41662944000000.0,40265080000000.0,41217710000000.0,40154850000000.0,41910593000000.0,42915850000000.0
2053.0,44635997000000.0,43281795000000.0,41185570000000.0,41590160000000.0,41572910000000.0,40072300000000.0,41000130000000.0,39919570000000.0,41880033000000.0,42858707000000.0
2054.0,44571816000000.0,43277777000000.0,40998453000000.0,41422477000000.0,41370490000000.0,39896390000000.0,40927255000000.0,39748290000000.0,41840080000000.0,42788826000000.0
2055.0,44574123000000.0,43292950000000.0,40856598000000.0,41338440000000.0,41202016000000.0,39699008000000.0,40806933000000.0,39572424000000.0,41725300000000.0,42699772000000.0
2056.0,44591240000000.0,43276840000000.0,40678705000000.0,41193027000000.0,41121180000000.0,39470217000000.0,40573835000000.0,39290530000000.0,41433327000000.0,42578360000000.0
2057.0,44506477000000.0,43217098000000.0,40542870000000.0,40998790000000.0,40953587000000.0,39208438000000.0,40334004000000.0,38997573000000.0,41233448000000.0,42523970000000.0
2058.0,44319373000000.0,43213834000000.0,40398570000000.0,40864960000000.0,40844740000000.0,38966160000000.0,40287024000000.0,38743850000000.0,41119230000000.0,42521570000000.0
2059.0,44274935000000.0,43251587000000.0,40238770000000.0,40779210000000.0,40668374000000.0,38748080000000.0,40296134000000.0,38515346000000.0,41038430000000.0,42514280000000.0
2060.0,44280400000000.0,43227540000000.0,40089653000000.0,40664935000000.0,40475350000000.0,38525660000000.0,40173396000000.0,38244557000000.0,40916723000000.0,42357253000000.0
2061.0,44198552000000.0,43192603000000.0,39935814000000.0,40541380000000.0,40267147000000.0,38203956000000.0,40050608000000.0,37936377000000.0,40732635000000.0,42286860000000.0
2062.0,44068235000000.0,43191957000000.0,39884510000000.0,40420705000000.0,40089644000000.0,37895927000000.0,39883507000000.0,37769754000000.0,40449415000000.0,42202458000000.0
2063.0,44002780000000.0,43208034000000.0,39708670000000.0,40333360000000.0,39921893000000.0,37487494000000.0,39542610000000.0,37536357000000.0,40192680000000.0,42136820000000.0
2064.0,44050430000000.0,43164908000000.0,39569130000000.0,40294003000000.0,39583820000000.0,37199932000000.0,39336820000000.0,37306413000000.0,39858106000000.0,42126260000000.0
2065.0,44172652000000.0,43109870000000.0,39454505000000.0,40225116000000.0,39376610000000.0,36881325000000.0,39328143000000.0,37103476000000.0,39510876000000.0,41990580000000.0
2066.0,44153960000000.0,43091160000000.0,39175910000000.0,40067737000000.0,39211567000000.0,36594208000000.0,39117753000000.0,36861276000000.0,39231624000000.0,41744255000000.0
2067.0,44218215000000.0,43077490000000.0,39041830000000.0,39954720000000.0,39024340000000.0,36422476000000.0,38987740000000.0,36619793000000.0,39094670000000.0,41503390000000.0
2068.0,44279376000000.0,43059153000000.0,38935137000000.0,39882265000000.0,38831177000000.0,36274710000000.0,38874830000000.0,36431090000000.0,38852404000000.0,41392294000000.0
2069.0,44286460000000.0,43002592000000.0,38771463000000.0,39804675000000.0,38525530000000.0,36010184000000.0,38815817000000.0,36182080000000.0,38647160000000.0,41308194000000.0
2070.0,44212016000000.0,42978077000000.0,38680200000000.0,39685170000000.0,38386330000000.0,35801670000000.0,38741590000000.0,36023866000000.0,38414840000000.0,41221347000000.0
2071.0,44129450000000.0,42874075000000.0,38611490000000.0,39598994000000.0,38238828000000.0,35607120000000.0,38572740000000.0,35754005000000.0,38266180000000.0,41209050000000.0
2072.0,44123386000000.0,42878663000000.0,38397658000000.0,39549028000000.0,38079088000000.0,35463847000000.0,38489060000000.0,35503538000000.0,38077050000000.0,41079850000000.0
2073.0,44148288000000.0,42817737000000.0,38246755000000.0,39419935000000.0,37926038000000.0,35340207000000.0,38456718000000.0,35284550000000.0,37906475000000.0,40951810000000.0
2074.0,44153795000000.0,42780257000000.0,38068450000000.0,39315790000000.0,37689160000000.0,35205767000000.0,38215407000000.0,35108906000000.0,37649120000000.0,40842670000000.0
2075.0,44080560000000.0,42649320000000.0,37962243000000.0,39265600000000.0,37485355000000.0,35114988000000.0,38035030000000.0,34972070000000.0,37405660000000.0,40784926000000.0
2076.0,43953520000000.0,42653513000000.0,37796887000000.0,39117136000000.0,37228504000000.0,34996044000000.0,37837995000000.0,34731639000000.0,36967830000000.0,40662100000000.0
2077.0,43867894000000.0,42674866000000.0,37536634000000.0,38886936000000.0,36991215000000.0,34865378000000.0,37720450000000.0,34475503000000.0,36647670000000.0,40549264000000.0
2078.0,43847665000000.0,42681057000000.0,37320787000000.0,38729090000000.0,36848760000000.0,34711162000000.0,37550043000000.0,34268594000000.0,36293880000000.0,40524094000000.0
2079.0,43875817000000.0,42671133000000.0,37239287000000.0,38641213000000.0,36753012000000.0,34505407000000.0,37303016000000.0,34056194000000.0,36002454000000.0,40491723000000.0
2080.0,43970327000000.0,42738690000000.0,37049793000000.0,38595390000000.0,36600587000000.0,34328241000000.0,37007984000000.0,33796187000000.0,35668676000000.0,40405618000000.0
2081.0,44034903000000.0,42803158000000.0,36817877000000.0,38517570000000.0,36499425000000.0,34190007000000.0,36736430000000.0,33561229000000.0,35288380000000.0,40276547000000.0
2082.0,44087940000000.0,42777360000000.0,36620650000000.0,38445666000000.0,36313294000000.0,33996405000000.0,36536020000000.0,33276043000000.0,34948096000000.0,40082904000000.0
2083.0,44136880000000.0,42742927000000.0,36528000000000.0,38443120000000.0,35918824000000.0,33725545000000.0,36241374000000.0,33025128000000.0,34656288000000.0,39895250000000.0
2084.0,44135256000000.0,42656770000000.0,36354155000000.0,38471675000000.0,35624636000000.0,33468919000000.0,36090300000000.0,32675134000000.0,34430920000000.0,39789617000000.0
2085.0,44149550000000.0,42578440000000.0,36205396000000.0,38392365000000.0,35312928000000.0,33318911000000.0,35969068000000.0,32311553000000.0,34162742000000.0,39683984000000.0
2086.0,44195590000000.0,42518260000000.0,36077226000000.0,38349205000000.0,35182936000000.0,33011066000000.0,35880470000000.0,32014745000000.0,33848428000000.0,39525942000000.0
2087.0,44214030000000.0,42474202000000.0,35962424000000.0,38146826000000.0,35049804000000.0,32735706000000.0,35759950000000.0,31736680000000.0,33611944000000.0,39360460000000.0
2088.0,44219763000000.0,42467190000000.0,35808560000000.0,38040513000000.0,34963085000000.0,32494445000000.0,35667160000000.0,31452809000000.0,33395600000000.0,39186770000000.0
2089.0,44176964000000.0,42462412000000.0,35698564000000.0,37850160000000.0,34711422000000.0,32265410000000.0,35574195000000.0,31182727000000.0,33200133000000.0,39111025000000.0
2090.0,44126330000000.0,42399326000000.0,35603152000000.0,37748080000000.0,34557428000000.0,32066756000000.0,35457090000000.0,30957967000000.0,32980127000000.0,39005643000000.0
2091.0,44168416000000.0,42304052000000.0,35467446000000.0,37605000000000.0,34375326000000.0,31886152000000.0,35322096000000.0,30586188000000.0,32682073000000.0,38932540000000.0
2092.0,44174456000000.0,42203364000000.0,35338366000000.0,37463940000000.0,34231230000000.0,31782414000000.0,35151680000000.0,30322308000000.0,32474803000000.0,38866880000000.0
2093.0,44060346000000.0,42088834000000.0,35178144000000.0,37297540000000.0,34047510000000.0,31662958000000.0,35007553000000.0,29997394000000.0,32316076000000.0,38785014000000.0
2094.0,43907715000000.0,42003060000000.0,34988823000000.0,37166147000000.0,33929000000000.0,31494175000000.0,34825302000000.0,29710602000000.0,32179535000000.0,38678710000000.0
2095.0,43788936000000.0,41856390000000.0,34834366000000.0,36963894000000.0,33729080000000.0,31229462000000.0,34746415000000.0,29454955000000.0,31847535000000.0,38646960000000.0
2096.0,43710660000000.0,41817870000000.0,34739669000000.0,36717510000000.0,33642260000000.0,31003807000000.0,34646425000000.0,29274287000000.0,31421272000000.0,38420873000000.0
2097.0,43703264000000.0,41874030000000.0,34631414000000.0,36595550000000.0,33486314000000.0,30809854000000.0,34532107000000.0,29070474000000.0,31042070000000.0,38313750000000.0
2098.0,43568706000000.0,41857650000000.0,34545773000000.0,36533380000000.0,33228470000000.0,30606948000000.0,34445090000000.0,28805538000000.0,30776895000000.0,38052120000000.0
2099.0,43492336000000.0,41848160000000.0,34295614000000.0,36442705000000.0,32994855000000.0,30388460000000.0,34260660000000.0,28481189000000.0,30419066000000.0,37921105000000.0
2100.0,43402494000000.0,41864175000000.0,34272482000000.0,36302880000000.0,32759846000000.0,30116965000000.0,34147517000000.0,28168715000000.0,30099143000000.0,37816280000000.0
