time,MRI-ESM2-0,UKESM1-0-LL,IPSL-CM6A-LR,GFDL-ESM4
2082.0,553313005050.0,434265066390.0,544056812910.0,588945765160.0
2083.0,553406356190.0,430376494590.0,542453379880.0,584522537150.0
2084.0,552274466990.0,429518018420.0,540036360030.0,587516045630.0
2085.0,551083222180.0,425523139530.0,536861579710.0,582007028880.0
2086.0,550046241260.0,422914351980.0,533778712440.0,578995807540.0
2087.0,548052533480.0,419455898880.0,538171634500.0,581081155640.0
2088.0,546951934470.0,417322485960.0,537156872580.0,581398971900.0
2089.0,552599004960.0,418749901330.0,529851265020.0,582308796660.0
2090.0,547517292040.0,415462629300.0,529046804250.0,576417882450.0
2091.0,545354743630.0,411548880420.0,528971526490.0,575784569150.0
2092.0,543278288640.0,406966170280.0,525287114100.0,576309042400.0
2093.0,540580952710.0,403845562680.0,525251540450.0,572133388760.0
2094.0,539233130340.0,399649760200.0,520103788240.0,569539412500.0
2095.0,537872408650.0,397076273980.0,519197504300.0,572449068450.0
2096.0,537832461580.0,394064298260.0,522435838380.0,571185195150.0
2097.0,537732196700.0,391029832400.0,519560647470.0,566469569700.0
2098.0,540085252170.0,391924601480.0,520463168720.0,568580545040.0
2099.0,536874498240.0,387668299050.0,518870822280.0,569037117640.0
2100.0,536073209550.0,385073180060.0,521528385740.0,566859814400.0
