time,MRI-ESM2-0,UKESM1-0-LL,IPSL-CM6A-LR,GFDL-ESM4
2000.0,707243351700.0,707243351700.0,707243351700.0,707243351700.0
2001.0,707207321400.0,707207321400.0,707207321400.0,707207321400.0
2002.0,706239784800.0,706239784800.0,706239784800.0,706239784800.0
2003.0,705755904700.0,705755904700.0,705755904700.0,705755904700.0
2004.0,706146876500.0,706146876500.0,706146876500.0,706146876500.0
2005.0,705380858700.0,705380858700.0,705380858700.0,705380858700.0
2006.0,705326299100.0,705326299100.0,705326299100.0,705326299100.0
2007.0,704339903600.0,704339903600.0,704339903600.0,704339903600.0
2008.0,703388792800.0,703388792800.0,703388792800.0,703388792800.0
2009.0,703493567600.0,703493567600.0,703493567600.0,703493567600.0
2010.0,701774614000.0,701774614000.0,701774614000.0,701774614000.0
2011.0,702707051100.0,702707051100.0,702707051100.0,702707051100.0
2012.0,701077266900.0,701077266900.0,701077266900.0,701077266900.0
2013.0,700883436100.0,700883436100.0,700883436100.0,700883436100.0
2014.0,701659224300.0,701659224300.0,701659224300.0,701659224300.0
2015.0,699827862200.0,699827862200.0,699827862200.0,699827862200.0
2016.0,700572181200.0,700572181200.0,700572181200.0,700572181200.0
2017.0,697064400000.0,697064400000.0,697064400000.0,697064400000.0
2018.0,696760410800.0,696760410800.0,696760410800.0,696760410800.0
2019.0,697854300100.0,697854300100.0,697854300100.0,697854300100.0
2020.0,695208106800.0,695208106800.0,695208106800.0,695208106800.0
2021.0,694873483700.0,693166954300.0,693227231900.0,693912285900.0
2022.0,693897020200.0,690828600800.0,692277396800.0,693572045200.0
2023.0,690913459900.0,687627737600.0,690461832500.0,691863290400.0
2024.0,688962785100.0,686733263250.0,688394123300.0,690173740340.0
2025.0,686639029160.0,682839272260.0,686552932660.0,688385084700.0
2026.0,686349981900.0,679476057140.0,684415844500.0,686674528940.0
2027.0,683088916200.0,675572212200.0,681656133580.0,685772534200.0
2028.0,681232301990.0,671695798040.0,680536862840.0,683453440800.0
2029.0,679814331240.0,668750034930.0,679577298600.0,682918989900.0
2030.0,676573412160.0,665808359210.0,676364992200.0,679868048350.0
2031.0,673836035260.0,660101415700.0,673801751000.0,678610774390.0
2032.0,671331246000.0,656869487340.0,671511556120.0,676744205400.0
2033.0,668896904210.0,653368875740.0,669192853850.0,673927367800.0
2034.0,665611132940.0,648861497470.0,666220961650.0,671149189700.0
2035.0,663141385340.0,643481441750.0,663190925060.0,669342271160.0
2036.0,660709053310.0,639613106850.0,660364099740.0,667255586050.0
2037.0,657371868900.0,635045743560.0,657338546040.0,664665418530.0
2038.0,653413015600.0,629507174690.0,654312606300.0,661668633160.0
2039.0,651128504900.0,624932660940.0,653025983600.0,661434455900.0
2040.0,646852650760.0,620299091160.0,649498418710.0,660568813700.0
2041.0,644684001700.0,613656381360.0,645546561870.0,656171360300.0
2042.0,642509930800.0,608551566780.0,642228648150.0,653920288100.0
2043.0,638395840940.0,603711851740.0,638563005500.0,651275114500.0
2044.0,637071750040.0,598472207200.0,635197105130.0,648288172440.0
2045.0,635329930550.0,594103854110.0,633965437500.0,647610939510.0
2046.0,632643882460.0,588186669720.0,629597585310.0,644984316810.0
2047.0,628637258470.0,583183313530.0,626945780800.0,642217043500.0
2048.0,626590750310.0,581647430770.0,626492979330.0,639789981320.0
2049.0,624087373640.0,574938322870.0,624074873510.0,640206224150.0
2050.0,621183445080.0,570198818600.0,617925732260.0,639453190410.0
2051.0,617873189660.0,564684401920.0,613999338130.0,635241136810.0
2052.0,615837009340.0,561365969850.0,611408054520.0,632859346700.0
2053.0,612064380570.0,555416393760.0,608451541280.0,631060862950.0
2054.0,610659822040.0,549694707270.0,604918076430.0,628024716000.0
2055.0,608845252750.0,544994591830.0,602421776320.0,625523072460.0
2056.0,604560119710.0,541987653640.0,599093550200.0,624706470980.0
2057.0,601788765410.0,536777791710.0,596822425740.0,623724165460.0
2058.0,598626467260.0,531446922580.0,592541798250.0,620728066290.0
2059.0,598691394300.0,526982384550.0,590683768650.0,618231366640.0
2060.0,593558816610.0,522619189350.0,588473305650.0,619630574240.0
2061.0,597043304520.0,518742918080.0,585382627980.0,616599349940.0
2062.0,594501949240.0,514225596680.0,581925819990.0,612534863360.0
2063.0,587650089260.0,508304040060.0,580148725880.0,611596275010.0
2064.0,590995479360.0,503656449390.0,578643694880.0,608764037400.0
2065.0,584338188770.0,499296667160.0,578065723730.0,607272652140.0
2066.0,585276740290.0,495756121410.0,584345386580.0,608865140870.0
2067.0,583255321190.0,490171349640.0,575667096660.0,604142833040.0
2068.0,579986233300.0,486059850110.0,570204088740.0,607619665000.0
2069.0,579663683900.0,481233341640.0,567199871960.0,604169409450.0
2070.0,574282754360.0,478294449490.0,563047420900.0,600758129710.0
2071.0,581015281370.0,482483979150.0,561844440330.0,601392385710.0
2072.0,576814207620.0,472530842250.0,568035758680.0,595558078300.0
2073.0,572129932000.0,467716790190.0,560483205290.0,592170537900.0
2074.0,571549648500.0,463570402520.0,557195672520.0,592501798950.0
2075.0,567159119970.0,461172081430.0,559283040430.0,593877114270.0
2076.0,566965424290.0,457895248350.0,557866037490.0,589972311400.0
2077.0,563769501040.0,453133766710.0,551851728730.0,587662390710.0
2078.0,561722687760.0,448802714260.0,547478700610.0,591974376800.0
2079.0,565315253400.0,444618304270.0,544372332500.0,590180407250.0
2080.0,560068422100.0,443175450630.0,545181938600.0,593537261640.0
2081.0,558637615700.0,438034858960.0,543286371350.0,589527416400.0
