time,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5,CNRM-ESM2-1,UKESM1-0-LL
2000.0,707243351700.0,707243351700.0,707243351700.0,707243351700.0,707243351700.0
2001.0,707207321400.0,707207321400.0,707207321400.0,707207321400.0,707207321400.0
2002.0,706239784800.0,706239784800.0,706239784800.0,706239784800.0,706239784800.0
2003.0,705755904700.0,705755904700.0,705755904700.0,705755904700.0,705755904700.0
2004.0,706146876500.0,706146876500.0,706146876500.0,706146876500.0,706146876500.0
2005.0,705380858700.0,705380858700.0,705380858700.0,705380858700.0,705380858700.0
2006.0,705326299100.0,705326299100.0,705326299100.0,705326299100.0,705326299100.0
2007.0,704339903600.0,704339903600.0,704339903600.0,704339903600.0,704339903600.0
2008.0,703388792800.0,703388792800.0,703388792800.0,703388792800.0,703388792800.0
2009.0,703493567600.0,703493567600.0,703493567600.0,703493567600.0,703493567600.0
2010.0,701774614000.0,701774614000.0,701774614000.0,701774614000.0,701774614000.0
2011.0,702707051100.0,702707051100.0,702707051100.0,702707051100.0,702707051100.0
2012.0,701077266900.0,701077266900.0,701077266900.0,701077266900.0,701077266900.0
2013.0,700883436100.0,700883436100.0,700883436100.0,700883436100.0,700883436100.0
2014.0,701659224300.0,701659224300.0,701659224300.0,701659224300.0,701659224300.0
2015.0,699827862200.0,699827862200.0,699827862200.0,699827862200.0,699827862200.0
2016.0,700572181200.0,700572181200.0,700572181200.0,700572181200.0,700572181200.0
2017.0,697064400000.0,697064400000.0,697064400000.0,697064400000.0,697064400000.0
2018.0,696760410800.0,696760410800.0,696760410800.0,696760410800.0,696760410800.0
2019.0,697854300100.0,697854300100.0,697854300100.0,697854300100.0,697854300100.0
2020.0,695208106800.0,695208106800.0,695208106800.0,695208106800.0,695208106800.0
2021.0,693671191600.0,693645509860.0,693011537300.0,697021854600.0,693675954600.0
2022.0,693036626700.0,693503695500.0,691014308100.0,694463093600.0,691066698340.0
2023.0,692444611150.0,690109812250.0,687938927400.0,692155850500.0,688985294000.0
2024.0,690293137300.0,688533145940.0,685340739450.0,690635813400.0,686610833850.0
2025.0,687864592860.0,688418743500.0,682004539380.0,688314392050.0,684321587600.0
2026.0,685537984030.0,685006649650.0,679094400100.0,689326181060.0,681987254100.0
2027.0,683937974600.0,682922771160.0,675608516530.0,685005939100.0,678857095100.0
2028.0,680981855450.0,680630435100.0,671077182100.0,683276752840.0,675451864470.0
2029.0,678720795200.0,678160324360.0,666383748650.0,681212558440.0,672080395900.0
2030.0,676539753300.0,676792767600.0,662765868940.0,682291490350.0,670025446870.0
2031.0,672941674060.0,673720443240.0,657096516840.0,677526837400.0,665402060110.0
2032.0,669634500440.0,670184667700.0,652111889310.0,674611769400.0,661204732580.0
2033.0,668282835700.0,667986885800.0,646473215140.0,672382234680.0,655902789500.0
2034.0,667361746000.0,664632742000.0,641273070040.0,670176109800.0,650757912040.0
2035.0,665375017430.0,662966023640.0,635396315260.0,667792668440.0,645031073240.0
2036.0,661579967240.0,660008989850.0,630166399650.0,666715781100.0,640309642600.0
2037.0,658648704150.0,656587313600.0,624799786300.0,662770238300.0,634557046560.0
2038.0,655911131600.0,652352511200.0,619155937040.0,663672776430.0,629674560850.0
2039.0,652117316830.0,648058516390.0,612699863400.0,659842750000.0,624010740800.0
2040.0,649015031100.0,645607536800.0,608422584860.0,657986494740.0,618720903060.0
2041.0,645756594140.0,640345202650.0,601807730640.0,654159616500.0,612250752280.0
2042.0,641894411900.0,636024857560.0,595733198100.0,651675963900.0,604956328640.0
2043.0,637310620150.0,631458744890.0,588084548240.0,647674833450.0,598519138100.0
2044.0,633124227490.0,627486898860.0,582116589390.0,646183553340.0,592267916720.0
2045.0,629607873010.0,622705336040.0,576607550320.0,641313599200.0,586162239520.0
2046.0,624678444760.0,618638334440.0,570253035910.0,637990621050.0,579275797920.0
2047.0,621190591160.0,614337573020.0,564369854980.0,635561149960.0,572072710760.0
2048.0,617152458670.0,609194959710.0,558019068520.0,631822626800.0,564839620270.0
2049.0,612823305310.0,604913753990.0,552680257020.0,628527936840.0,558019308830.0
2050.0,608878278380.0,600592730520.0,546419937870.0,625625561450.0,549969792910.0
2051.0,604309801300.0,596102506390.0,541588052110.0,620864805100.0,543196834120.0
2052.0,600844417900.0,592488102170.0,534902301390.0,617664848680.0,535492902800.0
2053.0,597060596800.0,587320139450.0,529312919820.0,614128451200.0,528867661190.0
2054.0,592573537620.0,583608014040.0,524829936600.0,613748098840.0,521716900700.0
2055.0,587410343140.0,579373458410.0,518613281760.0,607180716100.0,514388949070.0
2056.0,583941381850.0,575473571860.0,513400409500.0,603815019350.0,506531463120.0
2057.0,579220295700.0,571791092320.0,507260336590.0,601391507300.0,499326558630.0
2058.0,574579529660.0,567670478340.0,502121036420.0,597443316400.0,492701947100.0
2059.0,569993244720.0,563386084180.0,496936133960.0,593224351910.0,486572249980.0
2060.0,565555703110.0,560307055660.0,491463495080.0,588374303510.0,479505456560.0
2061.0,560499573580.0,556049072820.0,486381860810.0,584751902460.0,472945217036.0
2062.0,555607006490.0,553379149780.0,481745590810.0,582945643380.0,465571257320.0
2063.0,550857864370.0,551663205160.0,475723506950.0,577718943820.0,458968003610.0
2064.0,548034026500.0,547059900200.0,471166601930.0,572832493410.0,452720516510.0
2065.0,543378206210.0,544007299580.0,465644676580.0,569510369240.0,445813826410.0
2066.0,539481042820.0,540329865690.0,460851311850.0,568144413410.0,439024538330.0
2067.0,535140238900.0,537738496940.0,456205021180.0,563805820920.0,432740845670.0
