time,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5,CNRM-ESM2-1,UKESM1-0-LL
2068.0,531154063670.0,536180775280.0,451180137290.0,557318748220.0,426893638310.0
2069.0,526873510290.0,536332892060.0,446321021490.0,554101957700.0,420795734380.0
2070.0,522905992290.0,535607060920.0,441947595870.0,549660906170.0,414291144960.0
2071.0,519735774280.0,527836779170.0,439305041780.0,546227645090.0,409213219176.0
2072.0,515024781990.0,522914143110.0,434331475200.0,541203017300.0,403649826594.0
2073.0,511263594130.0,519596587000.0,429502180090.0,536890183900.0,398994276644.0
2074.0,508035339910.0,517496467140.0,426398592980.0,533090659380.0,392499968594.0
2075.0,504704492660.0,514496235620.0,422056750770.0,528252743130.0,387543996344.0
2076.0,500240830790.0,511763780140.0,417989191630.0,524306540930.0,383391955286.0
2077.0,498750514020.0,510446869870.0,414280151310.0,521175646430.0,377945755894.0
2078.0,493604887430.0,508211128980.0,411835517090.0,515844564330.0,373331906986.0
2079.0,490633864080.0,504282499600.0,408325829010.0,512331417650.0,368242074434.0
2080.0,488883315710.0,502008969720.0,405023564190.0,508240640880.0,364766442696.0
2081.0,486978986560.0,498066147080.0,401064041030.0,503249622370.0,359971297920.0
2082.0,481222524190.0,495130588840.0,397550374380.0,503851909840.0,354933672982.0
2083.0,476973377880.0,492907367190.0,394713862770.0,499881832870.0,350917255350.0
2084.0,473954647870.0,493347586170.0,394363414200.0,492506621020.0,345885686034.0
2085.0,472336457560.0,488833748990.0,390595602880.0,488476996770.0,344878048630.0
2086.0,468904794660.0,487292208360.0,387527500500.0,485237647830.0,340804068524.0
2087.0,467552540370.0,489716358030.0,384075946010.0,482254593570.0,335223990680.0
2088.0,462960668060.0,493753542850.0,385214354200.0,477841870620.0,330016443074.0
2089.0,460596770940.0,487669390190.0,379251983750.0,476081806290.0,325839934026.0
2090.0,456783629140.0,486117492450.0,375094530630.0,471887430190.0,322009793626.0
2091.0,455340546590.0,487512411320.0,372213028330.0,467615924780.0,318891461338.0
2092.0,450891779900.0,480532564680.0,371034134120.0,464706849190.0,318220821934.0
2093.0,449853616640.0,481393885240.0,369790604630.0,460709463290.0,312858499244.0
2094.0,445330280750.0,476107859070.0,364657012530.0,456104472170.0,308877602338.0
2095.0,441817104130.0,476865440910.0,362105377750.0,454975960960.0,305579799928.0
2096.0,440011732740.0,476311336780.0,359766380590.0,448346361800.0,302865577438.0
2097.0,437702652500.0,482967997480.0,359790114990.0,447256244380.0,301355173472.0
2098.0,435206189410.0,471062864040.0,357611703180.0,449863464110.0,296231698068.0
2099.0,432114337130.0,467549511150.0,354670734966.0,441375930650.0,292931613590.0
2100.0,430124694010.0,469711349730.0,351726942740.0,435061386520.0,289775015837.0
