time,TAIESM1,IITM-ESM,UKESM1-0-LL,IPSL-CM6A-LR,KACE-1-0-G,MRI-ESM2-0,CESM2-WACCM,GFDL-ESM4,MPI-ESM1-2-HR
2000.0,707243351700.0,707243351700.0,707243351700.0,707243351700.0,707243351700.0,707243351700.0,707243351700.0,707243351700.0,707243351700.0
2001.0,707207321400.0,707207321400.0,707207321400.0,707207321400.0,707207321400.0,707207321400.0,707207321400.0,707207321400.0,707207321400.0
2002.0,706239784800.0,706239784800.0,706239784800.0,706239784800.0,706239784800.0,706239784800.0,706239784800.0,706239784800.0,706239784800.0
2003.0,705755904700.0,705755904700.0,705755904700.0,705755904700.0,705755904700.0,705755904700.0,705755904700.0,705755904700.0,705755904700.0
2004.0,706146876500.0,706146876500.0,706146876500.0,706146876500.0,706146876500.0,706146876500.0,706146876500.0,706146876500.0,706146876500.0
2005.0,705380858700.0,705380858700.0,705380858700.0,705380858700.0,705380858700.0,705380858700.0,705380858700.0,705380858700.0,705380858700.0
2006.0,705326299100.0,705326299100.0,705326299100.0,705326299100.0,705326299100.0,705326299100.0,705326299100.0,705326299100.0,705326299100.0
2007.0,704339903600.0,704339903600.0,704339903600.0,704339903600.0,704339903600.0,704339903600.0,704339903600.0,704339903600.0,704339903600.0
2008.0,703388792800.0,703388792800.0,703388792800.0,703388792800.0,703388792800.0,703388792800.0,703388792800.0,703388792800.0,703388792800.0
2009.0,703493567600.0,703493567600.0,703493567600.0,703493567600.0,703493567600.0,703493567600.0,703493567600.0,703493567600.0,703493567600.0
2010.0,701774614000.0,701774614000.0,701774614000.0,701774614000.0,701774614000.0,701774614000.0,701774614000.0,701774614000.0,701774614000.0
2011.0,702707051100.0,702707051100.0,702707051100.0,702707051100.0,702707051100.0,702707051100.0,702707051100.0,702707051100.0,702707051100.0
2012.0,701077266900.0,701077266900.0,701077266900.0,701077266900.0,701077266900.0,701077266900.0,701077266900.0,701077266900.0,701077266900.0
2013.0,700883436100.0,700883436100.0,700883436100.0,700883436100.0,700883436100.0,700883436100.0,700883436100.0,700883436100.0,700883436100.0
2014.0,701659224300.0,701659224300.0,701659224300.0,701659224300.0,701659224300.0,701659224300.0,701659224300.0,701659224300.0,701659224300.0
2015.0,699827862200.0,699827862200.0,699827862200.0,699827862200.0,699827862200.0,699827862200.0,699827862200.0,699827862200.0,699827862200.0
2016.0,700572181200.0,700572181200.0,700572181200.0,700572181200.0,700572181200.0,700572181200.0,700572181200.0,700572181200.0,700572181200.0
2017.0,697064400000.0,697064400000.0,697064400000.0,697064400000.0,697064400000.0,697064400000.0,697064400000.0,697064400000.0,697064400000.0
2018.0,696760410800.0,696760410800.0,696760410800.0,696760410800.0,696760410800.0,696760410800.0,696760410800.0,696760410800.0,696760410800.0
2019.0,697854300100.0,697854300100.0,697854300100.0,697854300100.0,697854300100.0,697854300100.0,697854300100.0,697854300100.0,697854300100.0
2020.0,695208106800.0,695208106800.0,695208106800.0,695208106800.0,695208106800.0,695208106800.0,695208106800.0,695208106800.0,695208106800.0
2021.0,693263491300.0,696668210400.0,692861117500.0,694592550000.0,693587199500.0,693497419200.0,694745237100.0,692990175300.0,694277348100.0
2022.0,692361584900.0,694957656800.0,691726361800.0,692866525300.0,692252404700.0,691615001400.0,693092490700.0,691877139300.0,694522382470.0
2023.0,689743121060.0,692755288700.0,690017465960.0,690602864300.0,689758674960.0,690990088340.0,690480505300.0,690264491100.0,691792678800.0
2024.0,688822962960.0,692340630200.0,687312228900.0,689362607640.0,686104193840.0,688454050200.0,688637464450.0,689760453000.0,690875137500.0
2025.0,688061586100.0,691722454230.0,684572746000.0,689122723660.0,683991367160.0,686600444230.0,687551513060.0,687649996100.0,689535227960.0
2026.0,684059403000.0,687938521740.0,681259391720.0,686743095940.0,682486160640.0,686873404240.0,684705106340.0,685000825800.0,688209797800.0
2027.0,681143518200.0,686074835600.0,678032828000.0,684234583000.0,677876295660.0,684244213900.0,683022619600.0,683314154700.0,686304021900.0
2028.0,678882815010.0,684401264400.0,675180618340.0,682144964050.0,673675464260.0,681594355900.0,680232837500.0,682090753300.0,685140132200.0
2029.0,675627602140.0,682094497350.0,672071936500.0,680122148450.0,670974527000.0,680309979500.0,679323854500.0,679261147300.0,683149843200.0
2030.0,675007520150.0,681962554460.0,668608362690.0,677781287370.0,668660623840.0,678977096100.0,675972237900.0,677464043300.0,682739922040.0
2031.0,672100128460.0,680596941700.0,664308285000.0,675661043950.0,666555535000.0,674927433260.0,674359981000.0,681255155790.0,680775615300.0
2032.0,667811792370.0,676990157900.0,659202225640.0,673221198700.0,663242750100.0,671932595100.0,672339594000.0,675934128250.0,679409678100.0
2033.0,664229770740.0,676320942100.0,653747263340.0,670461627940.0,658818891170.0,669388449600.0,667970369560.0,673289352440.0,677936767760.0
2034.0,661285261050.0,674731601440.0,649154933900.0,667926482860.0,655081965290.0,668286546950.0,664651726160.0,669848020540.0,676814096160.0
2035.0,657213233260.0,673342387650.0,644439927600.0,664959630600.0,651240229440.0,666051667480.0,664919178800.0,670006424100.0,675518578400.0
2036.0,653238928400.0,674089824250.0,639406516490.0,662444371760.0,647567337900.0,662462754650.0,659951407460.0,666782719700.0,673157958900.0
2037.0,649883781070.0,671852361360.0,634847170240.0,658904063360.0,647445782460.0,659280779600.0,657238543700.0,665036032300.0,670644017040.0
2038.0,645772709900.0,667692568300.0,629709835140.0,654492454020.0,640593327240.0,655848948520.0,655309417900.0,662027482630.0,669141112300.0
2039.0,641611696900.0,665777137640.0,624370993000.0,651418907360.0,635805468460.0,652885159800.0,652119930320.0,658873949500.0,667423711400.0
2040.0,638574631440.0,663719010160.0,619243984800.0,647678432300.0,632011241320.0,649772092240.0,649330021000.0,657223422460.0,665911748000.0
2041.0,633840309010.0,662454335100.0,614589544040.0,644448525540.0,627711766160.0,647187138700.0,645570642010.0,654781969200.0,663691745500.0
2042.0,630852990120.0,658816804700.0,608039458060.0,639706515200.0,623816057240.0,643575456460.0,644189783470.0,651792698920.0,662087963460.0
2043.0,626636540940.0,656750825750.0,602614094320.0,635277065180.0,620634507260.0,640644172280.0,642329887100.0,651141727050.0,660080930850.0
2044.0,620847971340.0,654788119300.0,597658432220.0,632110613170.0,616900633150.0,637511478100.0,638584123150.0,650481214660.0,658623822600.0
2045.0,615959371240.0,654159922650.0,592049506700.0,627616936390.0,612561618590.0,634032096960.0,634881799860.0,646704465500.0,654866634800.0
