time,CAMS-CSM1-0,MRI-ESM2-0,EC-EARTH3-VEG,GFDL-ESM4
2000.0,3794624600000.0,3794624600000.0,3794624600000.0,3794624600000.0
2001.0,3778000500000.0,3778000500000.0,3778000500000.0,3778000500000.0
2002.0,3766559000000.0,3766559000000.0,3766559000000.0,3766559000000.0
2003.0,3763769200000.0,3763769200000.0,3763769200000.0,3763769200000.0
2004.0,3751591500000.0,3751591500000.0,3751591500000.0,3751591500000.0
2005.0,3736992700000.0,3736992700000.0,3736992700000.0,3736992700000.0
2006.0,3729723200000.0,3729723200000.0,3729723200000.0,3729723200000.0
2007.0,3721733600000.0,3721733600000.0,3721733600000.0,3721733600000.0
2008.0,3720336000000.0,3720336000000.0,3720336000000.0,3720336000000.0
2009.0,3700375000000.0,3700375000000.0,3700375000000.0,3700375000000.0
2010.0,3694385400000.0,3694385400000.0,3694385400000.0,3694385400000.0
2011.0,3668180000000.0,3668180000000.0,3668180000000.0,3668180000000.0
2012.0,3669678000000.0,3669678000000.0,3669678000000.0,3669678000000.0
2013.0,3669200700000.0,3669200700000.0,3669200700000.0,3669200700000.0
2014.0,3667506800000.0,3667506800000.0,3667506800000.0,3667506800000.0
2015.0,3654858800000.0,3654858800000.0,3654858800000.0,3654858800000.0
2016.0,3653219600000.0,3653219600000.0,3653219600000.0,3653219600000.0
2017.0,3634365200000.0,3634365200000.0,3634365200000.0,3634365200000.0
2018.0,3615613500000.0,3615613500000.0,3615613500000.0,3615613500000.0
2019.0,3610738400000.0,3610738400000.0,3610738400000.0,3610738400000.0
2020.0,3586162200000.0,3586162200000.0,3586162200000.0,3586162200000.0
2021.0,3554880800000.0,3561377200000.0,3562370500000.0,3578765200000.0
2022.0,3540816800000.0,3543530200000.0,3545252800000.0,3561018600000.0
2023.0,3527279400000.0,3523979200000.0,3521638000000.0,3528615500000.0
2024.0,3510432200000.0,3495421000000.0,3506030200000.0,3505122700000.0
2025.0,3489628700000.0,3480513200000.0,3491059700000.0,3488243300000.0
2026.0,3473594600000.0,3459429200000.0,3472741600000.0,3463058600000.0
2027.0,3459070800000.0,3435887300000.0,3446699200000.0,3456882000000.0
2028.0,3425567500000.0,3411221000000.0,3422327100000.0,3431414000000.0
2029.0,3390462000000.0,3383011300000.0,3393426300000.0,3413179600000.0
2030.0,3369856400000.0,3354560000000.0,3357314000000.0,3395538400000.0
2031.0,3349268000000.0,3329223300000.0,3322561000000.0,3378382000000.0
2032.0,3332353600000.0,3303207000000.0,3311280300000.0,3359575400000.0
2033.0,3318409900000.0,3285350000000.0,3299405000000.0,3339511700000.0
2034.0,3302394700000.0,3267183800000.0,3276094300000.0,3318430000000.0
2035.0,3280960500000.0,3244727500000.0,3256373700000.0,3305186500000.0
2036.0,3263562000000.0,3218603800000.0,3241975700000.0,3288525200000.0
2037.0,3242166600000.0,3202726800000.0,3221843000000.0,3271269000000.0
2038.0,3216773700000.0,3174111600000.0,3197031000000.0,3245343200000.0
2039.0,3205058300000.0,3142031800000.0,3180753600000.0,3224995400000.0
2040.0,3182483000000.0,3119302300000.0,3159004800000.0,3208583600000.0
2041.0,3155888400000.0,3096054000000.0,3144233800000.0,3197680700000.0
2042.0,3117192300000.0,3076342000000.0,3129979400000.0,3182511000000.0
2043.0,3088340700000.0,3051148500000.0,3107723100000.0,3165653600000.0
2044.0,3050900000000.0,3037817700000.0,3105792700000.0,3161307000000.0
2045.0,3031275100000.0,3014179200000.0,3088366200000.0,3148988800000.0
2046.0,3000016800000.0,2995649200000.0,3080993400000.0,3145332000000.0
2047.0,2966172200000.0,2974481000000.0,3087351000000.0,3137139600000.0
2048.0,2940469000000.0,2949304800000.0,3077132300000.0,3123004300000.0
2049.0,2914890000000.0,2936545500000.0,3069605600000.0,3104502000000.0
2050.0,2878866000000.0,2924475600000.0,3054965000000.0,3100392000000.0
2051.0,2861728000000.0,2908047300000.0,3055129200000.0,3089264500000.0
2052.0,2844819200000.0,2895997800000.0,3042276800000.0,3079391400000.0
2053.0,2817202600000.0,2879331000000.0,3020973700000.0,3066925000000.0
2054.0,2786613800000.0,2869694600000.0,2999291000000.0,3055759700000.0
2055.0,2759929600000.0,2851238800000.0,2977453000000.0,3052297000000.0
2056.0,2739723000000.0,2839873600000.0,2953554400000.0,3039333000000.0
2057.0,2721987400000.0,2824110000000.0,2942736500000.0,3028061500000.0
2058.0,2700301300000.0,2819201700000.0,2919424900000.0,3018610400000.0
2059.0,2658693300000.0,2814599500000.0,2895230800000.0,3010575700000.0
2060.0,2624337000000.0,2802765300000.0,2864489400000.0,3007061200000.0
2061.0,2609657400000.0,2800275200000.0,2849396200000.0,2996102200000.0
2062.0,2588251000000.0,2790459000000.0,2838352400000.0,2979518000000.0
2063.0,2576833000000.0,2772138000000.0,2813913200000.0,2966689200000.0
2064.0,2556114800000.0,2778188200000.0,2792943000000.0,2953409000000.0
