time,CANESM5,IPSL-CM6A-LR,MRI-ESM2-0,CESM2-WACCM
2000.0,3794624600000.0,3794624600000.0,3794624600000.0,3794624600000.0
2001.0,3778000500000.0,3778000500000.0,3778000500000.0,3778000500000.0
2002.0,3766559000000.0,3766559000000.0,3766559000000.0,3766559000000.0
2003.0,3763769200000.0,3763769200000.0,3763769200000.0,3763769200000.0
2004.0,3751591500000.0,3751591500000.0,3751591500000.0,3751591500000.0
2005.0,3736992700000.0,3736992700000.0,3736992700000.0,3736992700000.0
2006.0,3729723200000.0,3729723200000.0,3729723200000.0,3729723200000.0
2007.0,3721733600000.0,3721733600000.0,3721733600000.0,3721733600000.0
2008.0,3720336000000.0,3720336000000.0,3720336000000.0,3720336000000.0
2009.0,3700375000000.0,3700375000000.0,3700375000000.0,3700375000000.0
2010.0,3694385400000.0,3694385400000.0,3694385400000.0,3694385400000.0
2011.0,3668180000000.0,3668180000000.0,3668180000000.0,3668180000000.0
2012.0,3669678000000.0,3669678000000.0,3669678000000.0,3669678000000.0
2013.0,3669200700000.0,3669200700000.0,3669200700000.0,3669200700000.0
2014.0,3667506800000.0,3667506800000.0,3667506800000.0,3667506800000.0
2015.0,3654858800000.0,3654858800000.0,3654858800000.0,3654858800000.0
2016.0,3653219600000.0,3653219600000.0,3653219600000.0,3653219600000.0
2017.0,3634365200000.0,3634365200000.0,3634365200000.0,3634365200000.0
2018.0,3615613500000.0,3615613500000.0,3615613500000.0,3615613500000.0
2019.0,3610738400000.0,3610738400000.0,3610738400000.0,3610738400000.0
2020.0,3586162200000.0,3586162200000.0,3586162200000.0,3586162200000.0
2021.0,3552825600000.0,3572875000000.0,3569274600000.0,3572966400000.0
2022.0,3525667700000.0,3564419700000.0,3551199500000.0,3547788700000.0
2023.0,3478795300000.0,3546661300000.0,3526289500000.0,3528465300000.0
2024.0,3434661800000.0,3540518400000.0,3491198700000.0,3515111700000.0
2025.0,3397735000000.0,3527476800000.0,3462315600000.0,3503540000000.0
2026.0,3351898800000.0,3511558000000.0,3436563000000.0,3481136500000.0
2027.0,3319478400000.0,3494754600000.0,3409883400000.0,3467465700000.0
2028.0,3276937000000.0,3469999600000.0,3398658000000.0,3449104400000.0
2029.0,3230217300000.0,3459746000000.0,3366911000000.0,3426040200000.0
2030.0,3196765000000.0,3437171600000.0,3335591600000.0,3415317200000.0
2031.0,3153064600000.0,3414805000000.0,3303628900000.0,3384428000000.0
2032.0,3114269400000.0,3391343600000.0,3271005300000.0,3366306700000.0
2033.0,3077617200000.0,3372569000000.0,3234540300000.0,3344821600000.0
2034.0,3036974000000.0,3355489900000.0,3199880000000.0,3325658700000.0
2035.0,3000217400000.0,3327723800000.0,3157141700000.0,3303796400000.0
2036.0,2955897500000.0,3317875300000.0,3125929300000.0,3293132400000.0
2037.0,2921042300000.0,3306063400000.0,3104253400000.0,3269954400000.0
2038.0,2881415500000.0,3287992200000.0,3062588800000.0,3252667000000.0
2039.0,2836907000000.0,3266336300000.0,3037247800000.0,3242382000000.0
2040.0,2786093200000.0,3243089000000.0,3006081300000.0,3221858800000.0
2041.0,2738955000000.0,3219213800000.0,2974535000000.0,3205615600000.0
2042.0,2702727400000.0,3195020500000.0,2945687000000.0,3182912000000.0
2043.0,2666504000000.0,3173359800000.0,2905408300000.0,3173541700000.0
2044.0,2622252600000.0,3152477700000.0,2873154300000.0,3155860000000.0
2045.0,2564560800000.0,3126035500000.0,2829197000000.0,3134735000000.0
2046.0,2509008300000.0,3094998400000.0,2793130200000.0,3123255400000.0
2047.0,2460896000000.0,3073991500000.0,2752433400000.0,3106073700000.0
2048.0,2411875800000.0,3040303000000.0,2716372600000.0,3087170000000.0
2049.0,2355534500000.0,3018936300000.0,2688994800000.0,3071749400000.0
2050.0,2302071000000.0,3002867400000.0,2651574500000.0,3047208500000.0
2051.0,2250331700000.0,2966802400000.0,2627471400000.0,3028414400000.0
2052.0,2195181900000.0,2944259900000.0,2591355600000.0,3000504700000.0
2053.0,2149615400000.0,2913393200000.0,2564319600000.0,2976731600000.0
2054.0,2093065200000.0,2894559000000.0,2537804000000.0,2947571000000.0
2055.0,2033101000000.0,2865566000000.0,2512714000000.0,2925795700000.0
2056.0,1985359500000.0,2844630200000.0,2482440500000.0,2906975000000.0
2057.0,1927426300000.0,2818769000000.0,2464133200000.0,2890973800000.0
2058.0,1875499300000.0,2788940300000.0,2439205400000.0,2874826600000.0
2059.0,1819495000000.0,2766131400000.0,2413355600000.0,2852310000000.0
2060.0,1764731400000.0,2748124000000.0,2390425600000.0,2838173800000.0
2061.0,1723109100000.0,2727363200000.0,2368946800000.0,2819852600000.0
2062.0,1681768400000.0,2695342300000.0,2348946600000.0,2798242200000.0
2063.0,1639925000000.0,2674029000000.0,2325420000000.0,2788529500000.0
2064.0,1598631400000.0,2646751300000.0,2309137000000.0,2768537000000.0
