time,MPI-ESM1-2-HR,CESM2-WACCM,IPSL-CM6A-LR,TAIESM1,CMCC-CM2-SR5,EC-EARTH3,MRI-ESM2-0,EC-EARTH3-VEG,INM-CM4-8,CANESM5,BCC-CSM2-MR,CAMS-CSM1-0,INM-CM5-0,ACCESS-CM2,ACCESS-ESM1-5,NORESM2-MM,FGOALS-F3-L,CESM2,GFDL-ESM4
2010.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0
2011.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0
2012.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0
2013.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0
2014.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0
2015.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0
2016.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0
2017.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0
2018.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0
2019.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0
2020.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0
2021.0,2296424700.0,2250442500.0,2277328000.0,2227342800.0,2389972000.0,2229047300.0,2224192500.0,2324564000.0,2223508500.0,2244930600.0,2272165600.0,2246097200.0,2284974300.0,2224958200.0,2257505000.0,2220295000.0,2223757800.0,2286050300.0,2310638300.0
2022.0,2244915200.0,2288619300.0,2231105800.0,2194521900.0,2309554700.0,2237283300.0,2215338800.0,2214511900.0,2183802400.0,2215113500.0,2257209000.0,2275664000.0,2267626800.0,2186734600.0,2262782000.0,2230120200.0,2220643600.0,2288664000.0,2358499800.0
2023.0,2221057000.0,2231764500.0,2216661200.0,2194780400.0,2357776400.0,2164297500.0,2175620000.0,2197545200.0,2157976800.0,2181831200.0,2236062700.0,2262407400.0,2249235000.0,2205611000.0,2223235000.0,2181077500.0,2212404700.0,2228724500.0,2293197800.0
2024.0,2200297700.0,2216378400.0,2185095000.0,2153965600.0,2251146000.0,2115721500.0,2142635100.0,2205495300.0,2127113700.0,2194337800.0,2206729700.0,2194474500.0,2179549000.0,2190956800.0,2224641500.0,2194161400.0,2187770000.0,2189333000.0,2232918800.0
2025.0,2154552000.0,2173666800.0,2164215300.0,2143592400.0,2290303500.0,2079190500.0,2103947600.0,2158835700.0,2143634400.0,2152718800.0,2144789200.0,2261824000.0,2151536600.0,2130702200.0,2170107600.0,2129103400.0,2165780200.0,2203393800.0,2203238400.0
2026.0,2153902000.0,2151926500.0,2116522500.0,2097552500.0,2235327500.0,2015895000.0,2064345900.0,2112963300.0,2127730000.0,2114299500.0,2112184000.0,2200922000.0,2160692200.0,2111944100.0,2137420900.0,2094495700.0,2105403400.0,2167386000.0,2178185700.0
2027.0,2148274200.0,2126500500.0,2095337900.0,2055889500.0,2189738800.0,1983752300.0,2024918400.0,2080873500.0,2039184100.0,2066905100.0,2074932900.0,2143755100.0,2090300400.0,2054391300.0,2093863800.0,2077087100.0,2076388500.0,2124475800.0,2156063000.0
2028.0,2099343100.0,2075341000.0,2046510500.0,2024662500.0,2166307600.0,1948922900.0,1990623700.0,2048775300.0,1992340200.0,2030365000.0,2037684100.0,2173179400.0,2043697700.0,2015476000.0,2044958100.0,2077338900.0,2051715800.0,2083187200.0,2177697000.0
2029.0,2059286400.0,2046357900.0,2025633000.0,1999664800.0,2156771300.0,1864243200.0,1940489300.0,2007579800.0,1951982800.0,1989971700.0,2008775600.0,2101744100.0,2007417300.0,1974901000.0,2044560800.0,1999349400.0,2006211600.0,2092445600.0,2111373800.0
2030.0,2089186400.0,2055544200.0,1977331500.0,1942991600.0,2144215900.0,1796166300.0,1911287800.0,1982253000.0,1901689300.0,1946579000.0,1974517400.0,2069172900.0,1969468800.0,1941604700.0,1961209700.0,2005583000.0,1985157900.0,2011205400.0,2108515500.0
2031.0,2010318600.0,1997951400.0,1948532900.0,1899471700.0,2104789000.0,1739904400.0,1865423900.0,1969660500.0,1888921700.0,1899103000.0,1927447600.0,2059675900.0,1954143400.0,1987221100.0,1921325800.0,1937172100.0,1945176200.0,1967174900.0,2103445800.0
2032.0,1979932400.0,1951819500.0,1951032400.0,1858764000.0,2072671100.0,1689788300.0,1806147600.0,1905375600.0,1839791400.0,1845976400.0,1898354400.0,2064154500.0,1906894200.0,1845658200.0,1873386900.0,1937177000.0,1905880000.0,1934924900.0,2040574500.0
2033.0,1947358100.0,1925866600.0,1904994700.0,1813406800.0,2038935600.0,1641457300.0,1754896600.0,1867805600.0,1768950800.0,1790039600.0,1836103200.0,2038492000.0,1845849100.0,1794988000.0,1825631000.0,1888052700.0,1843878400.0,1900231800.0,2058585100.0
2034.0,1903695000.0,1880358500.0,1831209600.0,1775590800.0,2001032100.0,1573325800.0,1708015500.0,1821266400.0,1735429900.0,1741204900.0,1829829100.0,1991325300.0,1883897200.0,1751420500.0,1777430700.0,1876973700.0,1837707600.0,1855797900.0,1976477700.0
2035.0,1918920600.0,1840187500.0,1799461800.0,1716447500.0,1967238100.0,1511557500.0,1659378600.0,1783804700.0,1681031700.0,1705968400.0,1769911200.0,1958240000.0,1867361800.0,1699991000.0,1718361100.0,1826023200.0,1753422500.0,1803960400.0,1994043000.0
2036.0,1846825500.0,1794874100.0,1746558100.0,1673700700.0,1932850300.0,1444166400.0,1631080400.0,1765874700.0,1634724900.0,1660957000.0,1735635600.0,1923023600.0,1837915800.0,1646863200.0,1666417800.0,1747927000.0,1706803500.0,1737659800.0,1942361200.0
2037.0,1817939200.0,1743032800.0,1755756200.0,1608458900.0,1885371800.0,1376190000.0,1572161800.0,1682200200.0,1645421400.0,1587970400.0,1676127200.0,1890975400.0,1725441700.0,1597284200.0,1629806700.0,1705056900.0,1663822200.0,1667889000.0,1924999600.0
2038.0,1791628800.0,1716265700.0,1684076500.0,1545578000.0,1850726500.0,1303731700.0,1501354500.0,1623733800.0,1594635400.0,1521161700.0,1682186000.0,1847949700.0,1673416800.0,1531787900.0,1579032700.0,1680057900.0,1599622300.0,1620569100.0,1874769900.0
2039.0,1749515600.0,1666644700.0,1664247200.0,1497245400.0,1820571000.0,1232412300.0,1425246700.0,1575171500.0,1534864300.0,1472204300.0,1657249400.0,1843803100.0,1615264500.0,1457934100.0,1504731900.0,1631693300.0,1567662700.0,1562999600.0,1869353100.0
2040.0,1719655000.0,1615713900.0,1594144600.0,1443389200.0,1774965400.0,1159946200.0,1379444900.0,1565101400.0,1473096400.0,1414928400.0,1557872000.0,1804202100.0,1565518200.0,1404323200.0,1423654100.0,1596711400.0,1545973000.0,1516551700.0,1836580700.0
2041.0,1671063400.0,1571532900.0,1526484700.0,1373262300.0,1740623700.0,1098363100.0,1326369800.0,1467593300.0,1426017500.0,1346528000.0,1505543700.0,1778758700.0,1520879000.0,1342354200.0,1354986000.0,1561984400.0,1467286100.0,1460129200.0,1787983000.0
2042.0,1641963800.0,1513654500.0,1472327200.0,1311520900.0,1700444500.0,1032884540.0,1297439000.0,1413639300.0,1373931800.0,1283256600.0,1461635800.0,1744698600.0,1484613100.0,1283092600.0,1305128100.0,1512293100.0,1432050200.0,1395669200.0,1743075000.0
2043.0,1587617800.0,1470218600.0,1418937100.0,1247918800.0,1653351300.0,970849300.0,1229332900.0,1373762700.0,1315927300.0,1244785500.0,1422704500.0,1733820500.0,1443063400.0,1237015700.0,1227863200.0,1458672400.0,1392531600.0,1332515500.0,1711420800.0
2044.0,1567020800.0,1404955300.0,1348417700.0,1206055400.0,1611076500.0,909366340.0,1188117900.0,1302009600.0,1315009700.0,1180465400.0,1369930900.0,1714795600.0,1416091800.0,1178693200.0,1182297100.0,1414275000.0,1339148400.0,1279335200.0,1776645500.0
2045.0,1522750100.0,1342470700.0,1303812000.0,1130601100.0,1564892500.0,844128500.0,1144300000.0,1226494300.0,1265009300.0,1125998200.0,1330707300.0,1674407800.0,1364132100.0,1124682900.0,1114799500.0,1392451800.0,1296544500.0,1223177600.0,1665187600.0
2046.0,1477584000.0,1280251000.0,1243798900.0,1056916540.0,1503818800.0,788435600.0,1086994000.0,1191003100.0,1247103600.0,1084742100.0,1273436000.0,1649072400.0,1299295000.0,1117035300.0,1060815000.0,1318548200.0,1259568800.0,1176728600.0,1613125200.0
2047.0,1502424400.0,1251883900.0,1199322000.0,993771650.0,1457174100.0,731119900.0,1035427400.0,1143575000.0,1175482600.0,1018337540.0,1229514100.0,1603985000.0,1257989100.0,1031111000.0,1001843900.0,1268970500.0,1205803300.0,1121029600.0,1602313200.0
2048.0,1429776500.0,1165256000.0,1157950800.0,935329600.0,1393294000.0,661181250.0,988844740.0,1070678850.0,1147162500.0,942472960.0,1179070300.0,1573636600.0,1233982300.0,980150800.0,946026700.0,1219206500.0,1163234400.0,1079521800.0,1533049000.0
2049.0,1376222300.0,1109415800.0,1082980200.0,871278500.0,1342441000.0,610198850.0,948157000.0,1003886900.0,1098693900.0,893826400.0,1163011000.0,1530867500.0,1181756900.0,913639200.0,887159230.0,1182457000.0,1137835000.0,1028180540.0,1492934800.0
2050.0,1328813200.0,1058728640.0,1025681860.0,827497300.0,1289758600.0,561357760.0,918338560.0,950882000.0,1046752300.0,841731800.0,1098310800.0,1513979500.0,1122650600.0,868198700.0,831269100.0,1137959200.0,1116271100.0,958889000.0,1457720400.0
2051.0,1286579200.0,1007243000.0,964909000.0,774544500.0,1237410000.0,526504060.0,883566850.0,911405600.0,1001633300.0,788834100.0,1043393900.0,1480118400.0,1078471800.0,814327230.0,790342850.0,1094192500.0,1042898100.0,898847000.0,1430074000.0
2052.0,1241636600.0,956466400.0,910053060.0,729808300.0,1193296500.0,489406370.0,845864960.0,866343230.0,969386700.0,738639400.0,993856260.0,1429578000.0,1037987300.0,753856060.0,760026750.0,1050126850.0,1016482600.0,839416450.0,1382433500.0
2053.0,1194414800.0,898695360.0,874438340.0,674066000.0,1140899100.0,448573100.0,828603970.0,825999600.0,955716540.0,686129600.0,951976260.0,1412075000.0,997639900.0,709387900.0,707904060.0,1005857400.0,969147800.0,786396500.0,1347635500.0
2054.0,1149448000.0,847063550.0,805526850.0,622959740.0,1082760700.0,424757000.0,797708160.0,779948350.0,910090300.0,640803300.0,908472260.0,1380692400.0,961807360.0,675155100.0,663758600.0,968171600.0,924657150.0,748786940.0,1323243400.0
2055.0,1137203700.0,796368450.0,756508600.0,579726600.0,1019537660.0,399267140.0,809408400.0,747874800.0,876937000.0,605693250.0,864847040.0,1291545500.0,923379800.0,638908800.0,630020200.0,925702500.0,890068860.0,694566900.0,1294138900.0
2056.0,1079284900.0,746802700.0,702344500.0,537582400.0,963276700.0,368844200.0,752896400.0,686909100.0,848592000.0,564133060.0,819402750.0,1306844200.0,874872770.0,597408960.0,586614660.0,881056200.0,851141760.0,632307200.0,1249538300.0
2057.0,1023755700.0,703560450.0,649095800.0,498404030.0,898468030.0,342295680.0,715561150.0,648702660.0,799203200.0,525681440.0,783692500.0,1251605400.0,840879360.0,562268700.0,557438500.0,857085760.0,829544450.0,585488300.0,1201364400.0
2058.0,988307800.0,655349600.0,605082240.0,465441300.0,844100350.0,329919550.0,683571900.0,617438460.0,781419200.0,487389470.0,731812200.0,1193221900.0,808465860.0,523806140.0,527169340.0,821926660.0,868655900.0,552201300.0,1171143800.0
2059.0,923613440.0,614201660.0,564340400.0,423958750.0,799156740.0,305812060.0,651814660.0,581481340.0,768361660.0,453496130.0,697251000.0,1156662500.0,789854200.0,491486700.0,499634530.0,788515800.0,752204860.0,517323600.0,1140787200.0
2060.0,878674900.0,580252800.0,525581400.0,385273540.0,738171900.0,280586800.0,623474940.0,557913900.0,716853400.0,415520860.0,657953660.0,1138265500.0,748721900.0,464117500.0,481794100.0,740870800.0,715769150.0,480753300.0,1085963000.0
2061.0,839477000.0,553168100.0,486319740.0,351371520.0,695738240.0,254069040.0,601542000.0,530587000.0,689068740.0,392616580.0,626256600.0,1082786400.0,716076400.0,432036320.0,444148400.0,701221500.0,684955970.0,446228220.0,1045078800.0
2062.0,815699260.0,520729860.0,455668100.0,316603970.0,650801600.0,226470930.0,575556400.0,507158270.0,655157950.0,369209800.0,598524160.0,1053365300.0,691241540.0,397228300.0,419068060.0,667125250.0,665244600.0,418980960.0,1015189200.0
2063.0,778306050.0,486593600.0,420509900.0,288694940.0,613944900.0,209268480.0,554221630.0,470496200.0,646425100.0,341260830.0,566675300.0,1076612400.0,657331400.0,367311650.0,393252450.0,638667970.0,628427000.0,391777380.0,979289860.0
2064.0,746075650.0,448755680.0,390502340.0,268708900.0,580595300.0,195724210.0,532217540.0,449340640.0,623048300.0,315378800.0,539796500.0,994112260.0,635501600.0,347903070.0,363213760.0,612537400.0,598162400.0,374600220.0,944466050.0
2065.0,724119300.0,419667260.0,365796100.0,253127100.0,541748800.0,185306100.0,527909150.0,424902980.0,602065300.0,282997150.0,509351870.0,961720060.0,613256100.0,322117280.0,337653800.0,582958850.0,601249500.0,351551360.0,909143400.0
2066.0,669395650.0,394711140.0,346792300.0,234210420.0,499579970.0,175208480.0,497311460.0,401471940.0,574813250.0,257463760.0,481515800.0,922603600.0,596901440.0,292702600.0,338680400.0,555275800.0,554915100.0,328836580.0,878995460.0
2067.0,640288200.0,369781280.0,320087870.0,216259090.0,462854180.0,167970420.0,477230530.0,367232540.0,556811650.0,234121660.0,456004640.0,893417000.0,571430500.0,264488830.0,301709950.0,527092480.0,547959740.0,306672960.0,850975940.0
2068.0,612009500.0,339006850.0,292883970.0,198887570.0,421785600.0,156088030.0,453919170.0,340195100.0,537025300.0,221333090.0,431317570.0,876725600.0,549973300.0,241454620.0,284356000.0,510766850.0,513317200.0,287059070.0,819647740.0
2069.0,581247000.0,310102050.0,264551380.0,177821970.0,394583940.0,146020450.0,435211260.0,311854140.0,510206560.0,206378540.0,405500060.0,877460800.0,526810050.0,231622980.0,271442400.0,484847650.0,520178720.0,254687070.0,794494000.0
2070.0,551783800.0,287578500.0,238012780.0,163021940.0,367317200.0,138484540.0,413455520.0,288454600.0,516073900.0,195806110.0,375306530.0,815703000.0,524750270.0,212220740.0,260158450.0,465657630.0,474859100.0,237442110.0,758796500.0
2071.0,531436000.0,269896000.0,212699940.0,153103340.0,341045900.0,134575400.0,395022300.0,267395520.0,472064130.0,183776080.0,349368900.0,795566400.0,490841630.0,196413330.0,242141840.0,440066500.0,456236400.0,224035180.0,736383300.0
2072.0,516574750.0,250047310.0,194284960.0,145810510.0,310623200.0,127067630.0,386837500.0,249565260.0,466239260.0,173737890.0,320363460.0,772634940.0,470781380.0,184423710.0,228908270.0,412309860.0,441597470.0,209895820.0,715573250.0
2073.0,492791300.0,237400770.0,181997340.0,137573740.0,274773300.0,121504340.0,370029600.0,237125140.0,445688740.0,161557810.0,292229470.0,753674100.0,451011330.0,176622240.0,212151700.0,387777860.0,413763360.0,194084720.0,683697500.0
2074.0,474285280.0,223167870.0,167090600.0,131472056.0,256161810.0,114484630.0,356672300.0,219386930.0,425913340.0,150138620.0,272506300.0,757647400.0,437604400.0,166256270.0,197669800.0,357031170.0,399755680.0,181545840.0,651655400.0
2075.0,455656130.0,202837650.0,158955410.0,127123700.0,230239500.0,109698830.0,343401380.0,203978110.0,414856350.0,142643800.0,254064860.0,752823800.0,421128500.0,155142460.0,188691230.0,335611550.0,392220380.0,172274350.0,644437900.0
2076.0,429382560.0,187962190.0,150646450.0,121480984.0,204842270.0,106400540.0,331943940.0,191460580.0,400894620.0,136134540.0,240042100.0,706042500.0,399929120.0,147715800.0,179276080.0,314122560.0,366344540.0,165806200.0,603422100.0
2077.0,423736160.0,175442050.0,139262100.0,116317176.0,190626030.0,101600990.0,319267900.0,182835860.0,377977440.0,129915100.0,224929200.0,695268030.0,384369950.0,142115840.0,172548770.0,294043550.0,346727650.0,158470320.0,581967900.0
2078.0,379602500.0,167020300.0,132251040.0,111964824.0,176757310.0,98415890.0,304106600.0,175487620.0,362185660.0,124965816.0,213938080.0,666887500.0,368482240.0,136061250.0,163372930.0,274443620.0,332186200.0,146705950.0,568554560.0
2079.0,364667420.0,158443620.0,121650300.0,107134120.0,168379730.0,96091450.0,292007260.0,166810370.0,342271360.0,119444120.0,203484880.0,644735000.0,344876600.0,128439760.0,156228510.0,260666830.0,315299680.0,139810200.0,540492500.0
2080.0,342223650.0,149940100.0,115502890.0,104648216.0,160372350.0,93362856.0,274290850.0,159410100.0,325069600.0,113915464.0,192040660.0,633135000.0,330041470.0,124567660.0,149664110.0,247269870.0,295660160.0,134149864.0,519560060.0
2081.0,315970620.0,143361310.0,109910880.0,101877400.0,154001540.0,89572160.0,261356580.0,151204290.0,308024670.0,109708776.0,181882380.0,606949760.0,312624320.0,118869140.0,142330180.0,234127630.0,280869860.0,127569770.0,493751070.0
2082.0,303501570.0,135334060.0,104457320.0,98349384.0,144608030.0,85413790.0,248207060.0,145550420.0,298262340.0,104719570.0,166664900.0,597334500.0,305134720.0,114898390.0,135397980.0,215485360.0,269799580.0,123941990.0,467086050.0
2083.0,286738200.0,128505096.0,100148050.0,95630430.0,136394100.0,83509220.0,234833380.0,141206770.0,290205000.0,102373870.0,160733580.0,568230140.0,290294940.0,110148280.0,129714740.0,202002220.0,255655330.0,120756150.0,446661900.0
2084.0,278464600.0,124259370.0,95129060.0,94045624.0,130062904.0,79239970.0,224913300.0,135349660.0,282518940.0,97890460.0,149210830.0,547167000.0,279553820.0,107245490.0,123729420.0,189305040.0,243132530.0,115789950.0,424051000.0
2085.0,253837940.0,119468456.0,90575816.0,91956420.0,122771410.0,77737624.0,212482860.0,129158780.0,272628000.0,95565300.0,142809600.0,529702820.0,273517200.0,101589230.0,121050904.0,181000100.0,232818990.0,112243920.0,401389470.0
2086.0,242824420.0,114544850.0,87771070.0,88702776.0,118343496.0,74141544.0,204099100.0,123224050.0,275560770.0,91091510.0,136633470.0,508251040.0,265246030.0,98263576.0,116908740.0,170928300.0,225556380.0,107489690.0,383582460.0
2087.0,230507340.0,109708376.0,83976980.0,85828800.0,114758696.0,70888776.0,192448620.0,115990730.0,259307860.0,88478730.0,133212370.0,493429000.0,263653780.0,95354030.0,112733250.0,163371180.0,217055760.0,104599410.0,362772580.0
2088.0,219915360.0,104907220.0,80359400.0,84237360.0,110666460.0,68313340.0,186014510.0,109865820.0,251023070.0,84811970.0,129143736.0,491780130.0,245057980.0,91935550.0,108442250.0,155919260.0,208595340.0,100943176.0,348414100.0
2089.0,208667250.0,100817260.0,77959180.0,82136940.0,106523016.0,64357708.0,182188130.0,105324856.0,241926450.0,82897350.0,125802730.0,473459400.0,235847410.0,87726980.0,106258220.0,149093920.0,196845680.0,97885900.0,333683200.0
2090.0,198469890.0,96728660.0,74092200.0,79402910.0,102446050.0,62658956.0,176276640.0,100902250.0,258181380.0,79708344.0,122667450.0,460380100.0,230396420.0,85252720.0,104543200.0,141817090.0,219793780.0,93821260.0,315921020.0
2091.0,182922960.0,94195500.0,72232376.0,77473400.0,98644536.0,60217252.0,171982980.0,97117700.0,227091680.0,77393740.0,119163920.0,450405630.0,222909550.0,82415416.0,101791590.0,137643220.0,189157220.0,90803400.0,299752640.0
2092.0,171971310.0,92026840.0,68918330.0,75222570.0,96390856.0,57469348.0,164275400.0,93372890.0,221375790.0,74077050.0,115624990.0,434412480.0,220969520.0,80629464.0,98818920.0,133241240.0,176212930.0,87850800.0,285103650.0
2093.0,163641490.0,89423350.0,66319336.0,72715370.0,93043144.0,53507036.0,159791540.0,89336190.0,211652740.0,71314820.0,114064790.0,420924200.0,210896210.0,77594180.0,96671890.0,127538700.0,170087360.0,85241720.0,270693200.0
2094.0,152580380.0,85894020.0,64194948.0,70368300.0,90075580.0,51250812.0,155144080.0,85261880.0,203211180.0,68875390.0,108498830.0,409307260.0,201569300.0,74607570.0,93367180.0,123098140.0,161918300.0,83707620.0,256431340.0
2095.0,147057010.0,83099790.0,62538336.0,68012680.0,86756370.0,49988172.0,151082400.0,82240250.0,199826910.0,66019148.0,106149736.0,395098720.0,196373870.0,73399864.0,91596184.0,119685336.0,156173280.0,82112696.0,243967220.0
2096.0,141393780.0,80465140.0,61015824.0,66328064.0,84070760.0,49561892.0,144592110.0,77483256.0,193815000.0,64879770.0,103415736.0,382498560.0,190969980.0,70949710.0,88973190.0,114329140.0,160768860.0,79598160.0,237253340.0
2097.0,135731970.0,78209030.0,57858188.0,63924960.0,82286070.0,48515064.0,138999460.0,73188390.0,195855140.0,63108412.0,99896130.0,375901660.0,186310240.0,68363700.0,87387580.0,109864900.0,145998600.0,77040940.0,221747600.0
2098.0,131954140.0,75687850.0,55652748.0,62192396.0,79680910.0,46329268.0,134978530.0,70449016.0,180587200.0,61444788.0,98149864.0,363161100.0,179610600.0,66380290.0,85706480.0,108018010.0,140705340.0,74135816.0,211247700.0
2099.0,127483130.0,72872420.0,54237270.0,60172390.0,77974680.0,44598150.0,130613550.0,67821720.0,173297440.0,58056216.0,96006020.0,348574660.0,175787540.0,63470616.0,83546230.0,103328130.0,137000270.0,71845180.0,201559940.0
2100.0,121764216.0,70683480.0,51487536.0,59049280.0,76236580.0,42660976.0,128849496.0,65536904.0,170821820.0,55662356.0,93386936.0,404277660.0,172101400.0,60430970.0,80849180.0,99641420.0,132202270.0,69826100.0,190805780.0
