time,GFDL-ESM4,MPI-ESM1-2-HR,FGOALS-F3-L,CAMS-CSM1-0,INM-CM5-0,MRI-ESM2-0,EC-EARTH3-VEG,BCC-CSM2-MR,INM-CM4-8,CMCC-CM2-SR5,CESM2,EC-EARTH3,CESM2-WACCM,NORESM2-MM
2000.0,45082745000000.0,45082745000000.0,45082745000000.0,45082745000000.0,45082745000000.0,45082745000000.0,45082745000000.0,45082745000000.0,45082745000000.0,45082745000000.0,45082745000000.0,45082745000000.0,45082745000000.0,45082745000000.0
2001.0,45076403000000.0,45076403000000.0,45076403000000.0,45076403000000.0,45076403000000.0,45076403000000.0,45076403000000.0,45076403000000.0,45076403000000.0,45076403000000.0,45076403000000.0,45076403000000.0,45076403000000.0,45076403000000.0
2002.0,45071437000000.0,45071437000000.0,45071437000000.0,45071437000000.0,45071437000000.0,45071437000000.0,45071437000000.0,45071437000000.0,45071437000000.0,45071437000000.0,45071437000000.0,45071437000000.0,45071437000000.0,45071437000000.0
2003.0,44951600000000.0,44951600000000.0,44951600000000.0,44951600000000.0,44951600000000.0,44951600000000.0,44951600000000.0,44951600000000.0,44951600000000.0,44951600000000.0,44951600000000.0,44951600000000.0,44951600000000.0,44951600000000.0
2004.0,44916100000000.0,44916100000000.0,44916100000000.0,44916100000000.0,44916100000000.0,44916100000000.0,44916100000000.0,44916100000000.0,44916100000000.0,44916100000000.0,44916100000000.0,44916100000000.0,44916100000000.0,44916100000000.0
2005.0,44889220000000.0,44889220000000.0,44889220000000.0,44889220000000.0,44889220000000.0,44889220000000.0,44889220000000.0,44889220000000.0,44889220000000.0,44889220000000.0,44889220000000.0,44889220000000.0,44889220000000.0,44889220000000.0
2006.0,44918730000000.0,44918730000000.0,44918730000000.0,44918730000000.0,44918730000000.0,44918730000000.0,44918730000000.0,44918730000000.0,44918730000000.0,44918730000000.0,44918730000000.0,44918730000000.0,44918730000000.0,44918730000000.0
2007.0,44819376000000.0,44819376000000.0,44819376000000.0,44819376000000.0,44819376000000.0,44819376000000.0,44819376000000.0,44819376000000.0,44819376000000.0,44819376000000.0,44819376000000.0,44819376000000.0,44819376000000.0,44819376000000.0
2008.0,44763777000000.0,44763777000000.0,44763777000000.0,44763777000000.0,44763777000000.0,44763777000000.0,44763777000000.0,44763777000000.0,44763777000000.0,44763777000000.0,44763777000000.0,44763777000000.0,44763777000000.0,44763777000000.0
2009.0,44745040000000.0,44745040000000.0,44745040000000.0,44745040000000.0,44745040000000.0,44745040000000.0,44745040000000.0,44745040000000.0,44745040000000.0,44745040000000.0,44745040000000.0,44745040000000.0,44745040000000.0,44745040000000.0
2010.0,44660634000000.0,44660634000000.0,44660634000000.0,44660634000000.0,44660634000000.0,44660634000000.0,44660634000000.0,44660634000000.0,44660634000000.0,44660634000000.0,44660634000000.0,44660634000000.0,44660634000000.0,44660634000000.0
2011.0,44635250000000.0,44635250000000.0,44635250000000.0,44635250000000.0,44635250000000.0,44635250000000.0,44635250000000.0,44635250000000.0,44635250000000.0,44635250000000.0,44635250000000.0,44635250000000.0,44635250000000.0,44635250000000.0
2012.0,44570545000000.0,44570545000000.0,44570545000000.0,44570545000000.0,44570545000000.0,44570545000000.0,44570545000000.0,44570545000000.0,44570545000000.0,44570545000000.0,44570545000000.0,44570545000000.0,44570545000000.0,44570545000000.0
2013.0,44577013000000.0,44577013000000.0,44577013000000.0,44577013000000.0,44577013000000.0,44577013000000.0,44577013000000.0,44577013000000.0,44577013000000.0,44577013000000.0,44577013000000.0,44577013000000.0,44577013000000.0,44577013000000.0
2014.0,44477754000000.0,44477754000000.0,44477754000000.0,44477754000000.0,44477754000000.0,44477754000000.0,44477754000000.0,44477754000000.0,44477754000000.0,44477754000000.0,44477754000000.0,44477754000000.0,44477754000000.0,44477754000000.0
2015.0,44562643000000.0,44562643000000.0,44562643000000.0,44562643000000.0,44562643000000.0,44562643000000.0,44562643000000.0,44562643000000.0,44562643000000.0,44562643000000.0,44562643000000.0,44562643000000.0,44562643000000.0,44562643000000.0
2016.0,44532400000000.0,44532400000000.0,44532400000000.0,44532400000000.0,44532400000000.0,44532400000000.0,44532400000000.0,44532400000000.0,44532400000000.0,44532400000000.0,44532400000000.0,44532400000000.0,44532400000000.0,44532400000000.0
2017.0,44544250000000.0,44544250000000.0,44544250000000.0,44544250000000.0,44544250000000.0,44544250000000.0,44544250000000.0,44544250000000.0,44544250000000.0,44544250000000.0,44544250000000.0,44544250000000.0,44544250000000.0,44544250000000.0
2018.0,44403234000000.0,44403234000000.0,44403234000000.0,44403234000000.0,44403234000000.0,44403234000000.0,44403234000000.0,44403234000000.0,44403234000000.0,44403234000000.0,44403234000000.0,44403234000000.0,44403234000000.0,44403234000000.0
2019.0,44366440000000.0,44366440000000.0,44366440000000.0,44366440000000.0,44366440000000.0,44366440000000.0,44366440000000.0,44366440000000.0,44366440000000.0,44366440000000.0,44366440000000.0,44366440000000.0,44366440000000.0,44366440000000.0
2020.0,44350336000000.0,44350336000000.0,44350336000000.0,44350336000000.0,44350336000000.0,44350336000000.0,44350336000000.0,44350336000000.0,44350336000000.0,44350336000000.0,44350336000000.0,44350336000000.0,44350336000000.0,44350336000000.0
2021.0,44232425000000.0,44277240000000.0,44259697000000.0,44222730000000.0,44332260000000.0,44233306000000.0,44346506000000.0,44199100000000.0,44258413000000.0,44178495000000.0,44290307000000.0,44225610000000.0,44288784000000.0,44299853000000.0
2022.0,44209965000000.0,44197407000000.0,44177195000000.0,44260130000000.0,44277283000000.0,43966690000000.0,44291003000000.0,44015123000000.0,44186860000000.0,44151650000000.0,44247135000000.0,44043988000000.0,44278198000000.0,44140847000000.0
2023.0,44198120000000.0,44225295000000.0,44067975000000.0,44271407000000.0,44194920000000.0,43900102000000.0,44256404000000.0,43877235000000.0,44135612000000.0,44036260000000.0,44189790000000.0,43939090000000.0,44243060000000.0,44025877000000.0
2024.0,44141677000000.0,44140134000000.0,43992125000000.0,44294430000000.0,44150246000000.0,43712793000000.0,44129585000000.0,43767720000000.0,44055860000000.0,43996592000000.0,44158027000000.0,43933090000000.0,44111400000000.0,43862930000000.0
2025.0,44046870000000.0,44053207000000.0,43933535000000.0,44261150000000.0,44146614000000.0,43632455000000.0,44008726000000.0,43642694000000.0,43916350000000.0,43858330000000.0,44105954000000.0,43801880000000.0,44048455000000.0,43770226000000.0
2026.0,43934270000000.0,44020580000000.0,43751400000000.0,44298700000000.0,44067600000000.0,43619620000000.0,43917590000000.0,43528344000000.0,43776307000000.0,43768330000000.0,43995070000000.0,43748927000000.0,43998320000000.0,43641087000000.0
2027.0,43778860000000.0,43922510000000.0,43614365000000.0,44260888000000.0,44109067000000.0,43600264000000.0,43787494000000.0,43385214000000.0,43590596000000.0,43653000000000.0,43843165000000.0,43597026000000.0,43936786000000.0,43618210000000.0
2028.0,43654773000000.0,43878320000000.0,43615430000000.0,44170564000000.0,44039770000000.0,43641540000000.0,43554202000000.0,43211477000000.0,43473747000000.0,43609626000000.0,43813985000000.0,43461780000000.0,43794370000000.0,43547410000000.0
2029.0,43554660000000.0,43757592000000.0,43582490000000.0,44122450000000.0,43999126000000.0,43630430000000.0,43461500000000.0,42927707000000.0,43403770000000.0,43566890000000.0,43753402000000.0,43328024000000.0,43741600000000.0,43466890000000.0
2030.0,43525446000000.0,43673534000000.0,43540097000000.0,44016796000000.0,43891177000000.0,43622220000000.0,43305195000000.0,42765900000000.0,43318370000000.0,43440560000000.0,43688180000000.0,43221910000000.0,43673677000000.0,43265770000000.0
2031.0,43328184000000.0,43589434000000.0,43495264000000.0,43947804000000.0,43812120000000.0,43549706000000.0,43191336000000.0,42566616000000.0,43225784000000.0,43380630000000.0,43599387000000.0,43154447000000.0,43511324000000.0,43142594000000.0
2032.0,43199110000000.0,43553350000000.0,43370064000000.0,43884140000000.0,43687636000000.0,43489274000000.0,43101760000000.0,42422206000000.0,43124130000000.0,43353723000000.0,43479800000000.0,43093810000000.0,43438490000000.0,43046062000000.0
2033.0,43106762000000.0,43444970000000.0,43222550000000.0,43816397000000.0,43623300000000.0,43481820000000.0,43043150000000.0,42171336000000.0,42974870000000.0,43338703000000.0,43324057000000.0,42974688000000.0,43259290000000.0,43044628000000.0
2034.0,42991950000000.0,43356360000000.0,43191910000000.0,43784604000000.0,43528407000000.0,43351395000000.0,42990270000000.0,42095545000000.0,42914270000000.0,43280310000000.0,43217983000000.0,42909756000000.0,43110336000000.0,43000625000000.0
2035.0,42842538000000.0,43270090000000.0,42980680000000.0,43708850000000.0,43462350000000.0,43174360000000.0,42912033000000.0,41932663000000.0,42835726000000.0,43078275000000.0,43120457000000.0,42874060000000.0,42965870000000.0,42901845000000.0
2036.0,42611797000000.0,43249327000000.0,42916186000000.0,43539258000000.0,43430734000000.0,43094565000000.0,42807380000000.0,41776390000000.0,42784130000000.0,42742625000000.0,43107098000000.0,42819350000000.0,42864450000000.0,42788515000000.0
2037.0,42447990000000.0,43121182000000.0,42730047000000.0,43561280000000.0,43354885000000.0,43060872000000.0,42713173000000.0,41674902000000.0,42629518000000.0,42464094000000.0,42999580000000.0,42641937000000.0,42672073000000.0,42698720000000.0
2038.0,42264722000000.0,43058830000000.0,42636774000000.0,43555580000000.0,43291710000000.0,42987150000000.0,42633947000000.0,41566470000000.0,42504196000000.0,42360424000000.0,42881243000000.0,42406326000000.0,42587763000000.0,42559460000000.0
2039.0,42086515000000.0,43030237000000.0,42486430000000.0,43567813000000.0,43273712000000.0,42821537000000.0,42569904000000.0,41430735000000.0,42342673000000.0,42284490000000.0,42652645000000.0,42351650000000.0,42492506000000.0,42362865000000.0
2040.0,41933490000000.0,42962770000000.0,42371790000000.0,43629767000000.0,43178166000000.0,42721964000000.0,42444520000000.0,41242906000000.0,42233013000000.0,42257776000000.0,42562870000000.0,42229805000000.0,42314850000000.0,42205870000000.0
2041.0,41886832000000.0,42833965000000.0,42314345000000.0,43526876000000.0,43170017000000.0,42569057000000.0,42306650000000.0,41037624000000.0,42143083000000.0,42130690000000.0,42328200000000.0,42047843000000.0,42110550000000.0,42117733000000.0
2042.0,41761630000000.0,42785340000000.0,42212630000000.0,43416830000000.0,43108010000000.0,42523150000000.0,42139233000000.0,40762320000000.0,42000997000000.0,42015954000000.0,42223460000000.0,41893774000000.0,41904603000000.0,41950183000000.0
2043.0,41554480000000.0,42603643000000.0,42172670000000.0,43260900000000.0,43014534000000.0,42444870000000.0,42095063000000.0,40566696000000.0,41933955000000.0,41857700000000.0,42123120000000.0,41781983000000.0,41653407000000.0,41834454000000.0
2044.0,41515560000000.0,42428890000000.0,42011730000000.0,43294126000000.0,42976533000000.0,42284716000000.0,42037852000000.0,40333930000000.0,41762635000000.0,41701977000000.0,41971184000000.0,41606065000000.0,41387580000000.0,41729034000000.0
2045.0,41454777000000.0,42273518000000.0,41871145000000.0,43215610000000.0,42983760000000.0,42267560000000.0,41958265000000.0,40067666000000.0,41662170000000.0,41478244000000.0,41833920000000.0,41428567000000.0,41196655000000.0,41608347000000.0
2046.0,41405603000000.0,42193460000000.0,41741923000000.0,43124596000000.0,42985440000000.0,42177103000000.0,41882357000000.0,39875215000000.0,41574070000000.0,41297507000000.0,41654174000000.0,41203180000000.0,41022070000000.0,41562298000000.0
2047.0,41277266000000.0,42094060000000.0,41660730000000.0,43050940000000.0,42914710000000.0,41998522000000.0,41785485000000.0,39705802000000.0,41405470000000.0,41093714000000.0,41528390000000.0,40954850000000.0,40769890000000.0,41362292000000.0
2048.0,41208433000000.0,42003962000000.0,41552227000000.0,42874725000000.0,42810095000000.0,41741143000000.0,41647803000000.0,39461860000000.0,41194277000000.0,41033258000000.0,41363228000000.0,40732480000000.0,40557030000000.0,41218986000000.0
2049.0,41083370000000.0,41842884000000.0,41422580000000.0,42773080000000.0,42750074000000.0,41632854000000.0,41455420000000.0,39191145000000.0,41072830000000.0,40879553000000.0,41138880000000.0,40448850000000.0,40391500000000.0,41121284000000.0
2050.0,41078514000000.0,41706890000000.0,41136970000000.0,42747805000000.0,42708983000000.0,41360028000000.0,41272870000000.0,38847753000000.0,40887652000000.0,40787250000000.0,41004060000000.0,40211980000000.0,40094300000000.0,41002706000000.0
2051.0,40960256000000.0,41581936000000.0,41103200000000.0,42630370000000.0,42700997000000.0,41137595000000.0,41155130000000.0,38624574000000.0,40814370000000.0,40705760000000.0,40728190000000.0,39983734000000.0,39926192000000.0,40951470000000.0
2052.0,40719770000000.0,41487210000000.0,40900114000000.0,42583485000000.0,42718800000000.0,40917780000000.0,41096537000000.0,38445570000000.0,40723643000000.0,40603350000000.0,40509335000000.0,39786980000000.0,39755210000000.0,40849673000000.0
2053.0,40691615000000.0,41383110000000.0,40751447000000.0,42472068000000.0,42679333000000.0,40734334000000.0,40907856000000.0,38146134000000.0,40503215000000.0,40458380000000.0,40246520000000.0,39614060000000.0,39538840000000.0,40725610000000.0
2054.0,40605110000000.0,41290410000000.0,40585948000000.0,42430674000000.0,42618436000000.0,40544563000000.0,40665686000000.0,37745710000000.0,40345425000000.0,40260240000000.0,40012112000000.0,39392420000000.0,39287085000000.0,40639560000000.0
2055.0,40446000000000.0,41239097000000.0,40461125000000.0,42356556000000.0,42582445000000.0,40437327000000.0,40386050000000.0,37583116000000.0,40179075000000.0,40090700000000.0,39766100000000.0,39124623000000.0,38919547000000.0,40461840000000.0
2056.0,40403496000000.0,41110020000000.0,40311116000000.0,42332670000000.0,42509440000000.0,40295375000000.0,40167725000000.0,37330182000000.0,40061440000000.0,39872786000000.0,39548667000000.0,38846130000000.0,38632136000000.0,40390795000000.0
2057.0,40304963000000.0,40784057000000.0,40179998000000.0,42341335000000.0,42526677000000.0,40178433000000.0,39966223000000.0,37144526000000.0,40049570000000.0,39717165000000.0,39336775000000.0,38599080000000.0,38293232000000.0,40306470000000.0
2058.0,40112444000000.0,40656974000000.0,40056916000000.0,42246397000000.0,42445360000000.0,40037996000000.0,39771370000000.0,36796423000000.0,39895284000000.0,39532825000000.0,39111330000000.0,38413445000000.0,37855645000000.0,40202937000000.0
2059.0,39909402000000.0,40608593000000.0,39952717000000.0,42163380000000.0,42409614000000.0,39772135000000.0,39561920000000.0,36444698000000.0,39846077000000.0,39399027000000.0,38875578000000.0,38222957000000.0,37622982000000.0,40118967000000.0
2060.0,39675480000000.0,40416695000000.0,39708206000000.0,42084334000000.0,42379545000000.0,39574902000000.0,39426780000000.0,36177508000000.0,39740015000000.0,39199915000000.0,38591233000000.0,38056053000000.0,37315984000000.0,40072600000000.0
2061.0,39562416000000.0,40291500000000.0,39445256000000.0,42064500000000.0,42300460000000.0,39379550000000.0,39274292000000.0,35900487000000.0,39632310000000.0,39017060000000.0,38241953000000.0,37885907000000.0,37080525000000.0,39812988000000.0
2062.0,39532104000000.0,40128483000000.0,39251700000000.0,42017260000000.0,42263585000000.0,39248057000000.0,38947363000000.0,35568350000000.0,39544523000000.0,38848923000000.0,37885844000000.0,37643664000000.0,36692455000000.0,39685217000000.0
2063.0,39414785000000.0,40035965000000.0,39113800000000.0,41908730000000.0,42192970000000.0,39114183000000.0,38694744000000.0,35343986000000.0,39365825000000.0,38617800000000.0,37654700000000.0,37349500000000.0,36275164000000.0,39518267000000.0
2064.0,39288213000000.0,39935386000000.0,38914430000000.0,41798340000000.0,42109164000000.0,39043702000000.0,38418450000000.0,35126455000000.0,39307813000000.0,38451510000000.0,37367880000000.0,37106820000000.0,35907743000000.0,39212970000000.0
2065.0,39185885000000.0,39853140000000.0,38674746000000.0,41716522000000.0,42119000000000.0,39001890000000.0,38012814000000.0,34910070000000.0,39188630000000.0,38256566000000.0,37089240000000.0,36754887000000.0,35573885000000.0,39134470000000.0
2066.0,39039650000000.0,39679794000000.0,38414666000000.0,41624760000000.0,41944797000000.0,38900995000000.0,37741048000000.0,34643858000000.0,39068507000000.0,38062120000000.0,36865390000000.0,36537600000000.0,35348590000000.0,39018096000000.0
2067.0,38925712000000.0,39557307000000.0,38236496000000.0,41546175000000.0,41839306000000.0,38706728000000.0,37411346000000.0,34514143000000.0,38976996000000.0,37906656000000.0,36583596000000.0,36391497000000.0,35009816000000.0,38952963000000.0
2068.0,38780854000000.0,39492940000000.0,37994200000000.0,41507600000000.0,41798538000000.0,38495544000000.0,37115900000000.0,34343859000000.0,38818790000000.0,37816580000000.0,36254620000000.0,36223163000000.0,34684161000000.0,38886735000000.0
