time,GISS-E2-R,CCSM4,CSIRO-MK3-6-0,CNRM-CM5,MPI-ESM-LR,GFDL-CM3,GFDL-ESM2G,CANESM2,NORESM1-M,CESM1-CAM5,IPSL-CM5A-LR
2025.0,66047504000.0,68743020000.0,52334674000.0,64465050000.0,65335357000.0,55442750000.0,67247090000.0,63083010000.0,68192110000.0,61842030000.0,61761597000.0
2026.0,63681982000.0,65534333000.0,50536640000.0,65521240000.0,66789134000.0,52546765000.0,65102490000.0,62691650000.0,67045118000.0,58055274000.0,59901993000.0
2027.0,63408940000.0,65240293000.0,49420980000.0,63415360000.0,64623120000.0,49879040000.0,65919005000.0,60650697000.0,66894074000.0,57527337000.0,58036195000.0
2028.0,61171462000.0,65889010000.0,47450927000.0,62294670000.0,63326155000.0,45456912000.0,64426470000.0,58585248000.0,64306446000.0,57711160000.0,55136170000.0
2029.0,60703236000.0,66232840000.0,47031510000.0,60870050000.0,60257580000.0,45770183000.0,62266294000.0,55287700000.0,60823950000.0,54999220000.0,53412740000.0
2030.0,60795036000.0,63869624000.0,48046404000.0,60692644000.0,59402180000.0,43326235000.0,60182500000.0,51742036000.0,60734018000.0,50033010000.0,51907510000.0
2031.0,60784325000.0,61636506000.0,49516003000.0,58312806000.0,56130500000.0,39658766000.0,60251312000.0,50733410000.0,58862140000.0,50061240000.0,51449328000.0
2032.0,60180824000.0,62103270000.0,46757840000.0,55483210000.0,50615920000.0,38269534000.0,59877466000.0,51458330000.0,57267925000.0,50166424000.0,49554506000.0
2033.0,57606770000.0,62335414000.0,43954704000.0,55540300000.0,49479447000.0,35576750000.0,58654580000.0,50530443000.0,56011270000.0,48516770000.0,47300338000.0
2034.0,56146575000.0,63113400000.0,39004627000.0,53089722000.0,51246480000.0,33528873000.0,58534867000.0,47204676000.0,53670195000.0,46423460000.0,44140690000.0
2035.0,55709905000.0,62615840000.0,37498814000.0,52026120000.0,51214676000.0,33079771000.0,58955290000.0,43362566000.0,53565366000.0,45180563000.0,43439202000.0
2036.0,55851380000.0,60778900000.0,36492644000.0,51281500000.0,50153947000.0,31596200000.0,57962060000.0,41724563000.0,51958264000.0,45105070000.0,43736375000.0
2037.0,55351734000.0,57348930000.0,35888136000.0,49190870000.0,47581745000.0,28284043000.0,57916850000.0,40527147000.0,51522548000.0,45069740000.0,44648860000.0
2038.0,56224764000.0,57189704000.0,34327430000.0,48756634000.0,45430665000.0,27510469000.0,56944100000.0,38687220000.0,52261016000.0,43889943000.0,46209364000.0
2039.0,55544566000.0,57838023000.0,31600250000.0,47261520000.0,43273500000.0,26725708000.0,55827534000.0,37908886000.0,52939550000.0,42165650000.0,44051796000.0
2040.0,54767882000.0,55915295000.0,29893183000.0,45928845000.0,42489426000.0,26401505000.0,55432890000.0,38063452000.0,53840544000.0,39735460000.0,40323960000.0
2041.0,54796345000.0,53413134000.0,28358290000.0,44145990000.0,42312930000.0,25499450000.0,54607780000.0,36658254000.0,53895877000.0,39925957000.0,38280440000.0
2042.0,52656116000.0,54393496000.0,27638010000.0,42603295000.0,42680893000.0,23949744000.0,52924950000.0,35251266000.0,51716997000.0,39749464000.0,38460977000.0
2043.0,52303335000.0,55012254000.0,26637806000.0,41306830000.0,41775470000.0,23552696000.0,53842230000.0,34775257000.0,50419884000.0,39655220000.0,36827034000.0
2044.0,51278860000.0,55502250000.0,24920414000.0,38798893000.0,37544464000.0,23457850000.0,54446150000.0,31858460000.0,49090015000.0,38889270000.0,36440760000.0
2045.0,50374496000.0,55442220000.0,23408249000.0,39095996000.0,32542780000.0,23456440000.0,54461450000.0,30702197000.0,46768943000.0,38915920000.0,35299017000.0
2046.0,50319876000.0,54385914000.0,22830940000.0,38326730000.0,33746147000.0,22778140000.0,54590075000.0,31577220000.0,47592020000.0,39264380000.0,35837014000.0
2047.0,49416385000.0,53006307000.0,22534504000.0,36608280000.0,33749793000.0,21347402000.0,53056670000.0,30915512000.0,47540433000.0,39553434000.0,34544288000.0
2048.0,49275570000.0,50742333000.0,23079741000.0,35935380000.0,32903629000.0,20106222000.0,51698640000.0,30375560000.0,46560300000.0,38512964000.0,34817410000.0
2049.0,49998380000.0,50988930000.0,23551132000.0,35393507000.0,33355706000.0,20367923000.0,51631976000.0,30253113000.0,46872523000.0,36110283000.0,34587505000.0
2050.0,49744425000.0,50645197000.0,22158103000.0,35255083000.0,33294680000.0,20528663000.0,52179380000.0,28358515000.0,47585214000.0,36565914000.0,34235732000.0
2051.0,50624720000.0,49150054000.0,21853143000.0,34395280000.0,33628197000.0,20717654000.0,50825474000.0,25471504000.0,48220800000.0,37460540000.0,34401104000.0
2052.0,51084788000.0,50301985000.0,20784826000.0,34865010000.0,34289754000.0,20672322000.0,50194235000.0,25731957000.0,47114383000.0,36527964000.0,35123110000.0
2053.0,51485210000.0,50868320000.0,21504115000.0,34206589000.0,35268702000.0,19330265000.0,49775157000.0,26490345000.0,44481802000.0,33378080000.0,34722595000.0
2054.0,50109034000.0,49741038000.0,21892714000.0,32834724000.0,35578990000.0,19886770000.0,49163334000.0,25772333000.0,43609326000.0,33077930000.0,33715982000.0
2055.0,49237004000.0,49310593000.0,21788107000.0,32816410000.0,35678750000.0,19816038000.0,49073370000.0,25616695000.0,44794970000.0,33777863000.0,32034340000.0
2056.0,49497035000.0,49546000000.0,21094740000.0,32504520000.0,35958350000.0,20076947000.0,49077473000.0,25567525000.0,45238560000.0,33327580000.0,31147823000.0
2057.0,50036687000.0,48261784000.0,20824625000.0,31861440000.0,36727460000.0,19733965000.0,49280078000.0,25900390000.0,45097930000.0,31797834000.0,30909798000.0
2058.0,49707016000.0,48303387000.0,20960436000.0,32049258000.0,37484306000.0,19280765000.0,48285670000.0,26181340000.0,45573800000.0,31418855000.0,30845940000.0
2059.0,49322263000.0,49379897000.0,19872221000.0,31267475000.0,38482260000.0,19559682000.0,46837240000.0,24866410000.0,44002890000.0,30062502000.0,32426783000.0
2060.0,48567607000.0,49569000000.0,19673879000.0,31094577000.0,38135837000.0,19410455000.0,47209505000.0,24402043000.0,42489960000.0,28649011000.0,34570430000.0
2061.0,48443933000.0,49033662000.0,20037190000.0,31246449000.0,36704530000.0,18481439000.0,47795860000.0,24387475000.0,40397677000.0,28204933000.0,35689750000.0
2062.0,47950850000.0,48701407000.0,20755479000.0,30724039000.0,34597020000.0,18562340000.0,48699978000.0,24145852000.0,41306735000.0,27384678000.0,34512757000.0
2063.0,47854035000.0,47841636000.0,20430516000.0,30894907000.0,32902940000.0,17461220000.0,49039196000.0,24631517000.0,42493112000.0,25532316000.0,32476390000.0
2064.0,47467045000.0,48157170000.0,19073413000.0,30616107000.0,32201904000.0,16670757000.0,49813940000.0,24339075000.0,42243620000.0,26470980000.0,33544327000.0
2065.0,47846015000.0,48588720000.0,17877854000.0,30639014000.0,32906172000.0,17519100000.0,51281420000.0,24505592000.0,42404080000.0,27465146000.0,32796502000.0
2066.0,48594792000.0,47755850000.0,17653713000.0,30130694000.0,32728222000.0,17394926000.0,51602838000.0,24366993000.0,42672185000.0,26760930000.0,31044125000.0
2067.0,49833873000.0,48043670000.0,17474087000.0,29481610000.0,32610320000.0,16842195000.0,51187306000.0,22914986000.0,43414430000.0,26053487000.0,29846497000.0
2068.0,49727295000.0,49417670000.0,16747200000.0,29440152000.0,30549053000.0,16325720000.0,53011550000.0,22069527000.0,44001214000.0,26248268000.0,28183080000.0
2069.0,49900966000.0,49013790000.0,16766501000.0,30398839000.0,29049545000.0,15575978000.0,54208807000.0,22809946000.0,43163357000.0,26340751000.0,28022900000.0
2070.0,50721500000.0,48968974000.0,16677724000.0,31106238000.0,30432176000.0,15627690000.0,55149613000.0,23612994000.0,41601217000.0,25180926000.0,27305236000.0
2071.0,50209390000.0,49770615000.0,16151013000.0,31723080000.0,32438323000.0,15332915000.0,55579374000.0,23583308000.0,42048496000.0,24601557000.0,27068025000.0
2072.0,49829405000.0,49491775000.0,16442993000.0,31000568000.0,34058779000.0,14797103000.0,57275200000.0,23731771000.0,42702893000.0,23664873000.0,27411405000.0
2073.0,50101730000.0,49179533000.0,17372602000.0,30266898000.0,34694320000.0,15201107000.0,57693565000.0,23755141000.0,42147787000.0,24648888000.0,27390114000.0
2074.0,50150396000.0,50668077000.0,17321712000.0,29888470000.0,34360940000.0,15287648000.0,58044416000.0,23603505000.0,43555220000.0,24988991000.0,26151727000.0
2075.0,49449177000.0,49507443000.0,15711191000.0,29681360000.0,33366342000.0,15303118000.0,60116656000.0,24346483000.0,44373870000.0,24486582000.0,27686007000.0
2076.0,49314770000.0,48303070000.0,15313923000.0,29601722000.0,33981014000.0,15808404000.0,61795800000.0,24685646000.0,44560613000.0,22987657000.0,28323684000.0
2077.0,50437390000.0,49714057000.0,15844951000.0,30003850000.0,34747773000.0,15547008000.0,60168970000.0,24414261000.0,43509543000.0,23906118000.0,28012943000.0
2078.0,50110603000.0,48981040000.0,15535895000.0,29893276000.0,35604337000.0,15093168000.0,60946657000.0,24898540000.0,43001143000.0,24754410000.0,28792500000.0
2079.0,50908422000.0,47199654000.0,15113840000.0,28651120000.0,35314840000.0,15252186000.0,61947777000.0,25064823000.0,43682920000.0,23976591000.0,29075603000.0
2080.0,51906420000.0,48598376000.0,15423948000.0,28245890000.0,33861060000.0,14938652000.0,62957530000.0,24572838000.0,44417270000.0,22545035000.0,29793081000.0
2081.0,51587230000.0,49770426000.0,15343576000.0,28797886000.0,32766681000.0,14373563000.0,62800920000.0,24571197000.0,44603126000.0,22708380000.0,30200050000.0
2082.0,51517215000.0,50013640000.0,15138960000.0,28973584000.0,31780348000.0,14430131000.0,63528694000.0,25552896000.0,45277573000.0,23804699000.0,30683435000.0
2083.0,52196320000.0,49038350000.0,14398968000.0,28687809000.0,33137846000.0,14458601000.0,62202552000.0,25200540000.0,43053543000.0,24515727000.0,30016264000.0
2084.0,52417483000.0,49337782000.0,13933390000.0,29642445000.0,34907742000.0,14364662000.0,63865750000.0,24632828000.0,41675970000.0,23931443000.0,28251710000.0
2085.0,52505924000.0,49615600000.0,14592081000.0,29787590000.0,37299315000.0,14042273000.0,64034996000.0,25089632000.0,41957437000.0,24285090000.0,27548160000.0
2086.0,52913500000.0,49426580000.0,14916838000.0,30066328000.0,38454505000.0,13305574000.0,62746650000.0,25087216000.0,41586520000.0,24856052000.0,28706187000.0
2087.0,52786420000.0,49725500000.0,13834767000.0,30047533000.0,38862080000.0,13664792000.0,60597584000.0,24626510000.0,41348350000.0,24477555000.0,29027998000.0
2088.0,53616325000.0,49433334000.0,12585812000.0,30233682000.0,37787095000.0,14174458000.0,61041922000.0,24831578000.0,42310350000.0,23481842000.0,28346817000.0
2089.0,54883780000.0,47985455000.0,12683295000.0,30808396000.0,37577073000.0,14291934000.0,64590385000.0,24510022000.0,42312080000.0,24179147000.0,28023077000.0
2090.0,55271993000.0,49060190000.0,12656849000.0,31127511000.0,38172942000.0,13741021000.0,65842315000.0,23573004000.0,41968853000.0,24485394000.0,28138574000.0
2091.0,54653145000.0,51436327000.0,12842623000.0,30809360000.0,38796366000.0,13180584000.0,64934590000.0,22460840000.0,43161383000.0,23514830000.0,28340392000.0
2092.0,54623396000.0,51106243000.0,12739133000.0,30664106000.0,38819440000.0,13273211000.0,63701373000.0,23193938000.0,43190620000.0,22933545000.0,28339096000.0
2093.0,54229710000.0,49558520000.0,12660776000.0,30391695000.0,37936310000.0,12952153000.0,63601656000.0,23952642000.0,42036420000.0,23611435000.0,26708283000.0
2094.0,54022070000.0,49369977000.0,13240984000.0,30467848000.0,38676730000.0,12316158000.0,64988490000.0,24178582000.0,42553844000.0,23931650000.0,27363144000.0
2095.0,54891074000.0,47956517000.0,13998505000.0,30748383000.0,39185297000.0,12218879000.0,65853825000.0,23464049000.0,42829242000.0,23411500000.0,26793144000.0
2096.0,55972640000.0,46627873000.0,13858506000.0,30027207000.0,39732474000.0,12222271000.0,65499357000.0,22872672000.0,42635260000.0,24239090000.0,26475141000.0
2097.0,55591350000.0,47735337000.0,13203963000.0,29164945000.0,39908073000.0,12402333000.0,66057454000.0,23078083000.0,42004365000.0,24816744000.0,27303483000.0
2098.0,55046470000.0,48232230000.0,12436230000.0,29249200000.0,38645110000.0,12057257000.0,65021410000.0,22462100000.0,41728918000.0,24331913000.0,26627780000.0
2099.0,55130653000.0,49053438000.0,12551522000.0,29594489000.0,37215764000.0,12003777000.0,64978805000.0,21973334000.0,41718297000.0,23794772000.0,26991751000.0
2100.0,55399694000.0,50929720000.0,13246342000.0,30172860000.0,38370243000.0,12151718000.0,63561716000.0,22198166000.0,41271420000.0,24295890000.0,27347988000.0
