time,CESM2-WACCM,IPSL-CM6A-LR,ACCESS-ESM1-5,MRI-ESM2-0,CANESM5,ACCESS-CM2
2287.0,5368241000000.0,5692303000000.0,7192802500000.0,11614098000000.0,6459807000000.0,4263270200000.0
2288.0,5346927000000.0,5673534400000.0,7187331000000.0,11631907000000.0,6457758600000.0,4261194000000.0
2289.0,5349961000000.0,5673325000000.0,7174195500000.0,11662415000000.0,6441638300000.0,4244591000000.0
2290.0,5343318400000.0,5656945000000.0,7172552000000.0,11640550000000.0,6440521000000.0,4238528000000.0
2291.0,5341348000000.0,5649655700000.0,7156193000000.0,11674834000000.0,6450024300000.0,4215396400000.0
2292.0,5336462300000.0,5650105000000.0,7142481300000.0,11673132000000.0,6422476000000.0,4212348400000.0
2293.0,5332779000000.0,5645996700000.0,7132995400000.0,11693792000000.0,6410317300000.0,4198514300000.0
2294.0,5327770600000.0,5646698700000.0,7109281000000.0,11714411000000.0,6417910000000.0,4191460000000.0
2295.0,5325268000000.0,5650674400000.0,7084295300000.0,11734430000000.0,6377919500000.0,4194809700000.0
2296.0,5330540400000.0,5655791400000.0,7076002700000.0,11754358000000.0,6356226500000.0,4176381700000.0
2297.0,5323524000000.0,5638775000000.0,7082505400000.0,11759088000000.0,6373014000000.0,4157538800000.0
2298.0,5313928000000.0,5638798700000.0,7099014000000.0,11763840000000.0,6378467400000.0,4144176000000.0
2299.0,5298249500000.0,5636120600000.0,7110840500000.0,11775581000000.0,6372923000000.0,4165961300000.0
2300.0,5309032000000.0,5629078000000.0,7113527000000.0,11808195000000.0,6352230000000.0,4138083000000.0
