time,CANESM5,ACCESS-CM2,IPSL-CM6A-LR,CESM2-WACCM,MRI-ESM2-0,ACCESS-ESM1-5
2289.0,210195060.0,239993060.0,228348540000.0,401089060.0,303212830.0,268147070.0
2290.0,210367740.0,240075870.0,231105300000.0,399662940.0,302139070.0,269343200.0
2291.0,210742080.0,239531470.0,229855610000.0,398835600.0,303124740.0,269585440.0
2292.0,210581840.0,239183230.0,229618860000.0,396991970.0,304467000.0,269528960.0
2293.0,210059620.0,238823650.0,228705100000.0,395576350.0,302280860.0,267967940.0
2294.0,210110110.0,237899740.0,229338560000.0,394215000.0,302802700.0,266134400.0
2295.0,210176600.0,238559970.0,233667510000.0,393081200.0,302786140.0,267207090.0
2296.0,209647740.0,238886560.0,232603190000.0,394792420.0,300995870.0,266408930.0
2297.0,209249580.0,238546940.0,231896190000.0,396252000.0,302045100.0,266276560.0
2298.0,208880830.0,238337630.0,229783540000.0,395103650.0,303076700.0,265126160.0
2299.0,208426300.0,240180260.0,228984620000.0,393250780.0,303500960.0,266196830.0
2300.0,208415650.0,241281200.0,227619200000.0,391027680.0,299372540.0,266394750.0
