time,UKESM1-0-LL,MRI-ESM2-0,GFDL-ESM4,IPSL-CM6A-LR
2082.0,18222742000.0,22378836000.0,23562660000.0,21051714000.0
2083.0,18333348000.0,22420100000.0,22956925000.0,20717267000.0
2084.0,19201444000.0,22260111000.0,23013976000.0,20703126000.0
2085.0,18178930000.0,22154498000.0,22773350000.0,20701104000.0
2086.0,17993507000.0,22565163000.0,22742393000.0,21168340000.0
2087.0,17998633000.0,22485100000.0,22604444000.0,20538479000.0
2088.0,18357555000.0,22278523000.0,22545183000.0,20512670000.0
2089.0,17939513000.0,22112174000.0,22587450000.0,20415414000.0
2090.0,18421262000.0,22196287000.0,22853147000.0,20386546000.0
2091.0,18822932000.0,22013817000.0,23123515000.0,20882561000.0
2092.0,18529704000.0,22219067000.0,22877512000.0,20579662000.0
2093.0,18443553000.0,22032503000.0,23102296000.0,20204653000.0
2094.0,18059410000.0,21992808000.0,23315670000.0,20019575000.0
2095.0,18018583000.0,21900712000.0,24757285000.0,19972580000.0
2096.0,17712351000.0,21825145000.0,24564914000.0,19935482000.0
2097.0,18454968000.0,21718790000.0,23703550000.0,21119646000.0
2098.0,18028450000.0,21811276000.0,23173304000.0,20561350000.0
2099.0,18193854000.0,21756506000.0,23153443000.0,20344080000.0
2100.0,17888400000.0,21755996000.0,23180786000.0,19907200000.0
