time,MRI-ESM2-0,IPSL-CM6A-LR
2000.0,29589094000.0,29589094000.0
2001.0,29937640000.0,29937640000.0
2002.0,29636300000.0,29636300000.0
2003.0,30166610000.0,30166610000.0
2004.0,29787888000.0,29787888000.0
2005.0,29425684000.0,29425684000.0
2006.0,29436723000.0,29436723000.0
2007.0,29362459000.0,29362459000.0
2008.0,29292403000.0,29292403000.0
2009.0,29193716000.0,29193716000.0
2010.0,29138534000.0,29138534000.0
2011.0,29060813000.0,29060813000.0
2012.0,29027854000.0,29027854000.0
2013.0,28824920000.0,28824920000.0
2014.0,28695431000.0,28695431000.0
2015.0,28840614000.0,28840614000.0
2016.0,28712640000.0,28712640000.0
2017.0,28523026000.0,28523026000.0
2018.0,28408541000.0,28408541000.0
2019.0,28335081000.0,28335081000.0
2020.0,28316370000.0,28316370000.0
2021.0,28255990000.0,28096449000.0
2022.0,28134105000.0,28053500000.0
2023.0,27932778000.0,27917939000.0
2024.0,27774562000.0,27779916000.0
2025.0,27707578000.0,27642931000.0
2026.0,27473025000.0,27488567000.0
2027.0,27481188000.0,27385598000.0
2028.0,27321231000.0,27803843000.0
2029.0,27023145000.0,27234839000.0
2030.0,26817761000.0,26969344000.0
2031.0,26738022000.0,26776535000.0
2032.0,26636270000.0,26731504000.0
2033.0,26406492000.0,26539022000.0
2034.0,26344335000.0,26277220000.0
2035.0,26101424000.0,26046173000.0
2036.0,25844660000.0,25876250000.0
2037.0,25815144000.0,25673630000.0
2038.0,25708240000.0,25445687000.0
2039.0,25481206000.0,25314777000.0
2040.0,25296458000.0,25014567000.0
2041.0,25165666000.0,24679324000.0
2042.0,25253820000.0,24461912000.0
2043.0,24796710000.0,24239727000.0
2044.0,24626643000.0,24001070000.0
2045.0,24492900000.0,23765068000.0
2046.0,24225862000.0,23503292000.0
2047.0,24270561000.0,23258330000.0
2048.0,24147820000.0,23216136000.0
2049.0,24010105000.0,22895374000.0
2050.0,23683203000.0,22588019000.0
2051.0,23693064000.0,22352520000.0
2052.0,23548273000.0,22233260000.0
2053.0,23277732000.0,21952320000.0
2054.0,23032715000.0,21706584000.0
2055.0,22850937000.0,21704681000.0
2056.0,22705916000.0,21275430000.0
2057.0,22564240000.0,21030324000.0
2058.0,22282461000.0,20773607000.0
2059.0,22133360000.0,20543336000.0
2060.0,22256282000.0,20346690000.0
2061.0,21999714000.0,20152142000.0
2062.0,21714830000.0,19932510000.0
2063.0,21526868000.0,19729869000.0
2064.0,21328374000.0,19541981000.0
2065.0,21224190000.0,19548707000.0
2066.0,21038680000.0,19465345000.0
2067.0,20834927000.0,19145080000.0
2068.0,20683000000.0,18966747000.0
2069.0,20552432000.0,18815615000.0
2070.0,20387152000.0,18658527000.0
2071.0,20176527000.0,18497219000.0
2072.0,20203012000.0,18287090000.0
2073.0,19931130000.0,18149493000.0
2074.0,19769380000.0,17992944000.0
2075.0,19592620000.0,17822734000.0
2076.0,19346543000.0,17762245000.0
2077.0,19185347000.0,17506853000.0
2078.0,18993355000.0,17395007000.0
2079.0,18850703000.0,17236122000.0
2080.0,18687396000.0,17066653000.0
2081.0,18527222000.0,16881025000.0
2082.0,18301413000.0,16716121000.0
2083.0,18100451000.0,16529182000.0
2084.0,17978546000.0,16382362000.0
2085.0,17766617000.0,16230164000.0
2086.0,17716797000.0,16060865000.0
2087.0,17464111000.0,15912837000.0
2088.0,17359161000.0,15816655000.0
2089.0,17188862000.0,15815101000.0
2090.0,17084420000.0,15659646000.0
2091.0,16829406000.0,15481355000.0
2092.0,16692988000.0,15360461000.0
2093.0,16880649000.0,15225803000.0
2094.0,16509765000.0,15139785000.0
2095.0,16366049000.0,15004149000.0
2096.0,16224007000.0,14903301000.0
2097.0,16100151000.0,14730364000.0
2098.0,15913979000.0,14624654000.0
2099.0,16061215000.0,14529522000.0
2100.0,15782862000.0,14402647000.0
