time,EC-EARTH3-VEG,GFDL-ESM4,CAMS-CSM1-0,MRI-ESM2-0
2041.0,50518254000.0,51104195000.0,51239530000.0,50846350000.0
2042.0,50470937000.0,51027325000.0,51219464000.0,50790390000.0
2043.0,50409370000.0,50998317000.0,51201516000.0,50738934000.0
2044.0,50341945000.0,50975617000.0,51179684000.0,50683270000.0
2045.0,50310890000.0,50929426000.0,51132256000.0,50642430000.0
2046.0,50213052000.0,50888600000.0,51099660000.0,50569330000.0
2047.0,50106188000.0,50846740000.0,51061730000.0,50506047000.0
2048.0,50007270000.0,50804126000.0,51022720000.0,50398466000.0
2049.0,49949397000.0,50778915000.0,51014750000.0,50355986000.0
2050.0,49790230000.0,50745980000.0,50976936000.0,50259534000.0
2051.0,49641010000.0,50715582000.0,50965053000.0,50162010000.0
2052.0,49508310000.0,50668800000.0,50927160000.0,50072355000.0
2053.0,49395160000.0,50657358000.0,50887225000.0,50016104000.0
2054.0,49144533000.0,50606862000.0,50861974000.0,49957830000.0
2055.0,48843130000.0,50571940000.0,50830815000.0,49917400000.0
2056.0,48596360000.0,50527030000.0,50849680000.0,49703820000.0
2057.0,48249860000.0,50484842000.0,50778366000.0,49601750000.0
2058.0,47996015000.0,50450907000.0,50720830000.0,49514344000.0
2059.0,47741665000.0,50439640000.0,50697945000.0,49376330000.0
2060.0,47621997000.0,50390350000.0,50633230000.0,49222990000.0
2061.0,47403530000.0,50355020000.0,50588030000.0,49078160000.0
2062.0,47111918000.0,50426860000.0,50573850000.0,48929202000.0
2063.0,46864073000.0,50300674000.0,50563707000.0,48762712000.0
2064.0,46670440000.0,50239460000.0,50510823000.0,48640578000.0
2065.0,46502126000.0,50174583000.0,50455580000.0,48509387000.0
2066.0,46280080000.0,50123480000.0,50408735000.0,48350884000.0
2067.0,46130823000.0,50131325000.0,50365514000.0,48212775000.0
2068.0,45868170000.0,50054670000.0,50334585000.0,48054560000.0
2069.0,45683098000.0,49956430000.0,50255462000.0,47956816000.0
2070.0,45503860000.0,49922740000.0,50217357000.0,47800693000.0
2071.0,45362140000.0,49875857000.0,50176246000.0,47681417000.0
2072.0,45280207000.0,49815870000.0,50134350000.0,47550046000.0
2073.0,45134037000.0,49733480000.0,50143846000.0,47391904000.0
2074.0,45060400000.0,49721230000.0,50048020000.0,47263300000.0
2075.0,44846772000.0,49639560000.0,50021760000.0,47171670000.0
2076.0,44687372000.0,49603006000.0,49993847000.0,46996580000.0
2077.0,44584567000.0,49551864000.0,49957057000.0,46887890000.0
2078.0,44408850000.0,49492980000.0,49944050000.0,46714536000.0
2079.0,44299375000.0,49482113000.0,49877357000.0,46548420000.0
2080.0,44163076000.0,49430430000.0,49834303000.0,46439604000.0
2081.0,44085305000.0,49370857000.0,49778920000.0,46364877000.0
2082.0,43897192000.0,49333130000.0,49725034000.0,46242533000.0
2083.0,43684995000.0,49283244000.0,49683657000.0,46092980000.0
2084.0,43435070000.0,49244380000.0,49646096000.0,46083252000.0
2085.0,43240570000.0,49281250000.0,49594120000.0,45952530000.0
2086.0,43050260000.0,49150157000.0,49584410000.0,45830853000.0
2087.0,42809848000.0,49080500000.0,49480253000.0,45780066000.0
2088.0,42633380000.0,49025774000.0,49433166000.0,45707174000.0
2089.0,42424623000.0,48981033000.0,49354380000.0,45621764000.0
2090.0,42155504000.0,48933250000.0,49463510000.0,45511578000.0
2091.0,41878270000.0,48881046000.0,49325687000.0,45453763000.0
2092.0,41686400000.0,48845115000.0,49353670000.0,45351498000.0
2093.0,41439203000.0,48784626000.0,49216315000.0,45237215000.0
2094.0,41237856000.0,48729125000.0,49164276000.0,45335405000.0
2095.0,40954960000.0,48788340000.0,49126916000.0,45046430000.0
2096.0,40766200000.0,48658022000.0,49080620000.0,44942426000.0
2097.0,40511260000.0,48644340000.0,48992907000.0,44818930000.0
2098.0,40263733000.0,48648237000.0,48956300000.0,44717974000.0
2099.0,40029160000.0,48557180000.0,48921784000.0,44574840000.0
2100.0,39839070000.0,48507425000.0,48901325000.0,44493083000.0
