time,EC-EARTH3,CNRM-CM6-1,MPI-ESM1-2-HR,CESM2-WACCM,GFDL-ESM4,MIROC6,UKESM1-0-LL,CNRM-ESM2-1,IPSL-CM6A-LR,TAIESM1,KACE-1-0-G,MRI-ESM2-0,CANESM5
2000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0,19611645000000.0
2001.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0,19650295000000.0
2002.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0,19627940000000.0
2003.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0,19581144000000.0
2004.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0,19518582000000.0
2005.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0,19432791000000.0
2006.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0,19355163000000.0
2007.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0,19307688000000.0
2008.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0,19223886000000.0
2009.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0,19243513000000.0
2010.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0,19159176000000.0
2011.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0,19076510000000.0
2012.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0,19031612000000.0
2013.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0,18987550000000.0
2014.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0,18889455000000.0
2015.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0,18804678000000.0
2016.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0,18727611000000.0
2017.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0,18547252000000.0
2018.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0,18422369000000.0
2019.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0,18303769000000.0
2020.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0,18123168000000.0
2021.0,18062254000000.0,18134258000000.0,18164365000000.0,18123730000000.0,17997664000000.0,17950908000000.0,18077278000000.0,18121150000000.0,17943092000000.0,17971466000000.0,18015458000000.0,18122734000000.0,18009133000000.0
2022.0,18014347000000.0,18010901000000.0,18242704000000.0,18134579000000.0,17902191000000.0,17851870000000.0,17938080000000.0,18158507000000.0,17879850000000.0,17967975000000.0,17831930000000.0,18054952000000.0,17971890000000.0
2023.0,17765189000000.0,17804636000000.0,18242419000000.0,18024896000000.0,17806853000000.0,17671947000000.0,17802669000000.0,18060540000000.0,17841097000000.0,17920420000000.0,17653991000000.0,17960926000000.0,17870493000000.0
2024.0,17605450000000.0,17766320000000.0,18245587000000.0,17851560000000.0,17760950000000.0,17568749000000.0,17679946000000.0,17937662000000.0,17804885000000.0,17830913000000.0,17443887000000.0,17843324000000.0,17681758000000.0
2025.0,17555116000000.0,17707433000000.0,18148384000000.0,17735273000000.0,17699581000000.0,17520052000000.0,17442999000000.0,17828960000000.0,17754042000000.0,17786556000000.0,17321598000000.0,17687630000000.0,17587604000000.0
2026.0,17586124000000.0,17565391000000.0,18069169000000.0,17546932000000.0,17575734000000.0,17502762000000.0,17353528000000.0,17787586000000.0,17576729000000.0,17651378000000.0,17117218000000.0,17532015000000.0,17469526000000.0
2027.0,17406558000000.0,17490184000000.0,17961409000000.0,17435116000000.0,17490243000000.0,17373107000000.0,17124482000000.0,17720964000000.0,17342307000000.0,17647297000000.0,16917042000000.0,17360365000000.0,17346876000000.0
2028.0,17215618000000.0,17442523000000.0,17868928000000.0,17317465000000.0,17403065000000.0,17119123000000.0,16958603000000.0,17658490000000.0,17216799000000.0,17475698000000.0,16739846000000.0,17175676000000.0,17190059000000.0
2029.0,17100427000000.0,17356110000000.0,17843340000000.0,17107817000000.0,17313817000000.0,16973736000000.0,16832928000000.0,17609028000000.0,17179182000000.0,17444878000000.0,16542722000000.0,17061641000000.0,17061415000000.0
2030.0,17014159000000.0,17210528000000.0,17818177000000.0,16999835000000.0,17149887000000.0,16841472000000.0,16694797000000.0,17455097000000.0,17008273000000.0,17152622000000.0,16391637000000.0,16956040000000.0,16976784000000.0
2031.0,16918432000000.0,17094652000000.0,17712609000000.0,17023766000000.0,17097621000000.0,16658056000000.0,16544286000000.0,17484487000000.0,16949321000000.0,17120835000000.0,16179482000000.0,16824978000000.0,16817000000000.0
2032.0,16936755000000.0,16920929000000.0,17598993000000.0,16762039000000.0,16992777000000.0,16450343000000.0,16291198000000.0,17452822000000.0,17049687000000.0,17088774000000.0,16069646000000.0,16656078000000.0,16674456000000.0
2033.0,16852962000000.0,16886218000000.0,17506465000000.0,16610086000000.0,16898303000000.0,16352221000000.0,16090388000000.0,17375739000000.0,16929902000000.0,16915274000000.0,15989924000000.0,16624838000000.0,16544901000000.0
2034.0,16615433000000.0,16807912000000.0,17382217000000.0,16591099000000.0,16877230000000.0,16268784000000.0,16009745000000.0,17343092000000.0,16852568000000.0,16847400000000.0,15837436000000.0,16472743000000.0,16278098000000.0
2035.0,16440183000000.0,16737756000000.0,17409605000000.0,16519362000000.0,16868577000000.0,16187706000000.0,15915429000000.0,17277352000000.0,16860157000000.0,16711606000000.0,15642589000000.0,16369619000000.0,16198085000000.0
2036.0,16246436000000.0,16646396000000.0,17360053000000.0,16421626000000.0,16751599000000.0,16002368000000.0,15643359000000.0,17212856000000.0,16728556000000.0,16530656000000.0,15480678000000.0,16284062000000.0,16070395000000.0
2037.0,16094831000000.0,16555132000000.0,17310830000000.0,16305512000000.0,16684759000000.0,15818854000000.0,15445011000000.0,17208200000000.0,16614212000000.0,16424893000000.0,15388267000000.0,16116440000000.0,15868342000000.0
2038.0,15950396000000.0,16533958000000.0,17255691000000.0,16214468000000.0,16550536000000.0,15695744000000.0,15291282000000.0,17063348000000.0,16501413000000.0,16360894000000.0,15229993000000.0,15987419000000.0,15739418000000.0
2039.0,15904455000000.0,16405256000000.0,17231248000000.0,15975416000000.0,16473530000000.0,15518086000000.0,15062755000000.0,17134936000000.0,16280913000000.0,16263531000000.0,15006216000000.0,15932927000000.0,15590595000000.0
2040.0,15837162000000.0,16307771000000.0,17184135000000.0,15844212000000.0,16315028000000.0,15331280000000.0,14898721000000.0,17196669000000.0,16167949000000.0,16146320000000.0,14791893000000.0,15795996000000.0,15429015000000.0
2041.0,15704400000000.0,16317361000000.0,17063988000000.0,15616758000000.0,16214238000000.0,15183249000000.0,14713192000000.0,17209935000000.0,15979517000000.0,15917086000000.0,14617705000000.0,15597874000000.0,15343289000000.0
2042.0,15580953000000.0,16165520000000.0,17059976000000.0,15430459000000.0,16105751000000.0,14998555000000.0,14464267000000.0,17145520000000.0,15827989000000.0,15680912000000.0,14486689000000.0,15408777000000.0,15269230000000.0
2043.0,15434857000000.0,16074283000000.0,16902329000000.0,15281772000000.0,15991202000000.0,14973625000000.0,14258143000000.0,16993232000000.0,15776275000000.0,15496346000000.0,14211849000000.0,15271703000000.0,15109516000000.0
2044.0,15278407000000.0,16009029000000.0,16836970000000.0,15178152000000.0,15895375000000.0,14947603000000.0,14038243000000.0,16895091000000.0,15652055000000.0,15176115000000.0,13926416000000.0,15263225000000.0,14962778000000.0
2045.0,15141484000000.0,15859518000000.0,16783341000000.0,15026810000000.0,15831831000000.0,14782443000000.0,13721190000000.0,16695810000000.0,15514522000000.0,14886752000000.0,13773698000000.0,15134353000000.0,14777658000000.0
2046.0,15033566000000.0,15758125000000.0,16732518000000.0,14890432000000.0,15627849000000.0,14640550000000.0,13485691000000.0,16588098000000.0,15342382000000.0,14656970000000.0,13483705000000.0,15075788000000.0,14644651000000.0
2047.0,14866587000000.0,15629722000000.0,16589759000000.0,14826221000000.0,15582127000000.0,14391002000000.0,13257615000000.0,16531234000000.0,15052190000000.0,14412162000000.0,13329102000000.0,14893482000000.0,14568984000000.0
2048.0,14735600000000.0,15487764000000.0,16541654000000.0,14699045000000.0,15482712000000.0,14281902000000.0,13010650000000.0,16499442000000.0,14938081000000.0,14171880000000.0,13152653000000.0,14760273000000.0,14408557000000.0
2049.0,14588370000000.0,15425561000000.0,16457737000000.0,14593258000000.0,15426613000000.0,14112969000000.0,12742887000000.0,16367510000000.0,14728713000000.0,13980357000000.0,12939290000000.0,14722890000000.0,14255329000000.0
2050.0,14450269000000.0,15371976000000.0,16321908000000.0,14378660000000.0,15408193000000.0,13943620000000.0,12498703000000.0,16275523000000.0,14454939000000.0,13843244000000.0,12743522000000.0,14598871000000.0,14052512000000.0
2051.0,14328922000000.0,15271395000000.0,16230412000000.0,14209051000000.0,15345244000000.0,13808155000000.0,12243171000000.0,16225836000000.0,14259989000000.0,13579601000000.0,12523588000000.0,14404033000000.0,13893154000000.0
2052.0,14235938000000.0,15159700000000.0,16153774000000.0,14059693000000.0,15283338000000.0,13488034000000.0,12025668000000.0,16138384000000.0,14068064000000.0,13400882000000.0,12323576000000.0,14170088000000.0,13738598000000.0
2053.0,14166221000000.0,15020902000000.0,16047532000000.0,14030546000000.0,15184400000000.0,13213531000000.0,11738708000000.0,16066230000000.0,13852051000000.0,13233348000000.0,12040668000000.0,13967488000000.0,13592905000000.0
2054.0,13978589000000.0,15019202000000.0,16025239000000.0,14039510000000.0,14987258000000.0,13046421000000.0,11484875000000.0,15941553000000.0,13731171000000.0,12981267000000.0,11878100000000.0,13818404000000.0,13455349000000.0
2055.0,13864646000000.0,14932823000000.0,15902632000000.0,13985079000000.0,14895129000000.0,12884989000000.0,11256901000000.0,15859522000000.0,13570890000000.0,12756527000000.0,11678882000000.0,13677790000000.0,13160110000000.0
2056.0,13716088000000.0,14761770000000.0,15708741000000.0,13773849000000.0,14787830000000.0,12688880000000.0,11076120000000.0,15808263000000.0,13343464000000.0,12537157000000.0,11468394000000.0,13616096000000.0,13014950000000.0
2057.0,13575544000000.0,14723843000000.0,15650947000000.0,13638038000000.0,14735970000000.0,12426881000000.0,10846158000000.0,15717434000000.0,13238449000000.0,12296194000000.0,11354616000000.0,13463371000000.0,12823882000000.0
2058.0,13462343000000.0,14616234000000.0,15473196000000.0,13473388000000.0,14651918000000.0,12325244000000.0,10576574000000.0,15630938000000.0,13083349000000.0,11982357000000.0,11108478000000.0,13248017000000.0,12749277000000.0
2059.0,13293288000000.0,14611162000000.0,15290808000000.0,13337805000000.0,14533237000000.0,12160432000000.0,10244015000000.0,15475557000000.0,12938195000000.0,11770694000000.0,10841436000000.0,13037691000000.0,12632645000000.0
2060.0,13154316000000.0,14475480000000.0,15185743000000.0,13185173000000.0,14501818000000.0,12084335000000.0,9999349000000.0,15395707000000.0,12816738000000.0,11472745000000.0,10606610000000.0,12982721000000.0,12501192000000.0
2061.0,12874720000000.0,14309057000000.0,15066172000000.0,12954499000000.0,14398137000000.0,11946615000000.0,9788541000000.0,15175256000000.0,12557404000000.0,11224504000000.0,10344373000000.0,12879350000000.0,12345764000000.0
2062.0,12650932000000.0,14194068000000.0,14963613000000.0,12780223000000.0,14339139000000.0,11779573000000.0,9582107000000.0,15122736000000.0,12450380000000.0,10984130000000.0,10114192000000.0,12767114000000.0,12184910000000.0
2063.0,12333858000000.0,14070962000000.0,14915827000000.0,12510335000000.0,14223932000000.0,11679904000000.0,9358328000000.0,15053538000000.0,12241959000000.0,10859633000000.0,9879765000000.0,12609923000000.0,11993849000000.0
2064.0,12275528000000.0,13994322000000.0,14891530000000.0,12307315000000.0,14153190000000.0,11473623000000.0,9170754000000.0,14933659000000.0,12090134000000.0,10738561000000.0,9648319000000.0,12605392000000.0,11890159000000.0
2065.0,12056295000000.0,13949971000000.0,14818238000000.0,12127321000000.0,14098732000000.0,11326348000000.0,8928603000000.0,14847636000000.0,11854013000000.0,10584875000000.0,9515199000000.0,12474114000000.0,11753322000000.0
2066.0,11889343000000.0,13817205000000.0,14697821000000.0,11912888000000.0,13964241000000.0,11163882000000.0,8626950000000.0,14770310000000.0,11602601000000.0,10349766000000.0,9328980000000.0,12381968000000.0,11581281000000.0
2067.0,11613696000000.0,13647352000000.0,14576646000000.0,11705231000000.0,13856715000000.0,11105337000000.0,8404110700000.0,14637696000000.0,11469365000000.0,10112533000000.0,9220970000000.0,12190199000000.0,11394046000000.0
2068.0,11397824000000.0,13509442000000.0,14488296000000.0,11441136000000.0,13828886000000.0,11054845000000.0,8132032000000.0,14699609000000.0,11360047000000.0,9932134000000.0,9006103000000.0,12069324000000.0,11234715000000.0
2069.0,11232827000000.0,13400283000000.0,14391983000000.0,11305201000000.0,13717914000000.0,10888707000000.0,7936144300000.0,14508102000000.0,11172226000000.0,9823821000000.0,8851743000000.0,12043021000000.0,11135101000000.0
2070.0,11077241000000.0,13326803000000.0,14317754000000.0,11021059000000.0,13628862000000.0,10748893000000.0,7764136400000.0,14396666000000.0,11076637000000.0,9541093000000.0,8677030000000.0,11948067000000.0,11011370000000.0
2071.0,10894959000000.0,13296157000000.0,14200124000000.0,10778813000000.0,13501487000000.0,10569020000000.0,7540524400000.0,14256305000000.0,10885271000000.0,9227497000000.0,8483613000000.0,11804039000000.0,10842401000000.0
2072.0,10727827000000.0,13104378000000.0,14096628000000.0,10529703000000.0,13391496000000.0,10421974000000.0,7274242000000.0,14182142000000.0,10705923000000.0,9001392000000.0,8359453400000.0,11587580000000.0,10712454000000.0
