time,MPI-ESM-LR,GFDL-ESM2G,CANESM2,NORESM1-M,CCSM4,CSIRO-MK3-6-0,CNRM-CM5,GFDL-CM3,IPSL-CM5A-LR,GISS-E2-R
2049.0,42280660000.0,43763790000.0,40364745000.0,41045900000.0,41181168000.0,41270630000.0,42148446000.0,30245106000.0,41068356000.0,42783265000.0
2050.0,41990582000.0,43731900000.0,40102027000.0,40618185000.0,41019486000.0,40867537000.0,41800946000.0,29171757000.0,40731930000.0,42408423000.0
2051.0,41691650000.0,43417158000.0,40809193000.0,40590350000.0,40737694000.0,40438362000.0,41422733000.0,28112951000.0,40192960000.0,42174150000.0
2052.0,41381855000.0,43110730000.0,39414088000.0,39955456000.0,40398135000.0,39966420000.0,41070186000.0,27187341000.0,39908995000.0,41929700000.0
2053.0,40964796000.0,42769570000.0,38827310000.0,39736250000.0,40086660000.0,39798970000.0,40770134000.0,26304352000.0,39548264000.0,41986660000.0
2054.0,40597640000.0,42926195000.0,38382256000.0,39174586000.0,39722150000.0,39265956000.0,40727392000.0,25113290000.0,39234834000.0,41501008000.0
2055.0,40137662000.0,42882523000.0,37964276000.0,38795390000.0,39395420000.0,38875333000.0,40175485000.0,24144273000.0,39017976000.0,41549400000.0
2056.0,39929192000.0,42322174000.0,37593320000.0,38483070000.0,39285610000.0,38495474000.0,39948653000.0,23079473000.0,38542330000.0,41211888000.0
2057.0,39758455000.0,42643325000.0,37128004000.0,38432620000.0,39557070000.0,37955070000.0,40144544000.0,22356615000.0,38456650000.0,40865505000.0
2058.0,39737766000.0,42935980000.0,36959280000.0,37964546000.0,39549784000.0,38413664000.0,39287984000.0,21786378000.0,37945885000.0,41300537000.0
2059.0,39069640000.0,42510560000.0,36655420000.0,37533778000.0,38538666000.0,37268673000.0,39003808000.0,21033994000.0,37546660000.0,40706370000.0
2060.0,39111393000.0,42571964000.0,36391790000.0,37362012000.0,38394642000.0,36861570000.0,38663373000.0,20377260000.0,37109270000.0,40373640000.0
2061.0,38582813000.0,42078683000.0,35546984000.0,36952936000.0,38055010000.0,36506276000.0,38306550000.0,19821260000.0,37153000000.0,40350683000.0
2062.0,39488578000.0,41813960000.0,35229606000.0,36502905000.0,38030025000.0,36168270000.0,38023627000.0,19209679000.0,36812360000.0,39971115000.0
2063.0,39458607000.0,41948830000.0,34566877000.0,36262290000.0,37634306000.0,36077154000.0,37736870000.0,18784395000.0,36215833000.0,39900450000.0
2064.0,38787564000.0,42435715000.0,34079347000.0,36094157000.0,37517900000.0,37586838000.0,37485085000.0,18190942000.0,35883380000.0,40022730000.0
2065.0,38438960000.0,41718145000.0,33872478000.0,35719030000.0,37608993000.0,35837630000.0,37163300000.0,17682151000.0,36112237000.0,39487066000.0
2066.0,39505640000.0,41696354000.0,33374667000.0,35389637000.0,37773865000.0,35140990000.0,36938030000.0,17149355000.0,35479896000.0,39385510000.0
2067.0,38497240000.0,43061830000.0,33037734000.0,35082797000.0,37069906000.0,34839187000.0,36599250000.0,16776508000.0,35101127000.0,39118512000.0
2068.0,38310280000.0,41585787000.0,34202704000.0,34806380000.0,36799570000.0,34403484000.0,36219896000.0,16420857000.0,34799403000.0,38772070000.0
2069.0,39807275000.0,41574806000.0,32519997000.0,34901443000.0,36473200000.0,34060044000.0,35886110000.0,15935001000.0,34489560000.0,38617740000.0
2070.0,37788160000.0,41320514000.0,32077695000.0,34442040000.0,37228552000.0,33769261000.0,35841094000.0,15535667000.0,34289693000.0,38284878000.0
2071.0,37812110000.0,41909910000.0,31915100000.0,34079711000.0,36186050000.0,33801533000.0,35255054000.0,15168534000.0,33888838000.0,38638084000.0
2072.0,38269653000.0,41150505000.0,31504218000.0,33882456000.0,35828417000.0,33080308000.0,35493330000.0,14821386000.0,34066862000.0,38221460000.0
2073.0,40945950000.0,42828853000.0,31220050000.0,33920510000.0,35645764000.0,32866724000.0,36893303000.0,14525687000.0,34146830000.0,38737666000.0
2074.0,40801067000.0,43115580000.0,31913343000.0,33426598000.0,35906634000.0,32514834000.0,36943820000.0,14154275000.0,33765340000.0,38353450000.0
2075.0,40790434000.0,42194026000.0,30764114000.0,33378340000.0,35738292000.0,32600025000.0,36116500000.0,13872116000.0,33525746000.0,37665970000.0
2076.0,38853833000.0,41202926000.0,30982998000.0,32868299000.0,35654820000.0,31832392000.0,34585570000.0,13616283000.0,32948167000.0,38126280000.0
2077.0,38329330000.0,40778027000.0,30520248000.0,32603494000.0,35017750000.0,32501142000.0,34193190000.0,13308999000.0,32922597000.0,37431165000.0
2078.0,38334490000.0,40963817000.0,30123983000.0,32279695000.0,35087280000.0,32376594000.0,34081870000.0,13078855000.0,32954958000.0,40151433000.0
2079.0,37998772000.0,41163710000.0,30284884000.0,32102000000.0,34683273000.0,31306607000.0,33855840000.0,12865531000.0,32305375000.0,40559063000.0
2080.0,37606707000.0,40600457000.0,29867074000.0,31695213000.0,34362130000.0,31106590000.0,33505296000.0,12668372000.0,31942560000.0,38834016000.0
2081.0,38262886000.0,40365093000.0,29952140000.0,31510817000.0,34209290000.0,30857339000.0,33284815000.0,12381015000.0,31683720000.0,37662126000.0
2082.0,40572084000.0,40830067000.0,29468295000.0,31438449000.0,34301784000.0,31260488000.0,33783323000.0,12186811000.0,31673350000.0,37926860000.0
2083.0,37980250000.0,40739824000.0,29104542000.0,31464309000.0,34503803000.0,31396106000.0,32999730000.0,12033869000.0,31323474000.0,38756983000.0
2084.0,37295694000.0,40908470000.0,28971560000.0,30987209000.0,33915910000.0,30909910000.0,33125874000.0,11827036000.0,31887626000.0,37953724000.0
2085.0,37016290000.0,40352810000.0,30181763000.0,30668175000.0,33737193000.0,30130668000.0,32539095000.0,11678835000.0,31391620000.0,37593340000.0
2086.0,37841195000.0,40356196000.0,29029607000.0,30481504000.0,34579420000.0,29625221000.0,32358355000.0,11712247000.0,31260113000.0,37227794000.0
2087.0,39070720000.0,40496423000.0,28242655000.0,30232564000.0,34437900000.0,29425558000.0,32227670000.0,11381553000.0,30690361000.0,36889457000.0
2088.0,39300560000.0,40063046000.0,28269654000.0,29937330000.0,34639143000.0,30970315000.0,32156370000.0,11243068000.0,31483947000.0,37849526000.0
2089.0,41793610000.0,39958385000.0,29497442000.0,29829814000.0,36291800000.0,29384045000.0,31888330000.0,11114072000.0,33465305000.0,37705430000.0
2090.0,38753740000.0,39872060000.0,27819907000.0,29559247000.0,34178337000.0,28877079000.0,31752344000.0,11005698000.0,31640635000.0,37260140000.0
2091.0,37486420000.0,40040034000.0,28885130000.0,29569446000.0,33431474000.0,28579640000.0,31502948000.0,10805847000.0,30886038000.0,37504893000.0
2092.0,37278433000.0,40847835000.0,27727900000.0,29182296000.0,33295411000.0,28377367000.0,32151220000.0,10681240000.0,31059755000.0,37995586000.0
2093.0,40029620000.0,41076460000.0,28009605000.0,28964944000.0,33425175000.0,28247510000.0,31359226000.0,10689100000.0,30356183000.0,36847110000.0
2094.0,37346950000.0,40117660000.0,27879145000.0,28793186000.0,33494223000.0,28324400000.0,31366996000.0,10534721000.0,30143551000.0,38078250000.0
2095.0,37066228000.0,40020242000.0,27509256000.0,28801630000.0,33494880000.0,27943883000.0,31131937000.0,10435031000.0,29840680000.0,38107080000.0
2096.0,37094138000.0,40261380000.0,36659663000.0,28513507000.0,33074418000.0,28722199000.0,31057224000.0,10294776000.0,29883939000.0,38061277000.0
2097.0,38237070000.0,41184120000.0,31461540000.0,28400472000.0,33164771000.0,27528290000.0,30927192000.0,10192098000.0,29401375000.0,37421162000.0
2098.0,37484810000.0,40750998000.0,30702047000.0,28277190000.0,33406351000.0,28631486000.0,31372964000.0,10098717000.0,31757228000.0,37060145000.0
2099.0,39070790000.0,41030664000.0,28701125000.0,28146100000.0,32951540000.0,27507945000.0,31980550000.0,10002113000.0,30123284000.0,37571120000.0
2100.0,37163995000.0,39995230000.0,28791570000.0,28619647000.0,32488917000.0,28027040000.0,31964522000.0,9949976000.0,29690110000.0,37495370000.0
