time,MPI-ESM1-2-HR,MRI-ESM2-0,FGOALS-F3-L,EC-EARTH3,BCC-CSM2-MR,CAMS-CSM1-0,INM-CM4-8,EC-EARTH3-VEG,CMCC-CM2-SR5,NORESM2-MM,INM-CM5-0,CESM2-WACCM,CESM2,GFDL-ESM4
2010.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0,10738600000.0
2011.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0,10722811000.0
2012.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0,10763525000.0
2013.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0,10748648000.0
2014.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0,10741843000.0
2015.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0,10722254000.0
2016.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0,10728979000.0
2017.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0,10707930000.0
2018.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0,10700131000.0
2019.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0,10710534000.0
2020.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0,10692423000.0
2021.0,10680062000.0,10675462000.0,10685266000.0,10674345000.0,10683329000.0,10685585000.0,10685000000.0,10679642000.0,10850897000.0,10680991000.0,10679286000.0,10688013000.0,10683227000.0,10681250000.0
2022.0,10716874000.0,10665179000.0,10752168000.0,10660564000.0,10673876000.0,10671656000.0,10681610000.0,10665540000.0,10763914000.0,10673059000.0,10667298000.0,10681600000.0,10669578000.0,10673414000.0
2023.0,10667001000.0,10655239000.0,10674268000.0,10647679000.0,10664394000.0,10661914000.0,10687715000.0,10661009000.0,10737155000.0,10668868000.0,10658418000.0,10672993000.0,10667820000.0,10666095000.0
2024.0,10654926000.0,10647790000.0,10667325000.0,10633979000.0,10653499000.0,10647370000.0,10666110000.0,10650609000.0,10709494000.0,10658582000.0,10648291000.0,10679425000.0,10661780000.0,10656773000.0
2025.0,10649545000.0,10636865000.0,10662233000.0,10618165000.0,10644747000.0,10625601000.0,10655262000.0,10640025000.0,10709270000.0,10667710000.0,10631603000.0,10660893000.0,10662493000.0,10644004000.0
2026.0,10641226000.0,10622175000.0,10662796000.0,10596005000.0,10633231000.0,10603972000.0,10647138000.0,10642381000.0,10690045000.0,10665002000.0,10617684000.0,10650732000.0,10662528000.0,10634596000.0
2027.0,10629933000.0,10594855000.0,10653447000.0,10565708000.0,10622089000.0,10576183000.0,10639557000.0,10625858000.0,10672963000.0,10652351000.0,10598297000.0,10644287000.0,10699321000.0,10625081000.0
2028.0,10614633000.0,10581613000.0,10654822000.0,10541690000.0,10599755000.0,10547137000.0,10639052000.0,10612554000.0,10662682000.0,10697472000.0,10571440000.0,10631974000.0,10664822000.0,10605955000.0
2029.0,10609967000.0,10552431000.0,10640376000.0,10509087000.0,10581505000.0,10512043000.0,10614224000.0,10590076000.0,10642634000.0,10717606000.0,10553314000.0,10612547000.0,10656170000.0,10587684000.0
2030.0,10589290000.0,10527717000.0,10621770000.0,10485075000.0,10556532000.0,10486370000.0,10597793000.0,10568863000.0,10622615000.0,10686487000.0,10521807000.0,10596119000.0,10635483000.0,10561838000.0
2031.0,10559268000.0,10500248000.0,10621301000.0,10437345000.0,10533036000.0,10433267000.0,10574153000.0,10546831000.0,10605613000.0,10662940000.0,10497995000.0,10620075000.0,10623949000.0,10543224000.0
2032.0,10541936000.0,10470380000.0,10588049000.0,10404716000.0,10502196000.0,10396542000.0,10556100000.0,10521571000.0,10619805000.0,10686122000.0,10449611000.0,10566749000.0,10599648000.0,10508517000.0
2033.0,10535226000.0,10449327000.0,10570685000.0,10371848000.0,10477893000.0,10354838000.0,10532293000.0,10499794000.0,10593826000.0,10646946000.0,10406152000.0,10541765000.0,10586760000.0,10484795000.0
2034.0,10499365000.0,10419669000.0,10559332000.0,10332203000.0,10453642000.0,10325789000.0,10512292000.0,10465639000.0,10575028000.0,10615207000.0,10366106000.0,10528393000.0,10621684000.0,10460187000.0
2035.0,10481633000.0,10375542000.0,10534561000.0,10284325000.0,10445286000.0,10275140000.0,10485017000.0,10449464000.0,10554574000.0,10603003000.0,10318128000.0,10523507000.0,10570648000.0,10446490000.0
2036.0,10448798000.0,10335120000.0,10556213000.0,10243903000.0,10403677000.0,10230233000.0,10462042000.0,10421591000.0,10528761000.0,10596153000.0,10264354000.0,10488895000.0,10581513000.0,10408316000.0
2037.0,10431234000.0,10270882000.0,10563006000.0,10185956000.0,10363605000.0,10182636000.0,10440236000.0,10396532000.0,10507409000.0,10575839000.0,10198706000.0,10466588000.0,10569908000.0,10393514000.0
2038.0,10383710000.0,10226674000.0,10497975000.0,10143845000.0,10302934000.0,10128720000.0,10401140000.0,10363417000.0,10478438000.0,10560927000.0,10136850000.0,10441667000.0,10559774000.0,10368317000.0
2039.0,10357920000.0,10183489000.0,10485197000.0,10103713000.0,10255680000.0,10119745000.0,10344527000.0,10334496000.0,10457275000.0,10545068000.0,10092425000.0,10416631000.0,10539436000.0,10319565000.0
2040.0,10334640000.0,10124088000.0,10470022000.0,10051932000.0,10200288000.0,10087341000.0,10313968000.0,10293928000.0,10432967000.0,10536258000.0,10036974000.0,10390725000.0,10505149000.0,10286978000.0
2041.0,10298935000.0,10081841000.0,10443973000.0,10003224000.0,10169630000.0,10053802000.0,10269427000.0,10265668000.0,10391245000.0,10514256000.0,9991667000.0,10354013000.0,10486172000.0,10258533000.0
2042.0,10278610000.0,10015603000.0,10394671000.0,9945597000.0,10119899000.0,10031438000.0,10230459000.0,10215471000.0,10361338000.0,10487282000.0,9936967000.0,10327593000.0,10470135000.0,10292915000.0
2043.0,10284793000.0,9926639000.0,10368539000.0,9882371000.0,10074431000.0,10021500000.0,10197721000.0,10195903000.0,10331355000.0,10463283000.0,9902209000.0,10312311000.0,10526306000.0,10240729000.0
2044.0,10239663000.0,9879577000.0,10337369000.0,9809789000.0,10031129000.0,9988698000.0,10173588000.0,10174263000.0,10297034000.0,10448482000.0,9840656000.0,10273030000.0,10468640000.0,10206343000.0
2045.0,10215909000.0,9818878000.0,10306625000.0,9735346000.0,9946224000.0,9953234000.0,10133879000.0,10129622000.0,10264844000.0,10438912000.0,9786411000.0,10249106000.0,10436754000.0,10176522000.0
2046.0,10179734000.0,9755391000.0,10269010000.0,9697741000.0,9890993000.0,9937160000.0,10089217000.0,10101788000.0,10239867000.0,10412634000.0,9729364000.0,10215772000.0,10416569000.0,10156522000.0
2047.0,10152953000.0,9671300000.0,10243473000.0,9620268000.0,9817757000.0,9878973000.0,10045351000.0,10060941000.0,10204825000.0,10396014000.0,9656786000.0,10194557000.0,10455353000.0,10120206000.0
2048.0,10114485000.0,9616723000.0,10220812000.0,9529557000.0,9728070000.0,9810322000.0,9999409000.0,10019223000.0,10161095000.0,10381227000.0,9634443000.0,10161205000.0,10415203000.0,10090880000.0
2049.0,10090447000.0,9585137000.0,10179020000.0,9450982000.0,9655780000.0,9744377000.0,9955948000.0,9981972000.0,10116211000.0,10360750000.0,9579768000.0,10123082000.0,10406946000.0,10049368000.0
2050.0,10073722000.0,9501945000.0,10128395000.0,9354434000.0,9560510000.0,9697826000.0,9873602000.0,9931823000.0,10064439000.0,10344487000.0,9542022000.0,10091804000.0,10416532000.0,10035165000.0
2051.0,10010658000.0,9418827000.0,10098439000.0,9266868000.0,9464227000.0,9647472000.0,9811650000.0,9898830000.0,10024761000.0,10328865000.0,9488233000.0,10066309000.0,10391498000.0,9959993000.0
2052.0,9975609000.0,9340903000.0,10060980000.0,9144604000.0,9346226000.0,9601893000.0,9716105000.0,9836757000.0,9960451000.0,10313509000.0,9397910000.0,10024243000.0,10381735000.0,9937510000.0
2053.0,9952617000.0,9264221000.0,10025313000.0,9077436000.0,9270005000.0,9560247000.0,9627504000.0,9769022000.0,9889089000.0,10283800000.0,9338275000.0,9972821000.0,10369918000.0,9903311000.0
2054.0,9920121000.0,9226562000.0,9974779000.0,8997479000.0,9182172000.0,9501815000.0,9550462000.0,9706644000.0,9828169000.0,10254003000.0,9255021000.0,9907988000.0,10383527000.0,9866401000.0
2055.0,9876430000.0,9139056000.0,9926539000.0,8913752000.0,9106210000.0,9381749000.0,9478940000.0,9643885000.0,9751838000.0,10227113000.0,9208779000.0,9861758000.0,10355135000.0,9830231000.0
2056.0,9828840000.0,9085034000.0,9863411000.0,8835894000.0,9012723000.0,9326010000.0,9425284000.0,9584926000.0,9630008000.0,10199572000.0,9126949000.0,9822547000.0,10361274000.0,9824388000.0
2057.0,9783567000.0,9042838000.0,9819194000.0,8701898000.0,8983283000.0,9284311000.0,9312110000.0,9516377000.0,9564007000.0,10149776000.0,9063000000.0,9771432000.0,10327883000.0,9768121000.0
2058.0,9741041000.0,8987699000.0,9749195000.0,8651868000.0,8872425000.0,9216482000.0,9232610000.0,9419051000.0,9467000000.0,10118786000.0,9006078000.0,9715042000.0,10331137000.0,9736130000.0
2059.0,9710556000.0,8932882000.0,9756757000.0,8562305500.0,8813391000.0,9162689000.0,9165558000.0,9311700000.0,9330108000.0,10094969000.0,8956999000.0,9667586000.0,10298011000.0,9680202000.0
2060.0,9664484000.0,8872871000.0,9681380000.0,8489899000.0,8764878000.0,9102834000.0,9089227000.0,9250603000.0,9231758000.0,10060252000.0,8925995000.0,9572251000.0,10298210000.0,9612916000.0
2061.0,9608053000.0,8825471000.0,9597458000.0,8438085600.0,8702590000.0,9058407000.0,9041473000.0,9185126000.0,9145384000.0,10002725000.0,8882926000.0,9516558000.0,10319744000.0,9574391000.0
2062.0,9577423000.0,8771746000.0,9524504000.0,8325455000.0,8652500000.0,8993213000.0,8951149000.0,9137829000.0,9051616000.0,9946053000.0,8830152000.0,9417112000.0,10279334000.0,9540195000.0
2063.0,9527695000.0,8718805000.0,9468135000.0,8245980700.0,8586816000.0,8960573000.0,8899462000.0,9065793000.0,8946352000.0,9894644000.0,8777700000.0,9373093000.0,10252051000.0,9473250000.0
2064.0,9489491000.0,8663415000.0,9427840000.0,8171442000.0,8527595500.0,8925934000.0,8821468000.0,8980270000.0,8856304000.0,9848517000.0,8741005000.0,9312041000.0,10245530000.0,9402041000.0
2065.0,9432491000.0,8621172000.0,9352370000.0,8069071000.0,8443659000.0,8886271000.0,8757353000.0,8962193000.0,8748028000.0,9778699000.0,8684300000.0,9242558000.0,10223421000.0,9330148000.0
2066.0,9387221000.0,8572181000.0,9308414000.0,7956828700.0,8396450300.0,8818515000.0,8715424000.0,8875439000.0,8669791000.0,9694509000.0,8633947000.0,9186779000.0,10220932000.0,9302012000.0
2067.0,9339254000.0,8509272600.0,9243455000.0,7857787400.0,8305182700.0,8767321000.0,8666145000.0,8821652000.0,8587401700.0,9649588000.0,8564952000.0,9131518000.0,10202598000.0,9257368000.0
2068.0,9278662000.0,8450410500.0,9161364000.0,7781412000.0,8210870300.0,8708743000.0,8616672000.0,8744414000.0,8507578400.0,9619734000.0,8530124300.0,9061810000.0,10177400000.0,9179679000.0
2069.0,9217296000.0,8404699000.0,9124234000.0,7697504000.0,8126956500.0,8641710000.0,8548190000.0,8696782000.0,8429880000.0,9573541000.0,8449782300.0,9010906000.0,10147900000.0,9159456000.0
2070.0,9180988000.0,8325465000.0,9064987000.0,7624597000.0,8067055600.0,8577601000.0,8470213000.0,8605440000.0,8296985000.0,9484268000.0,8405848000.0,9018904000.0,10131933000.0,9123834000.0
2071.0,9152535000.0,8306976300.0,9002200000.0,7570321000.0,8012562000.0,8488231400.0,8415847400.0,8554758000.0,8196089300.0,9454066000.0,8373844500.0,8961859000.0,10090081000.0,9097873000.0
2072.0,9117524000.0,8256709000.0,8950074000.0,7498065400.0,7934864000.0,8402958300.0,8352732700.0,8468506600.0,8056608300.0,9414047000.0,8317421000.0,8904366000.0,10070620000.0,9058830000.0
2073.0,9089348000.0,8228566500.0,8894722000.0,7415331300.0,7871633000.0,8335996000.0,8313986600.0,8424422000.0,7964692500.0,9328786000.0,8245755400.0,8863849000.0,10050117000.0,9002605000.0
2074.0,9054510000.0,8162461700.0,8863917000.0,7369365000.0,7812763000.0,8282244600.0,8274586600.0,8356564000.0,7885082000.0,9271876000.0,8191591000.0,8821357000.0,10058537000.0,8982394000.0
2075.0,8987063000.0,8127886300.0,8789937000.0,7264106000.0,7726854000.0,8231417300.0,8178669000.0,8272978000.0,7752354300.0,9245503000.0,8113319400.0,8785029000.0,10017918000.0,8949647000.0
2076.0,8940987000.0,8059123700.0,8739332000.0,7186158600.0,7653146000.0,8148187000.0,8146031600.0,8198670300.0,7640096300.0,9189672000.0,8043994000.0,8747891000.0,10026403000.0,8890032000.0
2077.0,8912253000.0,8017084000.0,8687394000.0,7097925000.0,7608858000.0,8074578000.0,8079143400.0,8105533000.0,7563385300.0,9158424000.0,7993715000.0,8850089000.0,9997161000.0,8882091000.0
2078.0,8858684000.0,7963597000.0,8636323000.0,6986042000.0,7559733000.0,7964168700.0,8010565600.0,8020723700.0,7482322400.0,9180079000.0,7956794000.0,8713063000.0,9961917000.0,8834346000.0
2079.0,8803624000.0,7937618400.0,8586926600.0,6898343000.0,7452627000.0,7875508000.0,7952788000.0,7953448400.0,7379770000.0,9092239000.0,7886339000.0,8678346000.0,9930977000.0,8818559000.0
2080.0,8781580000.0,7926039000.0,8561665000.0,6796209000.0,7393367600.0,7813705000.0,7893196300.0,7872105500.0,7317039600.0,9025828000.0,7814365000.0,8633421000.0,9928910000.0,8772176000.0
2081.0,8728407000.0,7838806500.0,8511686000.0,6715424300.0,7345374700.0,7726878000.0,7865061400.0,7765707300.0,7210050000.0,8985255000.0,7780913000.0,8583435000.0,9887438000.0,8728778000.0
2082.0,8702137000.0,7784462300.0,8456165400.0,6664763400.0,7296315000.0,7664217000.0,7818212400.0,7709576700.0,7105322500.0,8951757000.0,7746744000.0,8596931000.0,9885968000.0,8701995000.0
2083.0,8663593000.0,7765751300.0,8390789600.0,6592941000.0,7216060000.0,7605412000.0,7761074000.0,7634533400.0,6981178000.0,8943555000.0,7667724000.0,8523281400.0,9855481000.0,8666593000.0
2084.0,8609080000.0,7717900300.0,8322752000.0,6502092300.0,7177797000.0,7577462300.0,7706380300.0,7566836700.0,6859090000.0,8899444000.0,7639801300.0,8472180000.0,9831869000.0,8594754000.0
2085.0,8538825700.0,7689760000.0,8259878400.0,6440217000.0,7132946400.0,7492728300.0,7658053000.0,7490714600.0,6719683000.0,8853563000.0,7591746600.0,8519985000.0,9817359000.0,8581687000.0
2086.0,8516056000.0,7695112000.0,8183477000.0,6362779000.0,7059712500.0,7411110400.0,7603736600.0,7408182000.0,6624067600.0,8818938000.0,7523853300.0,8471930400.0,9811080000.0,8544259600.0
2087.0,8476529700.0,7629204000.0,8142539300.0,6268048400.0,7018935300.0,7331017000.0,7541703000.0,7338200000.0,6511705600.0,8774047000.0,7476939300.0,8395202600.0,9778149000.0,8497541000.0
2088.0,8430234000.0,7637368300.0,8100077600.0,6177980400.0,6934564000.0,7286091300.0,7495384600.0,7242297000.0,6402768400.0,8762562000.0,7433776600.0,8353942000.0,9756020000.0,8465970000.0
2089.0,8387149300.0,7592848400.0,8048765000.0,6032357000.0,6873707000.0,7239611400.0,7460312600.0,7164945400.0,6265432600.0,8722086000.0,7371023400.0,8325046300.0,9740478000.0,8426394600.0
2090.0,8335685000.0,7567379000.0,7997213700.0,5904318000.0,6795412500.0,7218545700.0,7414546400.0,7078043600.0,6117464000.0,8679286000.0,7325861400.0,8288971000.0,9728984000.0,8366661000.0
2091.0,8260857000.0,7549420000.0,7947267000.0,5848672000.0,6732075500.0,7121606700.0,7350939600.0,6987311600.0,5986285600.0,8659282000.0,7268449000.0,8236054500.0,9719312000.0,8305949700.0
2092.0,8219215000.0,7509783000.0,7894360600.0,5755873000.0,6662565400.0,7078067700.0,7305191000.0,6890141700.0,5873879000.0,8651376000.0,7222016000.0,8180396000.0,9700337000.0,8286228000.0
2093.0,8197692000.0,7476062000.0,7829003300.0,5691368000.0,6615236000.0,6994695700.0,7262598000.0,6776579000.0,5746356000.0,8582305300.0,7164480000.0,8162513000.0,9693783000.0,8212538400.0
2094.0,8134439400.0,7428486000.0,7743265300.0,5609238000.0,6546204700.0,6948814300.0,7187123000.0,6676202000.0,5599050000.0,8539799600.0,7116374000.0,8121587000.0,9672866000.0,8171659300.0
2095.0,8066086000.0,7382273000.0,7685171000.0,5553574000.0,6474259000.0,6869280000.0,7137663500.0,6566826000.0,5485348400.0,8509133000.0,7042889700.0,8075946500.0,9653023000.0,8146886000.0
2096.0,7997371400.0,7391803400.0,7592466000.0,5452544000.0,6411469300.0,6805539300.0,7080441000.0,6486189600.0,5380806000.0,8490278000.0,6997207600.0,8044491000.0,9631221000.0,8111238000.0
2097.0,7969825300.0,7342085600.0,7553438700.0,5370033700.0,6330289700.0,6750201300.0,7008324000.0,6403649000.0,5283843600.0,8451531000.0,6957818000.0,8019241500.0,9597180000.0,8093414000.0
2098.0,7936066000.0,7334314000.0,7481122300.0,5278233600.0,6240644000.0,6688305000.0,6968651300.0,6301630500.0,5170579500.0,8445465600.0,6887974400.0,8000469000.0,9591246000.0,8066247700.0
2099.0,7869810700.0,7304176000.0,7433398300.0,5188619300.0,6131599000.0,6591215600.0,6896935000.0,6206672400.0,5010965000.0,8452360000.0,6841435600.0,7993378300.0,9591467000.0,8024658000.0
2100.0,7812667000.0,7270416000.0,7358448600.0,5105265000.0,6042507000.0,6542438400.0,6823512000.0,6120794000.0,4906843600.0,8384222700.0,6781770000.0,7943864300.0,9573075000.0,7993906000.0
