time,CANESM2,MPI-ESM-LR,CESM1-CAM5
2067.0,760326460.0,948734460.0,878684800.0
2068.0,737715800.0,982156000.0,873695400.0
2069.0,763509500.0,971568100.0,1021816960.0
2070.0,699710000.0,936697100.0,813762100.0
2071.0,715948200.0,955628160.0,800551940.0
2072.0,760983740.0,933836800.0,835198100.0
2073.0,804331200.0,1138363400.0,792123800.0
2074.0,676314700.0,952223170.0,755888830.0
2075.0,665314000.0,910675200.0,756672640.0
2076.0,660424300.0,924726850.0,746085400.0
2077.0,644974000.0,983549300.0,739592500.0
2078.0,628049500.0,915902340.0,724170560.0
2079.0,663701100.0,923147000.0,718461700.0
2080.0,626752960.0,977831000.0,841689900.0
2081.0,617655040.0,861383600.0,689755300.0
2082.0,596915000.0,889536100.0,725585900.0
2083.0,586164300.0,963016060.0,695422400.0
2084.0,571950000.0,839704400.0,663303100.0
2085.0,575907460.0,852006000.0,734640300.0
2086.0,576578900.0,831843140.0,708621200.0
2087.0,548271900.0,799501600.0,664294500.0
2088.0,530702080.0,922776800.0,709948300.0
2089.0,555963650.0,875061600.0,689706900.0
2090.0,522523620.0,842694340.0,646799360.0
2091.0,528601900.0,810198200.0,614125600.0
2092.0,520979260.0,776842700.0,595917600.0
2093.0,517370980.0,799960100.0,585369700.0
2094.0,507479550.0,763088400.0,650524350.0
2095.0,494438430.0,765606100.0,617903040.0
2096.0,499713150.0,781851300.0,576178000.0
2097.0,481604860.0,762393000.0,575105300.0
2098.0,472453250.0,905521100.0,559863360.0
2099.0,488065440.0,791170700.0,648538750.0
2100.0,464153700.0,818886800.0,664732100.0
2101.0,468278850.0,764132700.0,576420800.0
2102.0,477326080.0,739741300.0,550724860.0
2103.0,477364200.0,776113900.0,538334200.0
2104.0,523552030.0,759100860.0,531462720.0
2105.0,459784540.0,816742140.0,529988860.0
2106.0,507692350.0,757201860.0,551631200.0
2107.0,494883360.0,722885800.0,535827680.0
2108.0,472055900.0,802778400.0,536279940.0
2109.0,447633660.0,780893000.0,532361800.0
2110.0,439762240.0,723809340.0,510781920.0
2111.0,552950300.0,731948160.0,499836450.0
2112.0,457362940.0,804053570.0,495124160.0
2113.0,564137100.0,754445500.0,673279400.0
2114.0,457002800.0,833704800.0,559802400.0
2115.0,453041820.0,788963100.0,502613920.0
2116.0,449589540.0,760022700.0,504413250.0
2117.0,431646180.0,762410240.0,549646800.0
2118.0,421340670.0,817652800.0,502426620.0
2119.0,418501980.0,769400960.0,502749920.0
2120.0,483903650.0,743529340.0,763429700.0
2121.0,473444300.0,753401400.0,530472100.0
2122.0,442903330.0,733367800.0,482570240.0
2123.0,439110050.0,735421100.0,568630000.0
2124.0,420026700.0,740921150.0,629986200.0
2125.0,439804960.0,728681500.0,513696830.0
2126.0,444316740.0,808406850.0,542875100.0
2127.0,423853120.0,786408300.0,543543000.0
2128.0,412809280.0,769166700.0,512398200.0
2129.0,416326180.0,782240500.0,486648740.0
2130.0,424773700.0,766794000.0,571646300.0
2131.0,402936640.0,714518850.0,521386080.0
2132.0,459852200.0,760140740.0,494867600.0
2133.0,443121100.0,730129000.0,477715360.0
2134.0,409927740.0,755012900.0,512812100.0
2135.0,457477540.0,755115970.0,478037340.0
2136.0,795892700.0,720510200.0,601186750.0
2137.0,462380960.0,723745800.0,530511360.0
2138.0,446096700.0,895140030.0,495795400.0
2139.0,481164670.0,794502500.0,492206400.0
2140.0,622085060.0,763581760.0,534628770.0
2141.0,540281660.0,863661760.0,485555800.0
2142.0,483110300.0,782819650.0,482661900.0
2143.0,477914900.0,805651140.0,471377380.0
2144.0,615570300.0,890193600.0,493581570.0
2145.0,554680700.0,752171500.0,488257470.0
2146.0,668219140.0,759833200.0,487989980.0
2147.0,474467940.0,742715400.0,471503000.0
2148.0,449481280.0,1043114940.0,465234180.0
2149.0,558358100.0,934728450.0,457747780.0
2150.0,498421500.0,775519900.0,519323230.0
2151.0,570161860.0,822442430.0,501528930.0
2152.0,447646560.0,838705700.0,527573730.0
2153.0,509120700.0,751349400.0,544654140.0
2154.0,485879900.0,792447400.0,508638940.0
2155.0,493211870.0,779070600.0,489792800.0
2156.0,525175000.0,769378600.0,470521700.0
2157.0,474281630.0,963437200.0,511241600.0
2158.0,469243230.0,768815100.0,474686620.0
2159.0,496648830.0,764803140.0,457019550.0
2160.0,480783700.0,861419500.0,629414460.0
2161.0,483774980.0,763416300.0,489273540.0
2162.0,451491840.0,794743700.0,519927500.0
2163.0,502903000.0,929298500.0,500595230.0
2164.0,453305280.0,908834940.0,469842700.0
2165.0,518173900.0,792014660.0,472486400.0
2166.0,472785340.0,856702460.0,469481630.0
2167.0,474580400.0,786970000.0,452480830.0
2168.0,501839040.0,954973200.0,458304420.0
2169.0,491787650.0,772914700.0,450540300.0
2170.0,460127840.0,851809900.0,443826430.0
2171.0,556780400.0,846212700.0,448826200.0
2172.0,469728100.0,1098368600.0,453785950.0
2173.0,461115460.0,1094809200.0,481222820.0
2174.0,465265400.0,907743500.0,451971260.0
2175.0,562515000.0,797882240.0,461604350.0
2176.0,471548770.0,784156860.0,476722780.0
2177.0,521126820.0,766133900.0,446581860.0
2178.0,554986000.0,958339700.0,438394400.0
2179.0,693724000.0,903579400.0,459113200.0
2180.0,578926300.0,1001125800.0,448882530.0
2181.0,517749400.0,863808800.0,442495230.0
2182.0,524525200.0,810266200.0,480322100.0
2183.0,646362750.0,822431940.0,476841100.0
2184.0,639103000.0,932898100.0,546573300.0
2185.0,672145000.0,903229700.0,457114200.0
2186.0,672339400.0,1034190500.0,451238800.0
2187.0,521331300.0,864625660.0,468389220.0
2188.0,585408960.0,893696900.0,538983000.0
2189.0,550261250.0,893882240.0,483389440.0
2190.0,511705100.0,932620350.0,453614140.0
2191.0,792658300.0,825563400.0,467102140.0
2192.0,542795200.0,808574800.0,542793540.0
2193.0,628530900.0,928647200.0,474870340.0
2194.0,566694900.0,832729100.0,457139140.0
2195.0,511404200.0,875377400.0,450477200.0
2196.0,633988160.0,871542300.0,525181020.0
2197.0,630981000.0,899627000.0,522406180.0
2198.0,578981500.0,922340500.0,467819420.0
2199.0,575357300.0,896483000.0,516890340.0
2200.0,580437100.0,1062564030.0,497365570.0
2201.0,644160060.0,998418700.0,467652740.0
2202.0,533447420.0,1110476900.0,450877340.0
2203.0,512338180.0,1084666100.0,476389340.0
2204.0,524743700.0,959871300.0,530323260.0
2205.0,654554200.0,1106767600.0,504355260.0
2206.0,608713340.0,943591600.0,508328030.0
2207.0,570461300.0,983379140.0,472106660.0
2208.0,630397300.0,949816960.0,483920100.0
2209.0,742416300.0,961531140.0,622809000.0
2210.0,637671200.0,1095817600.0,517637820.0
2211.0,614824450.0,955599400.0,491219360.0
2212.0,676210200.0,1191729800.0,460850340.0
2213.0,630032800.0,1016542500.0,467929570.0
2214.0,637322050.0,967521860.0,477642270.0
2215.0,644374200.0,1039817200.0,526078430.0
2216.0,590637500.0,960764100.0,530581630.0
2217.0,613737000.0,987366850.0,507577250.0
2218.0,677768700.0,972064060.0,494634270.0
2219.0,569061000.0,934802370.0,478926850.0
2220.0,651596500.0,913467300.0,543072600.0
2221.0,757298900.0,961536300.0,491168160.0
2222.0,717774000.0,950878900.0,517006700.0
2223.0,743057150.0,1001901700.0,500936540.0
2224.0,632535800.0,1031452700.0,471116580.0
2225.0,621979260.0,965483300.0,485219420.0
2226.0,602374200.0,1014447300.0,488452350.0
2227.0,575723800.0,1052678660.0,471073630.0
2228.0,598457200.0,1034405200.0,480276900.0
2229.0,578880260.0,1024835300.0,639391040.0
2230.0,628004900.0,1072322200.0,538759500.0
2231.0,576384600.0,970152800.0,522436770.0
2232.0,642003650.0,954788900.0,521258180.0
2233.0,705310140.0,971852800.0,534328960.0
2234.0,682770200.0,989441100.0,698483650.0
2235.0,610333440.0,997815600.0,581330050.0
2236.0,602579260.0,948793700.0,545869800.0
2237.0,621317000.0,975888260.0,604307600.0
2238.0,594697200.0,991388200.0,588241340.0
2239.0,789621500.0,983916160.0,543108160.0
2240.0,679087500.0,952912900.0,547000100.0
2241.0,613952060.0,959872640.0,496979520.0
2242.0,726624060.0,1213429200.0,501524100.0
2243.0,764998100.0,1005534500.0,486652600.0
2244.0,669404600.0,989636540.0,529385400.0
2245.0,587957250.0,938576800.0,686808500.0
2246.0,669944300.0,933314750.0,567790800.0
2247.0,715565600.0,946369700.0,574246800.0
2248.0,708678460.0,940226370.0,527949980.0
2249.0,693750100.0,1114289300.0,541247900.0
2250.0,798899460.0,934268600.0,543685700.0
2251.0,777372740.0,1015866900.0,577749440.0
2252.0,667553800.0,1035713340.0,613670600.0
2253.0,651418430.0,956840260.0,625943700.0
2254.0,737604900.0,1009663000.0,576098240.0
2255.0,689352260.0,1162021900.0,565928200.0
2256.0,692896500.0,1041623400.0,570013950.0
2257.0,720118660.0,1115170300.0,565363260.0
2258.0,681410750.0,1151634200.0,526273100.0
2259.0,664976100.0,1003338050.0,561618200.0
2260.0,701735900.0,1096841500.0,599020000.0
2261.0,681931650.0,1132622200.0,573672450.0
2262.0,698263200.0,1145988000.0,594200800.0
2263.0,677687550.0,1439287300.0,538383600.0
2264.0,648836400.0,1253327500.0,577417860.0
2265.0,662504640.0,1217911300.0,573882560.0
2266.0,680947200.0,1127872100.0,550092900.0
2267.0,713158500.0,1147379300.0,638880260.0
2268.0,668905600.0,1131142500.0,563791900.0
2269.0,680254500.0,1046463400.0,594928960.0
2270.0,689111360.0,1169060600.0,531961660.0
2271.0,739357500.0,1176563300.0,552483600.0
2272.0,646050900.0,1072088500.0,569359600.0
2273.0,699000770.0,1103887700.0,541960260.0
2274.0,758291000.0,1039508030.0,595481400.0
2275.0,716543500.0,1147345300.0,559844700.0
2276.0,745944900.0,1132118300.0,579837700.0
2277.0,716035100.0,1032125250.0,670101570.0
2278.0,665053440.0,1154234500.0,586358340.0
2279.0,638502900.0,1154669700.0,600052000.0
2280.0,751830400.0,1072878850.0,547269900.0
2281.0,666317060.0,1099422600.0,533974620.0
2282.0,642715260.0,1057806800.0,592569660.0
2283.0,867097860.0,1243902300.0,616549760.0
2284.0,811883800.0,1150789900.0,543460300.0
2285.0,811280830.0,1089403600.0,566939400.0
2286.0,767902100.0,1275240100.0,725419700.0
2287.0,726263740.0,1152996500.0,530882080.0
2288.0,680251400.0,1215322100.0,528398080.0
2289.0,970512700.0,1231231500.0,597704960.0
2290.0,696960700.0,1132612500.0,561213500.0
2291.0,679477500.0,1107135700.0,574050940.0
2292.0,688003840.0,1309434600.0,524593760.0
2293.0,709477440.0,1200481000.0,585417400.0
2294.0,639252100.0,1245006300.0,628606200.0
2295.0,695521100.0,1337859300.0,993997630.0
2296.0,736915650.0,1160954000.0,712295700.0
2297.0,764056200.0,1317746600.0,589889500.0
2298.0,667593500.0,1252958000.0,571293200.0
2299.0,680882200.0,1182584400.0,663289500.0
2300.0,691532900.0,1114910300.0,573247360.0
