time,GFDL-ESM2G,GFDL-CM3,CESM1-CAM5,CNRM-CM5,GISS-E2-R,CANESM2,IPSL-CM5A-LR,CSIRO-MK3-6-0,NORESM1-M,MPI-ESM-LR,CCSM4
2030.0,40098150000.0,39560820000.0,39535990000.0,40030910000.0,40158794000.0,40110486000.0,39979074000.0,40227930000.0,40056394000.0,40018506000.0,40345055000.0
2031.0,40044163000.0,39411945000.0,39385457000.0,40035344000.0,40096432000.0,40070922000.0,39906963000.0,40112902000.0,39991316000.0,39973855000.0,40275464000.0
2032.0,39982715000.0,39275250000.0,39209927000.0,39956005000.0,40117146000.0,40021283000.0,39830065000.0,40107980000.0,39950328000.0,39921490000.0,40403470000.0
2033.0,40007050000.0,39123857000.0,38997447000.0,39883543000.0,40073986000.0,40032750000.0,39748563000.0,40024945000.0,39896863000.0,39832084000.0,40406480000.0
2034.0,40080860000.0,38947107000.0,38811054000.0,39938950000.0,39966650000.0,39960350000.0,39678153000.0,39988548000.0,39884460000.0,39794045000.0,40265867000.0
2035.0,39894454000.0,38734170000.0,38651400000.0,39734700000.0,39896728000.0,39838335000.0,39579017000.0,40019980000.0,39799990000.0,39728103000.0,40306380000.0
2036.0,39858532000.0,38535050000.0,38422070000.0,39737520000.0,39825050000.0,39788708000.0,39530730000.0,39879324000.0,39733380000.0,39647752000.0,40160270000.0
2037.0,39841104000.0,38321160000.0,38193558000.0,39814402000.0,39782232000.0,39756198000.0,39426740000.0,39892795000.0,39658426000.0,39571493000.0,40151794000.0
2038.0,39722623000.0,38070900000.0,37888897000.0,39796597000.0,39790105000.0,39696400000.0,39328453000.0,39786470000.0,39585665000.0,39487160000.0,40063240000.0
2039.0,39680586000.0,37774080000.0,37606600000.0,39602040000.0,39679197000.0,39635430000.0,39198760000.0,39699570000.0,39520907000.0,39465968000.0,39995130000.0
2040.0,39633654000.0,37530650000.0,37287145000.0,39540630000.0,39597322000.0,39541187000.0,39100640000.0,39666540000.0,39422767000.0,39342977000.0,39951643000.0
2041.0,39523200000.0,37223240000.0,36949970000.0,39550550000.0,39508510000.0,39475094000.0,39049216000.0,39573807000.0,39337275000.0,39302095000.0,40163150000.0
2042.0,39469687000.0,36945318000.0,36683375000.0,39461278000.0,39439050000.0,39368510000.0,38880220000.0,39499840000.0,39231060000.0,39250137000.0,39957103000.0
2043.0,39388455000.0,36637073000.0,36295377000.0,39690640000.0,39420404000.0,39307410000.0,38748373000.0,39453900000.0,39172387000.0,39113413000.0,39839850000.0
2044.0,39380324000.0,36303475000.0,35913052000.0,39670100000.0,39295840000.0,39250860000.0,38585287000.0,39407930000.0,39078990000.0,39262660000.0,40155763000.0
2045.0,39249072000.0,35988320000.0,35518677000.0,39469912000.0,39234404000.0,39109210000.0,38404960000.0,39275758000.0,38991794000.0,39035390000.0,39917887000.0
2046.0,39168193000.0,35690750000.0,35143602000.0,39270076000.0,39142770000.0,39061148000.0,38257205000.0,39202150000.0,38847840000.0,38880680000.0,39773622000.0
2047.0,39082713000.0,35348386000.0,34711982000.0,39171936000.0,39051030000.0,39083983000.0,38178054000.0,39094740000.0,38708613000.0,38866956000.0,39627320000.0
2048.0,38977516000.0,34927915000.0,34303875000.0,39168836000.0,38941372000.0,38864945000.0,37959193000.0,38978940000.0,38585246000.0,38678770000.0,39552004000.0
2049.0,38938780000.0,34525020000.0,33943850000.0,39087636000.0,38857930000.0,38805185000.0,37734440000.0,38897430000.0,38475970000.0,38705517000.0,39481160000.0
2050.0,38808710000.0,34206585000.0,33456900000.0,38990655000.0,38729617000.0,38644564000.0,37514994000.0,38814630000.0,38353777000.0,38520240000.0,39401353000.0
2051.0,38698095000.0,33776404000.0,33029698000.0,39053464000.0,38596088000.0,38521524000.0,37282976000.0,38707974000.0,38206087000.0,38420627000.0,39340425000.0
2052.0,38591635000.0,33387300000.0,32566104000.0,38885954000.0,38502730000.0,38385934000.0,37068110000.0,38602826000.0,38090486000.0,38333284000.0,39377640000.0
2053.0,38495617000.0,32956785000.0,31971054000.0,38709445000.0,38449795000.0,38261547000.0,36927517000.0,38912246000.0,37959586000.0,38198706000.0,39210680000.0
2054.0,38394647000.0,32494840000.0,31512383000.0,38569095000.0,38319190000.0,38082580000.0,36715405000.0,38618423000.0,37815180000.0,38143447000.0,39118184000.0
2055.0,38302286000.0,31975606000.0,31010087000.0,38467620000.0,38187900000.0,37959074000.0,36501774000.0,38371480000.0,37669350000.0,37993902000.0,39049480000.0
2056.0,38201720000.0,31488160000.0,30441695000.0,38283450000.0,38025376000.0,37931508000.0,36289147000.0,38356220000.0,37523866000.0,37893990000.0,38962115000.0
2057.0,38163800000.0,30979130000.0,29860500000.0,38165750000.0,37908464000.0,37804970000.0,36027700000.0,38145434000.0,37362960000.0,37721645000.0,38877110000.0
2058.0,38030250000.0,30431044000.0,29368117000.0,38015370000.0,37808140000.0,37632725000.0,35768156000.0,38051185000.0,37190603000.0,37634175000.0,38813073000.0
2059.0,37880400000.0,29920872000.0,28890569000.0,37848535000.0,37669180000.0,37479436000.0,35564180000.0,37911890000.0,37037154000.0,37721797000.0,38678440000.0
2060.0,37883806000.0,29426487000.0,28450255000.0,37695230000.0,37525398000.0,37357940000.0,35255070000.0,37781600000.0,36853550000.0,37549950000.0,38727987000.0
2061.0,37683438000.0,28974650000.0,27909980000.0,37572800000.0,37415637000.0,37196108000.0,34961390000.0,37665665000.0,36655866000.0,37420590000.0,38530150000.0
2062.0,37556110000.0,28549714000.0,27488684000.0,37354975000.0,37289480000.0,37210915000.0,34644185000.0,37529317000.0,36470116000.0,37222404000.0,38441206000.0
2063.0,37464440000.0,28071967000.0,27079391000.0,37225030000.0,37121024000.0,37009200000.0,34400338000.0,37397262000.0,36274110000.0,37084940000.0,38346010000.0
2064.0,37365965000.0,27647721000.0,26591476000.0,37077398000.0,37015257000.0,36859834000.0,34100265000.0,37263774000.0,36009968000.0,36937430000.0,38231835000.0
2065.0,37347410000.0,27170914000.0,26080455000.0,36903342000.0,36862116000.0,36704010000.0,33789139000.0,37190960000.0,35820225000.0,36793364000.0,38127030000.0
2066.0,37229273000.0,26744870000.0,25608399000.0,36676520000.0,36792513000.0,36499870000.0,33481677000.0,37095494000.0,35534717000.0,36658405000.0,38018142000.0
2067.0,37311726000.0,26370200000.0,25103684000.0,36524483000.0,36638155000.0,36273900000.0,33136415000.0,36889424000.0,35230570000.0,36450390000.0,37896080000.0
2068.0,37090337000.0,25948090000.0,24654027000.0,36357493000.0,36497300000.0,36256000000.0,32838450000.0,36732510000.0,35002450000.0,36256120000.0,37818870000.0
2069.0,36916163000.0,25463063000.0,24260360000.0,36192457000.0,36304503000.0,35976897000.0,32442556000.0,36573442000.0,34777125000.0,36128575000.0,37675983000.0
2070.0,36766585000.0,25041652000.0,23771951000.0,36077605000.0,36175335000.0,35966570000.0,32050557000.0,36463070000.0,34522070000.0,36052570000.0,37537840000.0
2071.0,36720330000.0,24561398000.0,23365460000.0,35861040000.0,35990204000.0,35678585000.0,31691848000.0,36350590000.0,34261164000.0,35800388000.0,37408973000.0
2072.0,36635816000.0,24122825000.0,22956634000.0,35729720000.0,35834180000.0,35491350000.0,31381020000.0,36206890000.0,33947847000.0,35635827000.0,37281630000.0
2073.0,36350005000.0,23629867000.0,22511993000.0,35561992000.0,35662480000.0,35241996000.0,30998740000.0,36039690000.0,33734810000.0,35490720000.0,37140290000.0
2074.0,36343992000.0,23181054000.0,22060898000.0,35531477000.0,35528010000.0,35026313000.0,30731660000.0,35875123000.0,33483661000.0,35336440000.0,36993405000.0
2075.0,36120474000.0,22823164000.0,21608903000.0,35247430000.0,35367310000.0,34891375000.0,30319913000.0,35819030000.0,33240869000.0,35140973000.0,36828602000.0
2076.0,35976917000.0,22409433000.0,21159344000.0,34970608000.0,35204297000.0,34777362000.0,29941230000.0,35586384000.0,32937832000.0,34970820000.0,36678136000.0
2077.0,35861190000.0,21987936000.0,20733092000.0,34816635000.0,35016245000.0,34671833000.0,29588388000.0,35464606000.0,32635394000.0,34793450000.0,36532605000.0
2078.0,35732070000.0,21581494000.0,20160516000.0,34579624000.0,34857325000.0,34446290000.0,29261234000.0,35206586000.0,32400759000.0,34600640000.0,36388598000.0
2079.0,35666070000.0,21197240000.0,19693025000.0,34842874000.0,34651714000.0,34250983000.0,28970891000.0,34999890000.0,32154124000.0,34423550000.0,36231110000.0
2080.0,35632517000.0,20730558000.0,19291530000.0,34774594000.0,34448654000.0,34047826000.0,28654820000.0,34831462000.0,31936524000.0,34389820000.0,36088893000.0
2081.0,35407966000.0,20142911000.0,18802889000.0,34200334000.0,34280850000.0,33829904000.0,28287547000.0,34625982000.0,31609285000.0,34107429000.0,35944850000.0
2082.0,35272560000.0,19683530000.0,18160728000.0,33941164000.0,34053612000.0,33657653000.0,28002187000.0,34569780000.0,31292981000.0,33837957000.0,35759220000.0
2083.0,35131530000.0,19248380000.0,17564870000.0,33765394000.0,33845668000.0,33436668000.0,27700398000.0,34295658000.0,30966018000.0,33622241000.0,35602383000.0
2084.0,34986283000.0,18803250000.0,16981592000.0,33495986000.0,33637607000.0,33291203000.0,27415624000.0,34086980000.0,30714140000.0,33435775000.0,35572085000.0
2085.0,34868720000.0,18434660000.0,16442527000.0,33269172000.0,33553117000.0,33076482000.0,27070200000.0,33827762000.0,30417619000.0,33219596000.0,35374543000.0
2086.0,34721950000.0,17997337000.0,16053735000.0,33032653000.0,33353384000.0,32854786000.0,26670334000.0,33581345000.0,30098727000.0,33366680000.0,35256054000.0
2087.0,34617844000.0,17591495000.0,15612653000.0,32822438000.0,33160930000.0,32545800000.0,26333170000.0,33363962000.0,29729760000.0,32944150000.0,35071554000.0
2088.0,34539725000.0,17224230000.0,15163107000.0,32608016000.0,33115427000.0,32280877000.0,26016444000.0,33176349000.0,29396048000.0,32802636000.0,34954140000.0
2089.0,34401587000.0,16649469000.0,14803420000.0,32444895000.0,32890292000.0,32062150000.0,25719140000.0,32973451000.0,29097796000.0,32538479000.0,34785140000.0
2090.0,34261774000.0,16296735000.0,14307670000.0,32198873000.0,32737483000.0,31839703000.0,25298684000.0,32804610000.0,28843457000.0,32327743000.0,34691220000.0
2091.0,34194500000.0,15870714000.0,13967233000.0,32007762000.0,32513495000.0,31649436000.0,24975590000.0,32579566000.0,28474366000.0,32408760000.0,34527146000.0
2092.0,34005438000.0,15516825000.0,13732896000.0,31735288000.0,32423640000.0,31380330000.0,24762626000.0,32507110000.0,28133837000.0,32028633000.0,34297977000.0
2093.0,33911984000.0,15096228000.0,13425681000.0,31568335000.0,32208386000.0,31161549000.0,24595927000.0,32253667000.0,27821541000.0,31840390000.0,34202829000.0
2094.0,33721364000.0,14772104000.0,13024411000.0,31245912000.0,32049736000.0,30917853000.0,24241338000.0,32037943000.0,27505287000.0,31683662000.0,34141740000.0
2095.0,33603805000.0,14472912000.0,12827927000.0,31026391000.0,31865400000.0,30637170000.0,23851782000.0,31842914000.0,27206486000.0,31507094000.0,34003513000.0
2096.0,33424777000.0,14109814000.0,12563686000.0,30816113000.0,31699606000.0,30375062000.0,23556550000.0,31614927000.0,26945851000.0,31265910000.0,34214210000.0
2097.0,33385957000.0,13819014000.0,12298365000.0,30548300000.0,31526418000.0,30058380000.0,23321727000.0,31524220000.0,26694578000.0,31176200000.0,33915972000.0
2098.0,33117320000.0,13454764000.0,12054248000.0,30398073000.0,31323922000.0,29863834000.0,23090188000.0,31257797000.0,26375676000.0,30953998000.0,33695042000.0
2099.0,32999315000.0,13153190000.0,11716439000.0,30202855000.0,31156271000.0,29569483000.0,22906354000.0,31016161000.0,26077153000.0,30752084000.0,33783357000.0
2100.0,32871492000.0,12959908000.0,11458226000.0,29977414000.0,30967240000.0,29394979000.0,22653426000.0,30827194000.0,25721362000.0,30555984000.0,33727683000.0
