time,CESM2-WACCM,INM-CM5-0,ACCESS-ESM1-5,GFDL-ESM4,MRI-ESM2-0,CANESM5,IPSL-CM6A-LR,BCC-CSM2-MR,MPI-ESM1-2-HR,CAMS-CSM1-0,CESM2,EC-EARTH3-VEG,NORESM2-MM,EC-EARTH3,ACCESS-CM2,INM-CM4-8,FGOALS-F3-L
2029.0,993297900.0,1034525600.0,967648800.0,1048673340.0,1051228160.0,956320200.0,993574100.0,1133471900.0,944114400.0,998224960.0,1008175550.0,1073809500.0,1078893200.0,1036428160.0,980080800.0,1078432500.0,936382500.0
2030.0,975202900.0,1015176700.0,951115970.0,1032426050.0,1044430600.0,930012100.0,970531140.0,1073499460.0,916276740.0,1003357950.0,995675840.0,1144415200.0,1063652800.0,1015851260.0,964300600.0,1064582600.0,917970900.0
2031.0,991987500.0,997389060.0,932979140.0,1025237060.0,1037904600.0,912051100.0,959354300.0,1050561500.0,883759100.0,984404860.0,983914700.0,1103686000.0,1063472700.0,1003847740.0,950313000.0,1057278100.0,898855550.0
2032.0,952996700.0,981208400.0,966867100.0,1052253300.0,1029811260.0,891676350.0,950049300.0,1059441860.0,842028200.0,1046649660.0,972176500.0,1073895800.0,1062528960.0,990069000.0,933608600.0,1053421060.0,876744960.0
2033.0,931057150.0,970313300.0,1045456640.0,1021140300.0,1038357950.0,877801340.0,953765000.0,1052147600.0,824942300.0,981931840.0,967671300.0,1069011600.0,1057880260.0,1020170200.0,920412350.0,1044518900.0,878197200.0
2034.0,914626050.0,958394600.0,986079700.0,1025064770.0,1035085300.0,855258900.0,943166200.0,1041619650.0,799023800.0,1069790000.0,960111800.0,1054069800.0,1046566100.0,974719170.0,906078800.0,1030327230.0,860499650.0
2035.0,916867800.0,945800000.0,951646300.0,1013319600.0,1068610500.0,837467200.0,924700000.0,1018198800.0,784416900.0,987008500.0,942372350.0,1048576060.0,1038773250.0,962359550.0,881357100.0,1026555900.0,842536100.0
2036.0,896382100.0,943130050.0,953964000.0,1011986500.0,1031407700.0,811227260.0,905702000.0,1007038200.0,760608100.0,963684350.0,926287000.0,1073346300.0,1029817400.0,946618430.0,847200450.0,1019485760.0,831303800.0
2037.0,877570000.0,934125700.0,918830340.0,1066980860.0,1068079600.0,783576600.0,884638460.0,998163900.0,720043600.0,949813060.0,902192500.0,1062548860.0,1023086660.0,1115669200.0,823699100.0,1016828350.0,800782800.0
2038.0,857379400.0,943967500.0,944045100.0,1085321300.0,1057973250.0,767439940.0,874485500.0,985819840.0,708507650.0,945773900.0,888605400.0,1040424260.0,1040832900.0,1090519400.0,805446140.0,1010744200.0,780598700.0
2039.0,851565900.0,915586600.0,907302800.0,1054412160.0,1029720260.0,760963600.0,862164200.0,973232000.0,700543400.0,934674560.0,876135200.0,1032953540.0,1016043800.0,1007287600.0,770742300.0,997197700.0,762540740.0
2040.0,833760500.0,901170240.0,907508700.0,1044137150.0,1036764860.0,784063600.0,872218500.0,960420300.0,698308800.0,959526500.0,848469300.0,1035293900.0,1005487740.0,951144300.0,752444740.0,988132400.0,749720200.0
2041.0,832651840.0,895845440.0,897080060.0,1041673860.0,1022159500.0,741456640.0,840481200.0,950603100.0,679218900.0,978149950.0,829053060.0,1023037250.0,1005814600.0,956005500.0,731198400.0,981485700.0,739986700.0
2042.0,963920640.0,881972400.0,891902800.0,1031814100.0,1020086340.0,729375550.0,821720200.0,937100700.0,654182300.0,942824800.0,816018700.0,1023615700.0,1104821600.0,928222140.0,714712500.0,975676350.0,723923140.0
2043.0,826683260.0,866525200.0,888468030.0,1029609660.0,1018191900.0,714423550.0,817815200.0,938623170.0,639124500.0,931257000.0,797197500.0,1019154100.0,1017594600.0,908652200.0,691821000.0,970955600.0,713064300.0
2044.0,827548900.0,857574000.0,895720000.0,1026515140.0,1020152450.0,787751500.0,803946430.0,922521800.0,620477000.0,924852500.0,773312300.0,1010611700.0,1167883800.0,916044100.0,677230700.0,959076350.0,700314400.0
2045.0,814779840.0,880224400.0,1004659650.0,1019779460.0,1072514750.0,704856100.0,799499400.0,901733760.0,606023200.0,926686200.0,756315400.0,1000466370.0,1046280800.0,915307200.0,665070700.0,953125100.0,690986300.0
2046.0,797982700.0,849330200.0,903960260.0,1075275300.0,1056451650.0,702632800.0,787976770.0,876827260.0,612346800.0,916715700.0,742037200.0,998403900.0,1001575230.0,908015800.0,657650370.0,948030850.0,687587900.0
2047.0,820196800.0,838852860.0,887473100.0,1045013300.0,1025212600.0,684392260.0,840824400.0,862066200.0,609908900.0,926568700.0,759521540.0,984953200.0,1007108500.0,932936260.0,645049800.0,937266600.0,668466100.0
2048.0,791700860.0,827961400.0,882354900.0,1037268860.0,1019421400.0,673616640.0,781894800.0,850836300.0,585223360.0,906957250.0,731055100.0,971439550.0,1030454660.0,910645200.0,652534000.0,927751600.0,668858940.0
2049.0,784678140.0,824663550.0,875618560.0,1022947650.0,1015128100.0,663390100.0,764097660.0,832163260.0,575526300.0,902925300.0,716525500.0,960022600.0,1094547000.0,909919040.0,629336260.0,992085600.0,655287740.0
2050.0,773431800.0,820137500.0,894138200.0,1018235970.0,1012053760.0,659843500.0,756292500.0,807188700.0,622656960.0,896263500.0,696879500.0,957494660.0,1042917300.0,1091762400.0,612037800.0,929806000.0,644238500.0
2051.0,785643970.0,811645060.0,904526900.0,1012115650.0,1000912640.0,651728260.0,749962560.0,786687040.0,568083260.0,898857200.0,695568400.0,944423500.0,1017549300.0,955286400.0,603868200.0,915722100.0,634875400.0
2052.0,773708740.0,804552770.0,898042900.0,1029691700.0,1016236900.0,642846800.0,759122700.0,773765250.0,564206140.0,885820800.0,699683650.0,936053700.0,1012176800.0,933876500.0,603806800.0,900194750.0,638571600.0
2053.0,763663100.0,813151200.0,871161900.0,1012745000.0,1023449800.0,637192000.0,737407200.0,755088450.0,724778430.0,878580100.0,676088060.0,922860740.0,1003740540.0,915790200.0,609001100.0,893052200.0,622215900.0
2054.0,770405900.0,827348350.0,866574660.0,1006710400.0,1018576800.0,643519700.0,728070000.0,738854800.0,756464640.0,879624960.0,662091650.0,909367230.0,1000965800.0,913750600.0,597170750.0,884518900.0,623044200.0
2055.0,763513500.0,814466400.0,866416500.0,1011367900.0,999161200.0,626437950.0,713849100.0,717187600.0,703719600.0,871876740.0,648615230.0,899603900.0,990093100.0,910573700.0,584635600.0,880853200.0,621518000.0
2056.0,761508030.0,810013200.0,875359700.0,1027977600.0,1022823100.0,618376800.0,704786800.0,700716540.0,624618800.0,865813760.0,633820200.0,880701760.0,1019973570.0,900213700.0,594281200.0,869185100.0,613373100.0
2057.0,750760500.0,799229440.0,866087040.0,1007694100.0,996545700.0,698773760.0,698759740.0,685192500.0,610483200.0,865536600.0,617829500.0,891473700.0,991840830.0,946482000.0,577933000.0,863241150.0,606266240.0
2058.0,744173400.0,790689300.0,863265200.0,1008109760.0,985020000.0,628329500.0,692255740.0,669297200.0,611217000.0,857034600.0,614626100.0,867627650.0,980645700.0,898721700.0,564870200.0,852403140.0,597172800.0
2059.0,741696200.0,784770800.0,962405000.0,1004748900.0,973395600.0,619117760.0,683255700.0,662103740.0,593750900.0,853385400.0,603189300.0,854435300.0,979670500.0,892027650.0,555978500.0,847170400.0,592567100.0
2060.0,737454500.0,790753000.0,860162500.0,1006695400.0,960581900.0,626790700.0,670680100.0,701073540.0,583410940.0,880701700.0,593075400.0,866826900.0,977511100.0,960646660.0,556635260.0,838944200.0,596131460.0
2061.0,731522800.0,777877500.0,849513860.0,1003152200.0,954080450.0,614641340.0,661665540.0,646409400.0,581934700.0,894185540.0,584505300.0,858754370.0,971068400.0,948089340.0,554680260.0,903645440.0,585476000.0
2062.0,727411840.0,773388300.0,846473000.0,998567040.0,946441400.0,608882400.0,649840450.0,662690700.0,572451650.0,856005800.0,575897000.0,843240300.0,970583600.0,879906560.0,546285000.0,879234400.0,573717600.0
2063.0,720817660.0,771121900.0,838549700.0,1007752200.0,935442050.0,600600800.0,650849150.0,648196540.0,568107460.0,844597060.0,571603650.0,840754300.0,965869250.0,869977900.0,544254100.0,839150660.0,570787700.0
2064.0,713538200.0,774860740.0,855773250.0,993011400.0,923394600.0,598245200.0,638285100.0,690553900.0,826205760.0,837720640.0,567040960.0,828584800.0,967835840.0,884814700.0,549232300.0,831131200.0,566850940.0
2065.0,733980200.0,819440800.0,832681900.0,988327800.0,918151300.0,594550200.0,628583940.0,654678140.0,670262500.0,930130750.0,577423700.0,844966900.0,958343040.0,860815100.0,542436160.0,829792700.0,564701700.0
2066.0,715334200.0,767788500.0,821522050.0,986049500.0,914418300.0,588215600.0,622573630.0,630081400.0,584531460.0,877100160.0,560246900.0,832715460.0,950670800.0,853230140.0,538566340.0,826319400.0,564571500.0
2067.0,700074900.0,763330700.0,840357800.0,999226700.0,893465100.0,579499900.0,610388740.0,615283000.0,570325400.0,847839400.0,553690750.0,819519940.0,941729340.0,849093500.0,531292030.0,834126500.0,597000900.0
2068.0,695373500.0,770034370.0,830108100.0,984267650.0,883254660.0,574392800.0,604185100.0,609072060.0,660285100.0,843535700.0,547546560.0,809467900.0,944385200.0,841012500.0,526932260.0,965263800.0,556088900.0
2069.0,693514600.0,760336300.0,811952260.0,997358300.0,875374850.0,567889800.0,594286900.0,605624700.0,618815700.0,918434200.0,546013500.0,808238300.0,928156900.0,843096200.0,524243360.0,867808060.0,553062300.0
2070.0,767936260.0,763102140.0,811177400.0,985954200.0,881505500.0,565199170.0,586502700.0,603278400.0,583394370.0,866476160.0,538771650.0,814886460.0,939218240.0,835484300.0,520418200.0,860990300.0,557280450.0
2071.0,698532000.0,764270800.0,801230500.0,998462500.0,853570700.0,564244400.0,576740860.0,597296200.0,631099260.0,859706560.0,532611260.0,815883460.0,922076400.0,825342600.0,515938800.0,839103740.0,547506800.0
2072.0,686122500.0,754400800.0,806386500.0,981338240.0,838846660.0,554233540.0,563724200.0,609212000.0,602395000.0,887268540.0,533888830.0,873552640.0,916194370.0,812897860.0,511712930.0,874072000.0,544190850.0
2073.0,678313200.0,749409400.0,790300200.0,977091200.0,857251650.0,545650200.0,565135800.0,588163840.0,643336600.0,846681660.0,534555460.0,809146050.0,922309700.0,802051300.0,507383500.0,855486850.0,540724300.0
2074.0,667134340.0,745820400.0,816371840.0,971494900.0,840790500.0,538681400.0,556651000.0,580563100.0,599223700.0,886837060.0,527886560.0,812123200.0,903072400.0,795327940.0,504046500.0,854183100.0,537401600.0
2075.0,661359100.0,746796400.0,787725440.0,971371500.0,829574300.0,532716160.0,548584500.0,585065340.0,604901950.0,858554800.0,526231230.0,793836600.0,893726660.0,790781400.0,501885570.0,849666000.0,533666460.0
2076.0,655638140.0,740095500.0,780616450.0,970263740.0,830523900.0,523320740.0,544986750.0,575633300.0,661174300.0,843769000.0,557124200.0,794973630.0,883250300.0,789040450.0,496047230.0,851276500.0,528151140.0
2077.0,650631740.0,739374200.0,771829400.0,971419200.0,818416600.0,514584030.0,539154400.0,567999360.0,608210400.0,875268200.0,526794180.0,783935000.0,873387100.0,777282240.0,492170880.0,868042700.0,523969150.0
2078.0,642121900.0,736779260.0,765142100.0,972999600.0,809016100.0,510892320.0,532228830.0,573460350.0,600702660.0,865836860.0,531422940.0,872494300.0,861131260.0,760478700.0,495796260.0,849971260.0,522469820.0
2079.0,634178370.0,751440830.0,760299100.0,963429600.0,796490400.0,525278980.0,522792580.0,563848060.0,601882560.0,844939500.0,552994600.0,789885630.0,851316350.0,754105700.0,488875140.0,853887360.0,518415000.0
2080.0,626595400.0,737294850.0,757994500.0,961236300.0,783127800.0,501326340.0,549514300.0,638441540.0,595999550.0,912464600.0,546486460.0,777235100.0,869127400.0,746877900.0,495289570.0,919904960.0,514428830.0
2081.0,624831170.0,734909100.0,749826300.0,969933100.0,776890800.0,497094800.0,534657800.0,603870460.0,604394400.0,843388740.0,558811900.0,787439600.0,842993340.0,736405800.0,484397760.0,901859300.0,509102980.0
2082.0,614169000.0,733384200.0,741203700.0,1123179400.0,765526100.0,493093280.0,524456100.0,564594940.0,593975360.0,917072100.0,554074600.0,773681340.0,834972300.0,755033600.0,481983330.0,888840000.0,503522500.0
2083.0,602319360.0,730693950.0,728433500.0,972497100.0,751024500.0,497273150.0,691619400.0,559626000.0,591914750.0,849200640.0,547045400.0,774551700.0,812004600.0,944120260.0,477713300.0,865785540.0,499808000.0
2084.0,591927040.0,754232100.0,722155650.0,986795970.0,741795650.0,496725700.0,619441200.0,617645300.0,596211500.0,842318400.0,539156540.0,769076740.0,812797500.0,888713500.0,479140220.0,867975360.0,496089860.0
2085.0,581494700.0,729826370.0,716713000.0,965264500.0,761856640.0,482804260.0,573113150.0,589543000.0,629943000.0,831127400.0,537178940.0,759577800.0,810955900.0,794385900.0,477653250.0,881189800.0,498251600.0
2086.0,572578370.0,724747200.0,713086900.0,976630340.0,763717400.0,480094800.0,542293440.0,584385900.0,627104830.0,827705200.0,535645220.0,753770600.0,927838600.0,733630850.0,540978900.0,870242050.0,496744670.0
2087.0,562419840.0,734953900.0,796925200.0,971809400.0,750808770.0,482403140.0,526561540.0,620967230.0,600687940.0,828816830.0,530107420.0,744548500.0,995828800.0,718915100.0,490780540.0,869721100.0,488049380.0
2088.0,551872060.0,749017300.0,707568060.0,956707200.0,735661200.0,472580580.0,622023800.0,592878700.0,591168400.0,822864600.0,527442940.0,740796300.0,849290600.0,771211460.0,473808540.0,868166200.0,485728160.0
2089.0,546023600.0,724106900.0,712864300.0,949308900.0,726229800.0,473791550.0,657288960.0,578168060.0,589495550.0,833980900.0,541171100.0,756016300.0,812982800.0,714767500.0,473938270.0,870612100.0,497826620.0
2090.0,543218240.0,719295800.0,700525630.0,946528100.0,753589200.0,482819300.0,597502460.0,572258200.0,587308300.0,815866240.0,525045020.0,790061600.0,801361200.0,710099460.0,477194270.0,874799360.0,484473470.0
2091.0,534237730.0,720349200.0,692681400.0,954912100.0,717692540.0,473222430.0,575603900.0,575782900.0,592066370.0,810582300.0,522071140.0,743173760.0,790820900.0,711389400.0,496869250.0,864234560.0,483581800.0
2092.0,528449060.0,733338000.0,687293800.0,942779800.0,713608700.0,466550750.0,560064600.0,586385500.0,585507300.0,802860200.0,517842050.0,809790140.0,784363600.0,895897540.0,473884500.0,869044860.0,476150660.0
2093.0,524377820.0,720059140.0,687958400.0,950581440.0,718921300.0,467780220.0,560764860.0,590177400.0,582254900.0,796986600.0,521191840.0,754490600.0,773087600.0,788050400.0,477117980.0,933174300.0,478263260.0
2094.0,520885470.0,774428000.0,677738940.0,987035260.0,702031700.0,472065470.0,594083700.0,577857340.0,581525600.0,803684000.0,512228830.0,732842500.0,766987800.0,781924540.0,476334560.0,895927400.0,485493150.0
2095.0,514279500.0,767258600.0,686521660.0,939152830.0,767899900.0,464949950.0,568286100.0,583843300.0,579024060.0,791435200.0,509023100.0,724579500.0,759183100.0,744638140.0,475490430.0,872362800.0,478003870.0
2096.0,509068770.0,820941400.0,705787800.0,941044700.0,751168100.0,511025470.0,554751600.0,654231400.0,579942340.0,802462100.0,506243420.0,722664600.0,756605100.0,748502600.0,489652670.0,862035650.0,524060400.0
2097.0,505045280.0,780295100.0,685277400.0,933239900.0,784950660.0,471661220.0,566441100.0,603038900.0,596852350.0,783144300.0,502192960.0,772508800.0,752762750.0,719074500.0,472107300.0,861280100.0,483652350.0
2098.0,499663400.0,815268030.0,672930370.0,931170500.0,717360100.0,466501470.0,603483000.0,598171800.0,575237900.0,784499800.0,501821300.0,721036500.0,754799700.0,715037250.0,474229860.0,879256400.0,475940700.0
2099.0,491815800.0,756706370.0,669480450.0,928444860.0,709395600.0,591031500.0,623784500.0,590956800.0,602200960.0,779220500.0,498823200.0,716500900.0,950785500.0,751747600.0,473777440.0,867139300.0,483624160.0
2100.0,488332960.0,754730400.0,682056640.0,925550900.0,712634300.0,523514500.0,628097700.0,621976200.0,570617400.0,785492600.0,495219870.0,713749000.0,786602940.0,827681300.0,474933300.0,862644160.0,513273380.0
