time,INM-CM5-0,CESM2-WACCM,MRI-ESM2-0,GFDL-ESM4,CAMS-CSM1-0,MPI-ESM1-2-HR,CESM2,BCC-CSM2-MR,INM-CM4-8,FGOALS-F3-L,NORESM2-MM,EC-EARTH3-VEG,EC-EARTH3
2000.0,1184953300.0,1184953300.0,1184953300.0,1184953300.0,1184953300.0,1184953300.0,1184953300.0,1184953300.0,1184953300.0,1184953300.0,1184953300.0,1184953300.0,1184953300.0
2001.0,1207306400.0,1207306400.0,1207306400.0,1207306400.0,1207306400.0,1207306400.0,1207306400.0,1207306400.0,1207306400.0,1207306400.0,1207306400.0,1207306400.0,1207306400.0
2002.0,1182700200.0,1182700200.0,1182700200.0,1182700200.0,1182700200.0,1182700200.0,1182700200.0,1182700200.0,1182700200.0,1182700200.0,1182700200.0,1182700200.0,1182700200.0
2003.0,1203548900.0,1203548900.0,1203548900.0,1203548900.0,1203548900.0,1203548900.0,1203548900.0,1203548900.0,1203548900.0,1203548900.0,1203548900.0,1203548900.0,1203548900.0
2004.0,1203019100.0,1203019100.0,1203019100.0,1203019100.0,1203019100.0,1203019100.0,1203019100.0,1203019100.0,1203019100.0,1203019100.0,1203019100.0,1203019100.0,1203019100.0
2005.0,1252468600.0,1252468600.0,1252468600.0,1252468600.0,1252468600.0,1252468600.0,1252468600.0,1252468600.0,1252468600.0,1252468600.0,1252468600.0,1252468600.0,1252468600.0
2006.0,1197171000.0,1197171000.0,1197171000.0,1197171000.0,1197171000.0,1197171000.0,1197171000.0,1197171000.0,1197171000.0,1197171000.0,1197171000.0,1197171000.0,1197171000.0
2007.0,1207884400.0,1207884400.0,1207884400.0,1207884400.0,1207884400.0,1207884400.0,1207884400.0,1207884400.0,1207884400.0,1207884400.0,1207884400.0,1207884400.0,1207884400.0
2008.0,1195799300.0,1195799300.0,1195799300.0,1195799300.0,1195799300.0,1195799300.0,1195799300.0,1195799300.0,1195799300.0,1195799300.0,1195799300.0,1195799300.0,1195799300.0
2009.0,1187291300.0,1187291300.0,1187291300.0,1187291300.0,1187291300.0,1187291300.0,1187291300.0,1187291300.0,1187291300.0,1187291300.0,1187291300.0,1187291300.0,1187291300.0
2010.0,1190126500.0,1190126500.0,1190126500.0,1190126500.0,1190126500.0,1190126500.0,1190126500.0,1190126500.0,1190126500.0,1190126500.0,1190126500.0,1190126500.0,1190126500.0
2011.0,1179449100.0,1179449100.0,1179449100.0,1179449100.0,1179449100.0,1179449100.0,1179449100.0,1179449100.0,1179449100.0,1179449100.0,1179449100.0,1179449100.0,1179449100.0
2012.0,1172273200.0,1172273200.0,1172273200.0,1172273200.0,1172273200.0,1172273200.0,1172273200.0,1172273200.0,1172273200.0,1172273200.0,1172273200.0,1172273200.0,1172273200.0
2013.0,1169653600.0,1169653600.0,1169653600.0,1169653600.0,1169653600.0,1169653600.0,1169653600.0,1169653600.0,1169653600.0,1169653600.0,1169653600.0,1169653600.0,1169653600.0
2014.0,1160758800.0,1160758800.0,1160758800.0,1160758800.0,1160758800.0,1160758800.0,1160758800.0,1160758800.0,1160758800.0,1160758800.0,1160758800.0,1160758800.0,1160758800.0
2015.0,1156457000.0,1156457000.0,1156457000.0,1156457000.0,1156457000.0,1156457000.0,1156457000.0,1156457000.0,1156457000.0,1156457000.0,1156457000.0,1156457000.0,1156457000.0
2016.0,1153217900.0,1153217900.0,1153217900.0,1153217900.0,1153217900.0,1153217900.0,1153217900.0,1153217900.0,1153217900.0,1153217900.0,1153217900.0,1153217900.0,1153217900.0
2017.0,1144062100.0,1144062100.0,1144062100.0,1144062100.0,1144062100.0,1144062100.0,1144062100.0,1144062100.0,1144062100.0,1144062100.0,1144062100.0,1144062100.0,1144062100.0
2018.0,1134568300.0,1134568300.0,1134568300.0,1134568300.0,1134568300.0,1134568300.0,1134568300.0,1134568300.0,1134568300.0,1134568300.0,1134568300.0,1134568300.0,1134568300.0
2019.0,1121302000.0,1121302000.0,1121302000.0,1121302000.0,1121302000.0,1121302000.0,1121302000.0,1121302000.0,1121302000.0,1121302000.0,1121302000.0,1121302000.0,1121302000.0
2020.0,1112494600.0,1112494600.0,1112494600.0,1112494600.0,1112494600.0,1112494600.0,1112494600.0,1112494600.0,1112494600.0,1112494600.0,1112494600.0,1112494600.0,1112494600.0
2021.0,1096163200.0,1095053700.0,1093180400.0,1100735900.0,1115803400.0,1096686600.0,1102591600.0,1121914500.0,1101419300.0,1113246100.0,1100978700.0,1116457700.0,1103984900.0
2022.0,1084505900.0,1084804200.0,1079501000.0,1098633100.0,1098944400.0,1070134900.0,1098900200.0,1089793400.0,1092798800.0,1095552500.0,1087727000.0,1112044700.0,1104818700.0
2023.0,1089560800.0,1076198400.0,1071035460.0,1087536000.0,1097278200.0,1054169200.0,1091495400.0,1070916030.0,1090109000.0,1078859100.0,1068518900.0,1091581600.0,1119383700.0
2024.0,1080640100.0,1059646500.0,1080651800.0,1076389100.0,1082588900.0,1038719400.0,1078428400.0,1055298500.0,1074859100.0,1093506800.0,1059404200.0,1083396200.0,1138908900.0
2025.0,1064855000.0,1044939200.0,1065068300.0,1066996500.0,1072820700.0,1020352000.0,1076148700.0,1040768000.0,1064255800.0,1058520060.0,1058733100.0,1069190600.0,1077808300.0
2026.0,1047605000.0,1039719600.0,1060562000.0,1066902850.0,1055386430.0,1019814460.0,1065000450.0,1030734340.0,1055347650.0,1042096830.0,1057125400.0,1058175400.0,1065598700.0
2027.0,1032212030.0,1025794000.0,1100371700.0,1049050700.0,1046677300.0,1033891140.0,1064973900.0,1056531400.0,1045363200.0,1036720000.0,1066257700.0,1041628200.0,1056421000.0
2028.0,1022459650.0,1013287800.0,1078569500.0,1039057800.0,1038228350.0,997879000.0,1049222800.0,1019617340.0,1042020900.0,1024843900.0,1176560600.0,1022597440.0,1043657100.0
2029.0,996450560.0,1006450300.0,1055799400.0,1027447700.0,1130674300.0,983170370.0,1037137300.0,996495900.0,1029697000.0,1003322430.0,1105160000.0,1013496960.0,1022499300.0
2030.0,982797630.0,979381100.0,1077195600.0,1054325250.0,1105884200.0,963621440.0,1025767600.0,986273200.0,1011884350.0,986778240.0,1064119300.0,1005451400.0,1014278000.0
2031.0,970798460.0,967255100.0,1047982850.0,1044608600.0,1207638900.0,959687100.0,1010057540.0,1011992300.0,1015000960.0,975858600.0,1040579100.0,989673860.0,1001908740.0
2032.0,951860600.0,959189500.0,1062137100.0,1023021000.0,1093187300.0,941904500.0,989478600.0,1029953000.0,1003215360.0,944259840.0,1081396700.0,990747970.0,987315300.0
2033.0,934444000.0,942625860.0,1075867800.0,1011989200.0,1059951360.0,926941440.0,979331400.0,1026406200.0,992174200.0,923249150.0,1066342600.0,981539900.0,983352060.0
2034.0,918024640.0,937048450.0,1043482900.0,1002765300.0,1047051800.0,911904400.0,972610560.0,985914600.0,984697900.0,911651300.0,1043226560.0,973443200.0,973461250.0
2035.0,902694300.0,935525700.0,1031458240.0,997079800.0,1051600900.0,887174800.0,964056000.0,965752300.0,976455300.0,883014000.0,1038935940.0,959769400.0,948557400.0
2036.0,887540540.0,913814660.0,1032260500.0,988230500.0,1037221760.0,875920600.0,947503800.0,957454100.0,968158400.0,876337540.0,1033496060.0,944453100.0,910256400.0
2037.0,868092800.0,907863740.0,1036889100.0,975841340.0,1026455800.0,857688400.0,926544830.0,942777660.0,954733500.0,847132000.0,1026873200.0,937570600.0,887822460.0
2038.0,852430000.0,904278140.0,1025937800.0,976623170.0,1009469250.0,912763600.0,910936450.0,927774140.0,944910600.0,813489340.0,1033419000.0,925190340.0,871821800.0
2039.0,836797900.0,885940400.0,1013901000.0,985815360.0,1002429600.0,855695500.0,894204160.0,905089660.0,934501400.0,825357250.0,1018848500.0,907121500.0,870789250.0
2040.0,819037500.0,873311500.0,1006834200.0,963931200.0,988888600.0,848404160.0,873015500.0,896970050.0,926342850.0,775389300.0,1009988900.0,892320200.0,851370050.0
2041.0,808311740.0,939143740.0,998536450.0,954882800.0,976687740.0,840103000.0,857355140.0,888360260.0,928532300.0,753580860.0,1005183000.0,872598500.0,825293600.0
2042.0,787531460.0,875516350.0,1016868740.0,990475200.0,969654500.0,817401800.0,846728060.0,872391900.0,919362000.0,730484160.0,999298000.0,856022500.0,795467970.0
2043.0,768933060.0,863990300.0,993331500.0,947397000.0,958465600.0,802405100.0,827540740.0,900459500.0,908065900.0,711424450.0,992011840.0,844525630.0,773066940.0
2044.0,760312700.0,850165570.0,975759740.0,940462300.0,969726340.0,788161660.0,809892350.0,851584700.0,923753400.0,678406500.0,977077400.0,838297860.0,776102000.0
2045.0,749230500.0,840825900.0,951863900.0,937958800.0,947209500.0,788532860.0,782440700.0,838541800.0,891487740.0,657835000.0,967341900.0,816597000.0,741464640.0
2046.0,736645100.0,828525440.0,929120700.0,935885900.0,933893100.0,766734200.0,767386200.0,819927100.0,879961500.0,652272450.0,956227140.0,828208300.0,724880060.0
2047.0,723447360.0,821794700.0,915639740.0,927285440.0,916568500.0,764471100.0,751843000.0,804918660.0,870026430.0,631492540.0,946484100.0,801504960.0,750357700.0
2048.0,713040700.0,804870850.0,901857400.0,975054200.0,896174800.0,750743900.0,733498800.0,797996500.0,860618430.0,609952500.0,989917200.0,798766100.0,712479700.0
2049.0,695387900.0,794205400.0,891146430.0,926352900.0,877449600.0,732217860.0,719177540.0,819158850.0,849364860.0,607336300.0,934683400.0,789878600.0,688632060.0
2050.0,699051100.0,786350340.0,867008100.0,919373300.0,858968200.0,718459500.0,707184400.0,773726800.0,840227700.0,588668540.0,915775400.0,779015700.0,698333400.0
2051.0,686167740.0,768067260.0,846675800.0,908270300.0,844317630.0,704466700.0,692705900.0,759715840.0,825924100.0,575829600.0,912805250.0,761339100.0,682120900.0
2052.0,678111800.0,760595260.0,836160000.0,915212160.0,846061000.0,697447400.0,667927800.0,745159230.0,816176450.0,558560700.0,916012200.0,745147100.0,661120800.0
2053.0,663580350.0,762155460.0,823198900.0,894582800.0,819839300.0,692683300.0,650467140.0,729248400.0,805366800.0,548034200.0,883467900.0,725419300.0,652784600.0
