time,CESM1-CAM5,CCSM4
2000.0,33950185000.0,33950185000.0
2001.0,33624891000.0,33624891000.0
2002.0,33502515000.0,33502515000.0
2003.0,33499113000.0,33499113000.0
2004.0,33951590000.0,33951590000.0
2005.0,33930619000.0,33930619000.0
2006.0,34093832000.0,34093832000.0
2007.0,33819695000.0,33819695000.0
2008.0,33581100000.0,33581100000.0
2009.0,33630011000.0,33630011000.0
2010.0,33767864000.0,33767864000.0
2011.0,34136054000.0,34136054000.0
2012.0,33651855000.0,33651855000.0
2013.0,33542490000.0,33542490000.0
2014.0,33515624000.0,33515624000.0
2015.0,33558490000.0,33558490000.0
2016.0,34526530000.0,34526530000.0
2017.0,33548995000.0,33548995000.0
2018.0,33549253000.0,33549253000.0
2019.0,33513791000.0,33513791000.0
2020.0,33678086000.0,33678086000.0
2021.0,33589551000.0,33331372000.0
2022.0,33307396000.0,33291162000.0
2023.0,33203393000.0,33503787000.0
2024.0,33132882000.0,33220284000.0
2025.0,33267530000.0,33150410000.0
2026.0,33118327000.0,33170450000.0
2027.0,33058380000.0,33389277000.0
2028.0,33095438000.0,33088230000.0
2029.0,32916419000.0,33053678000.0
2030.0,32817850000.0,33146309000.0
2031.0,32762600000.0,34248843000.0
2032.0,32703345000.0,33511817000.0
2033.0,33091963000.0,33099960000.0
2034.0,32565120000.0,32917225000.0
2035.0,32399081000.0,32892434000.0
2036.0,32295746000.0,32781386000.0
2037.0,32129020000.0,32723225000.0
2038.0,32096098000.0,32564679000.0
2039.0,32059260000.0,32442458000.0
2040.0,32474995000.0,32442218000.0
2041.0,31897813000.0,32240490000.0
2042.0,31630143000.0,32157090000.0
2043.0,31492650000.0,32030087000.0
2044.0,31294362000.0,32345137000.0
2045.0,31127783000.0,31769770000.0
2046.0,31076710000.0,31625972000.0
2047.0,30787353000.0,31572586000.0
2048.0,30623517000.0,31451513000.0
2049.0,30379905000.0,31273118000.0
2050.0,30162086000.0,31037469000.0
2051.0,30083086000.0,30822461000.0
2052.0,29926318000.0,30699414000.0
2053.0,29665985000.0,30504348000.0
2054.0,29451887000.0,30265936000.0
2055.0,29327684000.0,30093607000.0
2056.0,30894948000.0,30072967000.0
2057.0,29288180000.0,29842436000.0
2058.0,28875778000.0,29676386000.0
2059.0,29344535000.0,29412235000.0
2060.0,28679240000.0,29129830000.0
2061.0,28454154000.0,28870170000.0
2062.0,28138891000.0,28663276000.0
2063.0,27930747000.0,28464250000.0
2064.0,27838018000.0,28266870000.0
2065.0,27613549000.0,28019240000.0
2066.0,27390517000.0,27754332000.0
2067.0,27200692000.0,27513502000.0
2068.0,26929443000.0,27217582000.0
2069.0,26677428000.0,26927220000.0
2070.0,26454905000.0,26707649000.0
2071.0,26218699000.0,26466677000.0
2072.0,25961070000.0,26181446000.0
2073.0,25792936000.0,25855599000.0
2074.0,25558342000.0,25703096000.0
2075.0,25268750000.0,25455063000.0
2076.0,24910854000.0,25042661000.0
2077.0,24634960000.0,24741040000.0
2078.0,24395784000.0,24507068000.0
2079.0,24160838000.0,24232595000.0
2080.0,23782052000.0,24405662000.0
2081.0,23472670000.0,23928682000.0
2082.0,23192807000.0,23466224000.0
2083.0,22856243000.0,23246342000.0
2084.0,22524050000.0,22965574000.0
2085.0,22097314000.0,22618612000.0
2086.0,21735946000.0,22580443000.0
2087.0,21545181000.0,22180977000.0
2088.0,21256247000.0,21917397000.0
2089.0,20948842000.0,21844175000.0
2090.0,20633150000.0,21484132000.0
2091.0,20798527000.0,21204216000.0
2092.0,20141287000.0,20922905000.0
2093.0,19755573000.0,20668998000.0
2094.0,19458273000.0,20396548000.0
2095.0,19280468000.0,20155150000.0
2096.0,18842946000.0,19943723000.0
2097.0,18402769000.0,19668916000.0
2098.0,17997064000.0,19397351000.0
2099.0,17852936000.0,19198001000.0
2100.0,17504500000.0,18967708000.0
2101.0,17297504000.0,18761628000.0
2102.0,16879130000.0,18520058000.0
2103.0,16537675000.0,18269778000.0
2104.0,16146304000.0,18112561000.0
2105.0,15823432000.0,17866201000.0
2106.0,15984439000.0,17669198000.0
2107.0,15370368000.0,17530376000.0
2108.0,15064672000.0,17385517000.0
2109.0,14877174000.0,17113642000.0
2110.0,14676822000.0,16929778000.0
2111.0,14463972000.0,16838425000.0
2112.0,14175735000.0,16971556000.0
2113.0,13934455000.0,16410941000.0
2114.0,13812950000.0,16227791000.0
2115.0,13640545000.0,16026228000.0
2116.0,13417449000.0,15873683000.0
2117.0,13176375000.0,15705158000.0
2118.0,13037943000.0,15546079000.0
2119.0,13024900000.0,15403013000.0
2120.0,12744438000.0,15239862000.0
2121.0,12553743000.0,15070093000.0
2122.0,12355397000.0,14937335000.0
2123.0,12146416000.0,15076156000.0
2124.0,11891057000.0,14656552000.0
2125.0,11846047000.0,14459047000.0
2126.0,11635655000.0,14449212000.0
2127.0,11468642000.0,14285711000.0
2128.0,11363089000.0,14160559000.0
2129.0,11326119000.0,14570609000.0
2130.0,11095492000.0,13921621000.0
2131.0,10851554000.0,13760556000.0
2132.0,10678781000.0,13593366000.0
2133.0,10562800000.0,13674254000.0
2134.0,10407155000.0,13645029000.0
2135.0,10284609000.0,13318572000.0
2136.0,10165780000.0,13219451000.0
2137.0,10011767000.0,13084357000.0
2138.0,9882306000.0,12972367000.0
2139.0,9804862000.0,12868690000.0
2140.0,9902326000.0,12732833000.0
2141.0,9608123000.0,12593500000.0
2142.0,9522208000.0,12693475000.0
2143.0,9599605000.0,12486406000.0
2144.0,9392911000.0,12342368000.0
2145.0,9270347000.0,12162878000.0
2146.0,9160622000.0,12053608000.0
2147.0,9256323000.0,11944422000.0
2148.0,8983965000.0,11842943000.0
2149.0,8897252000.0,11758921000.0
2150.0,9031389000.0,11650561000.0
2151.0,9007906000.0,11596024000.0
2152.0,8782118000.0,11471538000.0
2153.0,8684113000.0,11341326000.0
2154.0,8606058000.0,11235929000.0
2155.0,8663795000.0,11100965000.0
2156.0,8470831600.0,10994993000.0
2157.0,8428468700.0,10915028000.0
2158.0,8362605600.0,10828106000.0
2159.0,8315291000.0,10738247000.0
2160.0,8228044000.0,10637017000.0
2161.0,8233263000.0,10514797000.0
