time,CESM1-CAM5,NORESM1-M,MPI-ESM-LR,CSIRO-MK3-6-0
2044.0,31196735000.0,30138708000.0,31763888000.0,30359780000.0
2045.0,31018426000.0,29833183000.0,30945477000.0,30130289000.0
2046.0,30752942000.0,29715403000.0,30569933000.0,29890687000.0
2047.0,30587521000.0,29321677000.0,30271998000.0,29559069000.0
2048.0,30973325000.0,28939364000.0,30071749000.0,29308113000.0
2049.0,30238513000.0,28730313000.0,29788428000.0,29100931000.0
2050.0,29946413000.0,28294492000.0,29511170000.0,28760658000.0
2051.0,29793954000.0,27988052000.0,29172052000.0,28697766000.0
2052.0,29602095000.0,27663448000.0,28919590000.0,28578408000.0
2053.0,29378420000.0,27354798000.0,28634749000.0,28030790000.0
2054.0,29111073000.0,27196090000.0,28267426000.0,27804045000.0
2055.0,28899887000.0,26867714000.0,28008330000.0,27623666000.0
2056.0,29138221000.0,26623275000.0,27701620000.0,27174087000.0
2057.0,28511000000.0,26391720000.0,27333900000.0,26745354000.0
2058.0,28264960000.0,26103640000.0,26928904000.0,26415309000.0
2059.0,28035178000.0,26077725000.0,26728004000.0,26044422000.0
2060.0,27703771000.0,25710076000.0,26264590000.0,25742244000.0
2061.0,27731128000.0,25646551000.0,25944410000.0,26238081000.0
2062.0,27523797000.0,25325402000.0,25650608000.0,25207056000.0
2063.0,26894313000.0,25007297000.0,25364599000.0,24800408000.0
2064.0,26599029000.0,24761582000.0,25138186000.0,24587506000.0
2065.0,26369747000.0,24417415000.0,24889977000.0,24211323000.0
2066.0,26160351000.0,24376504000.0,24505598000.0,23864515000.0
2067.0,25988166000.0,23947844000.0,24258488000.0,24192040000.0
2068.0,25789150000.0,23677872000.0,23879363000.0,23331217000.0
2069.0,25580337000.0,23299412000.0,23616575000.0,23028859000.0
2070.0,25303470000.0,23063818000.0,24263246000.0,22759873000.0
2071.0,25289693000.0,22866305000.0,23399858000.0,25534077000.0
2072.0,24908070000.0,22672703000.0,22909942000.0,22526953000.0
2073.0,24772342000.0,22428008000.0,22666912000.0,23062004000.0
2074.0,24546400000.0,22202173000.0,22330310000.0,22172020000.0
2075.0,24348318000.0,22393973000.0,22243357000.0,21637923000.0
2076.0,24060776000.0,21940363000.0,21853368000.0,21493508000.0
2077.0,23738421000.0,21585177000.0,21621785000.0,21130062000.0
2078.0,23526416000.0,21406378000.0,21423575000.0,21594755000.0
2079.0,23406146000.0,21216580000.0,21203595000.0,21033452000.0
2080.0,23046957000.0,20912243000.0,20962476000.0,20656894000.0
2081.0,22804498000.0,20646280000.0,20815190000.0,21393940000.0
2082.0,22541050000.0,20424288000.0,21968968000.0,20792005000.0
2083.0,22337702000.0,20140626000.0,20660177000.0,21228474000.0
2084.0,22132912000.0,19834503000.0,20183566000.0,20018061000.0
2085.0,21826705000.0,19644494000.0,19996068000.0,19741260000.0
2086.0,21588767000.0,19417571000.0,19813364000.0,19909147000.0
2087.0,21385746000.0,19161803000.0,19676625000.0,19247501000.0
2088.0,21116256000.0,18875845000.0,19392322000.0,19188318000.0
2089.0,20856734000.0,18625182000.0,19196467000.0,18831155000.0
2090.0,20694200000.0,18483070000.0,18900298000.0,18620195000.0
2091.0,20450263000.0,18269960000.0,18785700000.0,18385190000.0
2092.0,20163674000.0,18026676000.0,18450930000.0,18124665000.0
2093.0,20086810000.0,17969873000.0,18165008000.0,17996950000.0
2094.0,19904991000.0,17573941000.0,17991220000.0,17770334000.0
2095.0,19614953000.0,17340240000.0,17945854000.0,17549310000.0
2096.0,19491817000.0,17213536000.0,18707298000.0,17878802000.0
2097.0,19288543000.0,17389046000.0,17709222000.0,19007810000.0
2098.0,19114416000.0,16852857000.0,17446513000.0,18383940000.0
2099.0,18910837000.0,16625971000.0,17286156000.0,17558915000.0
2100.0,18721569000.0,16464826000.0,17106135000.0,17628662000.0
2101.0,18671294000.0,16281339000.0,17160910000.0,16916679000.0
2102.0,18825218000.0,16101105000.0,16903391000.0,16639643000.0
2103.0,18318774000.0,15880626000.0,17341792000.0,16650132000.0
2104.0,18096267000.0,15685212000.0,17485416000.0,16601070000.0
2105.0,17909946000.0,15518067000.0,16857032000.0,16576783000.0
2106.0,17747513000.0,15348329000.0,16637750000.0,16366125000.0
2107.0,19119636000.0,15286527000.0,16562247000.0,16134146000.0
2108.0,17908228000.0,14991137000.0,16355550000.0,16429610000.0
2109.0,17586817000.0,14857197000.0,16212269000.0,18176834000.0
2110.0,17357970000.0,14842382000.0,16017964000.0,16126023000.0
2111.0,17322873000.0,14846435000.0,15844448000.0,16150420000.0
2112.0,17117510000.0,14567448000.0,16046557000.0,15800504000.0
2113.0,16921600000.0,14419631000.0,15623969000.0,15622305000.0
2114.0,16968551000.0,14326516000.0,15487735000.0,15391631000.0
2115.0,17732321000.0,14283486000.0,15437672000.0,15256658000.0
2116.0,16671527000.0,14092534000.0,15261821000.0,15098874000.0
2117.0,16534270000.0,13976964000.0,15126640000.0,14973118000.0
2118.0,16368798000.0,13793478000.0,15055715000.0,14866011000.0
2119.0,17517870000.0,13648718000.0,14949463000.0,14760855000.0
2120.0,16162400000.0,13732035000.0,14829573000.0,14641791000.0
2121.0,16023084000.0,13500260000.0,15946461000.0,14540772000.0
2122.0,15895496000.0,13302676000.0,15043581000.0,14755900000.0
2123.0,15820197000.0,13196028000.0,14648399000.0,14380033000.0
2124.0,15625871000.0,13031161000.0,14866222000.0,15250826000.0
2125.0,16797380000.0,13251359000.0,14680749000.0,14332467000.0
2126.0,16609634000.0,13284929000.0,14331643000.0,14169670000.0
2127.0,15557702000.0,13138716000.0,14215715000.0,14561141000.0
2128.0,15370555000.0,12689039000.0,14146494000.0,14032060000.0
2129.0,15302110000.0,12909968000.0,13992513000.0,14324698000.0
2130.0,15165292000.0,12571017000.0,13953067000.0,14000125000.0
2131.0,15083130000.0,12411991000.0,14544721000.0,13983250000.0
2132.0,14964365000.0,12424017000.0,13812338000.0,14127175000.0
2133.0,14858014000.0,12289572000.0,13754593000.0,13759690000.0
2134.0,14748430000.0,12253414000.0,14296571000.0,13740426000.0
2135.0,15805102000.0,12132663000.0,13773538000.0,14017609000.0
2136.0,14909914000.0,14395723000.0,15154322000.0,14284506000.0
2137.0,14648999000.0,12382399000.0,13829728000.0,14751683000.0
2138.0,14515042000.0,12355781000.0,13680085000.0,13687611000.0
2139.0,14435828000.0,11983567000.0,13471834000.0,13441373000.0
2140.0,14332598000.0,11828820000.0,13404656000.0,13810180000.0
2141.0,14995472000.0,11899300000.0,13340120000.0,15070993000.0
2142.0,14248645000.0,11741823000.0,13174684000.0,13960883000.0
2143.0,14109602000.0,11649818000.0,13482945000.0,13498977000.0
2144.0,14652118000.0,11528472000.0,14034105000.0,13446810000.0
2145.0,14063070000.0,11510396000.0,13143776000.0,13168853000.0
2146.0,13931255000.0,11383156000.0,13495696000.0,13021246000.0
2147.0,13858540000.0,11319746000.0,13142150000.0,12876769000.0
2148.0,13961247000.0,11966874000.0,12905883000.0,12923113000.0
2149.0,13742227000.0,11372195000.0,12833917000.0,12779648000.0
2150.0,13816761000.0,11510344000.0,12821960000.0,12662895000.0
2151.0,13618215000.0,11160840000.0,12711673000.0,12603641000.0
2152.0,13550530000.0,11551064000.0,12729444000.0,12561418000.0
2153.0,13538167000.0,11148384000.0,12649422000.0,12609079000.0
2154.0,13984802000.0,11011362000.0,12589598000.0,13819634000.0
2155.0,13458334000.0,11041675000.0,12525067000.0,13339572000.0
2156.0,13333755000.0,10936158000.0,12445495000.0,13008589000.0
2157.0,13464473000.0,11026383000.0,12408343000.0,12390098000.0
2158.0,13239869000.0,10902543000.0,12907282000.0,12681603000.0
2159.0,13158332000.0,11191417000.0,12365358000.0,13943946000.0
2160.0,13180122000.0,11193242000.0,12432139000.0,12745275000.0
2161.0,13255755000.0,10843261000.0,12428566000.0,12304256000.0
2162.0,13044297000.0,10794068000.0,12811605000.0,12329234000.0
2163.0,13018515000.0,11340782000.0,12336085000.0,12772467000.0
2164.0,12893453000.0,10770454000.0,12222936000.0,12384012000.0
2165.0,12864626000.0,11273957000.0,12338081000.0,12140463000.0
2166.0,14282289000.0,10764757000.0,12136776000.0,12051383000.0
2167.0,12811734000.0,10633826000.0,12049526000.0,11991179000.0
2168.0,12736093000.0,10559267000.0,12011428000.0,12213914000.0
2169.0,12704435000.0,10521720000.0,12354554000.0,11878596000.0
2170.0,12702977000.0,10506232000.0,11960654000.0,11817661000.0
2171.0,13281971000.0,11906936000.0,12936633000.0,11757030000.0
2172.0,12800225000.0,11136355000.0,12742150000.0,11729880000.0
2173.0,13275920000.0,10499979000.0,12156563000.0,11694005000.0
2174.0,12660044000.0,10426463000.0,11959165000.0,11725867000.0
2175.0,12468341000.0,10345474000.0,11962825000.0,11790551000.0
2176.0,12441070000.0,10311975000.0,11825277000.0,11660077000.0
2177.0,12377422000.0,10283406000.0,11790953000.0,12165449000.0
2178.0,12345099000.0,10606685000.0,11758904000.0,11685848000.0
2179.0,12395913000.0,10295028000.0,12621671000.0,11637484000.0
2180.0,12282577000.0,10251690000.0,11778813000.0,12001871000.0
2181.0,12213401000.0,10533545000.0,11737001000.0,11658834000.0
2182.0,12179836000.0,10314259000.0,11681056000.0,11652742000.0
2183.0,12297933000.0,10172890000.0,11673261000.0,11485793000.0
2184.0,12094745000.0,10131995000.0,11667813000.0,11557119000.0
2185.0,12069957000.0,10086450000.0,11641205000.0,11406506000.0
2186.0,12078107000.0,10048053000.0,12372725000.0,11401046000.0
2187.0,12137179000.0,10411264000.0,11585969000.0,11960041000.0
2188.0,11968074000.0,10315533000.0,11578764000.0,11383952000.0
2189.0,11924589000.0,10032980000.0,11597250000.0,12083681000.0
2190.0,12647800000.0,9941743000.0,11626314000.0,11284402000.0
2191.0,11919975000.0,9916418000.0,11476454000.0,11380085000.0
2192.0,11816135000.0,10349583000.0,11779373000.0,11948572000.0
2193.0,12130926000.0,9970613000.0,11887947000.0,11250657000.0
2194.0,11777942000.0,10020100000.0,11519231000.0,11066787000.0
2195.0,11708537000.0,9853003000.0,12669731000.0,12011171000.0
2196.0,11826495000.0,9798786000.0,11457186000.0,11880982000.0
2197.0,11810297000.0,10551388000.0,11334511000.0,13083013000.0
2198.0,11623031000.0,9842592000.0,11289079000.0,11618556000.0
2199.0,11547757000.0,9794438000.0,11224419000.0,12823450000.0
2200.0,11477907000.0,9762844000.0,11332643000.0,11241049000.0
2201.0,11443313000.0,9759117000.0,11223738000.0,10978504000.0
2202.0,11699006000.0,9727091000.0,11157637000.0,10855015000.0
2203.0,11412766000.0,9706452000.0,11120794000.0,10958168000.0
2204.0,11338214000.0,9697705000.0,11099886000.0,10808803000.0
2205.0,11264025000.0,9746118000.0,11075232000.0,10818696000.0
2206.0,11273258000.0,9679606000.0,11047791000.0,11022351000.0
2207.0,11243773000.0,9647251000.0,11061289000.0,12626665000.0
2208.0,11164423000.0,9626239000.0,11009342000.0,11034257000.0
2209.0,11114577000.0,9602922000.0,11601181000.0,10630231000.0
2210.0,11074655000.0,9611117000.0,11033663000.0,10574344000.0
2211.0,11014471000.0,9570791000.0,11821410000.0,10557879000.0
2212.0,10976663000.0,9560849000.0,11021039000.0,10922145000.0
2213.0,10939657000.0,9880453000.0,10950298000.0,10912944000.0
2214.0,10915071000.0,9526332000.0,11012287000.0,11986245000.0
2215.0,10822905000.0,9535823000.0,10975501000.0,11091434000.0
2216.0,10758777000.0,9519970000.0,10852285000.0,10768735000.0
2217.0,10720581000.0,9495703000.0,10816219000.0,10486416000.0
2218.0,10698479000.0,9497695000.0,10833137000.0,10494444000.0
2219.0,10659239000.0,9459878000.0,10863773000.0,10397022000.0
2220.0,10579687000.0,9543260000.0,10779080000.0,10546583000.0
2221.0,10523019000.0,9444119000.0,10721191000.0,10458204000.0
2222.0,10449504000.0,10190290000.0,10688034000.0,10478629000.0
2223.0,10416329000.0,9891825000.0,10634528000.0,10469936000.0
2224.0,10363250000.0,9457486000.0,10596646000.0,10311761000.0
2225.0,10313580000.0,9422633000.0,13555998000.0,10373627000.0
2226.0,10247533000.0,9509465000.0,11774985000.0,10374662000.0
2227.0,10247338000.0,9386780000.0,10812057000.0,10220434000.0
2228.0,10384990000.0,9364979000.0,10611517000.0,10192371000.0
2229.0,10079138000.0,9451323000.0,11024136000.0,10617530000.0
2230.0,10004289000.0,9401042000.0,10500046000.0,12349447000.0
2231.0,9946063000.0,9630889000.0,10446583000.0,12791499000.0
2232.0,11667986000.0,9356126000.0,10566229000.0,11011037000.0
2233.0,9987705000.0,9321896000.0,10448908000.0,10609351000.0
2234.0,9859176000.0,9587993000.0,10381847000.0,10590198000.0
2235.0,9826101000.0,9449625000.0,10574483000.0,10398727000.0
2236.0,10349033000.0,9752868000.0,12646673000.0,10195994000.0
2237.0,9788092000.0,9306063000.0,10758915000.0,10121736000.0
2238.0,9727634000.0,9549851000.0,10537578000.0,10035919000.0
2239.0,9683885000.0,9998483000.0,10554896000.0,9990405000.0
2240.0,9882614000.0,9312071000.0,11057139000.0,9979200000.0
2241.0,9623897000.0,9274800000.0,11784267000.0,9941374000.0
2242.0,9542105000.0,9245014000.0,10521211000.0,9910345000.0
2243.0,9464886000.0,9207528000.0,10344358000.0,9857153000.0
2244.0,9610889000.0,9843790000.0,10325048000.0,9846427000.0
2245.0,9526440000.0,9558317000.0,10750448000.0,9921382000.0
2246.0,9361455000.0,9617647000.0,10532807000.0,9795681000.0
2247.0,9526118000.0,9446388000.0,10278335000.0,10087009000.0
2248.0,9417602000.0,9287888000.0,11811071000.0,9740702000.0
2249.0,9318720000.0,9305810000.0,10310160000.0,9737122000.0
2250.0,9269889000.0,9205828000.0,10234197000.0,9688454000.0
2251.0,9267840000.0,9190352000.0,10289264000.0,9630691000.0
2252.0,10142610000.0,9673354000.0,10164924000.0,9730270000.0
2253.0,9266455000.0,9357662000.0,10158325000.0,9734176000.0
2254.0,9174919000.0,9361093000.0,10210472000.0,9631159000.0
2255.0,9148020000.0,9298992000.0,14298559000.0,9831110000.0
2256.0,9772533000.0,9187169000.0,11754615000.0,9584028000.0
2257.0,9142825000.0,9269454000.0,10253317000.0,9398435000.0
2258.0,9143432000.0,9394548000.0,10019856000.0,9740886000.0
2259.0,9108187000.0,9204243000.0,10021376000.0,9415869000.0
2260.0,9184765000.0,9165490000.0,10358811000.0,9382372000.0
2261.0,9397402000.0,9164802000.0,9960301000.0,9313534000.0
2262.0,9073620000.0,9641485000.0,10111716000.0,9919729000.0
2263.0,8996147000.0,9667437000.0,9970639000.0,9952805000.0
2264.0,9168886000.0,9216579000.0,9958025000.0,9280376000.0
2265.0,9014281000.0,9171795000.0,10190826000.0,9237770000.0
2266.0,8949345000.0,9137888000.0,9989809000.0,9359762000.0
2267.0,8962324000.0,9186225000.0,9995998000.0,9259455000.0
2268.0,9058620000.0,9568593000.0,9900351000.0,9102417000.0
2269.0,9003598000.0,9198441000.0,9985595000.0,9043095000.0
2270.0,9669788000.0,9172314000.0,10223773000.0,9005332000.0
2271.0,9041298000.0,9487917000.0,10142325000.0,9315505000.0
2272.0,9050224000.0,9379934000.0,9811700000.0,9701288000.0
2273.0,9049924000.0,9130764000.0,9944301000.0,9374304000.0
2274.0,9124395000.0,9136492000.0,9758974000.0,9005192000.0
2275.0,9668385000.0,9089762000.0,10703239000.0,8935973000.0
2276.0,9144198000.0,9104709000.0,11506694000.0,8901712000.0
2277.0,9234477000.0,9077596000.0,10039768000.0,8853943000.0
2278.0,9157108000.0,9156648000.0,9912147000.0,8836216000.0
2279.0,9104216000.0,9088710000.0,9813923000.0,9204525000.0
2280.0,9101914000.0,9055973000.0,9746697000.0,11198420000.0
2281.0,9283959000.0,9048838000.0,9747056000.0,10160430000.0
2282.0,9112664000.0,9051965000.0,9700280000.0,9092365000.0
2283.0,9051093000.0,9087862000.0,9767783000.0,9725075000.0
2284.0,9684794000.0,9069588000.0,9700696000.0,8952517000.0
2285.0,9292614000.0,9422739000.0,9651452000.0,11126496000.0
2286.0,9448886000.0,9172517000.0,9641301000.0,8968418000.0
2287.0,9167093000.0,9096528000.0,9698328000.0,9431138000.0
2288.0,9142570000.0,9256868000.0,9617959000.0,8993034000.0
2289.0,9150239000.0,9047069000.0,9605489000.0,9092665000.0
2290.0,9091823000.0,9015462000.0,9589862000.0,10336169000.0
2291.0,9165341000.0,8994268000.0,9884041000.0,9262937000.0
2292.0,10280086000.0,9291252000.0,9589919000.0,9131744000.0
2293.0,9344469000.0,8987357000.0,9755699000.0,9591619000.0
2294.0,12484064000.0,9000269000.0,10084731000.0,9384334000.0
2295.0,9711508000.0,9175882000.0,9705225000.0,15908394000.0
2296.0,9416115000.0,9104868000.0,9527967000.0,10085707000.0
2297.0,9325045000.0,9796883000.0,9513198000.0,9355223000.0
2298.0,9285588000.0,9253304000.0,10006870000.0,9129741000.0
2299.0,9445430000.0,9054321000.0,9741043000.0,9426668000.0
2300.0,9282846000.0,9016614000.0,10275603000.0,9015562000.0
