time,CCSM4,CSIRO-MK3-6-0,MPI-ESM-LR
2000.0,33950185000.0,33950185000.0,33950185000.0
2001.0,33624891000.0,33624891000.0,33624891000.0
2002.0,33502515000.0,33502515000.0,33502515000.0
2003.0,33499113000.0,33499113000.0,33499113000.0
2004.0,33951590000.0,33951590000.0,33951590000.0
2005.0,33930619000.0,33930619000.0,33930619000.0
2006.0,34093832000.0,34093832000.0,34093832000.0
2007.0,33819695000.0,33819695000.0,33819695000.0
2008.0,33581100000.0,33581100000.0,33581100000.0
2009.0,33630011000.0,33630011000.0,33630011000.0
2010.0,33767864000.0,33767864000.0,33767864000.0
2011.0,34136054000.0,34136054000.0,34136054000.0
2012.0,33651855000.0,33651855000.0,33651855000.0
2013.0,33542490000.0,33542490000.0,33542490000.0
2014.0,33515624000.0,33515624000.0,33515624000.0
2015.0,33558490000.0,33558490000.0,33558490000.0
2016.0,34526530000.0,34526530000.0,34526530000.0
2017.0,33548995000.0,33548995000.0,33548995000.0
2018.0,33549253000.0,33549253000.0,33549253000.0
2019.0,33513791000.0,33513791000.0,33513791000.0
2020.0,33678086000.0,33678086000.0,33678086000.0
2021.0,33324340000.0,33283891000.0,33589950000.0
2022.0,33234100000.0,33246155000.0,33448856000.0
2023.0,33178001000.0,33154419000.0,33333563000.0
2024.0,33081565000.0,33032444000.0,33238587000.0
2025.0,33025436000.0,32940510000.0,33250796000.0
2026.0,33101130000.0,32796924000.0,33380225000.0
2027.0,33097150000.0,32736002000.0,33828010000.0
2028.0,33070176000.0,32593175000.0,33341207000.0
2029.0,32773192000.0,32434460000.0,33083347000.0
2030.0,32684177000.0,32266320000.0,33103251000.0
2031.0,32577077000.0,32463120000.0,32961178000.0
2032.0,32372271000.0,32086266000.0,32797618000.0
2033.0,32241328000.0,31846863000.0,32740205000.0
2034.0,32279200000.0,31546262000.0,32561377000.0
2035.0,32064883000.0,31313449000.0,32512893000.0
2036.0,31859745000.0,31273105000.0,32289075000.0
2037.0,31736010000.0,31000482000.0,32265703000.0
2038.0,31666825000.0,30869793000.0,32130243000.0
2039.0,31362122000.0,30527420000.0,31865307000.0
2040.0,31174367000.0,30171808000.0,31642941000.0
2041.0,30958516000.0,30180848000.0,31497857000.0
2042.0,30893505000.0,29707567000.0,31271657000.0
2043.0,30622601000.0,29306601000.0,31128693000.0
2044.0,30333650000.0,29047644000.0,31051325000.0
2045.0,30062762000.0,28872862000.0,30690621000.0
2046.0,29836200000.0,28507621000.0,30167738000.0
2047.0,29631260000.0,28192018000.0,29818352000.0
2048.0,29270227000.0,28269310000.0,29809246000.0
2049.0,29040857000.0,27537717000.0,29270330000.0
2050.0,28788611000.0,27235510000.0,28925483000.0
2051.0,28557630000.0,26946265000.0,28541223000.0
2052.0,28373959000.0,26969786000.0,28215658000.0
2053.0,28082250000.0,27840666000.0,27907906000.0
2054.0,27753030000.0,26720586000.0,27592240000.0
2055.0,27422669000.0,26103800000.0,28099766000.0
2056.0,27108930000.0,25588312000.0,26944910000.0
2057.0,26762273000.0,26127448000.0,26434800000.0
2058.0,26424584000.0,24985786000.0,25966995000.0
2059.0,26274255000.0,24957612000.0,25451026000.0
2060.0,25892514000.0,24298564000.0,25128538000.0
2061.0,25612739000.0,24121285000.0,24566436000.0
2062.0,25234672000.0,23651283000.0,24026358000.0
2063.0,24907444000.0,23135720000.0,23664278000.0
2064.0,24606206000.0,22647798000.0,23053060000.0
2065.0,24275616000.0,22176662000.0,22614850000.0
2066.0,23966450000.0,21821594000.0,22147891000.0
2067.0,23596448000.0,21459907000.0,21557234000.0
2068.0,23246650000.0,21063133000.0,21071063000.0
2069.0,22793728000.0,20589079000.0,20679582000.0
2070.0,22322643000.0,20188586000.0,20266324000.0
2071.0,21940326000.0,19802190000.0,19678966000.0
2072.0,21611117000.0,19336837000.0,19268900000.0
2073.0,21189317000.0,18971152000.0,19029725000.0
2074.0,20844763000.0,18444007000.0,18518825000.0
2075.0,20538800000.0,17974745000.0,18007538000.0
2076.0,20176132000.0,17336111000.0,17462700000.0
2077.0,19736357000.0,16984037000.0,17061426000.0
2078.0,19273374000.0,16496481000.0,16637968000.0
2079.0,18862432000.0,16059340000.0,16349179000.0
2080.0,18593309000.0,15708916000.0,15828668000.0
2081.0,18118302000.0,15346295000.0,15278678000.0
2082.0,17724290000.0,14959560000.0,14769604000.0
2083.0,17415586000.0,14555139000.0,14290721000.0
2084.0,17007470000.0,14314132000.0,13932292000.0
2085.0,16585256000.0,14257023000.0,13983663000.0
2086.0,16208202000.0,13809674000.0,13220605000.0
2087.0,15882510000.0,13442687000.0,12814814000.0
2088.0,15554025000.0,13306716000.0,12457260000.0
2089.0,15249228000.0,12783523000.0,12072883000.0
2090.0,14886548000.0,12411236000.0,11594411000.0
2091.0,14562585000.0,12044553000.0,11212202000.0
2092.0,14186994000.0,11742304000.0,10900382000.0
2093.0,13868167000.0,11631281000.0,10620883000.0
2094.0,13453389000.0,11293582000.0,10278569000.0
2095.0,13060015000.0,10933108000.0,10056022000.0
2096.0,12755110000.0,10647201000.0,9765874000.0
2097.0,12499714000.0,10423857000.0,9602938000.0
2098.0,12206950000.0,10359863000.0,9356509000.0
2099.0,11922922000.0,9999445000.0,9103164000.0
2100.0,11681833000.0,9806706000.0,8851253000.0
2101.0,11425432000.0,9612635000.0,8623013000.0
2102.0,11145135000.0,9426327000.0,8308197400.0
2103.0,10869116000.0,9225739000.0,8018416600.0
2104.0,10635366000.0,9013541000.0,7766536000.0
2105.0,10366415000.0,8770993000.0,7599170600.0
2106.0,10146659000.0,8576087000.0,7408567300.0
2107.0,9891091000.0,8260931600.0,7272150000.0
2108.0,9656148000.0,8052479500.0,6971851000.0
2109.0,9402363000.0,7913098000.0,6831951400.0
2110.0,9174206000.0,7786060000.0,6476396500.0
2111.0,8968861000.0,7581555000.0,6345225700.0
2112.0,8735095000.0,7412489000.0,6078994000.0
2113.0,8628301000.0,7248205300.0,5906678300.0
2114.0,8379110400.0,6962076700.0,5695896600.0
2115.0,8208231400.0,6861742000.0,5539733500.0
2116.0,7989215000.0,6731334000.0,5362210300.0
2117.0,7842827300.0,6604749000.0,5177469400.0
2118.0,7725997000.0,7001969000.0,5024167400.0
2119.0,7489106400.0,6481203700.0,4869361000.0
2120.0,7284772400.0,6339305000.0,4690201600.0
2121.0,7153659000.0,6103321600.0,4530308000.0
2122.0,7026900000.0,5916371500.0,4443234300.0
2123.0,6902411300.0,5871781400.0,4372822000.0
2124.0,6750707000.0,5959090000.0,4199490600.0
2125.0,6648240000.0,5722671600.0,4037113600.0
2126.0,6567231000.0,5569427500.0,3794899500.0
2127.0,6340592000.0,5481765000.0,3580994800.0
2128.0,6113854500.0,5445777000.0,3418036000.0
2129.0,6020985300.0,5746015000.0,3255614200.0
2130.0,5936780000.0,5330260000.0,3155991800.0
2131.0,5854121000.0,5355608000.0,3091646200.0
2132.0,5807118300.0,5203660000.0,2979377400.0
2133.0,5651542500.0,5115175000.0,2936923100.0
2134.0,5563308500.0,4979682300.0,2855987700.0
2135.0,5410237400.0,4945164300.0,2739470800.0
2136.0,5348630500.0,4662526500.0,2597528800.0
2137.0,5255732000.0,4621796000.0,2564230100.0
2138.0,5149620000.0,4566394000.0,2489293000.0
2139.0,5087627000.0,4527790000.0,2430558200.0
2140.0,5022310000.0,4482618000.0,2354429400.0
2141.0,4912369700.0,4446128600.0,2270127400.0
2142.0,4798180400.0,4403997000.0,2189328000.0
2143.0,4593693700.0,4366426600.0,2141039500.0
2144.0,4499444700.0,4343815700.0,2093671000.0
2145.0,4434738000.0,4371664400.0,2070709800.0
2146.0,4322909000.0,4286318300.0,2027395700.0
2147.0,4239050000.0,4186360000.0,2003664800.0
2148.0,4191839000.0,4143860000.0,1940336300.0
2149.0,4078180600.0,4109945900.0,1909749400.0
2150.0,4045697800.0,4091214600.0,1852697000.0
2151.0,4070324000.0,4054872600.0,1822711700.0
2152.0,3911158800.0,4028872200.0,1738238000.0
2153.0,3865333500.0,3957716000.0,1731333100.0
2154.0,3843166200.0,3856309000.0,1636517000.0
2155.0,3797472300.0,3949737500.0,1581926400.0
2156.0,3766678300.0,3693907700.0,1520826500.0
2157.0,3670962200.0,3540530200.0,1505684900.0
2158.0,3609327900.0,3506418200.0,1485544000.0
2159.0,3565055200.0,3460688400.0,1489549600.0
2160.0,3521284000.0,3382319400.0,1438446000.0
2161.0,3432044500.0,3446035500.0,1420423000.0
2162.0,3367231500.0,3290841300.0,1399932800.0
2163.0,3348709400.0,3222280700.0,1363626400.0
2164.0,3315956500.0,3152217600.0,1351901700.0
2165.0,3256455400.0,3088924000.0,1342909600.0
2166.0,3227651000.0,3047575800.0,1331251100.0
2167.0,3163120400.0,3051981000.0,1340359600.0
2168.0,3130267000.0,3000726500.0,1313852800.0
2169.0,3093099300.0,2954596400.0,1307800300.0
2170.0,3060820500.0,2904161500.0,1300410800.0
2171.0,3014854000.0,2842898200.0,1256800300.0
2172.0,2937801700.0,2767692300.0,1248573700.0
2173.0,2910254600.0,2665956400.0,1303574400.0
2174.0,2888273700.0,2670214000.0,1238967600.0
2175.0,2771005700.0,2479788500.0,1221064400.0
2176.0,2743159600.0,2379789000.0,1201000200.0
2177.0,2687292700.0,2620639200.0,1195536400.0
2178.0,2665640400.0,2302134000.0,1180476000.0
2179.0,2601348600.0,2220764700.0,1175065900.0
2180.0,2598381800.0,3496631800.0,1163111200.0
2181.0,2556056000.0,2247031600.0,1067547650.0
2182.0,2536769000.0,2052774900.0,1064378750.0
2183.0,2486983700.0,2540184000.0,1028143170.0
2184.0,2466294000.0,2021667100.0,1028142460.0
2185.0,2462672100.0,1976844000.0,1017320500.0
2186.0,2459457300.0,1939643300.0,1002687600.0
2187.0,2436015900.0,1873954700.0,998319360.0
2188.0,2411003400.0,1786057500.0,974320700.0
2189.0,2404952600.0,1690391900.0,969785800.0
2190.0,2405682400.0,1632624900.0,955965440.0
2191.0,2376512000.0,1617119100.0,952377150.0
2192.0,2296278000.0,1596847500.0,941874100.0
2193.0,2271205600.0,1538364400.0,928756030.0
2194.0,2248189400.0,1541599000.0,923859260.0
2195.0,2242132000.0,1576629200.0,919214100.0
2196.0,2235697200.0,1502082400.0,890228300.0
2197.0,2221737000.0,1474402400.0,912045400.0
2198.0,2203442000.0,1466974000.0,866796500.0
2199.0,2199132000.0,1455344100.0,860307900.0
2200.0,2180770300.0,1422367700.0,833155460.0
2201.0,2165443800.0,1418678800.0,815345900.0
2202.0,2160881700.0,1426209300.0,810213760.0
2203.0,2106972500.0,1375436000.0,805107600.0
2204.0,2079498500.0,1324717200.0,846897200.0
2205.0,2052437100.0,1454854400.0,773473000.0
2206.0,2046038500.0,1315054300.0,767296600.0
2207.0,2031415800.0,1292975700.0,747370050.0
2208.0,2029901000.0,1257597200.0,724970300.0
2209.0,2026088000.0,1245681200.0,805491400.0
2210.0,2022047400.0,1245364600.0,687384260.0
2211.0,2012694400.0,1229655200.0,681524000.0
2212.0,1993137200.0,1222536700.0,673457900.0
2213.0,1967895400.0,1176254800.0,689552100.0
2214.0,2028076500.0,1171305200.0,630816000.0
2215.0,1943961000.0,1174397700.0,630392700.0
