time,ACCESS-ESM1-5,ACCESS-CM2,CANESM5,CESM2-WACCM,IPSL-CM6A-LR,MRI-ESM2-0
2033.0,29024120000.0,30973936000.0,33348050000.0,36401990000.0,37891630000.0,30350428000.0
2034.0,28061712000.0,29721397000.0,32079140000.0,35441680000.0,37647094000.0,28830214000.0
2035.0,26857062000.0,28410880000.0,31237040000.0,34492228000.0,37405393000.0,27438674000.0
2036.0,26016842000.0,27308247000.0,30003493000.0,33155535000.0,35778134000.0,25923490000.0
2037.0,25106905000.0,25530474000.0,28678880000.0,33361258000.0,34248104000.0,25196931000.0
2038.0,24158734000.0,24345344000.0,27057887000.0,32021957000.0,33093190000.0,24870701000.0
2039.0,23696835000.0,23106484000.0,26773256000.0,30737123000.0,31777927000.0,23979788000.0
2040.0,22804115000.0,22265717000.0,25482224000.0,29091146000.0,30968574000.0,23741430000.0
2041.0,22068537000.0,21195014000.0,24306723000.0,27798161000.0,30360398000.0,22841113000.0
2042.0,20941173000.0,20805046000.0,23473720000.0,27005794000.0,29129990000.0,22613450000.0
2043.0,20475430000.0,19185897000.0,22645443000.0,26290866000.0,27389671000.0,22056520000.0
2044.0,19657220000.0,18514560000.0,20626246000.0,24723091000.0,26917716000.0,21596527000.0
2045.0,19002132000.0,18041526000.0,20306475000.0,23033440000.0,26146450000.0,20770170000.0
2046.0,18259990000.0,17217149000.0,19267987000.0,22562855000.0,25069300000.0,20019760000.0
2047.0,17093994000.0,16553274000.0,18083596000.0,20569156000.0,23720008000.0,19991738000.0
2048.0,16028284000.0,15571194000.0,17745312000.0,19139852000.0,22772056000.0,19767036000.0
2049.0,15367056000.0,14878939000.0,16708524000.0,18844592000.0,21278380000.0,19176323000.0
2050.0,14693711000.0,14024244000.0,16092517000.0,18244438000.0,20127578000.0,18896714000.0
2051.0,13778354000.0,13498666000.0,15366391000.0,16965515000.0,19274455000.0,19098480000.0
2052.0,13103433000.0,12603518000.0,14955228000.0,15952631000.0,18443702000.0,18598412000.0
2053.0,12735978000.0,11511857000.0,14251796000.0,14526629000.0,17925351000.0,18254983000.0
2054.0,12639477000.0,10943326000.0,14028144000.0,14134827000.0,16947181000.0,17912443000.0
2055.0,12130498000.0,10789817000.0,13960603000.0,13476029000.0,15874984000.0,17447584000.0
2056.0,11775482000.0,10517934000.0,13912584000.0,12644357000.0,14656267000.0,16818779000.0
2057.0,11476468000.0,9775938000.0,13080564000.0,11577063000.0,13671276000.0,16336123000.0
2058.0,11227255000.0,9243191000.0,12966814000.0,11064877000.0,13223447000.0,15939735000.0
2059.0,10726511000.0,8589289500.0,12060810000.0,10080157000.0,12312540000.0,15707933000.0
2060.0,10430083000.0,8008718000.0,11386095000.0,9666135000.0,11618398000.0,14954744000.0
2061.0,10316580000.0,7750094000.0,10941578000.0,9232356000.0,11202775000.0,14457192000.0
2062.0,9956103000.0,7293945000.0,10502473000.0,8769315000.0,10694215000.0,13643989000.0
2063.0,9494950000.0,7012756500.0,10098933000.0,8208728600.0,10143917000.0,12988726000.0
2064.0,9124487000.0,6827427300.0,9663517000.0,7742269400.0,9721821000.0,12885521000.0
2065.0,8733958000.0,6564439000.0,9201339000.0,7426865700.0,9023563000.0,12574785000.0
2066.0,8164432000.0,6395060700.0,8623382000.0,7159756300.0,8433776000.0,12292574000.0
2067.0,7771822600.0,6009422300.0,8177550300.0,6930820000.0,7941012000.0,11546519000.0
2068.0,7474488300.0,5846658000.0,7915216400.0,6420136400.0,7401693000.0,10610457000.0
2069.0,7350743000.0,5683395000.0,7469713400.0,6127695400.0,7190760000.0,10248422000.0
2070.0,7065719000.0,5357848600.0,6962102000.0,5753541600.0,6594085000.0,9710566000.0
2071.0,6756487700.0,4753035300.0,6523687000.0,5433063400.0,6053607000.0,9429442000.0
2072.0,6327186000.0,4611646500.0,6395573000.0,5167247400.0,5803270000.0,9082441000.0
2073.0,5741667300.0,4610971000.0,5760088000.0,4828755500.0,5437378600.0,8637887000.0
2074.0,5448450600.0,4577794600.0,5207568000.0,4710927000.0,5303375000.0,7951726600.0
2075.0,5169250300.0,4499903000.0,4808893400.0,4512844000.0,5014075400.0,7785864700.0
2076.0,5003451000.0,4285322800.0,4412931000.0,4335415000.0,4617084400.0,7647387000.0
2077.0,4777979000.0,4076622600.0,3922121700.0,3986675500.0,4209484300.0,7329014000.0
2078.0,4659688000.0,3824475000.0,3889875700.0,3721719800.0,3917756700.0,6978255000.0
2079.0,4277056300.0,3604015000.0,3815764700.0,3316858400.0,3681329000.0,6451549700.0
2080.0,3941312500.0,3488806000.0,3413671200.0,3242655500.0,3381016000.0,5919418400.0
2081.0,3607944000.0,3447621000.0,3232156400.0,3146626000.0,3116214800.0,5633351700.0
2082.0,3476459800.0,3284070700.0,3050901500.0,2960881000.0,2808833000.0,5480843300.0
2083.0,3141593900.0,3241414400.0,2758843400.0,2640936000.0,2659150800.0,5219986400.0
2084.0,2959716000.0,3077790500.0,2519104800.0,2546229500.0,2460426500.0,4921947600.0
2085.0,2826805000.0,2688447200.0,2343455500.0,2466999300.0,2301008600.0,4731168000.0
2086.0,2695663000.0,2613085000.0,2068224100.0,2267520800.0,2112857000.0,4640844000.0
2087.0,2515162600.0,2352520400.0,1723400400.0,1992380800.0,1832608400.0,4454018600.0
2088.0,2357659400.0,2074811000.0,1479479400.0,1948599600.0,1703685800.0,4108916700.0
2089.0,2302533600.0,1865666300.0,1407697400.0,1834863100.0,1541393800.0,3914409000.0
2090.0,2215173600.0,1787740200.0,1258892200.0,1738938400.0,1385256800.0,3573731300.0
2091.0,2074369500.0,1560027500.0,1105994600.0,1486721200.0,1209709700.0,3526215000.0
2092.0,2044489700.0,1364014500.0,1040133440.0,1406120600.0,1057650400.0,3314361900.0
2093.0,2012351000.0,1293176800.0,993203460.0,1334222000.0,962484000.0,3198387200.0
2094.0,1960936100.0,1092481000.0,841200400.0,1288093200.0,862086200.0,3085514000.0
2095.0,1972461400.0,942122240.0,701453500.0,1160196500.0,768694140.0,2832010800.0
2096.0,1948555500.0,815976770.0,626508740.0,1122515600.0,685140600.0,2846114600.0
2097.0,1883249800.0,838324800.0,604380900.0,1038251840.0,612682050.0,2813621000.0
2098.0,1922516700.0,787936200.0,571702340.0,920724400.0,534180900.0,2845196500.0
2099.0,1881809400.0,712051300.0,532693120.0,860439000.0,468420220.0,2754317000.0
2100.0,1839155500.0,677916540.0,466765020.0,753352200.0,424456160.0,2748883200.0
2101.0,1680995300.0,632337860.0,465260380.0,734895170.0,364619840.0,2621332200.0
2102.0,1595030100.0,525524100.0,439022180.0,726569400.0,341485860.0,2461051000.0
2103.0,1547073800.0,504055550.0,374684640.0,662632060.0,308816130.0,2274506500.0
2104.0,1500799700.0,485540500.0,371863650.0,622013250.0,298752930.0,2302985200.0
2105.0,1405717000.0,465812380.0,366349950.0,567042050.0,277573630.0,2095502600.0
2106.0,1308031500.0,421380540.0,304181440.0,513241920.0,251162620.0,1949352300.0
2107.0,1271013200.0,374985500.0,281216400.0,486268220.0,221252700.0,1930230400.0
2108.0,1189060700.0,361057470.0,264882820.0,476129280.0,208778820.0,1853833600.0
2109.0,1099415400.0,368074020.0,232948740.0,447595840.0,201318830.0,1839081000.0
2110.0,1049626050.0,304429500.0,213783400.0,383619700.0,202715400.0,1736170800.0
2111.0,1030504800.0,225466220.0,181457840.0,365160260.0,181541710.0,1579822700.0
2112.0,1003920960.0,184973060.0,168798990.0,311105150.0,169519580.0,1523915300.0
2113.0,940635140.0,153650930.0,149388960.0,287703230.0,154195940.0,1389999200.0
2114.0,864828600.0,112036210.0,145524670.0,252013730.0,132999930.0,1294663400.0
2115.0,832224100.0,84998580.0,110962310.0,248486940.0,106390940.0,1272363300.0
2116.0,784615740.0,74804180.0,83046640.0,210660930.0,93184424.0,1173227100.0
2117.0,690427100.0,45848464.0,66642560.0,182961150.0,75778660.0,1077638900.0
2118.0,603039170.0,36310410.0,58136790.0,169116080.0,66806164.0,1081809700.0
2119.0,506895970.0,29107886.0,52304396.0,147511310.0,54086216.0,1039232000.0
2120.0,436362800.0,25970904.0,48303052.0,125858936.0,49502324.0,1027767800.0
2121.0,410506180.0,20918476.0,34386850.0,105383730.0,42160224.0,896084350.0
2122.0,420204060.0,18429646.0,29485034.0,101852500.0,39561420.0,885607040.0
2123.0,433623550.0,17765338.0,23441306.0,94479370.0,30424710.0,869805000.0
2124.0,425170660.0,13373591.0,17742034.0,89412270.0,28882438.0,794299500.0
2125.0,391576320.0,11599597.0,13646062.0,90698344.0,23359050.0,786781400.0
2126.0,367889060.0,10104309.0,10054922.0,91903240.0,18522136.0,726673200.0
2127.0,296969760.0,8057427.0,7285787.5,80974056.0,15348246.0,621487800.0
2128.0,311240350.0,5846176.0,6346090.0,75453110.0,12321722.0,611690240.0
2129.0,309125950.0,5048840.0,5363621.0,67160264.0,8428012.0,622168900.0
2130.0,291082560.0,4592914.5,4717184.5,64152920.0,6286421.5,577352500.0
2131.0,280372030.0,4074242.2,4619514.5,58867450.0,5257469.0,515138880.0
2132.0,265325010.0,3446019.8,4015554.0,48401590.0,4619381.0,499479200.0
2133.0,249601700.0,2847665.0,3307104.0,43140210.0,3924305.0,466246750.0
2134.0,250478430.0,2302943.2,2693026.2,39248400.0,3624828.0,454697630.0
2135.0,239409650.0,1957409.0,2399382.0,38746130.0,3075818.5,452397100.0
2136.0,238455860.0,1781387.8,2153361.2,30695784.0,2517347.5,424156830.0
2137.0,213687470.0,1696681.8,1860824.0,23865930.0,2388883.5,416826180.0
2138.0,205766340.0,1535788.5,1552491.5,21966430.0,2096525.2,371150560.0
2139.0,185402670.0,1443229.5,1335894.2,22624758.0,1859247.2,354334400.0
2140.0,166996430.0,1488518.8,1143344.4,22127798.0,1605771.0,342337570.0
2141.0,149506220.0,1234976.5,1067323.5,18840730.0,1473117.5,320080670.0
2142.0,153047400.0,1159567.9,994889.3,17686606.0,1353456.8,319146560.0
2143.0,146786510.0,988376.7,983056.7,14536547.0,1194388.2,294999330.0
2144.0,147145170.0,896602.9,960018.44,12356638.0,1079565.2,285884400.0
2145.0,152796620.0,813251.5,963090.94,10448600.0,944599.44,258358420.0
2146.0,140030300.0,784609.7,937708.5,10417459.0,857476.56,247445360.0
2147.0,127470520.0,799201.3,952574.75,10322704.0,774461.44,250140380.0
2148.0,106619576.0,750156.8,921973.8,10432062.0,719237.94,235199070.0
2149.0,104256360.0,763083.6,915136.44,9947789.0,660036.75,207421600.0
2150.0,83940024.0,748088.9,898092.75,9549484.0,656664.44,174018260.0
2151.0,66822732.0,709588.94,850217.75,8569487.0,612408.9,176733870.0
2152.0,60831664.0,656267.8,797580.8,8455130.0,599267.56,177019200.0
2153.0,48749496.0,621441.9,751324.44,8256004.0,584329.25,147431970.0
2154.0,43763148.0,613692.25,713324.2,8164506.0,542399.56,149669150.0
2155.0,39040412.0,603123.1,704542.94,7233853.5,568424.6,147228030.0
2156.0,36962364.0,635797.9,683955.8,6451424.5,525386.2,145645890.0
2157.0,32142078.0,654594.8,613304.2,6097926.5,457996.88,148754480.0
2158.0,29084630.0,621238.5,593994.94,5740861.0,433806.78,146593820.0
2159.0,25832238.0,611117.06,598114.0,5196344.5,393566.34,114831610.0
2160.0,24277918.0,595786.5,574543.5,4431925.0,343463.2,96939224.0
2161.0,20857728.0,575951.5,537117.1,3931659.5,307172.22,97031570.0
2162.0,21156882.0,558726.7,479146.97,3879330.8,300557.06,87279520.0
2163.0,20634464.0,530719.4,433498.34,3902237.8,279565.12,77545864.0
2164.0,19696272.0,504606.47,408943.0,3524479.5,284976.44,79192184.0
2165.0,19587024.0,475570.94,379422.1,3372052.2,283401.03,70608350.0
2166.0,17379230.0,445412.1,373976.25,3290436.5,283147.7,74603290.0
2167.0,16333786.0,406513.62,341804.44,2616249.5,286235.25,73496970.0
2168.0,15886789.0,397884.84,283069.34,2409667.5,288029.25,70007500.0
2169.0,14844498.0,339783.9,282325.03,2006307.4,277564.97,70303270.0
2170.0,13856210.0,293791.25,287205.06,1638222.9,277911.6,65053044.0
2171.0,13534652.0,286288.03,286454.28,1522872.0,279962.8,71573350.0
2172.0,12366222.0,285950.8,286132.47,1336824.2,279114.88,73627930.0
2173.0,11441157.0,282205.28,280653.28,1189790.2,286656.66,68769770.0
2174.0,10435640.0,286574.16,283224.62,1105014.0,284139.6,58394908.0
2175.0,10785366.0,279608.72,276192.34,989787.6,282152.5,47576384.0
2176.0,9860738.0,278921.7,286382.84,893224.44,282723.34,42208980.0
2177.0,7980862.0,277509.72,286364.0,816208.5,278789.12,38505460.0
2178.0,7420177.0,278832.66,276613.2,793127.75,278759.56,35714536.0
2179.0,6909385.5,282069.84,279196.03,740794.44,278970.97,39367628.0
2180.0,6840971.0,282752.66,285303.28,707026.6,279086.1,36368264.0
2181.0,6773997.0,275446.9,280314.88,714045.8,277727.53,29926876.0
2182.0,6132096.5,278151.03,281293.12,701099.25,276447.06,28345168.0
2183.0,5495207.5,281968.66,286628.62,653012.5,276502.78,28428982.0
2184.0,5114312.0,274257.03,278961.3,635135.9,277549.72,25597894.0
2185.0,4190321.2,286029.25,275040.2,612808.75,277526.53,24605084.0
2186.0,4219441.5,282936.94,284271.72,581246.0,271787.3,22699462.0
2187.0,3916650.5,282342.34,278071.78,510998.2,270497.0,22047946.0
2188.0,3638551.0,280335.22,275587.7,490237.4,274613.75,17441572.0
2189.0,3527832.5,289677.03,278776.28,460957.94,279639.28,18934916.0
2190.0,3376360.2,279894.2,281060.06,404998.4,277929.44,21235852.0
2191.0,3195395.8,283529.75,270758.22,401391.84,278495.84,19957750.0
2192.0,2914364.8,284586.22,272075.16,376005.75,272873.7,17765790.0
2193.0,2528144.0,280277.2,272483.72,356758.0,274421.3,14526156.0
2194.0,2126967.8,280091.53,279600.6,296696.88,272837.22,14190085.0
2195.0,2058529.1,279979.47,274390.12,290350.53,271096.16,15008411.0
2196.0,1820757.8,280566.38,272641.2,288734.28,273242.3,12980401.0
2197.0,1669308.8,282473.8,272023.06,283940.7,276329.66,12121318.0
2198.0,1522856.5,283844.53,273737.38,277494.78,276172.03,11739168.0
2199.0,1661869.8,275800.47,267065.97,285213.28,266005.7,11104375.0
2200.0,1564385.8,272414.34,269104.97,280217.1,273263.06,11657888.0
2201.0,1428539.4,276332.53,272858.97,279555.25,267263.3,9680840.0
2202.0,1350573.2,282936.75,276840.28,285527.34,273628.0,10197069.0
2203.0,1142075.0,275823.7,271669.66,290500.56,270699.5,9053947.0
2204.0,1075508.9,282562.4,266650.3,285213.75,267367.1,9886682.0
2205.0,937581.6,277638.3,271524.03,284068.4,269476.38,9318803.0
2206.0,913841.2,272942.94,266752.1,285349.5,271225.3,9328149.0
2207.0,865929.25,280663.6,274893.06,281713.03,271401.84,8013827.0
2208.0,897552.44,277909.22,277496.7,284530.88,269210.16,8067629.0
2209.0,928911.94,276248.7,275091.5,283331.03,272237.4,7914554.5
2210.0,910382.7,283697.72,266339.1,279095.66,266096.9,9446527.0
2211.0,891934.56,271086.9,271331.56,287556.62,273464.9,10727196.0
2212.0,923894.44,278825.9,271985.47,280059.53,259582.34,7328519.5
2213.0,942808.3,278032.7,266874.9,281293.97,263314.0,7100445.5
2214.0,959620.4,276866.72,271278.22,283537.62,267889.72,7212291.5
2215.0,1019904.3,279602.66,272222.97,282041.84,267771.66,7522608.5
2216.0,1024109.6,274024.16,276428.8,282053.62,266314.53,7204674.5
2217.0,1017786.1,274874.6,265244.25,281914.56,272638.94,6708436.5
2218.0,965517.3,279595.3,265974.53,283545.94,259150.67,7013529.5
2219.0,964562.3,277151.75,258751.56,282373.06,269639.88,6155164.0
2220.0,940706.1,282104.1,265949.6,278844.84,272804.6,6177125.5
2221.0,978051.06,271531.53,273905.72,275928.38,268284.28,6108045.0
2222.0,989016.1,270363.72,271474.88,284956.88,268832.2,5796316.5
2223.0,992413.94,276310.34,269358.1,281043.1,264179.06,5978538.5
2224.0,939087.1,275422.9,269404.38,284002.78,266688.66,5746217.5
2225.0,933163.4,279571.7,268643.03,280692.2,268428.97,5940906.0
2226.0,973637.06,272982.78,261871.98,277392.44,263535.16,5944278.0
2227.0,1131816.8,276344.38,262911.75,273351.88,259200.72,6440532.5
2228.0,993726.0,272930.03,268002.75,283093.88,264299.94,5881102.0
2229.0,992796.25,274113.62,264013.4,278743.6,266603.62,5391143.0
2230.0,1012979.2,280083.2,273473.47,279940.84,264818.75,4993258.5
2231.0,1012017.1,278944.4,268569.7,281310.4,260681.98,4213572.5
2232.0,992129.5,276866.5,267828.8,284036.44,270563.53,5655909.0
2233.0,962372.5,280998.66,262806.03,284822.25,263134.56,4194311.5
2234.0,1006432.1,272917.47,265349.0,279903.97,264075.0,4176200.5
2235.0,1057221.6,271279.6,260705.84,276802.22,270587.78,4338351.5
2236.0,974765.25,270961.94,263469.2,280079.72,260816.77,4185487.0
2237.0,939785.94,276692.53,261628.28,283177.0,258192.55,4197736.0
2238.0,967073.1,276256.28,265999.72,277757.25,271099.12,3977313.2
2239.0,961857.3,271261.03,271330.56,276096.2,260444.75,3644361.5
2240.0,964791.44,270633.38,264743.97,275957.2,270310.2,3443005.2
2241.0,989142.6,273253.25,261967.23,280964.25,267980.9,3398628.0
2242.0,953817.56,270769.8,254758.58,281122.34,266294.06,3086433.5
2243.0,947360.94,264359.53,257269.38,273980.44,260704.31,3256286.2
2244.0,953972.3,272352.75,260808.42,281675.28,266882.78,3143584.5
2245.0,936286.3,271253.25,258894.47,274893.8,258824.84,2945880.2
2246.0,1078734.8,273348.34,261208.2,281333.0,261442.81,5270534.5
2247.0,976475.06,272215.12,261846.34,276925.22,262923.2,3603210.2
2248.0,1229020.9,268850.34,259058.38,279124.1,268196.5,3102009.8
2249.0,1162303.4,268507.3,262271.88,281931.62,264260.66,3214144.2
2250.0,1075099.8,272888.72,264843.78,278380.66,267686.53,3051512.5
2251.0,992749.94,274350.25,265289.44,279567.44,271717.0,2962232.2
2252.0,995316.6,272014.28,256759.83,278818.34,273843.8,5193828.0
2253.0,988404.9,276855.75,262351.72,283744.2,265307.03,3003510.0
2254.0,969353.44,272897.1,259494.33,286456.94,270161.53,3038777.5
2255.0,994806.4,267942.9,254723.89,282238.34,269514.34,2837035.8
2256.0,997681.3,270630.94,254974.27,281893.72,264979.84,2746792.2
2257.0,1015257.75,273975.44,263571.2,275200.72,266487.4,2744312.2
2258.0,905285.8,265951.3,253811.38,271467.9,259974.08,2645460.5
2259.0,887674.1,272521.9,252087.97,277195.47,259385.05,2678501.2
2260.0,908905.44,267756.7,254947.44,274886.34,260400.95,2774091.8
2261.0,918569.5,264869.7,253450.64,276203.94,256872.5,2515335.5
2262.0,911579.9,269702.44,246812.97,275045.2,264472.16,2516492.2
2263.0,931124.6,269652.56,242496.81,279973.53,260007.22,2496149.5
2264.0,927484.8,273820.75,249948.36,276191.3,263275.06,3202110.0
2265.0,955157.0,269361.78,250834.33,276299.7,268916.2,2494509.5
2266.0,1005914.0,272286.2,251658.19,279185.66,265657.8,2977443.0
2267.0,978838.4,265443.2,252974.3,283857.75,264895.56,2585333.2
2268.0,911175.4,271463.72,255308.8,284211.62,259958.25,3521302.0
2269.0,948442.94,268556.16,256909.69,283167.5,259772.78,2680468.2
2270.0,943675.56,278905.88,259300.97,285302.84,260400.97,3127073.0
2271.0,941399.2,280003.9,258725.83,278492.5,260460.31,2738193.5
2272.0,931243.8,274258.03,247513.31,286138.5,264748.28,2558992.5
2273.0,997629.8,271551.28,245377.16,285222.25,265274.38,2592663.5
2274.0,927099.0,268352.4,251587.84,276736.7,259026.52,2354788.8
2275.0,966489.3,277067.4,255030.14,283425.53,259996.28,2749181.5
2276.0,997948.94,269913.56,256760.84,281935.56,260529.34,2793128.8
2277.0,971403.06,270309.3,255083.78,282206.72,257072.11,3404338.5
2278.0,984441.8,270009.75,250428.36,279770.56,265767.4,3626266.0
2279.0,957887.1,273266.25,258599.72,275701.94,260333.77,3366698.8
2280.0,901744.75,279703.66,257467.84,277666.56,265806.4,3323823.2
2281.0,921186.3,274265.62,260448.31,282157.2,262179.7,3031954.0
2282.0,971525.8,275633.56,256641.44,276682.47,262166.12,2730601.5
2283.0,979060.44,281752.88,247204.23,278288.44,267675.56,2370971.5
2284.0,1226235.9,273496.94,256487.78,278110.62,258081.97,2456212.2
2285.0,1024616.44,274974.7,261060.83,281906.28,265667.72,2275092.0
2286.0,975152.4,272464.3,262974.6,274068.12,270780.2,2087200.5
2287.0,1051399.1,273524.0,252042.22,275477.3,262448.84,2074012.0
2288.0,1075335.2,269960.5,246287.23,273649.1,260681.48,2358953.0
2289.0,1024714.4,272437.75,252664.47,277035.9,264126.97,2221474.0
2290.0,1023252.3,276503.06,253734.22,277398.12,259240.06,2029608.5
2291.0,995302.25,275392.34,251761.14,279183.12,267391.34,1814676.2
2292.0,954032.3,271047.3,259890.58,281105.47,263093.56,2340951.8
2293.0,942317.25,266438.16,256957.34,284219.88,263441.38,1908645.2
2294.0,963064.3,273661.88,258571.6,270047.8,265631.53,1862589.8
2295.0,949649.6,276451.6,243300.27,282757.4,258981.44,2399018.0
2296.0,1079838.4,270280.06,248593.67,283938.47,261753.67,1933660.4
2297.0,1014826.2,271772.6,250670.31,276478.3,261700.75,1763264.2
2298.0,1014419.94,264845.03,249291.77,275564.47,260445.19,1772141.5
2299.0,1030491.7,265607.62,240259.92,284013.62,267812.6,1676799.2
2300.0,1018895.7,266862.0,245975.16,279874.28,261982.56,1829513.1
