time,CESM2-WACCM,CANESM5,MRI-ESM2-0,IPSL-CM6A-LR,ACCESS-ESM1-5,ACCESS-CM2
2290.0,25216240000.0,33844967000.0,42257424000.0,21950515000.0,21318707000.0,11242472000.0
2291.0,25144816000.0,34287065000.0,41789360000.0,22196079000.0,20604600000.0,11119226000.0
2292.0,25233318000.0,33052460000.0,41314170000.0,22453402000.0,20630946000.0,11260317000.0
2293.0,25179765000.0,33343584000.0,40691528000.0,23119825000.0,20402487000.0,10937750000.0
2294.0,24906484000.0,32614970000.0,40691360000.0,23435082000.0,20573598000.0,11352444000.0
2295.0,24485093000.0,32846221000.0,41717950000.0,23098190000.0,21045352000.0,11290247000.0
2296.0,24541426000.0,33505260000.0,41642610000.0,22995755000.0,20888087000.0,11116499000.0
2297.0,24280074000.0,32912257000.0,41626820000.0,23327530000.0,20824848000.0,11036593000.0
2298.0,24702665000.0,32612702000.0,41606810000.0,23036277000.0,21080107000.0,10918010000.0
2299.0,24677340000.0,33283246000.0,41654060000.0,22995000000.0,21223934000.0,11018676000.0
2300.0,24725750000.0,34032865000.0,41792328000.0,23408507000.0,21052293000.0,10532293000.0
