time,FGOALS-F3-L,BCC-CSM2-MR,MPI-ESM1-2-HR,GFDL-ESM4,MRI-ESM2-0,EC-EARTH3-VEG,CAMS-CSM1-0,CESM2-WACCM,CESM2,EC-EARTH3,NORESM2-MM,INM-CM4-8,INM-CM5-0
2030.0,32802664000.0,33406855000.0,33001000000.0,33408104000.0,33081432000.0,33534917000.0,33386031000.0,33259966000.0,33482918000.0,32337370000.0,33441575000.0,33323573000.0,33190050000.0
2031.0,32678021000.0,33280274000.0,33154910000.0,33231243000.0,32923042000.0,33398958000.0,33315953000.0,33129775000.0,33246542000.0,32085256000.0,33339607000.0,33225101000.0,33109130000.0
2032.0,32540277000.0,33197412000.0,33152440000.0,33123545000.0,32788773000.0,33317257000.0,33624200000.0,33266143000.0,33080977000.0,31784356000.0,33273727000.0,33128229000.0,33107145000.0
2033.0,32388882000.0,33078712000.0,32854305000.0,33093333000.0,32776563000.0,33683030000.0,33596226000.0,33277020000.0,32986814000.0,31500823000.0,33228860000.0,33120305000.0,32904327000.0
2034.0,32242380000.0,32951843000.0,32788912000.0,32997675000.0,32585753000.0,33161228000.0,33279517000.0,32981875000.0,32883438000.0,31167422000.0,33087594000.0,33154793000.0,32797972000.0
2035.0,31940194000.0,32805573000.0,32749064000.0,32874535000.0,32451228000.0,33042794000.0,33236160000.0,32849797000.0,32810043000.0,30802743000.0,32967512000.0,32924832000.0,32640573000.0
2036.0,31798740000.0,32648004000.0,32741059000.0,32783430000.0,32291764000.0,33141430000.0,33216713000.0,32767943000.0,32660822000.0,30385630000.0,32923482000.0,32812847000.0,32475790000.0
2037.0,31553163000.0,32500716000.0,32562174000.0,32796946000.0,32151755000.0,33502540000.0,32993490000.0,32602368000.0,32498825000.0,29880543000.0,33300340000.0,32886034000.0,32336056000.0
2038.0,31260025000.0,32387768000.0,32331917000.0,32649464000.0,31982014000.0,32911167000.0,32888672000.0,32501470000.0,32420590000.0,29546470000.0,32765966000.0,32853699000.0,32150432000.0
2039.0,31053642000.0,32234700000.0,32399081000.0,32470440000.0,31786826000.0,32788552000.0,32829043000.0,32428814000.0,32349938000.0,29200417000.0,32593460000.0,32648671000.0,31989422000.0
2040.0,30865596000.0,31980930000.0,32435740000.0,32481628000.0,31592681000.0,32797567000.0,32744505000.0,32367962000.0,32095599000.0,28853283000.0,32476627000.0,32473860000.0,31745475000.0
2041.0,30493233000.0,31758537000.0,32097800000.0,32417577000.0,31389061000.0,33093585000.0,32694804000.0,32297517000.0,31926716000.0,28330529000.0,32330336000.0,32342974000.0,31453946000.0
2042.0,30189100000.0,31575558000.0,31854107000.0,32354916000.0,31122344000.0,32589222000.0,32520888000.0,32078690000.0,31698526000.0,27934515000.0,32157630000.0,32184360000.0,31151106000.0
2043.0,29952140000.0,31365536000.0,31685470000.0,32200116000.0,30828351000.0,32443910000.0,32482118000.0,31980634000.0,31445020000.0,27527300000.0,32087423000.0,32080695000.0,30913137000.0
2044.0,29566610000.0,31077177000.0,32128942000.0,32041515000.0,30594460000.0,32319859000.0,32249289000.0,31725384000.0,31317610000.0,26982164000.0,32027234000.0,31866087000.0,30720342000.0
2045.0,29197620000.0,30833433000.0,31511364000.0,31874458000.0,30316495000.0,32139807000.0,32146790000.0,31449518000.0,31109780000.0,26454866000.0,31843445000.0,31792888000.0,30516892000.0
2046.0,28981307000.0,30591520000.0,31288584000.0,31716460000.0,30024038000.0,31964064000.0,31982744000.0,31286522000.0,30907939000.0,26050236000.0,31685368000.0,31578989000.0,30241366000.0
2047.0,28692537000.0,30288775000.0,31149974000.0,31550450000.0,29903057000.0,31757783000.0,31839783000.0,31082258000.0,30635878000.0,25648972000.0,31612166000.0,31400335000.0,29956874000.0
2048.0,28256080000.0,30072910000.0,30923602000.0,31407905000.0,29626634000.0,31674340000.0,31642497000.0,30770876000.0,30285054000.0,25225538000.0,31394812000.0,31262820000.0,29773537000.0
2049.0,28320650000.0,29771885000.0,30586196000.0,31223583000.0,29339707000.0,31427285000.0,31472685000.0,30525204000.0,30006364000.0,24765145000.0,31153758000.0,31065537000.0,29474499000.0
2050.0,28337520000.0,29388685000.0,30381550000.0,31025166000.0,29128350000.0,31160695000.0,31260731000.0,30261002000.0,29959516000.0,24479140000.0,30859297000.0,31269675000.0,29168144000.0
2051.0,27578608000.0,29130293000.0,30501435000.0,30796030000.0,28789367000.0,30936685000.0,30963510000.0,29904249000.0,29592347000.0,23884163000.0,30652066000.0,30846278000.0,28830638000.0
2052.0,27205894000.0,28755288000.0,30088255000.0,30749985000.0,28522152000.0,30606303000.0,30707974000.0,29796243000.0,29277118000.0,23432500000.0,30607555000.0,30638156000.0,28566098000.0
2053.0,26808730000.0,28424270000.0,29864864000.0,30269884000.0,28197489000.0,30328893000.0,30529182000.0,29514881000.0,28953915000.0,23027522000.0,30241518000.0,30414567000.0,28429838000.0
2054.0,26392359000.0,28114123000.0,29587000000.0,30030672000.0,27929205000.0,30085257000.0,30719111000.0,29182257000.0,28685322000.0,22839257000.0,29981240000.0,30144887000.0,28096725000.0
2055.0,26102172000.0,27782623000.0,29256483000.0,29705912000.0,27615105000.0,29713748000.0,30792516000.0,28778142000.0,28444764000.0,22319028000.0,29694282000.0,30009117000.0,27789754000.0
2056.0,25751855000.0,27270132000.0,29030912000.0,29390256000.0,27204082000.0,29380934000.0,30219526000.0,28560378000.0,28426273000.0,21815329000.0,29426940000.0,30089325000.0,27549299000.0
2057.0,25326662000.0,26976332000.0,28740112000.0,29160645000.0,26900382000.0,29176550000.0,29925591000.0,28263274000.0,28031242000.0,21226529000.0,29251189000.0,29562970000.0,27216968000.0
2058.0,25025180000.0,26483812000.0,28547164000.0,28943884000.0,26560172000.0,28809337000.0,29648190000.0,27873473000.0,27724487000.0,20859822000.0,28967096000.0,29268259000.0,26964494000.0
2059.0,24700312000.0,26106413000.0,28296395000.0,28561971000.0,26163724000.0,28549376000.0,29439898000.0,27525616000.0,27641008000.0,20569500000.0,28476006000.0,28990470000.0,26662107000.0
2060.0,24287228000.0,25547300000.0,27973850000.0,28492120000.0,25869060000.0,29230283000.0,29165720000.0,27326718000.0,27311426000.0,20047837000.0,28032459000.0,28786887000.0,26321406000.0
2061.0,23951321000.0,25065790000.0,27714085000.0,27884720000.0,25463941000.0,28322075000.0,28884190000.0,26977434000.0,26934612000.0,19626664000.0,27817509000.0,28486115000.0,25864475000.0
2062.0,23661623000.0,24595790000.0,27339899000.0,27437398000.0,25217501000.0,27744401000.0,28783036000.0,26657112000.0,26602996000.0,19283775000.0,27429822000.0,28221184000.0,25603244000.0
2063.0,23240909000.0,24118810000.0,27122258000.0,27120908000.0,24906394000.0,27383726000.0,28490035000.0,26340151000.0,26444261000.0,18929166000.0,26947017000.0,28083760000.0,25313468000.0
2064.0,22853655000.0,23604450000.0,27047176000.0,26625819000.0,24483586000.0,26862502000.0,28110526000.0,25902402000.0,26035032000.0,18454862000.0,26536251000.0,28017406000.0,25026480000.0
2065.0,22457205000.0,23086240000.0,26553274000.0,26262254000.0,24259508000.0,26523474000.0,27967508000.0,25469846000.0,25685332000.0,18033017000.0,26221072000.0,27644725000.0,24707324000.0
2066.0,22115584000.0,22538463000.0,26268174000.0,25832432000.0,23776344000.0,26019092000.0,27755581000.0,25117862000.0,25520978000.0,17667301000.0,25884826000.0,27363717000.0,24414362000.0
2067.0,21866447000.0,22068222000.0,25986270000.0,25463124000.0,23395396000.0,25589246000.0,27395912000.0,24822448000.0,25162934000.0,17212404000.0,25645361000.0,27087180000.0,24233456000.0
2068.0,21524040000.0,21557590000.0,25706910000.0,24991021000.0,23076657000.0,25265816000.0,27204141000.0,24540578000.0,24847240000.0,16787778000.0,25366598000.0,26871136000.0,24022150000.0
2069.0,21202893000.0,21051705000.0,25437182000.0,24512932000.0,22827796000.0,24855271000.0,27002250000.0,24139022000.0,24584845000.0,16403480000.0,25078501000.0,26817022000.0,23802886000.0
2070.0,20852302000.0,20573010000.0,25116723000.0,24277176000.0,22459384000.0,24372017000.0,26710073000.0,23862016000.0,24250771000.0,16048496000.0,24710277000.0,26552218000.0,23591135000.0
2071.0,20501051000.0,20015684000.0,24746162000.0,23883444000.0,22010667000.0,24010097000.0,26450942000.0,23546730000.0,23983348000.0,15655449000.0,24389087000.0,26234747000.0,23332039000.0
2072.0,20236106000.0,19423867000.0,24475666000.0,23542786000.0,21685508000.0,23551160000.0,26134921000.0,23234615000.0,23644688000.0,15251796000.0,24060390000.0,25965933000.0,23085416000.0
2073.0,19951000000.0,18857345000.0,24192670000.0,23147205000.0,21337706000.0,23122336000.0,26508423000.0,22886046000.0,23326466000.0,14818506000.0,23958598000.0,26042760000.0,22841470000.0
2074.0,19606843000.0,18322395000.0,23983184000.0,22763401000.0,20994877000.0,22699524000.0,25889303000.0,22528213000.0,23009718000.0,14494645000.0,23498635000.0,25561448000.0,22592068000.0
2075.0,19299588000.0,17843372000.0,23729584000.0,22488705000.0,20771865000.0,22295925000.0,25764307000.0,22276850000.0,22704330000.0,14235378000.0,23105740000.0,25241645000.0,22352654000.0
2076.0,19000463000.0,17331200000.0,23355920000.0,22140836000.0,20298043000.0,21843724000.0,25424554000.0,22006895000.0,22401495000.0,13883607000.0,22875175000.0,25103966000.0,21968663000.0
2077.0,18687340000.0,16842021000.0,23097008000.0,21476633000.0,19955186000.0,21372152000.0,25177573000.0,21637239000.0,22031915000.0,13543739000.0,22452693000.0,24812659000.0,21685275000.0
2078.0,18372540000.0,16355042000.0,22709938000.0,21122974000.0,19632558000.0,20757890000.0,24972528000.0,21451942000.0,21698140000.0,13167806000.0,22081047000.0,24612133000.0,21468707000.0
2079.0,18091727000.0,15999010000.0,22325285000.0,20855904000.0,19333798000.0,20217213000.0,24722672000.0,21079700000.0,21349200000.0,12904393000.0,21710334000.0,24372110000.0,21348018000.0
2080.0,17757086000.0,15523304000.0,22007077000.0,20470247000.0,19074353000.0,19850461000.0,24493660000.0,20676526000.0,20936753000.0,12546392000.0,21492849000.0,24073440000.0,21095244000.0
2081.0,17503336000.0,15068843000.0,21687605000.0,20154319000.0,18745072000.0,19295120000.0,24163582000.0,20396659000.0,20548026000.0,12126550000.0,21994950000.0,23804324000.0,20858845000.0
2082.0,17172212000.0,14609507000.0,21371335000.0,19939267000.0,18508675000.0,18723113000.0,23909351000.0,20143050000.0,20216480000.0,11819267000.0,21023527000.0,23614444000.0,20685710000.0
2083.0,16896994000.0,14032454000.0,21257257000.0,19676363000.0,18195732000.0,18078077000.0,24040643000.0,19767654000.0,19855331000.0,11659950000.0,20752318000.0,23353637000.0,20449804000.0
2084.0,16510200000.0,13650160000.0,20890595000.0,19238136000.0,17923977000.0,17554430000.0,23529790000.0,19451924000.0,19467993000.0,11369317000.0,20516047000.0,23146777000.0,20100755000.0
2085.0,16232776000.0,13129569000.0,20528433000.0,18931102000.0,17622217000.0,17054300000.0,23226302000.0,19147592000.0,19096170000.0,10961471000.0,20123826000.0,22885372000.0,19879432000.0
2086.0,15947719000.0,12674755000.0,20207933000.0,18624926000.0,17354756000.0,16518564000.0,22991897000.0,18879388000.0,18808170000.0,10622011000.0,19760468000.0,22711286000.0,19677444000.0
2087.0,15645442000.0,12282988000.0,19916603000.0,18328812000.0,17035974000.0,15923708000.0,22795162000.0,18579497000.0,18473935000.0,10258652000.0,19389200000.0,22518047000.0,19418268000.0
2088.0,15371753000.0,11928474000.0,19501773000.0,17988786000.0,16778703000.0,15664685000.0,22441390000.0,18291575000.0,18141321000.0,9889503000.0,19104109000.0,22284198000.0,19252068000.0
2089.0,15060504000.0,11555700000.0,19207907000.0,17723843000.0,16523287000.0,15112590000.0,22256077000.0,17994017000.0,17757241000.0,9584886000.0,18875412000.0,22162440000.0,18967615000.0
2090.0,14659955000.0,11267601000.0,19193317000.0,17371791000.0,16352454000.0,14776659000.0,22095837000.0,17666075000.0,17409028000.0,9370323000.0,18502190000.0,21871184000.0,18836531000.0
2091.0,14443234000.0,10945034000.0,18613455000.0,17082958000.0,16107829000.0,14262406000.0,21754948000.0,17500969000.0,17123805000.0,9066644000.0,18118433000.0,21630771000.0,18559396000.0
2092.0,14154504000.0,10623349000.0,18260644000.0,16903203000.0,15941171000.0,13603729000.0,21522805000.0,17110685000.0,16805357000.0,8788779000.0,17732268000.0,21415336000.0,18288579000.0
2093.0,13904305000.0,10362421000.0,17969453000.0,16550944000.0,15699463000.0,13233648000.0,21236400000.0,16799086000.0,16521838000.0,8495921000.0,17393166000.0,21174327000.0,18042020000.0
2094.0,13688983000.0,10161758000.0,17622923000.0,16280997000.0,15490404000.0,12842504000.0,20958982000.0,16668510000.0,16174594000.0,8292728300.0,17464617000.0,20837626000.0,17709318000.0
2095.0,13443084000.0,9890781000.0,17376379000.0,16054160000.0,15184997000.0,12446830000.0,20675928000.0,16336079000.0,15898423000.0,7959042000.0,16994447000.0,20610023000.0,17389507000.0
2096.0,13182505000.0,9661952000.0,17055116000.0,15834307000.0,15029289000.0,12002724000.0,20401080000.0,16097180000.0,15578633000.0,7634506000.0,16918201000.0,20327350000.0,17134321000.0
2097.0,12928564000.0,9425238000.0,16977878000.0,15579724000.0,14778770000.0,11597937000.0,20184865000.0,15798463000.0,15231398000.0,7387471000.0,16284080000.0,20113328000.0,16912837000.0
2098.0,12680345000.0,9203588000.0,16416381000.0,15308996000.0,14679979000.0,11202387000.0,19920374000.0,15553824000.0,14926875000.0,7165883000.0,15949963000.0,19857690000.0,16700806000.0
2099.0,12478321000.0,9037289000.0,16100958000.0,15035297000.0,14416891000.0,10722836000.0,19520987000.0,15284480000.0,14627039000.0,6917530000.0,15695487000.0,19624030000.0,16460056000.0
2100.0,12288170000.0,8884568000.0,15911532000.0,14815385000.0,14165407000.0,10339329000.0,19303895000.0,14967864000.0,14368652000.0,6732272600.0,15459571000.0,19340165000.0,16242467000.0
