time,CESM2-WACCM,IPSL-CM6A-LR,CANESM5,MRI-ESM2-0
2033.0,32528837000.0,32849980000.0,31435780000.0,32589105000.0
2034.0,32466428000.0,32673473000.0,31239810000.0,32399892000.0
2035.0,32853555000.0,32502442000.0,30676894000.0,32237310000.0
2036.0,32572178000.0,32396941000.0,30282195000.0,32049110000.0
2037.0,32215405000.0,32227705000.0,29853637000.0,31865491000.0
2038.0,31993422000.0,32086809000.0,29467169000.0,31576218000.0
2039.0,31746017000.0,31820120000.0,28749427000.0,31268942000.0
2040.0,31461052000.0,31560640000.0,29313454000.0,31114936000.0
2041.0,31175969000.0,31200492000.0,28133976000.0,30728266000.0
2042.0,30964228000.0,30958990000.0,27805546000.0,30452292000.0
2043.0,30635067000.0,30657550000.0,26935350000.0,30058994000.0
2044.0,30363689000.0,30375990000.0,26303728000.0,29575352000.0
2045.0,30038268000.0,30076115000.0,25871237000.0,29219211000.0
2046.0,29585916000.0,29797405000.0,25366882000.0,28778318000.0
2047.0,29305360000.0,29506939000.0,24777732000.0,28399794000.0
2048.0,28949854000.0,29120674000.0,24442225000.0,27812420000.0
2049.0,28732740000.0,28843428000.0,23860298000.0,27346768000.0
2050.0,28317596000.0,28496093000.0,23295530000.0,26897998000.0
2051.0,27922235000.0,28197358000.0,23330810000.0,26555632000.0
2052.0,27627543000.0,27910242000.0,22864013000.0,26062692000.0
2053.0,27279485000.0,27556616000.0,22348945000.0,25606670000.0
2054.0,27008862000.0,27280892000.0,22199312000.0,25335150000.0
2055.0,26658542000.0,26949495000.0,21498266000.0,24855330000.0
2056.0,26580711000.0,26701558000.0,20867990000.0,24556806000.0
2057.0,26172600000.0,26350821000.0,20368314000.0,24147280000.0
2058.0,25895940000.0,26026535000.0,20004311000.0,23844387000.0
2059.0,25799879000.0,25685890000.0,19596235000.0,23470838000.0
2060.0,25298307000.0,25330166000.0,19245844000.0,23116993000.0
2061.0,24963652000.0,25025403000.0,18915443000.0,22710110000.0
2062.0,24638771000.0,24656058000.0,18600915000.0,22544177000.0
2063.0,24548733000.0,24351734000.0,18238654000.0,22320282000.0
2064.0,24237206000.0,24114842000.0,18031608000.0,22190270000.0
2065.0,23903336000.0,23900256000.0,17641413000.0,21850382000.0
2066.0,23578446000.0,23663507000.0,17865212000.0,21654907000.0
2067.0,23263975000.0,23380527000.0,17310876000.0,21433868000.0
2068.0,23014404000.0,23266392000.0,16820773000.0,21204781000.0
2069.0,22773340000.0,23016032000.0,16378845000.0,21004130000.0
2070.0,22528524000.0,22807091000.0,16085509000.0,20796723000.0
2071.0,22318336000.0,22560575000.0,16438738000.0,20599493000.0
2072.0,21985812000.0,22330601000.0,16311827000.0,20455746000.0
2073.0,21810639000.0,22169768000.0,15681032000.0,20246292000.0
2074.0,21645540000.0,21911749000.0,15349818000.0,20138248000.0
2075.0,22361207000.0,21802697000.0,15006626000.0,19916059000.0
2076.0,21337633000.0,21524720000.0,15058963000.0,19742510000.0
2077.0,21057743000.0,21327174000.0,14690103000.0,19810968000.0
2078.0,20909824000.0,21152578000.0,15310500000.0,19530412000.0
2079.0,20738610000.0,20984396000.0,14395909000.0,19420969000.0
2080.0,20548418000.0,20934541000.0,14461491000.0,19243690000.0
2081.0,20770343000.0,20608532000.0,14051237000.0,19068625000.0
2082.0,20892205000.0,20474616000.0,13885409000.0,18922646000.0
2083.0,20416156000.0,20227564000.0,14300958000.0,18814564000.0
2084.0,20073861000.0,20072382000.0,16854879000.0,18634365000.0
2085.0,19977850000.0,19862335000.0,15297712000.0,18564410000.0
2086.0,19803814000.0,19805854000.0,14705987000.0,18497730000.0
2087.0,20217735000.0,19701959000.0,14329060000.0,18290446000.0
2088.0,19898749000.0,19483628000.0,18222969000.0,19254886000.0
2089.0,19531975000.0,19358261000.0,15465812000.0,18455874000.0
2090.0,19510704000.0,19414989000.0,14098436000.0,18201952000.0
2091.0,19322956000.0,19603510000.0,13730941000.0,18291366000.0
2092.0,19215112000.0,19141073000.0,13623566000.0,18513936000.0
2093.0,19118143000.0,18919715000.0,13560883000.0,18020500000.0
2094.0,19079514000.0,18773590000.0,13375528000.0,17964784000.0
2095.0,19015590000.0,18667182000.0,13254662000.0,18084153000.0
2096.0,19035415000.0,18531383000.0,13651330000.0,18160312000.0
2097.0,18884640000.0,18418980000.0,13147354000.0,17652955000.0
2098.0,18641424000.0,18485412000.0,13199807000.0,17656640000.0
2099.0,18558196000.0,18413738000.0,13053802000.0,17936042000.0
2100.0,18502797000.0,18273274000.0,13182948000.0,18292523000.0
