time,GFDL-ESM4,MPI-ESM1-2-HR,BCC-CSM2-MR,FGOALS-F3-L,CMCC-CM2-SR5,MRI-ESM2-0,CESM2-WACCM,CAMS-CSM1-0,EC-EARTH3-VEG,INM-CM5-0,INM-CM4-8,NORESM2-MM,EC-EARTH3,CESM2
2041.0,32493033000.0,32459889000.0,31201501000.0,31721736000.0,32474186000.0,31302375000.0,32102914000.0,33081872000.0,31893199000.0,31705029000.0,31953609000.0,32197655000.0,29289492000.0,32208835000.0
2042.0,32374618000.0,32526397000.0,30966913000.0,31495743000.0,33130630000.0,31010945000.0,31912077000.0,32879704000.0,31515886000.0,31554476000.0,31791354000.0,32070212000.0,29253847000.0,32115085000.0
2043.0,32419672000.0,32282487000.0,30757114000.0,31722854000.0,32763374000.0,30835685000.0,31716168000.0,32796959000.0,31251274000.0,31409540000.0,31734045000.0,31890720000.0,29054355000.0,31938769000.0
2044.0,32195842000.0,32005722000.0,30470197000.0,31399280000.0,33072228000.0,30597388000.0,31565535000.0,32731066000.0,31019217000.0,31233420000.0,32084929000.0,31697943000.0,28493357000.0,31821730000.0
2045.0,32083022000.0,31750410000.0,30274677000.0,31082525000.0,33375724000.0,30322502000.0,31433542000.0,32607914000.0,31047598000.0,31050084000.0,31589016000.0,31526640000.0,28102621000.0,31708232000.0
2046.0,31944587000.0,31586126000.0,29935032000.0,30793220000.0,32368157000.0,30065050000.0,31161715000.0,32676172000.0,30734526000.0,30914940000.0,31310373000.0,31275555000.0,27761203000.0,31477023000.0
2047.0,31727309000.0,31752560000.0,29573226000.0,30771110000.0,32096860000.0,29799090000.0,30940610000.0,32415107000.0,30514119000.0,30692958000.0,31183768000.0,31156240000.0,27603458000.0,31527610000.0
2048.0,31645975000.0,31516484000.0,29264431000.0,30399502000.0,31978506000.0,29469317000.0,30705981000.0,32263500000.0,30459822000.0,30872986000.0,30974458000.0,30906307000.0,27284850000.0,31419611000.0
2049.0,31581980000.0,31139610000.0,28969546000.0,30082195000.0,31963365000.0,29252487000.0,30514334000.0,32179825000.0,30280626000.0,30514160000.0,30807157000.0,30651404000.0,27025385000.0,31099110000.0
2050.0,31470029000.0,31275678000.0,28640604000.0,29634615000.0,31910228000.0,28958228000.0,30276184000.0,32016196000.0,29983828000.0,30182713000.0,30696980000.0,30557032000.0,26641551000.0,30957797000.0
2051.0,31252146000.0,30853738000.0,28237584000.0,29334344000.0,31467092000.0,28577820000.0,30063892000.0,31871190000.0,29651132000.0,29970762000.0,30526122000.0,30214945000.0,26353440000.0,30781336000.0
2052.0,31065057000.0,30896464000.0,27914648000.0,29080140000.0,31267199000.0,28269775000.0,29958736000.0,31769719000.0,29330174000.0,29695248000.0,30297668000.0,29911294000.0,26034020000.0,30599990000.0
2053.0,30934913000.0,30591336000.0,27560178000.0,28789316000.0,31039025000.0,27891327000.0,29665510000.0,31609893000.0,29201041000.0,29416440000.0,30202870000.0,29820463000.0,25716756000.0,30407480000.0
2054.0,30779599000.0,30355352000.0,27230192000.0,28534278000.0,30920440000.0,27545770000.0,29348585000.0,31414210000.0,28877695000.0,29173828000.0,29974276000.0,29462868000.0,25385460000.0,30278074000.0
2055.0,30554864000.0,30106020000.0,27188832000.0,28224874000.0,30653503000.0,27218543000.0,29002463000.0,31191704000.0,28547955000.0,28931721000.0,30066090000.0,29115443000.0,25024492000.0,30429178000.0
2056.0,30439625000.0,29901017000.0,26567836000.0,27967617000.0,30379563000.0,26947730000.0,28793506000.0,31024585000.0,28302842000.0,28598735000.0,29668985000.0,28821828000.0,24678110000.0,30009008000.0
2057.0,30248750000.0,29645859000.0,26223057000.0,27601086000.0,30275949000.0,26767933000.0,28699880000.0,30804015000.0,27956222000.0,28329900000.0,29498296000.0,28565848000.0,24368536000.0,29792758000.0
2058.0,29973848000.0,29452825000.0,25674447000.0,27613598000.0,29956524000.0,26548230000.0,28365000000.0,30699745000.0,27679117000.0,28084802000.0,29310750000.0,28246557000.0,23977021000.0,29739745000.0
2059.0,29743368000.0,29243453000.0,25155213000.0,27175926000.0,30478985000.0,26123166000.0,28024953000.0,30833099000.0,27416285000.0,27874507000.0,29138338000.0,27969847000.0,23698696000.0,29413198000.0
2060.0,29507445000.0,29180946000.0,24762518000.0,26958828000.0,29822601000.0,25747530000.0,27787104000.0,30364197000.0,27088840000.0,27633242000.0,28929060000.0,27741424000.0,23431916000.0,29220810000.0
2061.0,29244643000.0,28851954000.0,24262339000.0,26866653000.0,29410552000.0,25418263000.0,27555488000.0,30090420000.0,26826318000.0,27363215000.0,28783925000.0,27541957000.0,23108432000.0,29100261000.0
2062.0,28912669000.0,28541596000.0,23886381000.0,26586868000.0,29106080000.0,25134555000.0,27304882000.0,29928940000.0,26501910000.0,27216441000.0,28570198000.0,27260604000.0,22828685000.0,28763890000.0
2063.0,28608086000.0,28196665000.0,23349078000.0,26351370000.0,28968442000.0,24849190000.0,27031863000.0,29844654000.0,26132940000.0,26925838000.0,28382390000.0,27018535000.0,22537982000.0,28507023000.0
2064.0,28316862000.0,27969640000.0,22805754000.0,26150402000.0,28575890000.0,24436386000.0,26709033000.0,29545785000.0,25844244000.0,26557331000.0,28222437000.0,26697026000.0,22345728000.0,28208384000.0
2065.0,28015966000.0,27734585000.0,22912715000.0,25923635000.0,28334720000.0,24042730000.0,26503246000.0,29354734000.0,25479576000.0,26429692000.0,28027036000.0,26432432000.0,22011937000.0,27982117000.0
2066.0,27714902000.0,28446431000.0,22323376000.0,25766552000.0,28113697000.0,23690990000.0,26260693000.0,29110632000.0,25431253000.0,26358858000.0,27761164000.0,26111439000.0,21709689000.0,27730719000.0
2067.0,27467952000.0,27653448000.0,21807282000.0,25666310000.0,27777830000.0,23378899000.0,25827854000.0,28957594000.0,25067485000.0,25983613000.0,27628298000.0,25865165000.0,21524900000.0,27455105000.0
2068.0,27086176000.0,27208251000.0,21310618000.0,25280582000.0,27456983000.0,23025666000.0,25661934000.0,28598970000.0,24902074000.0,25701097000.0,27508600000.0,25539932000.0,21145440000.0,27187186000.0
2069.0,26783607000.0,26893582000.0,20950010000.0,25112486000.0,27208917000.0,22768695000.0,25454287000.0,28351650000.0,24521280000.0,25501598000.0,27305986000.0,25377770000.0,20859378000.0,26870583000.0
2070.0,26424883000.0,26596819000.0,20552712000.0,24960104000.0,26883758000.0,22449394000.0,25147773000.0,28096608000.0,24174756000.0,25261510000.0,27066018000.0,25463605000.0,20578126000.0,26673592000.0
2071.0,26127876000.0,26285600000.0,20227738000.0,24624898000.0,27021867000.0,22087391000.0,24956436000.0,27930452000.0,23911300000.0,25108170000.0,26920276000.0,25043341000.0,20327227000.0,26362825000.0
2072.0,25830932000.0,26681668000.0,19925486000.0,24366811000.0,26400154000.0,21815912000.0,25338606000.0,27742030000.0,23588925000.0,24884505000.0,26744360000.0,24764879000.0,20056015000.0,26163225000.0
2073.0,25521721000.0,26023082000.0,19514712000.0,24080267000.0,26034033000.0,21521314000.0,24485497000.0,27432014000.0,23229737000.0,25425213000.0,26624158000.0,24414704000.0,19743551000.0,25940935000.0
2074.0,25241661000.0,25826304000.0,19125402000.0,23789814000.0,25654581000.0,21290693000.0,24242498000.0,27119129000.0,22857861000.0,24609210000.0,26918748000.0,24111129000.0,19434263000.0,25702463000.0
2075.0,24898095000.0,25514957000.0,18810780000.0,23586929000.0,25470607000.0,21029569000.0,24089487000.0,26990717000.0,22466165000.0,24312383000.0,26747845000.0,23755725000.0,20048357000.0,25345726000.0
2076.0,24630989000.0,25232998000.0,18532473000.0,23455870000.0,25128337000.0,20879612000.0,23847762000.0,26741460000.0,21925480000.0,24122829000.0,26262320000.0,23542868000.0,18999180000.0,25045090000.0
2077.0,24338250000.0,24913150000.0,18243342000.0,23223876000.0,24784974000.0,20638044000.0,23667000000.0,26484945000.0,21393752000.0,23934003000.0,26003847000.0,23330447000.0,18673834000.0,24814322000.0
2078.0,24063950000.0,24545501000.0,17905994000.0,23052474000.0,24443920000.0,20310591000.0,23443970000.0,26234337000.0,21659110000.0,23721554000.0,25779490000.0,23112952000.0,18345679000.0,24641495000.0
2079.0,23751494000.0,24264850000.0,17625752000.0,22841862000.0,24069886000.0,20058165000.0,23219526000.0,26213052000.0,20809765000.0,23456460000.0,25680736000.0,22834244000.0,18022720000.0,24320360000.0
2080.0,23559303000.0,23976698000.0,17334100000.0,22631848000.0,23786324000.0,19886664000.0,23017890000.0,26031118000.0,20492607000.0,23238304000.0,25524730000.0,23028720000.0,17761788000.0,23985895000.0
2081.0,23285211000.0,23673442000.0,16989192000.0,22280942000.0,23845693000.0,19641846000.0,22806114000.0,25713019000.0,20103336000.0,23016933000.0,25331968000.0,22610317000.0,17509802000.0,23715262000.0
2082.0,22989990000.0,23462260000.0,17008846000.0,22077772000.0,23352580000.0,19449586000.0,22757951000.0,25552155000.0,19594252000.0,22837328000.0,25487400000.0,22295165000.0,17309393000.0,23511755000.0
2083.0,22663890000.0,23248873000.0,16530314000.0,21770494000.0,23016438000.0,19200741000.0,22460338000.0,25406734000.0,19200004000.0,22593250000.0,26065146000.0,22070774000.0,16995262000.0,23344030000.0
2084.0,22345667000.0,22923213000.0,16197907000.0,21525051000.0,22617084000.0,19019604000.0,22528193000.0,25669573000.0,18856686000.0,22433804000.0,25064837000.0,21839786000.0,16670490000.0,23037407000.0
2085.0,22020604000.0,22707270000.0,15911133000.0,21436940000.0,22305866000.0,18819723000.0,22063938000.0,25248553000.0,18489426000.0,22314748000.0,24776524000.0,21677842000.0,16343402000.0,22851574000.0
2086.0,21746706000.0,22446369000.0,15663604000.0,21222674000.0,22048948000.0,18642823000.0,21777134000.0,25128864000.0,18103171000.0,22048110000.0,25049063000.0,21644538000.0,16059479000.0,22574492000.0
2087.0,21433438000.0,22370585000.0,15359045000.0,21040245000.0,21575735000.0,18419204000.0,21631908000.0,24826860000.0,17663853000.0,22447323000.0,24667464000.0,21603572000.0,15785578000.0,22407025000.0
2088.0,21153942000.0,22121642000.0,15056992000.0,20819528000.0,21232808000.0,18266931000.0,21526720000.0,24590510000.0,17355545000.0,21746715000.0,24497540000.0,21164370000.0,15436356000.0,22194246000.0
2089.0,20886581000.0,21755275000.0,14919619000.0,20598331000.0,20773490000.0,18040836000.0,21337799000.0,25616654000.0,17322535000.0,21518176000.0,24300669000.0,21393115000.0,15156524000.0,21944924000.0
2090.0,20596627000.0,21703460000.0,14630689000.0,20395411000.0,20393275000.0,17888788000.0,21140451000.0,24807827000.0,17038010000.0,21449775000.0,24139192000.0,20869530000.0,14916520000.0,21685953000.0
2091.0,20366023000.0,21457576000.0,14319770000.0,20155314000.0,20040410000.0,17671700000.0,20921594000.0,24474126000.0,16673006000.0,21329260000.0,24068254000.0,20605720000.0,14652134000.0,21443230000.0
2092.0,20208100000.0,21229660000.0,14057094000.0,19958796000.0,19600515000.0,17427214000.0,20627069000.0,24099564000.0,16358688000.0,21155949000.0,23884681000.0,20362834000.0,14368588000.0,21287735000.0
2093.0,19960640000.0,20992051000.0,13849299000.0,19702796000.0,19221023000.0,17234040000.0,20574597000.0,23934190000.0,16107677000.0,20867875000.0,23818945000.0,20196723000.0,14148196000.0,21135477000.0
2094.0,19685954000.0,20755534000.0,13524923000.0,19459596000.0,18861668000.0,17165891000.0,20298959000.0,23894160000.0,15784155000.0,20793514000.0,23679222000.0,19997395000.0,13897479000.0,21498235000.0
2095.0,19397947000.0,20511623000.0,13378696000.0,19264145000.0,18557712000.0,16950390000.0,20038334000.0,23785138000.0,15607567000.0,20592185000.0,23484850000.0,19735677000.0,13573043000.0,20659837000.0
2096.0,19152982000.0,20321920000.0,12991658000.0,19102067000.0,18203554000.0,16762427000.0,20006035000.0,23586419000.0,15264353000.0,21092573000.0,23421825000.0,19541316000.0,13331949000.0,20353546000.0
2097.0,18897940000.0,20124822000.0,12802108000.0,18917376000.0,17885108000.0,16678383000.0,19692225000.0,23576805000.0,15009097000.0,20420830000.0,23194305000.0,19370664000.0,13133079000.0,20162497000.0
2098.0,18680040000.0,20023495000.0,12535541000.0,18756622000.0,17600203000.0,16600831000.0,19467313000.0,23299690000.0,14661860000.0,20120035000.0,23075508000.0,19132582000.0,12778776000.0,20001948000.0
2099.0,18438334000.0,19804705000.0,12326418000.0,18533603000.0,17325294000.0,16465861000.0,19258493000.0,23259873000.0,14417114000.0,20257167000.0,22882753000.0,18935280000.0,12485127000.0,19743166000.0
2100.0,18190158000.0,19732193000.0,12084830000.0,18478494000.0,17085262000.0,16349673000.0,19246014000.0,23709514000.0,14176949000.0,19932398000.0,22756405000.0,19237943000.0,12234391000.0,19555766000.0
