time,GFDL-ESM4,MRI-ESM2-0,EC-EARTH3-VEG,CAMS-CSM1-0
2033.0,33196603000.0,32863453000.0,32983503000.0,33296920000.0
2034.0,32983180000.0,32692460000.0,32816503000.0,33206163000.0
2035.0,32827984000.0,32554330000.0,32570786000.0,33086495000.0
2036.0,32744012000.0,32428940000.0,32525232000.0,33063674000.0
2037.0,32658432000.0,32262120000.0,32355990000.0,32906580000.0
2038.0,32511570000.0,32031115000.0,32386042000.0,32769847000.0
2039.0,32501582000.0,31891845000.0,32365183000.0,32714928000.0
2040.0,32449847000.0,31628712000.0,31987378000.0,32560232000.0
2041.0,32233437000.0,31512627000.0,31790297000.0,32570943000.0
2042.0,32095842000.0,31308683000.0,31652401000.0,32696658000.0
2043.0,31979600000.0,31095288000.0,31470475000.0,32265458000.0
2044.0,31849968000.0,30904520000.0,31264207000.0,32093209000.0
2045.0,31719737000.0,30798238000.0,31376503000.0,32535173000.0
2046.0,31596222000.0,30855840000.0,31052548000.0,31942674000.0
2047.0,31460649000.0,30592088000.0,30971990000.0,31733189000.0
2048.0,31333060000.0,30409734000.0,30681809000.0,31539597000.0
2049.0,31066778000.0,30267238000.0,30592952000.0,31490126000.0
2050.0,30907300000.0,30040924000.0,30970348000.0,31285820000.0
2051.0,30794912000.0,29849127000.0,30684256000.0,31199720000.0
2052.0,30551319000.0,29790480000.0,30131524000.0,30993945000.0
2053.0,30345468000.0,29488700000.0,29962912000.0,30819684000.0
2054.0,30092468000.0,29306802000.0,29883292000.0,31050371000.0
2055.0,29934213000.0,29205710000.0,29657463000.0,30799387000.0
2056.0,29642811000.0,29014606000.0,29432664000.0,30543245000.0
2057.0,29367240000.0,28825803000.0,29160229000.0,30392770000.0
2058.0,29156608000.0,28621760000.0,28908410000.0,31921525000.0
2059.0,28958628000.0,28422646000.0,29185376000.0,31342740000.0
2060.0,28912638000.0,28162781000.0,28358472000.0,30467478000.0
2061.0,28711506000.0,27969495000.0,28193792000.0,30246257000.0
2062.0,28444576000.0,27815990000.0,28099348000.0,30295697000.0
2063.0,28375775000.0,27737414000.0,27904692000.0,30106925000.0
2064.0,28074721000.0,27650222000.0,27670389000.0,29849831000.0
2065.0,27875156000.0,27398523000.0,27461165000.0,29658372000.0
2066.0,27705258000.0,27372065000.0,27787910000.0,29712124000.0
2067.0,27497005000.0,27200823000.0,27241427000.0,29752318000.0
2068.0,28073615000.0,26984042000.0,26977745000.0,29391990000.0
2069.0,27877464000.0,26835802000.0,27820860000.0,29256320000.0
2070.0,27419462000.0,26674457000.0,26800822000.0,29983349000.0
2071.0,27263115000.0,26557979000.0,26728163000.0,29219885000.0
2072.0,26793794000.0,26496180000.0,27628945000.0,28980128000.0
2073.0,26511720000.0,26385070000.0,26407074000.0,29052326000.0
2074.0,26509058000.0,26690208000.0,26258737000.0,28811497000.0
2075.0,26263839000.0,26186270000.0,26294305000.0,29605738000.0
2076.0,26062762000.0,26056802000.0,26451590000.0,28747192000.0
2077.0,25930496000.0,26053882000.0,25995428000.0,28692111000.0
2078.0,26137231000.0,25832081000.0,26663852000.0,28724277000.0
2079.0,26547134000.0,25679850000.0,26540124000.0,28671054000.0
2080.0,26933287000.0,25870430000.0,25791984000.0,29650110000.0
2081.0,27054426000.0,25532560000.0,26499160000.0,28753630000.0
2082.0,26344315000.0,25316377000.0,25614668000.0,28535953000.0
2083.0,26254578000.0,25241043000.0,25358606000.0,28547715000.0
2084.0,25750411000.0,25271150000.0,25630648000.0,28310590000.0
2085.0,26178056000.0,25024627000.0,25158345000.0,28218319000.0
2086.0,25652540000.0,24991650000.0,25033128000.0,28054184000.0
2087.0,25515650000.0,24852935000.0,25316033000.0,28173294000.0
2088.0,25602367000.0,25348418000.0,26827536000.0,28404093000.0
2089.0,26124724000.0,24925980000.0,25281740000.0,28962914000.0
2090.0,25328860000.0,24660363000.0,24813656000.0,28433881000.0
2091.0,25160712000.0,25036644000.0,24709648000.0,29845842000.0
2092.0,25439293000.0,25076180000.0,25033130000.0,28255932000.0
2093.0,25096327000.0,24641006000.0,24474739000.0,27986532000.0
2094.0,24774537000.0,24582842000.0,24366897000.0,27918952000.0
2095.0,24734286000.0,24377143000.0,24571335000.0,27888955000.0
2096.0,24534200000.0,24553600000.0,24630708000.0,28102572000.0
2097.0,24496067000.0,24792664000.0,24569807000.0,27732724000.0
2098.0,24504030000.0,25194686000.0,24616604000.0,27728169000.0
2099.0,24812511000.0,25590057000.0,24482445000.0,28088766000.0
2100.0,24464118000.0,24842322000.0,23969235000.0,28992393000.0
