time,CESM2-WACCM,ACCESS-CM2,CAMS-CSM1-0,CANESM5,EC-EARTH3-VEG,ACCESS-ESM1-5,IPSL-CM6A-LR,INM-CM4-8,NORESM2-MM,INM-CM5-0,EC-EARTH3,CESM2,GFDL-ESM4,MPI-ESM1-2-HR,TAIESM1,BCC-CSM2-MR,FGOALS-F3-L,CMCC-CM2-SR5,MRI-ESM2-0
2010.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0,34198049000.0
2011.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0,34549280000.0
2012.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0,34060497000.0
2013.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0,33962093000.0
2014.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0,33933310000.0
2015.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0,33966873000.0
2016.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0,34956240000.0
2017.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0,33946814000.0
2018.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0,33945180000.0
2019.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0,33910325000.0
2020.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0,34081927000.0
2021.0,33766330000.0,33919450000.0,33829251000.0,33873910000.0,33766580000.0,33774365000.0,33806655000.0,33884870000.0,33834994000.0,33747794000.0,33745820000.0,33735571000.0,33752517000.0,33713586000.0,34033410000.0,33776339000.0,33966920000.0,34013942000.0,33832229000.0
2022.0,33701591000.0,34020694000.0,33786680000.0,33641990000.0,33701054000.0,33747462000.0,34046032000.0,33768028000.0,34031645000.0,33652904000.0,33578414000.0,33635013000.0,33848439000.0,33901623000.0,33754370000.0,33708059000.0,33937590000.0,33859777000.0,33803205000.0
2023.0,33596932000.0,33711219000.0,33845127000.0,33495835000.0,33737476000.0,33608317000.0,34116258000.0,33663642000.0,33728463000.0,33690323000.0,33480593000.0,33563093000.0,33702332000.0,33698656000.0,33630840000.0,33658024000.0,33806363000.0,33737826000.0,33645570000.0
2024.0,33516882000.0,33605060000.0,34138403000.0,33355694000.0,33931674000.0,33547910000.0,33767172000.0,33750479000.0,33715696000.0,33724533000.0,33305352000.0,33501415000.0,33614252000.0,33561768000.0,34251320000.0,33630372000.0,33733784000.0,33617306000.0,33560814000.0
2025.0,33463970000.0,33580620000.0,33941168000.0,33185050000.0,33697343000.0,33461475000.0,33665920000.0,33576147000.0,33621672000.0,33627376000.0,33163856000.0,33484990000.0,33547164000.0,33478000000.0,33760397000.0,33538933000.0,33675858000.0,33533544000.0,33498560000.0
2026.0,33320153000.0,34941428000.0,33778358000.0,32974875000.0,33562092000.0,33364976000.0,33552056000.0,33501102000.0,33598542000.0,33662095000.0,33189718000.0,33365055000.0,33525774000.0,33332190000.0,33550148000.0,33510576000.0,33618602000.0,33746004000.0,33422260000.0
2027.0,33257040000.0,33869930000.0,33635168000.0,33780259000.0,33405000000.0,33279496000.0,33470902000.0,33494761000.0,33489418000.0,33512466000.0,32977693000.0,33277970000.0,33469325000.0,33209980000.0,33498431000.0,33441450000.0,33529831000.0,33753864000.0,33269820000.0
2028.0,33135530000.0,33868614000.0,33594733000.0,32844110000.0,33392849000.0,33142374000.0,33398002000.0,33393460000.0,33415390000.0,33359882000.0,32823781000.0,33272695000.0,33382664000.0,33137121000.0,33365488000.0,33310510000.0,33624160000.0,33398180000.0,33150280000.0
2029.0,33168780000.0,33536903000.0,33488198000.0,32560665000.0,33203603000.0,33046770000.0,33252497000.0,33375347000.0,33332400000.0,33262332000.0,32614902000.0,33134275000.0,33477544000.0,33030610000.0,33531056000.0,33276447000.0,33441479000.0,33315574000.0,33074948000.0
2030.0,32915040000.0,33403940000.0,33388405000.0,32302119000.0,33120987000.0,32993077000.0,33178233000.0,33278843000.0,33224233000.0,33132222000.0,32332626000.0,33128323000.0,33224065000.0,32909154000.0,33146360000.0,33098650000.0,33312315000.0,33372142000.0,32996155000.0
2031.0,32846561000.0,33297450000.0,33699152000.0,32022209000.0,32925140000.0,32899418000.0,33100560000.0,33239120000.0,33080650000.0,32945828000.0,32032944000.0,32912986000.0,33162516000.0,33125540000.0,32986814000.0,33231150000.0,33285460000.0,33401108000.0,32862851000.0
2032.0,32736328000.0,33248743000.0,33332793000.0,31769561000.0,33130430000.0,32755124000.0,32969402000.0,33189558000.0,33011579000.0,32748493000.0,31741200000.0,32755247000.0,33072263000.0,32802300000.0,32797895000.0,32963242000.0,33222492000.0,33432697000.0,32795259000.0
2033.0,32529980000.0,33074698000.0,33214274000.0,31437154000.0,32865210000.0,32590705000.0,32849402000.0,33133294000.0,32914305000.0,32570920000.0,31540167000.0,32636340000.0,32981120000.0,32635275000.0,32592658000.0,32812134000.0,33127105000.0,33136329000.0,32594270000.0
2034.0,32468228000.0,33011167000.0,33113977000.0,31246766000.0,32819542000.0,32415850000.0,32675197000.0,32989952000.0,32745110000.0,32449303000.0,31226247000.0,32399841000.0,33073322000.0,32496790000.0,32489918000.0,32669192000.0,32978053000.0,32980590000.0,32408486000.0
2035.0,32859308000.0,32835222000.0,33040564000.0,30689546000.0,32550834000.0,32169454000.0,32504996000.0,33154396000.0,32635950000.0,32320553000.0,30766860000.0,32270078000.0,32816000000.0,32435114000.0,32402809000.0,32548274000.0,32828699000.0,32890317000.0,32249696000.0
2036.0,32585204000.0,32627479000.0,32974230000.0,30309100000.0,32452985000.0,31985738000.0,32403309000.0,32953766000.0,32595937000.0,32062870000.0,30358870000.0,32153414000.0,32695335000.0,32306952000.0,32105517000.0,32388243000.0,32617736000.0,32690573000.0,32067460000.0
2037.0,32225724000.0,32498645000.0,33643733000.0,29890916000.0,32316527000.0,31747230000.0,32238019000.0,32894218000.0,32303770000.0,31847858000.0,30020809000.0,31903949000.0,32599038000.0,32144105000.0,31816139000.0,32281807000.0,32401916000.0,32509227000.0,31885939000.0
2038.0,32005753000.0,32427356000.0,33002238000.0,29516583000.0,32136503000.0,31560878000.0,32097004000.0,32741870000.0,32185952000.0,31660335000.0,29480780000.0,31704144000.0,32548321000.0,31939496000.0,31482106000.0,32223635000.0,32259416000.0,32350610000.0,31604808000.0
2039.0,31760566000.0,32208513000.0,32774130000.0,28809646000.0,31913669000.0,31590783000.0,31837348000.0,32581044000.0,32006260000.0,31409127000.0,29032761000.0,31571196000.0,32318366000.0,31866677000.0,31180106000.0,31923750000.0,32150802000.0,32198980000.0,31304528000.0
2040.0,31479028000.0,31919135000.0,32795927000.0,29401051000.0,31497116000.0,31209828000.0,31583363000.0,32438956000.0,31841660000.0,31197663000.0,28468845000.0,31332590000.0,32188244000.0,31559200000.0,30864828000.0,31654892000.0,31974429000.0,31970623000.0,31159384000.0
2041.0,31144782000.0,31744072000.0,32678922000.0,28369822000.0,31294306000.0,31000950000.0,31253826000.0,32278497000.0,31705698000.0,30915105000.0,28072634000.0,31074610000.0,32031620000.0,31315474000.0,30644930000.0,31483728000.0,31951282000.0,31778533000.0,30820835000.0
2042.0,30956823000.0,31499290000.0,32593224000.0,27716130000.0,30960044000.0,30827948000.0,30958033000.0,32109337000.0,31553808000.0,30680476000.0,27702400000.0,30828728000.0,31872540000.0,31230011000.0,30726423000.0,31193321000.0,31774487000.0,31545496000.0,30515255000.0
2043.0,30659584000.0,31200279000.0,32390646000.0,27134726000.0,30624526000.0,30481960000.0,30659955000.0,31957340000.0,31277763000.0,30373407000.0,27002782000.0,30538045000.0,31666084000.0,31009788000.0,30188659000.0,30903160000.0,31528342000.0,31977497000.0,30228535000.0
2044.0,30356390000.0,30920628000.0,32265255000.0,26661870000.0,30402670000.0,30256583000.0,30418320000.0,31832322000.0,31048390000.0,30085964000.0,26420122000.0,30099112000.0,31443872000.0,30790066000.0,29763810000.0,30601386000.0,31392096000.0,31639198000.0,29906833000.0
2045.0,30033551000.0,30639837000.0,32076960000.0,27587408000.0,30094143000.0,29994113000.0,30109964000.0,31719455000.0,30824567000.0,29838250000.0,25900300000.0,29850145000.0,31326536000.0,30532856000.0,29363096000.0,30286744000.0,31045329000.0,31124273000.0,29527093000.0
2046.0,29779894000.0,30349076000.0,31938990000.0,26834602000.0,29585943000.0,29818524000.0,29851073000.0,31771273000.0,30637345000.0,29831332000.0,25570832000.0,29672810000.0,31127085000.0,30265560000.0,29070280000.0,30065922000.0,30744332000.0,30741492000.0,29117729000.0
2047.0,29415447000.0,29871540000.0,31876411000.0,25547880000.0,29127924000.0,29511460000.0,29526043000.0,31442580000.0,30369670000.0,29438235000.0,25000827000.0,29344987000.0,30928810000.0,29998960000.0,28583655000.0,29634118000.0,30505351000.0,30442830000.0,28704400000.0
2048.0,29144154000.0,29477970000.0,31671550000.0,25049040000.0,28733147000.0,29064710000.0,29188237000.0,31239703000.0,30069120000.0,29106225000.0,24589900000.0,29041506000.0,30767466000.0,29690327000.0,28111729000.0,29210552000.0,30153335000.0,30219270000.0,28300308000.0
2049.0,28855552000.0,29195911000.0,31470970000.0,24413618000.0,28255162000.0,28669526000.0,28893720000.0,31271780000.0,29815860000.0,28912255000.0,24093962000.0,28459858000.0,30605978000.0,29424951000.0,27726197000.0,28850729000.0,29863991000.0,29856027000.0,27843949000.0
2050.0,28584569000.0,28851905000.0,31307050000.0,23993846000.0,27780303000.0,28361773000.0,28565996000.0,30944967000.0,29533182000.0,28713654000.0,23494394000.0,28158097000.0,30351094000.0,29104247000.0,27781624000.0,28466660000.0,29567148000.0,29863107000.0,27459738000.0
2051.0,28219455000.0,28374004000.0,31081667000.0,23491244000.0,27332782000.0,27984218000.0,28156248000.0,30732227000.0,29187160000.0,28328430000.0,23048630000.0,27755389000.0,30052803000.0,28729370000.0,27009694000.0,28026330000.0,29180099000.0,29285940000.0,27076186000.0
2052.0,27718695000.0,27958487000.0,30902080000.0,22950324000.0,26650057000.0,27643347000.0,27829105000.0,30506359000.0,28792790000.0,27905190000.0,22466384000.0,27232840000.0,29774130000.0,28404797000.0,26574363000.0,27555578000.0,28696621000.0,29014397000.0,26691922000.0
2053.0,27238357000.0,27752278000.0,30711830000.0,22425455000.0,26025263000.0,27291337000.0,27430121000.0,30287143000.0,28714890000.0,27599755000.0,22039910000.0,26881268000.0,29469725000.0,28025522000.0,26154633000.0,27099490000.0,28402196000.0,28510280000.0,26102602000.0
2054.0,26989584000.0,27445387000.0,30560973000.0,21812750000.0,25448570000.0,26992250000.0,27000945000.0,30254186000.0,28320510000.0,27438213000.0,21527136000.0,26482084000.0,29272490000.0,27672295000.0,25613541000.0,26555675000.0,28217438000.0,28078752000.0,25811216000.0
2055.0,26578401000.0,26980490000.0,30378510000.0,21261152000.0,24901700000.0,26687030000.0,26615534000.0,30000087000.0,27949648000.0,27138406000.0,20910803000.0,26194375000.0,28952572000.0,27395146000.0,25198670000.0,26086961000.0,27738624000.0,27646216000.0,25303998000.0
2056.0,26091915000.0,26599027000.0,30084401000.0,20690113000.0,24395465000.0,26402666000.0,26227554000.0,29726462000.0,27562066000.0,26810354000.0,20376197000.0,25793767000.0,28671334000.0,26969788000.0,24980371000.0,25480675000.0,27429140000.0,27427983000.0,24864184000.0
2057.0,26002370000.0,26310435000.0,29942727000.0,20192580000.0,23705756000.0,26018695000.0,25886118000.0,29528908000.0,27206982000.0,26585960000.0,20092115000.0,25339232000.0,28396872000.0,26625018000.0,24281014000.0,24919806000.0,27014124000.0,27004654000.0,24528744000.0
2058.0,25493470000.0,25965218000.0,29585478000.0,19848458000.0,23096924000.0,25635100000.0,25418650000.0,29252536000.0,26796974000.0,26235832000.0,19511595000.0,24810144000.0,28142316000.0,26343395000.0,23730026000.0,24368163000.0,26594343000.0,26443370000.0,24081099000.0
2059.0,25014900000.0,25647751000.0,29383090000.0,19269690000.0,22625720000.0,25190193000.0,24954618000.0,29172890000.0,26418764000.0,25913290000.0,19072317000.0,24270981000.0,27648209000.0,26064706000.0,23188986000.0,23689247000.0,26224871000.0,26000054000.0,23660648000.0
2060.0,24593947000.0,25300273000.0,29099240000.0,18819017000.0,22020502000.0,25098670000.0,24453917000.0,28794626000.0,26100720000.0,25575348000.0,18540830000.0,23774814000.0,27234324000.0,25836796000.0,22658937000.0,23111533000.0,25851843000.0,25545080000.0,23269495000.0
2061.0,24176296000.0,24957379000.0,28837147000.0,18447850000.0,21393912000.0,24487635000.0,24133409000.0,28508880000.0,25745064000.0,25332370000.0,17983173000.0,23542401000.0,26775847000.0,25548644000.0,22179906000.0,22470318000.0,25474062000.0,25148445000.0,22864726000.0
2062.0,23844217000.0,24576827000.0,28532530000.0,17899807000.0,20809360000.0,24055605000.0,23730577000.0,28347810000.0,25393697000.0,25001732000.0,17370606000.0,23186977000.0,26449426000.0,25173225000.0,21746393000.0,21825270000.0,25063074000.0,24711365000.0,22415405000.0
2063.0,23641252000.0,24163088000.0,28264479000.0,17568608000.0,20286120000.0,23726533000.0,23367387000.0,28053387000.0,24961565000.0,24644990000.0,16821784000.0,22784240000.0,26174870000.0,24805063000.0,21303691000.0,21212197000.0,24830500000.0,24270965000.0,21967649000.0
2064.0,23155094000.0,23876140000.0,27919667000.0,17050997000.0,19799372000.0,23388901000.0,22996468000.0,27792968000.0,24596556000.0,24365578000.0,16373853000.0,22257140000.0,25819351000.0,24487176000.0,20760267000.0,20621631000.0,24531706000.0,23799523000.0,21394033000.0
2065.0,22774184000.0,23431029000.0,27728396000.0,16586959000.0,19128844000.0,23015166000.0,22593044000.0,27543280000.0,24238870000.0,23956625000.0,15865756000.0,21701186000.0,25496285000.0,24082463000.0,20204775000.0,20055714000.0,24185915000.0,23294917000.0,21076840000.0
2066.0,22416849000.0,23004058000.0,27428747000.0,15974314000.0,18543910000.0,22618952000.0,22148993000.0,27281844000.0,23916204000.0,23653569000.0,15337311000.0,21317427000.0,25165263000.0,23930632000.0,19756591000.0,19480740000.0,23854670000.0,22791776000.0,20771523000.0
2067.0,22022087000.0,22641474000.0,27070355000.0,15482057000.0,18113563000.0,22121425000.0,21786761000.0,26990640000.0,23489245000.0,23332230000.0,14854460000.0,20858878000.0,24833171000.0,23524327000.0,19218588000.0,18770250000.0,23412404000.0,22281157000.0,20387205000.0
2068.0,21515182000.0,22164627000.0,26751207000.0,15114390000.0,17431249000.0,21706424000.0,21402364000.0,26754353000.0,23134945000.0,23040369000.0,14527929000.0,20429050000.0,24410761000.0,23197637000.0,18577324000.0,18151109000.0,22858164000.0,21857882000.0,19943168000.0
2069.0,21173062000.0,21900920000.0,26477259000.0,14660183000.0,16993593000.0,21300693000.0,21051542000.0,26455960000.0,22670197000.0,22784070000.0,14049306000.0,19928078000.0,23954817000.0,22992660000.0,18130436000.0,17525450000.0,22537850000.0,21575459000.0,19623496000.0
2070.0,20715282000.0,21445319000.0,26140858000.0,14337334000.0,16518358000.0,20876430000.0,20595620000.0,25998316000.0,22339895000.0,22453023000.0,13669378000.0,19499694000.0,23632624000.0,22661124000.0,17643317000.0,17012541000.0,22167982000.0,21057900000.0,19302423000.0
2071.0,20312259000.0,21056477000.0,25901658000.0,13948915000.0,15932032000.0,20393280000.0,20225516000.0,25736737000.0,21918798000.0,22119672000.0,13226493000.0,19020906000.0,23293403000.0,22441052000.0,17216156000.0,16386332000.0,21774574000.0,20602464000.0,18866940000.0
2072.0,19902351000.0,20655237000.0,25559357000.0,13601125000.0,15334241000.0,19968475000.0,19861504000.0,25627343000.0,21567877000.0,21808755000.0,12829407000.0,18556656000.0,23097910000.0,21965126000.0,16827595000.0,15831578000.0,21342100000.0,20110375000.0,18492447000.0
2073.0,19477416000.0,20229000000.0,25225376000.0,13237715000.0,14898477000.0,19576988000.0,19420305000.0,25392222000.0,21241240000.0,21791678000.0,12410746000.0,18216760000.0,22644097000.0,21616550000.0,16299418000.0,15179535000.0,20969603000.0,19608580000.0,18262909000.0
2074.0,19037413000.0,19755145000.0,25006055000.0,13032506000.0,14543967000.0,19115274000.0,19057758000.0,24915292000.0,20951550000.0,21319062000.0,11946053000.0,17780222000.0,22344378000.0,21312560000.0,15870374000.0,14791378000.0,20534245000.0,19239730000.0,17987906000.0
2075.0,18637849000.0,19325610000.0,24952705000.0,12788256000.0,13920140000.0,18625147000.0,18713768000.0,24658369000.0,20523297000.0,21045901000.0,11630686000.0,17294037000.0,22058623000.0,20881800000.0,15508268000.0,14166163000.0,20031090000.0,18631060000.0,17624855000.0
2076.0,18362630000.0,18763370000.0,24600046000.0,12448092000.0,13399099000.0,17987428000.0,18304778000.0,24376400000.0,20089412000.0,20707283000.0,11256266000.0,16919815000.0,21634679000.0,20483633000.0,15089890000.0,13653656000.0,19605772000.0,18124245000.0,17251652000.0
2077.0,17918611000.0,18300730000.0,24223742000.0,12167074000.0,13009928000.0,17471472000.0,17872175000.0,24087910000.0,19718121000.0,20366174000.0,10969924000.0,16483667000.0,21281071000.0,20095404000.0,14589063000.0,13112391000.0,19262444000.0,17579780000.0,16948788000.0
2078.0,17464447000.0,17796750000.0,23837380000.0,11964701000.0,12584640000.0,17146463000.0,17519129000.0,23849386000.0,19386073000.0,20093979000.0,10565419000.0,16104864000.0,20931805000.0,19757361000.0,14226632000.0,12744525000.0,18822035000.0,16970202000.0,16609256000.0
2079.0,17046378000.0,17354699000.0,23531119000.0,11767526000.0,12064498000.0,16691157000.0,17119148000.0,23549594000.0,19034446000.0,19734350000.0,10247098000.0,15663524000.0,20525713000.0,19383697000.0,13924272000.0,12361583000.0,18403041000.0,16547616000.0,16259513000.0
2080.0,16714305000.0,16955216000.0,23342369000.0,11547418000.0,11675634000.0,16200095000.0,16637318000.0,23135797000.0,18577316000.0,19411894000.0,9838555000.0,15315571000.0,20109996000.0,18936977000.0,13584457000.0,11892340000.0,17837722000.0,16089646000.0,15945179000.0
2081.0,16457280000.0,16422867000.0,23012205000.0,11417027000.0,11181906000.0,15787091000.0,16271165000.0,22869330000.0,18224937000.0,19135298000.0,9367884000.0,14942989000.0,19682736000.0,18604976000.0,13218547000.0,11456960000.0,17253245000.0,15504213000.0,15690309000.0
2082.0,15996339000.0,16009681000.0,22727907000.0,11461231000.0,10755674000.0,15459243000.0,15861944000.0,22544036000.0,17861405000.0,18870690000.0,8997048000.0,14620425000.0,19299383000.0,18307721000.0,12933883000.0,11088504000.0,16777790000.0,15012163000.0,15386482000.0
2083.0,15530635000.0,15505037000.0,22414594000.0,10953337000.0,10275722000.0,15042075000.0,15454027000.0,22229318000.0,17509403000.0,18562712000.0,8703074000.0,14290613000.0,18952057000.0,17930822000.0,12606168000.0,10667590000.0,16387634000.0,14525408000.0,15244186000.0
2084.0,15211150000.0,15109743000.0,22015326000.0,10716149000.0,9808473000.0,14609560000.0,15054775000.0,21902615000.0,17125812000.0,18241700000.0,8373809700.0,13976477000.0,18522612000.0,17496975000.0,12244196000.0,10323591000.0,15881383000.0,14182460000.0,14846117000.0
2085.0,14854615000.0,14812632000.0,21626335000.0,10542781000.0,9379318000.0,14249759000.0,14658300000.0,21965443000.0,16849032000.0,18038725000.0,8048488400.0,13608944000.0,18143255000.0,17164558000.0,11850692000.0,10081315000.0,15467295000.0,13838815000.0,14571281000.0
2086.0,14557088000.0,14284422000.0,21287240000.0,10346335000.0,8989967000.0,13869937000.0,14180310000.0,21336816000.0,16468990000.0,17701370000.0,7657718000.0,13252813000.0,17783396000.0,16731126000.0,11588236000.0,9873402000.0,15078096000.0,13490048000.0,14293661000.0
2087.0,14250236000.0,13959251000.0,20910412000.0,10126736000.0,8553348600.0,13610977000.0,13787202000.0,21048273000.0,16158651000.0,17411210000.0,7338947600.0,12945823000.0,17417535000.0,16430646000.0,11242762000.0,9555980000.0,14714163000.0,13028474000.0,14030296000.0
2088.0,13943601000.0,13798247000.0,20538493000.0,9998257000.0,8255190000.0,13274096000.0,13240535000.0,20851212000.0,15796599000.0,17098408000.0,6919899600.0,12637970000.0,17047218000.0,16009689000.0,10973001000.0,9256613000.0,14307882000.0,12678858000.0,13799547000.0
2089.0,13671353000.0,13376742000.0,20346946000.0,9759322000.0,7835467000.0,12863894000.0,12855166000.0,20635330000.0,15507556000.0,16792091000.0,6633000000.0,12355068000.0,16653991000.0,15610803000.0,10647320000.0,8921151000.0,13943607000.0,12353396000.0,13533811000.0
2090.0,13406241000.0,13071825000.0,20320008000.0,9464397000.0,7476139500.0,12518842000.0,12456843000.0,20313086000.0,15212143000.0,16583837000.0,6329624600.0,12121650000.0,16296255000.0,15236749000.0,10267237000.0,8723432000.0,13503861000.0,12029158000.0,13286961000.0
2091.0,13021925000.0,12703553000.0,19895441000.0,9275421000.0,7167162400.0,12170456000.0,12005748000.0,20042117000.0,14835199000.0,16280688000.0,5953466400.0,11771565000.0,15949908000.0,14945382000.0,10029787000.0,8546623500.0,13060318000.0,11710184000.0,13015013000.0
2092.0,12637352000.0,12349348000.0,19541785000.0,9110250000.0,6890340000.0,11905506000.0,11490118000.0,19728493000.0,14570898000.0,16116423000.0,5718994000.0,11498982000.0,15646855000.0,14655736000.0,9711348000.0,8265155000.0,12769284000.0,11428685000.0,12774353000.0
2093.0,12284660000.0,11900296000.0,19248216000.0,8902466000.0,6491814000.0,11561470000.0,10965425000.0,19450546000.0,14247583000.0,15952480000.0,5362191000.0,11244900000.0,15283460000.0,14237014000.0,9359574000.0,7995205600.0,12392444000.0,11151770000.0,12505987000.0
2094.0,11997611000.0,11663364000.0,18927710000.0,8725926000.0,6126327300.0,11225863000.0,10497294000.0,19183010000.0,14008919000.0,15686018000.0,5097788000.0,10966314000.0,14846789000.0,13928865000.0,9091330000.0,7752455700.0,12022226000.0,10982406000.0,12228214000.0
2095.0,11790830000.0,11351911000.0,18566128000.0,8564164600.0,5676822000.0,10916756000.0,10078618000.0,18881303000.0,13732248000.0,15463891000.0,4862326000.0,10647965000.0,14695532000.0,13605051000.0,8906956000.0,7496035300.0,11690341000.0,10657571000.0,11959199000.0
2096.0,11508394000.0,11050865000.0,18324984000.0,8348325400.0,5469319000.0,10666800000.0,9538394000.0,18555204000.0,13472952000.0,15185318000.0,4678241000.0,10368858000.0,14395745000.0,13324368000.0,8595656000.0,7278486500.0,11387359000.0,10399663000.0,11716268000.0
2097.0,11305589000.0,10837673000.0,17935407000.0,8183288300.0,5176798000.0,10384151000.0,9146102000.0,18328020000.0,13233228000.0,14879782000.0,4481693000.0,10126871000.0,14009977000.0,13030817000.0,8390098000.0,7090789400.0,11137071000.0,10017618000.0,11485647000.0
